PLOT,SPECIES,DIAMETER,STATUS,SPROUTS
62,BELE,5.2,L,NA
62,BELE,3.1,L,NA
62,BELE,3.2,L,NA
62,ACRU,10.3,L,S5
62,ACRU,3.4,L,NA
62,ACRU,8.3,L,NA
62,PIST,71.9,L,NA
62,ACRU,12.7,L,NA
62,ACRU,8.2,D,S2
62,ACRU,7.4,D,S2
62,ACRU,10.1,D,S2
62,ACRU,4.3,D,S2
62,ACRU,5.9,D,S2
62,ACRU,17.4,L,S2
62,ACRU,5.4,D,S2
62,ACRU,4.1,D,S2
62,ACRU,15.7,L,S2
62,ACRU,2.7,D,S1
62,ACRU,4.9,L,S1
62,ACRU,2.5,L,NA
62,ACRU,3.4,L,NA
62,QURU,9.9,L,NA
62,QURU,5,L,NA
62,QURU,3.6,D,NA
62,QURU,3.3,L,NA
62,QURU,3.6,L,NA
62,QURU,6.6,L,NA
62,QURU,2.7,L,NA
62,ACRU,19.6,L,S3
62,QURU,2.8,L,NA
62,QURU,9.8,L,NA
62,QURU,14.2,L,NA
62,QURU,3.6,L,NA
62,QURU,3.2,L,NA
62,PIST,4,L,NA
62,ACRU,23.9,L,S3
62,ACRU,35.2,L,S4
62,ACRU,5.8,L,S5
62,BELE,3,L,NA
62,BELE,7.4,L,NA
62,BELE,3.4,L,NA
62,BEPO,6,L,NA
62,PIST,14.3,D,NA
62,PIST,70.2,L,NA
62,PIST,3.3,L,NA
62,PIST,24.8,D,NA
62,PIST,32.8,L,NA
62,PIST,52.5,L,NA
62,PIST,25.6,L,NA
62,PIST,37.5,L,NA
62,QURU,58.5,L,NA
62,BELE,2.6,L,S6
62,BELE,2.7,L,S6
62,PIST,21.6,L,NA
63,ACRU,30.4,L,S1
63,ACRU,48.2,L,NA
63,ACRU,3.9,L,NA
63,ACRU,6.3,L,NA
63,ACRU,2.8,L,NA
63,ACRU,67.1,L,NA
63,ACRU,32.5,L,S2
63,ACRU,26.8,L,S2
63,ACRU,29.7,L,S2
63,ACRU,4,L,NA
63,ACRU,21.2,L,S3
63,ACRU,26.7,L,S3
63,ACRU,41.6,L,NA
63,BELE,3.5,L,NA
63,BELE,3.9,L,NA
63,BELE,3.2,L,NA
63,BELE,3.5,L,NA
63,BELE,3.5,L,NA
63,BELE,3,L,NA
63,BELE,4.1,L,NA
63,BELE,5.8,L,NA
63,BELE,3.4,L,NA
63,BEPA,32.2,L,NA
63,BEPA,11.9,L,S4
63,BEPA,16.4,L,S4
63,FAGR,3.8,L,NA
63,FAGR,3.4,L,NA
63,FAGR,4.2,L,NA
63,FAGR,2.6,L,NA
63,FAGR,2.7,L,NA
63,PIST,8.6,L,NA
63,PIST,33.7,L,NA
63,PIST,3.6,L,NA
63,PIST,22,D,NA
63,PIST,30.8,D,NA
63,PIST,9.5,D,NA
63,PIST,40.1,L,NA
63,PIST,22.9,D,S5
63,PIST,18.7,D,S5
63,PIST,11,D,S5
63,PIST,39.1,L,S5
63,PIST,16.4,D,NA
63,PIST,6.7,L,NA
63,PIST,43.3,L,NA
63,PIST,38.8,L,NA
63,QURU,2.9,L,NA
63,QURU,3.1,L,NA
63,QURU,2.7,L,NA
63,ACPE,4,L,NA
63,ACPE,10.8,L,NA
63,ACPE,2.7,L,NA
63,ACPE,2.8,L,NA
63,PRSE,41.7,L,NA
63,PRSE,3,L,NA
63,PRSE,27.4,L,NA
63,PRSE,27.5,L,NA
63,PRSE,19,L,NA
63,PIST,5.5,D,NA
63,ACRU,14.7,L,S1
63,ACRU,3.1,L,NA
64,ACRU,3.2,L,NA
64,ACRU,27.1,L,NA
64,ACRU,41.9,L,NA
64,ACRU,27.7,L,S1
64,ACRU,32.9,L,S1
64,ACRU,46.3,D,S1
64,ACRU,16.4,L,S1
64,ACRU,15,L,NA
64,ACRU,44.1,L,NA
64,ACRU,20.1,D,S2
64,ACRU,7.6,D,S2
64,ACRU,13.3,L,S2
64,ACRU,8,D,S2
64,ACRU,24.5,D,S3
64,ACRU,44.2,L,S3
64,ACRU,49.5,L,NA
64,BEAL,5.4,L,S4
64,BEAL,3.4,L,S4
64,BELE,2.9,L,NA
64,BELE,5.4,L,NA
64,BELE,8.7,L,NA
64,BELE,8.1,L,NA
64,BELE,39.9,L,NA
64,BELE,2.6,L,NA
64,BELE,3.2,L,NA
64,BELE,15.7,L,S5
64,BELE,4.3,L,S5
64,BELE,4.4,L,NA
64,PIST,33.4,D,NA
64,QURU,3.9,L,NA
64,QURU,2.8,L,NA
64,QURU,2.6,L,NA
64,QURU,2.6,L,NA
64,QURU,24.5,L,NA
64,QURU,19.2,L,NA
64,QURU,3.5,L,NA
64,QURU,4.6,L,NA
64,QURU,5.7,L,NA
64,QURU,4.2,L,NA
64,QURU,4.4,L,NA
64,ACRU,2.7,L,NA
64,TSCA,2.9,L,S6
64,TSCA,2.7,L,S6
64,FRAM,3.9,L,NA
64,ACPE,5.2,L,NA
64,ACPE,3.6,L,NA
64,ACPE,4,L,NA
64,ACPE,5.9,L,NA
64,PRSE,20.3,L,NA
64,PRSE,46.5,L,NA
64,PRSE,39.1,L,NA
64,PRSE,3.6,L,NA
64,CADE,16.2,L,NA
65,ACPE,3.1,L,NA
65,BELE,5.8,D,NA
65,ACPE,2.7,L,NA
65,ACPE,2.9,L,S6
65,ACPE,3.5,L,NA
65,ACPE,3.6,L,NA
65,CADE,3.8,D,NA
65,CADE,3.7,D,NA
65,CADE,6.7,L,S5
65,CADE,3.5,L,S5
65,TSCA,7.1,L,NA
65,QURU,25.9,L,NA
65,QURU,24.9,L,NA
65,QURU,44.6,L,NA
65,QURU,3.6,L,NA
65,QURU,16,L,NA
65,PIST,75.2,L,NA
65,PIST,43,L,NA
65,PIST,84.1,L,NA
65,BEPA,7.9,D,S4
65,BEPA,24.5,L,S4
65,BELE,16.2,L,S3
65,BELE,9.9,L,S3
65,BELE,12.6,L,NA
65,ACPE,5.8,L,S6
65,BELE,11.5,L,NA
65,BELE,6.6,L,NA
65,BELE,17.6,L,NA
65,BELE,18,L,NA
65,ACRU,8.5,L,NA
65,ACRU,5,L,NA
65,ACRU,18.7,L,S2
65,ACRU,16.8,L,S2
65,ACRU,67,L,NA
65,ACRU,57.3,L,S1
65,ACRU,44.5,L,S1
65,ACRU,58.5,L,S1
65,ACRU,5.6,L,NA
65,ACRU,6,D,NA
65,ACPE,5.6,L,S6
65,PRSE,4,L,NA
65,PRSE,26.5,D,S7
65,PRSE,22.2,D,S7
65,PRSE,13,D,S7
65,FRAM,7.2,L,NA
65,ACPE,3.3,L,NA
65,ACPE,3.3,L,NA
66,ACRU,21.4,L,S2
66,ACRU,4.2,L,NA
66,ACRU,6.4,L,NA
66,ACRU,3.3,L,NA
66,ACRU,3.4,D,NA
66,ACRU,14,L,S3
66,ACRU,3.4,L,NA
66,ACRU,21.5,L,NA
66,ACRU,10.4,L,NA
66,ACRU,25.4,L,NA
66,ACRU,18.5,L,NA
66,ACRU,26.7,L,S1
66,ACRU,7,D,S3
66,ACSA,22.5,L,S4
66,BELE,10.4,L,NA
66,BELE,4.5,L,NA
66,BELE,27.1,L,NA
66,BELE,25.9,L,NA
66,BELE,5.5,L,NA
66,BEPA,29.8,L,S5
66,BEPA,18.7,L,S5
66,ACRU,18.5,L,S1
66,PIST,3.1,L,NA
66,ACSA,6,D,S4
66,QURU,3.4,L,NA
66,QURU,19.5,L,NA
66,QURU,35.4,L,NA
66,QURU,14.4,L,NA
66,ACRU,19.4,L,S2
66,QURU,13.7,D,NA
66,QURU,26.9,L,NA
66,ACPE,3,L,NA
66,ACPE,2.9,L,NA
66,ACPE,3.5,L,NA
66,ACPE,3.9,L,NA
66,ACPE,3.2,L,NA
66,ACPE,3.5,L,NA
66,ACPE,3.7,L,NA
66,ACPE,2.8,L,NA
66,ACPE,2.7,L,NA
66,ACPE,2.9,L,NA
66,ACPE,3,L,NA
66,ACPE,3.9,L,NA
66,ACPE,3.8,L,NA
66,ACPE,4.5,L,NA
66,ACPE,3,L,NA
66,ACPE,2.6,L,NA
66,ACPE,2.7,L,NA
66,ACPE,3.7,L,NA
66,ACPE,2.5,L,NA
66,ACPE,2.6,L,NA
66,ACPE,3.6,L,NA
66,ACPE,4.8,L,NA
66,ACPE,5,L,NA
66,ACPE,4,L,S6
66,FRAM,31.1,L,S9
66,ACPE,3.8,L,NA
66,ACPE,4.3,L,NA
66,ACPE,3,L,NA
66,ACPE,3.5,L,S7
66,ACRU,21.9,L,S2
66,ACRU,3.4,L,NA
66,ACRU,5.2,L,NA
66,ACRU,19.1,L,NA
66,QURU,28.8,L,NA
66,BEPA,36.2,L,NA
66,FRAM,13,D,S9
66,ACRU,21.3,L,S1
66,ACSA,12.6,L,S4
66,BELE,23.1,D,NA
66,QURU,22,L,NA
66,CADE,8.6,D,S10
66,CADE,4.8,L,S10
66,ACPE,3.4,L,S7
66,ACPE,18.2,D,S7
66,ACPE,3,L,NA
66,ACPE,3.3,L,NA
66,ACPE,6.4,L,NA
66,ACPE,3.3,L,NA
66,ACPE,4,L,NA
66,ACPE,2.8,L,NA
66,ACPE,2.9,L,NA
66,ACPE,3,L,NA
66,ACPE,2.6,L,NA
66,ACPE,3.2,L,NA
66,PRSE,25.8,L,NA
66,PRSE,16,D,NA
66,PRSE,15.8,D,NA
66,FRAM,8,D,NA
66,FRAM,14.6,L,NA
66,FRAM,12.4,D,S8
66,FRAM,26,L,S8
66,FRAM,32.7,L,NA
66,ACPE,2.5,L,NA
66,ACPE,3.3,L,NA
66,ACPE,4,L,S6
66,ACRU,11.3,L,S3
67,ACRU,8.9,L,S13
67,ACRU,7.8,L,S13
67,ACRU,4.7,L,NA
67,ACRU,3.3,L,NA
67,ACRU,3.8,L,S12
67,ACRU,5.7,L,S12
67,ACRU,3.6,L,S11
67,ACRU,3.7,L,S11
67,ACRU,3.4,L,S11
67,ACRU,4.1,L,NA
67,ACRU,8.7,L,S10
67,ACRU,4,L,S10
67,ACRU,2.5,L,S9
67,ACRU,3.5,L,S9
67,ACRU,3,L,S9
67,ACRU,3.6,D,NA
67,ACRU,3,L,S8
67,ACRU,3.4,D,S8
67,ACRU,3.7,L,NA
67,ACRU,2.7,D,S7
67,ACRU,6.1,L,S7
67,ACRU,4.5,L,NA
67,ACRU,3.1,L,NA
67,ACRU,3,L,NA
67,ACRU,2.5,L,NA
67,ACRU,3,L,S6
67,ACRU,4.3,L,S6
67,ACRU,3.9,D,S5
67,ACRU,3.2,L,S5
67,ACRU,3,D,S4
67,ACRU,3,D,S4
67,ACRU,5.6,L,S4
67,ACRU,6.7,L,NA
67,ACRU,3.9,L,S3
67,ACRU,3.2,D,S3
67,ACRU,7.3,L,S3
67,ACRU,8.3,L,S2
67,ACRU,8.5,L,S2
67,ACRU,4,L,S2
67,ACRU,5.8,L,S2
67,ACRU,8.3,L,S2
67,ACRU,5,L,NA
67,ACRU,8.2,L,S1
67,ACRU,3.4,D,S1
67,ACRU,3,D,S1
67,ACRU,9.9,L,S13
67,ACRU,5.7,L,S13
67,ACRU,3,L,S14
67,ACRU,2.9,L,S14
67,ACRU,5.7,L,S14
67,ACRU,5,L,NA
67,ACRU,5.4,L,S15
67,ACRU,4.2,L,S15
67,ACRU,4.4,L,S15
67,ACRU,6.4,L,S16
67,ACRU,9.5,L,S16
67,ACRU,4.4,L,S16
67,ACRU,8.6,L,S16
67,ACRU,5,L,S16
67,ACRU,4.5,L,S16
67,ACRU,5.3,L,S17
67,ACRU,5.7,L,S17
67,ACRU,2.7,L,NA
67,ACRU,2.5,L,NA
67,ACRU,3.7,L,S18
67,ACRU,4.8,L,S18
67,ACRU,10.9,L,S19
67,ACRU,4.6,L,S19
67,ACRU,3.4,L,NA
67,ACRU,6.3,L,S20
67,ACRU,2.7,L,S20
67,ACRU,4.3,L,S21
67,ACRU,2.9,L,S21
67,ACRU,5.1,L,S22
67,ACRU,3.6,L,S22
67,ACRU,2.8,L,S22
67,ACRU,3,L,S23
67,ACRU,2.9,L,S23
67,ACRU,6.7,L,NA
67,ACRU,4.7,L,NA
67,ACRU,3,L,NA
67,ACRU,4,L,NA
67,ACRU,3.8,L,S24
67,ACRU,3.3,L,S24
67,ACRU,3.2,L,S24
67,ACRU,5.8,L,NA
67,ACRU,2.5,L,NA
67,ACRU,3.1,L,S25
67,ACRU,7.8,L,S25
67,ACRU,9.8,L,S25
67,ACRU,4.4,L,S26
67,ACRU,4.4,L,S26
67,ACRU,4.3,L,NA
67,ACRU,3.6,L,NA
67,ACRU,4.9,L,NA
67,ACRU,2.3,L,S27
67,ACRU,2.7,L,S27
67,ACRU,2.9,L,NA
67,ACRU,4.7,L,NA
67,ACRU,3,L,NA
67,ACRU,5.2,L,S28
67,ACRU,2.5,L,S28
67,ACRU,3.5,L,NA
67,ACRU,3.3,L,NA
67,ACRU,3.9,L,NA
67,ACRU,6.1,L,S29
67,ACRU,2.5,D,S29
67,ACRU,3.2,L,S29
67,ACRU,3.6,L,NA
67,ACRU,3.3,L,NA
67,ACRU,5.6,L,S30
67,ACRU,3.2,L,S30
67,ACRU,3.8,D,S30
67,ACRU,3,L,S31
67,ACRU,3.1,L,S31
67,ACRU,7.9,L,S1
67,ACRU,4.1,L,NA
67,ACRU,3.1,L,NA
67,BELE,6.4,L,S32
67,ACRU,3,L,S31
67,QURU,16.5,L,S56
67,QURU,10.8,L,S57
67,QURU,19.1,L,NA
67,BEPA,4.1,L,NA
67,BEPA,2.8,D,S50
67,BEPA,4.2,L,S50
67,BEPA,4.4,D,S49
67,BEPA,5.3,D,S49
67,BEPA,3.6,D,S48
67,BEPA,4.8,D,S48
67,BEPA,7.4,D,S48
67,BEPA,2.9,D,S47
67,BEPA,12.2,L,S47
67,BEPA,3.3,D,NA
67,BEPA,6.9,D,S46
67,BEPA,8.7,L,S46
67,BEPA,7.5,L,S46
67,BEPA,9.7,L,S45
67,BEPA,6.1,D,S45
67,BEPA,6.5,D,S45
67,BEPA,6.3,D,S44
67,BEPA,6,D,S44
67,BEPA,7.6,L,S43
67,BEPA,5.3,L,S43
67,BEPA,6.3,L,S42
67,BEPA,4.5,D,S42
67,BEPA,4.6,L,S42
67,BEPA,9.7,L,S41
67,BEPA,5,D,S41
67,BEPA,3.8,D,S40
67,BEPA,6.4,L,S40
67,BEPA,3.1,D,S39
67,BEPA,9.4,L,S39
67,BEPA,3.2,D,NA
67,BEPA,10.9,L,S38
67,BEPA,8,L,S38
67,BEPA,7.4,L,S38
67,BEPA,5.2,L,S37
67,BEPA,7.7,L,S37
67,BEPA,6.3,L,S37
67,BEPA,6.9,L,S37
67,BEPA,7.6,L,NA
67,BEPA,5.6,L,NA
67,BEPA,4.7,D,NA
67,BEPA,5.4,D,NA
67,BEPA,9.6,D,S36
67,BEPA,9.7,L,S36
67,BELE,4.2,L,NA
67,BELE,6.7,L,S35
67,BELE,5.6,L,S35
67,BELE,4.6,L,NA
67,BELE,5.5,L,NA
67,BELE,4.4,L,S34
67,BELE,3.3,L,S34
67,BELE,4,L,S33
67,BELE,5.9,D,S33
67,BELE,4.1,L,NA
67,BELE,4.4,L,NA
67,BELE,4,L,NA
67,BELE,6.9,L,NA
67,BELE,4.6,L,NA
67,BELE,5,L,NA
67,BELE,2.8,L,NA
67,BELE,5,L,NA
67,BELE,2.5,L,S32
67,BEPA,8.2,L,S51
67,BEPA,4.2,D,S51
67,BEPA,9.2,L,S51
67,QUAL,4.3,L,NA
67,QURU,11,L,NA
67,QURU,16.4,L,NA
67,QURU,15.4,L,S52
67,QURU,16.8,L,S52
67,QURU,5.8,L,NA
67,QURU,7.8,L,NA
67,QURU,15.4,L,NA
67,QURU,5.2,L,S53
67,QURU,4.7,D,S53
67,QURU,5.9,D,S53
67,QURU,7.1,L,NA
67,QURU,9.6,D,NA
67,QURU,5.5,D,S54
67,QURU,5.7,L,S54
67,QURU,13.4,L,NA
67,QURU,13.4,L,NA
67,QURU,9.2,L,S58
67,QURU,10.6,L,S58
67,QURU,5.2,D,S58
67,QURU,13.5,L,S59
67,QURU,4.9,D,S59
67,QURU,9.7,L,S59
67,QURU,14,L,NA
67,QURU,17.3,L,S60
67,QURU,3.5,D,S60
67,QURU,14.3,L,NA
67,QURU,16.5,L,S61
67,QURU,8.8,L,S61
67,QURU,9.3,D,NA
67,QURU,11.4,L,NA
67,QURU,15.8,L,NA
67,QURU,12,L,NA
67,QURU,10,L,NA
67,QURU,13,L,S62
67,QURU,5.9,D,S62
67,QURU,7.6,D,S62
67,QURU,14.3,L,S62
67,QURU,12.4,L,S55
67,QURU,18.8,L,NA
67,QURU,10.4,L,NA
67,QURU,3.9,D,NA
67,QURU,20,L,S63
67,QURU,17.3,L,S63
67,QURU,11.3,L,S64
67,QURU,12.5,L,S64
67,QURU,7,D,NA
67,QURU,10.8,D,S65
67,QURU,10.3,D,S65
67,QURU,13.4,L,S66
67,QURU,14,L,S66
67,QURU,5,L,S66
67,QURU,12.4,L,S67
67,QURU,4,D,S67
67,CADE,3.9,L,S68
67,CADE,3.8,D,S68
67,CADE,6.2,D,S68
67,QURU,15.3,L,S57
67,QURU,15.3,L,S56
67,QURU,12.7,L,NA
67,QURU,4.7,D,S55
68,ACRU,20.5,L,S1
68,ACRU,16.4,L,S1
68,ACRU,10.4,L,S2
68,ACRU,5.7,D,S2
68,ACRU,13.8,L,NA
68,ACRU,11.5,L,S3
68,ACRU,6.1,D,S3
68,ACRU,6.8,D,S3
68,ACRU,15,L,S4
68,ACRU,6.3,D,S4
68,ACRU,8.3,L,S5
68,ACRU,4.1,L,S5
68,ACRU,5.2,L,S6
68,ACRU,5.8,L,S6
68,ACRU,2.7,L,S6
68,ACRU,2.6,D,S6
68,ACRU,14.8,L,S7
68,ACRU,14.1,L,S7
68,ACRU,6.1,L,S7
68,ACRU,8.1,L,S8
68,ACRU,8.7,L,S8
68,ACRU,15.8,L,S8
68,ACRU,4.8,L,S9
68,ACRU,5,L,S9
68,ACRU,19.3,L,S9
68,ACRU,5.6,L,NA
68,ACRU,4.1,L,NA
68,ACRU,5.8,L,NA
68,ACRU,4.1,L,NA
68,ACRU,4.3,L,S10
68,ACRU,4.4,L,S10
68,ACRU,3,D,S10
68,ACRU,4,L,S10
68,ACRU,3.3,D,S10
68,ACRU,3.2,D,NA
68,ACRU,7.6,L,S11
68,ACRU,6.7,L,S11
68,ACRU,5.2,L,S11
68,ACRU,2.5,D,S11
68,ACRU,3.9,L,S11
68,ACRU,10,L,S12
68,ACRU,10.4,L,S12
68,ACRU,4.1,L,NA
68,BEAL,3.3,L,NA
68,BELE,4.9,L,NA
68,BELE,7.4,L,NA
68,BELE,7,L,S13
68,BELE,7.8,L,S13
68,BELE,6.3,L,NA
68,BELE,7.9,L,NA
68,BEPA,8.6,L,S14
68,BEPA,20.9,L,S14
68,BEPA,6,L,S14
68,BEPA,8.4,L,NA
68,BEPA,16,L,NA
68,BEPA,14.4,L,NA
68,BEPA,10.1,L,NA
68,BEPA,4.4,L,NA
68,PIST,49.9,L,NA
68,PIST,22.5,L,NA
68,PIST,57.7,L,NA
68,PIST,27.8,L,NA
68,PIST,26.7,L,NA
68,PIST,2.9,L,NA
68,PIST,2.7,L,NA
68,PIST,47.7,L,NA
68,PIST,22.6,L,NA
68,PIST,35.6,L,NA
68,PIST,20,L,NA
68,PIST,29,L,NA
68,PIST,19.6,D,NA
68,QUAL,12.6,L,S15
68,QUAL,20.4,L,S15
68,QURU,9.6,L,NA
68,TSCA,3.8,L,NA
68,ACPE,3.7,L,NA
68,ACPE,6.1,D,NA
68,ACPE,3.7,L,NA
68,QURU,15,L,NA
68,QURU,11.4,L,NA
68,QURU,5.5,L,NA
68,QURU,8,L,NA
68,QURU,23.9,L,NA
68,QURU,5,L,NA
68,QURU,13.4,L,NA
69,ACRU,22.3,L,S1
69,ACRU,5.5,D,S1
69,ACRU,10.8,L,S1
69,ACRU,19.1,L,S1
69,ACRU,21,L,S1
69,ACRU,9.7,L,NA
69,ACRU,27.4,L,NA
69,ACRU,32.4,L,NA
69,ACRU,24.1,L,NA
69,ACRU,7.8,L,S2
69,ACRU,28.5,L,S2
69,ACRU,32.6,L,NA
69,ACRU,8.6,L,NA
69,ACRU,3.4,L,S3
69,ACRU,4.1,L,S3
69,ACRU,10.3,L,NA
69,ACRU,23.2,L,S4
69,ACRU,19.6,L,S4
69,ACRU,15.6,L,NA
69,ACRU,18.1,L,NA
69,ACRU,28.2,L,S5
69,ACRU,27.2,L,S5
69,ACRU,18.3,D,NA
69,ACRU,18.4,L,NA
69,ACRU,4.2,L,S6
69,ACRU,3.6,L,S6
69,ACRU,6.6,L,NA
69,ACRU,7.7,D,NA
69,BEAL,3.3,L,NA
69,BEAL,6.1,L,NA
69,BEAL,23.2,L,NA
69,BEAL,3.6,L,NA
69,BEAL,4.3,L,NA
69,BEAL,31.7,L,NA
69,BEAL,8.1,L,S7
69,BEAL,10.5,L,S7
69,BELE,21,L,S8
69,BELE,9.1,L,S8
69,BELE,9.7,D,NA
69,BELE,25.4,L,NA
69,BELE,19,L,NA
69,BELE,7.9,D,NA
69,BELE,7,L,NA
69,BELE,21.7,L,NA
69,BELE,6.4,L,NA
69,BELE,9.5,L,NA
69,BELE,8.3,L,NA
69,BELE,7.3,L,NA
69,BELE,3.4,D,NA
69,BELE,11.3,L,NA
69,BELE,5,L,NA
69,BELE,16.8,L,NA
69,BELE,4.7,L,NA
69,BELE,10.7,L,NA
69,BELE,23.2,L,NA
69,BELE,10.4,L,S9
69,BELE,13,L,S9
69,BELE,12.4,L,NA
69,BELE,6.1,D,NA
69,BELE,11.5,L,NA
69,BELE,10.4,L,NA
69,BELE,17.1,L,NA
69,BELE,19.8,L,NA
69,BELE,3.2,L,NA
69,BELE,15.5,L,NA
69,BELE,14.9,L,NA
69,BELE,13.7,L,NA
69,BELE,22.1,L,NA
69,BELE,17.7,L,NA
69,BELE,12.4,L,NA
69,BELE,4.5,D,NA
69,BELE,4.6,L,NA
69,BELE,16.7,L,NA
69,BELE,8.4,L,NA
69,BELE,21,L,NA
69,BEPA,16,L,NA
69,BEPA,19,D,NA
69,BEPA,17.7,L,NA
69,PIST,4,L,NA
69,PIST,5.1,D,NA
69,PIST,6.3,D,NA
69,PIST,6,D,NA
69,QURU,8,L,NA
69,QURU,14.3,L,NA
69,QURU,10.4,L,NA
69,TSCA,11.4,L,NA
69,TSCA,5.2,L,NA
69,TSCA,11.6,D,NA
69,TSCA,11.5,L,NA
69,TSCA,6.3,L,NA
69,TSCA,18.2,L,NA
69,TSCA,16.2,L,NA
69,TSCA,4.6,L,NA
69,TSCA,7.6,L,NA
69,TSCA,16.4,L,NA
69,TSCA,16.1,L,NA
69,TSCA,17.3,L,NA
69,ACPE,2.7,L,NA
69,ACPE,9.9,L,NA
69,ACPE,3,L,NA
69,FRAM,3.7,D,NA
69,BELE,14.9,L,NA
69,BELE,6,D,NA
70,ACRU,8.8,L,NA
70,ACRU,9.9,L,NA
70,ACRU,9.5,D,NA
70,PRSE,22.2,L,NA
70,CADE,3.1,L,NA
70,ACPE,5.3,L,S22
70,ACPE,2.5,L,S22
70,ACPE,4.5,L,S21
70,ACPE,4.2,D,S21
70,ACPE,7.3,D,S21
70,ACPE,3.7,D,S21
70,ACPE,3.5,L,S21
70,TSCA,5.9,L,NA
70,TSCA,3.4,L,NA
70,TSCA,6.8,L,NA
70,TSCA,10.2,L,NA
70,TSCA,16.2,L,S20
70,TSCA,7.3,L,S20
70,TSCA,5.7,L,S20
70,TSCA,3.9,L,NA
70,TSCA,2.6,L,NA
70,TSCA,7.7,L,NA
70,TSCA,5.1,L,NA
70,TSCA,9.6,L,NA
70,TSCA,3.3,L,NA
70,TSCA,7.3,L,NA
70,TSCA,11.7,L,NA
70,TSCA,7.3,L,NA
70,TSCA,2.5,L,NA
70,TSCA,9,L,NA
70,TSCA,7.4,L,NA
70,TSCA,3.9,L,NA
70,TSCA,2.8,L,NA
70,TSCA,2.6,D,NA
70,TSCA,2.7,L,NA
70,TSCA,20.1,L,NA
70,TSCA,5.4,L,S19
70,TSCA,4.2,L,S19
70,QURU,7.7,L,NA
70,QURU,10.4,L,NA
70,QURU,34,L,NA
70,QURU,22.3,L,NA
70,QURU,10.7,L,NA
70,QURU,21.2,L,NA
70,QURU,16,L,NA
70,QURU,22.7,L,NA
70,QURU,5.5,L,NA
70,QURU,5.8,D,NA
70,QURU,20.7,D,NA
70,QURU,5.2,D,NA
70,PIST,3.8,L,NA
70,PIST,5.2,D,NA
70,PIST,6.9,D,NA
70,PIST,3.6,L,NA
70,PIST,8.5,L,NA
70,PIST,5.2,D,NA
70,PIST,14,D,NA
70,PIST,2.9,D,NA
70,PIST,5.5,D,NA
70,PIST,3.7,L,NA
70,BEPA,22.1,L,NA
70,BEPA,8.1,L,NA
70,BEPA,28.2,L,NA
70,BEPA,11.1,L,NA
70,BEPA,19.1,L,NA
70,BEPA,5.3,D,S18
70,BEPA,22.8,L,S18
70,BEPA,12.6,D,NA
70,BELE,5.9,L,NA
70,BELE,8.3,L,S17
70,BELE,7.8,L,S17
70,BELE,17,L,NA
70,BELE,2.7,L,NA
70,ACRU,8,L,S5
70,BELE,11.3,L,S16
70,BELE,10.7,L,S16
70,BELE,13.9,L,S16
70,BELE,8.4,L,NA
70,BELE,5.8,L,NA
70,BELE,23.2,L,NA
70,BELE,13.2,L,NA
70,BELE,5.9,L,NA
70,BELE,10.6,L,NA
70,BELE,17.5,L,NA
70,BELE,4.1,D,S15
70,BELE,4.5,L,S15
70,BELE,7.3,L,NA
70,BELE,7.7,L,NA
70,BELE,7.9,L,NA
70,BEAL,16.8,L,NA
70,BEAL,10,L,S14
70,BEAL,7.5,L,S14
70,BEAL,13.9,L,S14
70,BEAL,15.9,L,S14
70,BEAL,4,L,S14
70,BEAL,19.4,L,NA
70,BEAL,13.8,D,NA
70,BEAL,10.7,D,S13
70,BELE,14.5,L,NA
70,BELE,23.8,L,NA
70,BEAL,10.3,D,S13
70,ACRU,6.4,L,S5
70,ACRU,13.7,L,NA
70,BEAL,4.8,D,S13
70,BEAL,8.7,L,S12
70,BEAL,26.9,L,S12
70,BEAL,16.8,L,NA
70,BEAL,7.7,L,NA
70,BEAL,5.8,D,NA
70,BEAL,15.7,L,NA
70,BEAL,8.2,D,S11
70,BEAL,17.6,L,S11
70,BEAL,3,L,NA
70,BEAL,6.8,L,NA
70,ACRU,7.5,L,S1
70,ACRU,4.4,D,S1
70,BEAL,5.6,L,NA
70,ACRU,9.3,L,S2
70,ACRU,4,D,S2
70,ACRU,7.8,L,S3
70,ACRU,4.9,D,S3
70,ACRU,11.8,L,S3
70,ACRU,10.3,L,S3
70,ACRU,6.7,L,S3
70,ACRU,7.2,D,S3
70,ACRU,7.3,L,S3
70,ACRU,7.4,L,S3
70,ACRU,14.5,L,S3
70,ACRU,16.1,L,S3
70,ACRU,10.7,L,S4
70,ACRU,13.6,L,S4
70,ACRU,4,D,NA
70,ACRU,7.2,D,S6
70,BEAL,20.9,L,S10
70,BEAL,8.4,L,S10
70,BEAL,6.4,L,S9
70,ACRU,8.3,L,S6
70,ACRU,7.6,L,S6
70,ACRU,12.9,L,NA
70,ACRU,5.9,L,S7
70,ACRU,4.5,D,S7
70,ACRU,8.4,D,S7
70,QURU,20,L,NA
70,BEAL,5.1,L,S9
70,ACRU,3.1,D,S8
70,ACRU,6.6,L,S8
70,ACRU,8.5,L,S8
70,ACRU,9.5,D,NA
70,ACRU,11.3,L,NA
70,BEAL,2.5,L,NA
70,BEAL,19.3,L,NA
71,PIST,4.2,D,NA
71,ACRU,5.9,L,NA
71,QURU,26.6,L,NA
71,FRAM,5.2,D,S13
71,FRAM,6.5,D,S13
71,FRAM,6.8,D,S13
71,FRAM,4.1,D,S13
71,FRAM,4.8,D,NA
