PLOT,SPECIES,DIAMETER,STATUS,SPROUTS
212,ACRU,7,L,NA
212,ACRU,11.7,L,S1
212,ACRU,22,L,NA
212,ACRU,8,L,S1
212,ACRU,13.8,L,NA
212,ACRU,7.2,L,S1
212,ACRU,5.2,L,S2
212,ACRU,6.4,L,NA
212,ACPE,4.3,L,S15
212,ACPE,2.9,L,S15
212,ACPE,7.7,L,S15
212,ACPE,2.9,L,NA
212,ACPE,3.2,L,NA
212,ACPE,4.8,L,NA
212,ACPE,3.3,L,NA
212,ACRU,7.3,L,S2
212,ACRU,9.2,L,S2
212,ACRU,12.1,L,S2
212,ACRU,16.7,L,S2
212,ACRU,11.4,L,S3
212,ACRU,9.8,L,S3
212,ACRU,6.9,L,S3
212,ACRU,16.2,L,S3
212,ACRU,6.5,L,S4
212,ACRU,8.6,L,S4
212,ACRU,12.4,L,S4
212,ACRU,7.9,L,NA
212,ACRU,4.5,D,S5
212,ACRU,7,L,S5
212,ACRU,2.8,L,NA
212,ACRU,7.4,L,NA
212,ACRU,13.6,L,NA
212,ACRU,9.6,L,NA
212,ACRU,4.5,L,NA
212,ACRU,4.4,D,S6
212,ACRU,7,L,S6
212,ACRU,6,L,S7
212,ACRU,14.7,L,S7
212,ACRU,3.4,L,NA
212,ACRU,5.6,L,NA
212,ACRU,4.4,D,NA
212,ACRU,7.4,L,NA
212,ACRU,12.9,L,NA
212,ACRU,35.5,L,NA
212,ACRU,5.8,L,NA
212,ACRU,4.3,L,S8
212,ACRU,6.5,L,S8
212,ACRU,3.8,L,S8
212,ACRU,4.1,L,NA
212,ACRU,3.5,D,S9
212,ACRU,4,L,S9
212,ACRU,7.9,L,NA
212,ACRU,4.2,L,NA
212,ACRU,7.2,L,S10
212,ACRU,4.4,D,S10
212,ACRU,4.2,D,S10
212,BEPA,13.2,L,NA
212,BEPA,25.4,L,NA
212,BEPA,25.9,L,NA
212,BEPA,4.4,L,NA
212,BEPO,16.1,L,NA
212,BEPO,2.5,L,S11
212,BEPO,18.1,D,S11
212,FAGR,2.8,L,NA
212,FAGR,3.2,L,NA
212,FAGR,4,L,NA
212,FAGR,7,L,NA
212,FAGR,4.7,L,NA
212,FAGR,4.8,L,NA
212,PIST,9.2,L,NA
212,QURU,4.9,L,NA
212,QURU,30.8,L,S12
212,QURU,33.4,L,S12
212,QURU,31.7,L,NA
212,QURU,4,L,NA
212,QURU,24.5,L,NA
212,QURU,29.3,L,NA
212,QURU,15,L,NA
212,QURU,5,L,NA
212,QURU,6.7,L,NA
212,QURU,33,L,NA
212,TSCA,4.7,L,NA
212,TSCA,3.1,L,NA
212,PRSE,11,D,NA
212,PRSE,15.5,D,S13
212,PRSE,4.9,D,S13
212,PRSE,12.8,D,S13
212,PRSE,3.3,D,NA
212,PRSE,12.3,D,NA
212,ACPE,3.8,L,NA
212,ACPE,3.5,L,NA
212,ACPE,2.9,L,NA
212,ACPE,2.7,L,NA
212,ACPE,9,L,NA
212,ACPE,4.9,D,NA
212,ACPE,7.9,L,S14
212,ACPE,3.5,L,S14
212,ACPE,10.2,L,S14
212,ACPE,5.8,L,NA
212,ACPE,2.7,L,NA
212,ACPE,3.2,L,S15
212,ACPE,3,L,S15
212,ACRU,5.7,L,NA
212,ACRU,5.2,L,NA
213,ACRU,18.7,L,NA
213,ACRU,10.1,L,NA
213,ACRU,18.9,L,S1
213,ACRU,16.4,L,S2
213,ACRU,21.1,D,S2
213,ACRU,23.5,L,S3
213,ACRU,34.7,L,S3
213,ACRU,30.1,L,S3
213,ACRU,29.4,L,NA
213,ACRU,32.9,L,NA
213,ACRU,27.8,L,NA
213,ACRU,16.8,D,S4
213,ACRU,21.5,D,S4
213,ACRU,31.3,L,S5
213,ACRU,11.1,L,S5
213,ACRU,17,L,S5
213,ACRU,17.7,L,S5
213,ACRU,35.6,L,S5
213,ACRU,20.1,D,S6
213,ACRU,45.1,L,S6
213,ACRU,2.8,L,NA
213,ACRU,14.2,L,S7
213,ACRU,14.5,D,S7
213,ACRU,20.7,D,NA
213,ACRU,13.6,L,S8
213,PRSE,18.6,D,NA
213,PRSE,14.6,L,NA
213,ACPE,2.7,L,NA
213,QURU,6.9,L,NA
213,PRSE,30.3,L,NA
213,QURU,7.3,L,NA
213,QURU,25.4,L,NA
213,QURU,33.2,L,NA
213,QURU,3.1,L,NA
213,QURU,3.8,L,NA
213,PIST,12.4,L,NA
213,PIST,31.1,L,S11
213,PIST,48.6,L,S11
213,PIST,30,L,S10
213,PIST,11.3,D,S10
213,PIST,12.8,D,S10
213,PIST,4.7,L,NA
213,PIST,54.7,L,NA
213,BEAL,34.2,L,S9
213,BEAL,17.8,L,S9
213,BEAL,10.2,D,S9
213,BEAL,3.4,L,NA
213,BEAL,5.7,L,NA
213,BEAL,3.6,L,NA
213,ACRU,11.6,L,S8
213,ACRU,12.6,L,S1
214,PIRE,34.2,L,NA
214,PIRE,26.7,L,NA
214,PIRE,35.8,L,NA
214,PIRE,24.9,L,NA
214,PIRE,37.6,L,NA
214,PIRE,34.9,L,NA
214,PIRE,35.8,L,NA
214,PIRE,28.7,L,NA
214,PIRE,9.1,D,NA
214,PIRE,31.7,L,NA
214,PIRE,22.6,L,NA
214,PIRE,30.9,L,NA
214,PIRE,15.4,L,NA
214,PIRE,21.3,L,NA
214,PIRE,34.9,L,NA
214,PIRE,29.6,L,NA
214,PIRE,32.8,L,NA
214,PIRE,23.6,L,NA
214,PIRE,35.8,L,NA
214,PIRE,24.9,L,NA
214,PIRE,26,L,NA
214,PIRE,30.3,L,NA
214,PIRE,30.6,L,NA
214,PIRE,22.3,D,NA
214,PIRE,15.5,D,NA
214,PIRE,31,L,NA
214,PIRE,30.4,L,NA
214,PIRE,27.5,L,NA
214,PIRE,30.3,L,NA
214,PIRE,35.6,L,NA
214,PIRE,35.3,L,NA
214,PIRE,14.6,D,NA
214,PIRE,40.4,L,NA
214,PIRE,35,L,NA
214,PIRE,24,L,NA
214,PIRE,28.8,L,NA
214,PIRE,34.2,L,NA
214,PIRE,32,L,NA
214,PRSE,4.8,D,S2
214,PRSE,4.6,L,S2
214,PRSE,12.6,L,NA
214,PRSE,9.8,L,NA
214,PRSE,13.8,L,NA
214,AM,3.5,L,NA
214,AM,5.1,L,NA
214,PI,15.7,D,NA
214,PI,15.3,L,NA
214,PI,16.9,L,NA
214,PI,20.8,L,NA
214,PI,12.2,L,NA
214,PI,5.5,D,NA
214,PI,11.4,D,NA
214,PI,17,L,NA
214,PIST,14.4,L,NA
214,FAGR,2.5,L,NA
214,ACRU,10.4,L,NA
214,ACRU,16.9,L,NA
214,ACRU,13.6,L,NA
214,ACRU,8.9,D,S1
214,ACRU,11.2,L,S1
214,ACRU,5.3,D,NA
214,ACRU,10,L,NA
214,ACRU,8.1,L,NA
214,ACRU,12.9,L,NA
214,ACRU,10.2,L,NA
214,ACRU,15.6,L,NA
214,PIRE,32.4,L,NA
215,ACRU,5.1,L,NA
215,ACRU,11.7,L,NA
215,PIST,15.3,L,NA
215,PIST,33.5,L,NA
215,PIST,39.5,L,NA
215,PIST,21.5,L,NA
215,PIST,41.6,L,NA
215,PIST,41.4,L,NA
215,PIST,23.4,D,NA
215,PIST,36.7,L,NA
215,PIST,5.2,D,NA
215,PIST,24.5,L,NA
215,PIST,17.1,L,NA
215,PIST,6.6,L,NA
215,PIST,31.1,L,NA
215,PIST,39.6,L,NA
215,PIST,19.7,L,NA
215,PIST,52.8,L,NA
215,PIST,46.7,L,NA
215,PIST,8.2,L,NA
215,PIST,7.6,D,NA
215,ACRU,3.5,L,NA
215,ACRU,3.9,L,NA
215,ACRU,3.4,L,S1
215,PIST,62.9,L,NA
215,PIST,38,L,NA
215,PIST,21.1,L,NA
215,PI,8.9,D,NA
215,PRSE,6.9,L,NA
215,QURU,22,L,NA
215,TSCA,12.2,L,NA
215,TSCA,3.2,L,NA
215,QURU,6.2,L,NA
215,QURU,6.3,L,NA
215,QURU,26.7,L,NA
215,QURU,15.3,L,NA
215,FAGR,3.7,L,NA
215,FAGR,3.1,L,NA
215,BEPO,15.3,L,NA
215,BEPA,9,L,NA
215,BEPA,7.1,L,NA
215,BEPA,10.5,D,S5
215,BEPA,22.3,L,S5
215,BEPA,14.2,L,NA
215,BEPA,18.9,L,NA
215,BEAL,9.2,L,S4
215,BEAL,3.5,L,S4
215,BEAL,8.9,L,S4
215,BEAL,6.2,L,S3
215,BEAL,13.8,L,S3
215,ACRU,5.9,L,S1
215,BEAL,4.1,L,NA
215,PIST,6.7,D,NA
215,ACRU,6.9,D,S2
215,ACRU,26,L,S2
215,ACRU,15.8,L,S2
215,ACRU,14.7,L,S2
215,ACRU,24,L,S2
215,ACRU,14.4,L,S2
215,ACRU,4.4,D,S2
215,ACRU,2.8,L,NA
215,ACRU,7.3,L,NA
215,ACRU,2.9,L,NA
215,ACRU,4.4,D,NA
215,ACRU,4.6,L,S1
215,ACRU,3,L,S1
215,PIST,3.1,L,NA
216,PIRE,21.5,L,NA
216,PIRE,34.4,L,NA
216,PIRE,27.4,L,NA
216,PIRE,28.7,L,NA
216,PIRE,35.2,L,NA
216,PIRE,25.5,L,NA
216,PIRE,31.3,L,NA
216,PIRE,19.9,D,NA
216,PIRE,23.8,L,NA
216,PIRE,27,L,NA
216,PIRE,26,L,NA
216,PIRE,31.3,L,NA
216,PIRE,21.4,D,NA
216,PIRE,27.6,L,NA
216,PIRE,29.9,L,NA
216,PIRE,27.5,L,NA
216,PIRE,36.6,L,NA
216,PIRE,35,L,NA
216,PIRE,18.4,L,NA
216,PIRE,13.1,D,NA
216,PIRE,16.3,D,NA
216,PIRE,30.1,L,NA
216,PIRE,30.7,L,NA
216,PIRE,23.7,L,NA
216,PIRE,17.7,D,NA
216,PIRE,29.3,L,NA
216,PIRE,28.8,L,NA
216,PIRE,24.3,L,NA
216,PIRE,26,L,NA
216,PIRE,20.4,L,NA
216,PIRE,19.8,D,NA
216,PIRE,35,L,NA
216,PIRE,32.5,L,NA
216,PIRE,24.2,L,NA
216,PIRE,25.8,L,NA
216,PIRE,31.8,L,NA
216,PIRE,13.4,D,NA
216,PIRE,35.6,L,NA
216,PIRE,19.4,L,NA
216,PIRE,31.7,L,NA
216,PIRE,20.4,D,NA
216,PIRE,32,L,NA
216,PIRE,27.5,L,NA
216,PIRE,14,D,NA
216,PIRE,23.2,L,NA
216,PIRE,18.6,D,NA
216,PIRE,29,L,NA
216,PIRE,31.7,L,NA
216,PIRE,28.1,L,NA
216,PIRE,22.3,D,NA
216,PIRE,17,D,NA
216,PIRE,14.4,D,NA
216,PIRE,28.8,L,NA
216,PIRE,21.8,L,NA
216,PIRE,14.9,D,NA
216,PIRE,33.8,L,NA
216,PIRE,26.3,L,NA
216,PIRE,32.2,L,NA
216,PIRE,23.1,L,NA
216,PI,12.4,L,NA
216,PI,9.7,L,NA
216,PI,6.6,D,NA
216,PI,9,L,NA
216,PRSE,11.9,D,NA
216,PRSE,9.3,D,S3
216,PRSE,10,D,S3
216,PIST,14.8,L,NA
216,ACRU,5,L,S2
216,ACRU,6.6,L,S2
216,ACRU,5.8,L,NA
216,ACRU,2.9,L,NA
216,ACRU,4.9,L,NA
216,ACRU,10.4,L,NA
216,ACRU,4.3,L,NA
216,ACRU,3.1,L,S1
216,ACRU,7.2,D,S1
216,ACRU,7.7,L,NA
216,ACRU,6,D,NA
216,ACRU,7.3,L,NA
216,ACRU,8.6,L,NA
216,PIRE,33.7,L,NA
217,ACRU,7.5,L,NA
217,PIRE,28.1,L,NA
217,PIRE,27.7,L,NA
217,PIRE,29,L,NA
217,PIRE,14.4,L,NA
217,PIRE,30.2,L,NA
217,PIRE,32.8,L,NA
217,PIRE,25,L,NA
217,PIRE,21.2,D,NA
217,PIRE,34.1,L,NA
217,PIRE,34.3,L,NA
217,PIRE,20.5,D,NA
217,PIRE,19.1,L,NA
217,PIRE,31.8,L,NA
217,PIRE,26.2,L,NA
217,PIRE,15.1,L,NA
217,PIRE,29.1,L,NA
217,PIRE,21.4,L,NA
217,PIRE,12,D,NA
217,PIRE,33,L,NA
217,PIRE,25.9,L,NA
217,PIRE,41.5,L,NA
217,PIRE,20.4,D,NA
217,PIRE,13.4,D,NA
217,PIRE,17,L,NA
217,PIRE,22.3,L,NA
217,PIRE,26.3,L,NA
217,PIRE,26.5,L,NA
217,PIRE,34,L,NA
217,PIRE,19.6,D,NA
217,PIRE,35,L,NA
217,PIRE,34.1,L,NA
217,PIRE,27.4,L,NA
217,PIRE,16.7,D,NA
217,PIRE,25.6,L,NA
217,PIRE,35.7,L,NA
217,PIRE,35.5,L,NA
217,PIRE,29.7,L,NA
217,PIRE,21,L,NA
217,PIRE,27.3,L,NA
217,PIRE,17.8,L,NA
217,PIRE,16,L,NA
217,PIRE,28.7,L,NA
217,PIRE,20.9,D,NA
217,PIRE,32.6,L,NA
217,PIRE,30.2,L,NA
217,PIRE,23.3,L,NA
217,PIRE,31,L,NA
217,PIRE,23.5,L,NA
217,PIRE,32.8,L,NA
217,PIRE,29.8,L,NA
217,PIRE,24.6,L,NA
217,PRSE,10.5,L,NA
217,PRSE,10.2,L,NA
217,PI,21.6,L,NA
217,PI,16.6,L,NA
217,PI,8.2,D,NA
217,QURU,17,L,NA
217,QURU,11.2,L,NA
217,PIST,32.5,L,NA
217,PIST,24.6,L,NA
217,PIST,15.7,D,NA
217,PIRE,32.1,L,NA
217,ACRU,3.9,L,NA
217,ACRU,4.9,L,NA
217,ACRU,9.3,L,NA
217,ACRU,7.1,L,NA
217,ACRU,9.3,L,NA
217,ACRU,9.7,L,NA
217,ACRU,8.6,L,NA
217,PIRE,26.6,L,NA
217,PIRE,27.3,L,NA
218,ACRU,3,L,NA
218,PIRE,10.9,D,NA
218,PIRE,29.8,L,NA
218,PIRE,25.9,L,NA
218,PIRE,33.2,L,NA
218,PIRE,25.4,L,NA
218,PIRE,27.6,L,NA
218,PIRE,29,L,NA
218,PIRE,38.6,L,NA
218,PIRE,25.3,L,NA
218,PIRE,26.3,L,NA
218,PIRE,12.3,D,NA
218,PIRE,37.8,L,NA
218,PIRE,27.4,L,NA
218,PIRE,19.5,L,NA
218,PIRE,29.9,L,NA
218,PIRE,15.1,L,NA
218,PIRE,27,L,NA
218,PIRE,30.2,L,NA
218,PIRE,37.5,L,NA
218,PIRE,28.8,L,NA
218,PIRE,18.3,D,NA
218,PIRE,18.8,L,NA
218,PIRE,28.2,L,NA
218,PIRE,24.8,L,NA
218,PIRE,10.7,D,NA
218,PIRE,30.6,L,NA
218,PIRE,30.2,L,NA
218,PIRE,30.1,D,NA
218,PIRE,31,L,NA
218,PIRE,20.1,L,NA
218,PIRE,30.2,L,NA
218,PIRE,29.8,L,NA
218,QURU,21.1,L,NA
218,QURU,14.1,L,NA
218,QURU,2.8,L,NA
218,QURU,5.3,L,NA
218,QURU,2.9,L,NA
218,PIST,17,L,NA
218,PIST,26.9,L,NA
218,PIST,47.4,L,NA
218,PIST,44,L,NA
218,PIST,11,D,NA
218,PIST,22.8,D,NA
218,PIST,50.1,L,NA
218,FAGR,2.9,L,NA
218,BELE,2.5,L,NA
218,BELE,5.4,L,NA
218,BELE,5.3,L,NA
218,BELE,3.4,L,NA
218,BELE,3.4,L,NA
218,ACRU,2.6,L,NA
218,ACRU,2.5,L,NA
218,ACRU,5,L,NA
218,ACRU,3.8,L,NA
218,ACRU,6.4,L,NA
218,ACRU,2.7,L,NA
218,ACRU,5.1,L,S2
218,ACRU,3.4,L,S2
218,ACRU,2.9,L,NA
218,ACRU,5.6,L,NA
218,ACRU,3.9,L,S1
218,ACRU,3.4,L,S1
218,ACRU,4.7,L,S1
218,ACRU,5.5,L,NA
218,PIRE,23.4,L,NA
218,PIRE,31.5,L,NA
218,PIRE,37,L,NA
218,PIRE,13.4,L,NA
219,BEPO,9.5,L,NA
219,PIRE,32.8,L,NA
219,BEPO,10.3,L,NA
219,PIRE,26.5,L,NA
219,PIRE,12.3,L,NA
219,PIRE,13.7,L,NA
219,PIRE,5.3,L,NA
219,PRPE,11,L,NA
219,PRSE,3.7,L,NA
219,PRSE,2.7,L,NA
219,QURU,4.9,L,NA
219,QURU,4.6,D,NA
219,QURU,4.9,L,NA
219,QURU,13.4,L,S9
219,QURU,24.9,L,S9
219,QURU,26.7,L,NA
219,QURU,5,L,NA
219,QUAL,9.6,L,NA
219,QUAL,6,L,NA
219,QUAL,3,L,NA
219,PIST,10.6,L,NA
219,PIST,5.4,L,NA
219,PIST,26,L,NA
219,PIST,9,L,NA
219,PIST,5.9,L,NA
219,PIST,15.6,L,NA
219,BEPO,11.8,L,NA
219,BEPO,12.4,L,NA
219,BEPO,12.3,L,NA
219,BEPO,9,L,S8
219,BEPO,6.2,L,S8
219,BEPO,8.4,L,S7
219,BEPO,8.5,L,S7
219,BEPO,18.3,L,NA
219,BEPO,9.9,L,NA
219,BEPO,8.1,L,NA
219,BEPO,9.6,L,NA
219,BEPO,6.7,D,NA
219,BEPO,11,L,NA
219,BEPO,6.7,L,NA
219,BEPO,7.4,D,NA
219,BEPO,10.9,D,NA
219,BEPO,8.8,D,NA
219,BEPO,9.4,D,NA
219,BEPO,7.8,D,NA
219,BEPO,11.1,L,NA
219,BEPO,10.4,L,NA
219,BEPO,7.7,D,S6
219,BEPO,9,D,S6
219,BEPO,7.3,L,NA
219,BEPA,20.9,L,NA
219,BEPA,7.6,L,NA
219,BEPA,13.5,L,NA
219,BEPA,18.2,L,NA
219,BEPA,5.6,L,NA
219,BEPA,12.6,L,NA
219,BEPA,10.5,L,NA
219,BEPA,16.5,L,NA
219,BEPA,11,L,NA
219,BEPA,8.2,L,NA
219,BEPA,7.7,L,NA
219,BEPA,9.5,L,NA
219,BEPA,3.6,L,NA
219,BEPA,13.1,L,NA
219,BEPA,10.9,L,S5
219,BEPA,8.8,D,S5
219,BEPA,10.6,L,NA
219,BEPA,12.4,L,NA
219,ACRU,6.1,L,NA
219,BEPA,10.7,L,NA
219,BEPA,12.1,L,NA
219,BEPA,13.4,L,NA
219,BEPA,9.1,L,NA
219,BEAL,4.3,D,NA
219,ACRU,5.5,L,NA
219,ACRU,21,L,NA
219,ACRU,6.4,L,NA
219,ACRU,9.2,L,NA
219,ACRU,12.9,L,NA
219,ACRU,8.9,L,NA
219,ACRU,3.2,L,S4
219,ACRU,3.7,L,S4
219,ACRU,2.7,D,NA
219,ACRU,17.6,L,NA
219,ACRU,5,L,NA
219,ACRU,4.7,L,NA
219,ACRU,5,L,NA
219,ACRU,4.3,L,NA
219,ACRU,6.5,D,S3
219,ACRU,4.4,L,S3
219,ACRU,18.4,L,S3
219,ACRU,18.9,L,S3
219,ACRU,3.4,D,S3
219,ACRU,2.6,D,S3
219,ACRU,3.6,L,S2
219,ACRU,14.4,L,S2
219,ACRU,6.9,L,NA
219,ACRU,4.5,L,S1
219,ACRU,3.7,L,NA
219,ACRU,3.2,L,S1
219,ACRU,3.4,L,S1
219,ACRU,7.9,L,NA
219,ACRU,8.2,L,NA
220,PI,20.7,L,NA
220,PI,22.1,L,NA
220,PI,21.9,L,NA
220,PI,33,L,NA
220,PI,24.8,L,NA
220,PI,19.5,L,NA
220,PI,37.4,L,NA
220,PI,25.7,L,NA
220,PI,33.2,L,NA
220,PI,26.9,L,NA
220,PI,24,L,NA
220,PI,15.9,L,NA
220,PI,28,L,NA
220,PI,27.8,L,NA
220,PI,27.1,L,NA
220,PI,30.6,L,NA
220,PI,15.7,D,NA
220,PI,26,L,NA
220,PI,18.4,D,NA
220,PI,22.2,L,NA
220,PI,16.5,L,NA
220,PI,39.8,L,NA
220,PI,26.9,L,NA
220,PI,31.4,L,NA
220,PI,34.8,L,NA
220,PI,32.1,L,NA
220,PI,33.3,L,NA
220,PI,24.9,L,NA
220,PI,29,L,NA
220,PI,33.5,L,NA
220,PI,21.8,L,NA
220,PI,17.3,D,NA
220,PI,25.6,L,NA
220,PI,27.8,L,NA
220,PI,23.5,D,NA
220,PI,14.7,D,NA
220,PI,35.1,L,NA
220,PI,18.9,D,NA
220,PI,30.3,L,NA
220,PI,36.2,L,NA
220,PI,24.5,L,NA
220,ARSP,3.2,L,NA
220,BELE,4.2,L,NA
220,BELE,3.5,L,NA
220,BELE,6.4,L,NA
220,BELE,3.5,L,NA
220,BEAL,3.4,L,NA
221,ARSP,2.6,L,NA
221,ARSP,4.9,D,S3
221,ARSP,3.5,L,NA
221,ARSP,3.2,D,S3
221,PI,20.9,D,NA
221,PH,3.5,L,NA
221,ARSP,3.4,D,NA
221,PH,7.2,L,NA
221,PH,4.9,L,NA
221,PH,4.5,L,NA
221,PH,7.2,L,NA
221,PH,3.7,L,NA
221,PH,7.5,L,NA
221,ARSP,5.9,L,NA
221,ARSP,4.4,L,S2
221,ARSP,4.4,L,S2
221,FRAM,4.8,L,NA
221,FRAM,3.6,L,NA
221,PI,38.7,L,NA
221,PI,27.2,L,NA
221,PI,23.1,L,NA
221,PI,32,L,NA
221,PI,32.4,L,NA
221,PI,30,L,NA
221,PI,26.2,L,NA
221,PI,30.6,D,NA
221,PI,25.8,L,NA
221,PI,43.7,L,NA
221,PI,24.3,L,NA
221,PI,29,L,NA
221,PI,27.7,L,NA
221,PI,20.7,D,NA
221,PI,35.7,L,NA
221,PI,34,L,NA
221,PI,26.1,L,NA
221,PI,33.3,L,NA
221,PI,25,L,NA
221,PI,27.4,L,NA
221,PI,27.6,L,NA
221,PI,17.4,D,NA
221,PI,19.5,L,NA
221,PI,30.8,L,NA
221,CADE,4.3,L,NA
221,PRSE,3.7,L,NA
221,PRSE,3.3,L,NA
221,PRSE,3.7,L,NA
221,PRSE,2.9,D,NA
221,PRSE,2.8,L,NA
221,PRSE,3.9,L,NA
221,FAGR,4.4,L,NA
221,FAGR,3.6,L,NA
221,BEPA,4.3,L,NA
221,BELE,5.8,L,NA
221,BELE,9.9,L,NA
221,BELE,7.9,L,NA
221,BELE,6.2,L,NA
221,BELE,5.4,L,NA
221,BELE,6.9,L,NA
221,BELE,6.7,L,NA
221,BELE,6.8,L,NA
221,BELE,4.5,L,NA
221,BELE,9.5,L,NA
221,BELE,6.5,L,NA
221,BEAL,7.5,L,NA
221,BEAL,4,L,S1
221,BEAL,5.2,L,S1
221,BEAL,4,L,NA
221,BEAL,4.5,L,NA
221,BEAL,3.4,L,NA
221,BEAL,7.4,L,NA
221,BEAL,7,L,NA
221,ACRU,2.8,L,NA
221,ACRU,3.8,L,NA
221,ACRU,12.8,L,NA
221,PH,3.8,L,NA
221,PH,3.5,L,NA
221,PH,4.4,L,NA
221,ACRU,2.9,L,NA
222,PRSE,2.5,L,NA
222,PRSE,2.9,L,NA
222,PRSE,2.9,D,NA
222,PRSE,2.7,L,NA
222,PRSE,4.8,L,NA
222,PRSE,4.9,L,NA
222,PRSE,5.6,L,NA
222,PRSE,3,L,NA
222,PRSE,6.5,L,NA
222,PRSE,3.5,L,NA
222,PRSE,4,L,NA
222,PRSE,4.8,L,NA
222,PRSE,6.1,L,NA
222,PRSE,3.5,L,NA
222,PRSE,4,L,NA
222,PRSE,5.4,L,NA
222,PRSE,3.8,L,NA
222,PRSE,2.8,L,NA
222,PRSE,3.7,L,NA
222,PRSE,3.5,L,NA
222,FRAM,2.6,L,NA
222,FRAM,3.4,L,NA
222,FRAM,2.9,L,NA
222,FRAM,3.7,L,NA
222,FRAM,3.5,L,NA
222,FRAM,2.5,L,NA
222,FRAM,2.6,L,NA
222,FRAM,3.2,L,NA
222,FRAM,3.7,L,NA
222,FRAM,5.4,L,NA
222,FAGR,4,L,NA
222,FAGR,3.2,L,NA
222,PRSE,3.4,L,NA
222,PRSE,3.6,L,NA
222,PRSE,4,L,NA
222,PIST,24.8,L,NA
222,PIST,21.8,D,NA
222,PIST,34.8,L,NA
222,PIST,19.7,D,NA
222,PIST,32.1,L,NA
222,PIST,17,D,NA
222,PIST,34.7,L,NA
222,PIST,17,D,NA
222,PIST,17.1,D,NA
222,PIST,29.2,L,NA
222,PIST,25.9,L,NA
222,PIST,17.4,L,NA
222,PIST,36.9,L,NA
222,PIST,18.5,L,NA
222,PIST,16.9,D,NA
222,PIST,25.1,L,NA
222,PIST,22.2,D,NA
222,PIST,25.5,L,NA
222,PIST,27.3,L,NA
222,PIST,29.9,L,NA
222,PIST,36.7,L,NA
222,PIST,20.7,L,NA
222,PIST,20.9,L,NA
222,PIST,18.5,L,NA
222,PIST,44.8,L,NA
222,PIST,17.6,D,NA
222,PIST,37.7,L,NA
222,PIST,18.2,L,NA
222,PIST,34.2,L,NA
222,PIST,22.4,L,NA
222,PIST,24,D,NA
222,PIST,30.4,D,NA
222,PIST,35.9,L,NA
222,PIST,21.2,L,NA
222,PIST,34,L,NA
222,PIST,22.3,D,NA
222,PIST,38.8,L,NA
222,PIST,22.9,D,NA
222,PIST,26,L,NA
222,PIST,33.7,L,NA
222,PIST,14.4,D,NA
222,PIST,21.3,L,NA
222,PIST,32.5,L,NA
222,PIST,20.5,L,NA
222,PIST,18.9,L,NA
222,PIST,13.6,D,NA
222,PIST,24,L,NA
222,PIST,14.3,D,NA
222,PIST,32.3,L,NA
222,PIST,12,D,NA
222,PIST,17.7,D,NA
222,PIST,21,L,NA
222,PIST,33,L,NA
222,PIST,32.3,L,NA
222,PIST,15.4,D,NA
222,PIST,29.4,L,NA
222,PIST,22.6,L,NA
222,PIST,16.3,L,NA
222,PH,2.6,L,NA
222,FRAM,2.5,L,NA
222,PRSE,3.7,L,NA
222,PIST,22.1,L,NA
222,PIST,26.4,L,NA
222,PIST,20.4,L,NA
222,PIST,26,L,NA
222,FAGR,2.6,L,NA
222,BELE,8.8,L,NA
222,ACSA,3.5,L,NA
222,ACSA,5.3,L,NA
222,ACRU,4,L,NA
222,ACRU,3.1,L,NA
222,ACRU,4,L,NA
222,ACRU,3.5,L,NA
222,ACRU,2.7,L,NA
222,ACRU,2.6,L,NA
222,ACRU,3.2,L,NA
222,ACRU,2.8,L,NA
222,FAGR,3.2,L,NA
223,PIRE,52.3,L,NA
223,PIRE,24.7,L,NA
223,PIRE,38.4,L,NA
223,PIRE,38.1,L,NA
223,PIRE,16.4,L,NA
223,PIRE,25.5,L,NA
223,PIRE,34.9,L,NA
223,PIRE,15,L,NA
223,PIRE,4.2,L,NA
223,PIRE,6.9,L,NA
223,PIRE,35.3,L,NA
223,PIRE,12.7,L,NA
223,PIRE,36.2,L,NA
223,PIRE,28.3,L,NA
223,PIRE,36.1,L,NA
223,PIRE,25.2,L,NA
223,PIRE,12.3,D,NA
223,PIRE,44.1,L,NA
223,PIRE,35,L,NA
223,PIRE,38.6,L,NA
223,PIRE,29.2,L,NA
223,QURU,13.8,L,NA
223,QURU,11.3,D,S3
223,QURU,26.4,L,S3
223,QURU,25.4,L,S3
223,QURU,5.6,L,NA
223,QURU,5,L,NA
223,QURU,2.7,L,NA
223,PIST,6.9,L,NA
223,PIST,2.6,L,NA
223,PIST,4.8,L,NA
223,PIST,3.2,L,NA
223,PIST,3.6,L,NA
223,PIST,4.1,L,NA
223,PIST,3,L,NA
223,PIST,3.9,L,NA
223,PIST,4.7,L,NA
223,PIST,3.6,L,NA
223,PIST,3.8,L,NA
223,PIST,3.4,D,NA
223,PIST,3.1,L,NA
223,PIST,2.6,L,NA
223,PIST,2.8,L,NA
223,PIST,5.7,L,NA
223,PIST,8.7,L,NA
223,PIST,7.6,L,NA
223,FAGR,2.7,L,NA
223,FAGR,7.7,L,NA
223,BEPO,3,L,NA
223,BEPA,12.3,L,NA
223,BEPA,7.4,L,NA
223,BEPA,7.8,L,NA
223,BEAL,10.9,L,NA
223,ACRU,2.7,L,NA
223,ACRU,3.1,L,NA
223,ACRU,5.8,L,NA
223,ACRU,5.6,L,S2
223,ACRU,4.9,L,S2
223,ACRU,9.7,L,S2
