case,year,plot,species,pres.abs
27,1948,D,THNO,1
28,1948,E,THNO,0
29,1948,F,THNO,0
30,1948,G,THNO,0
31,1948,H,THNO,0
32,1948,I,THNO,0
33,1948,J,THNO,0
34,1948,K,THNO,1
35,1948,L,THNO,1
36,1948,M,THNO,0
37,1948,N,THNO,0
38,1991,B,THNO,0
39,1991,C,THNO,0
40,1991,D,THNO,1
41,1991,E,THNO,1
42,1991,F,THNO,0
43,1991,G,THNO,0
44,1991,H,THNO,1
45,1991,I,THNO,1
46,1991,J,THNO,1
47,1991,K,THNO,1
48,1991,L,THNO,1
49,1991,M,THNO,1
50,1991,N,THNO,0
1,1937,C,TICO,0
2,1937,E,TICO,0
3,1937,F,TICO,0
4,1937,G,TICO,0
5,1937,H,TICO,0
6,1937,I,TICO,0
7,1937,J,TICO,0
8,1937,K,TICO,1
9,1937,L,TICO,1
10,1937,M,TICO,0
11,1937,N,TICO,0
12,1940,B,TICO,0
13,1940,C,TICO,0
14,1940,D,TICO,0
15,1940,E,TICO,0
16,1940,F,TICO,0
17,1940,G,TICO,0
18,1940,H,TICO,0
19,1940,I,TICO,0
20,1940,J,TICO,0
21,1940,K,TICO,0
22,1940,L,TICO,1
23,1940,M,TICO,0
24,1940,N,TICO,0
25,1948,B,TICO,0
26,1948,C,TICO,0
27,1948,D,TICO,0
28,1948,E,TICO,0
29,1948,F,TICO,0
30,1948,G,TICO,0
31,1948,H,TICO,0
32,1948,I,TICO,0
33,1948,J,TICO,0
34,1948,K,TICO,0
35,1948,L,TICO,0
36,1948,M,TICO,0
37,1948,N,TICO,0
38,1991,B,TICO,0
39,1991,C,TICO,0
40,1991,D,TICO,0
41,1991,E,TICO,0
42,1991,F,TICO,0
43,1991,G,TICO,0
44,1991,H,TICO,0
45,1991,I,TICO,0
46,1991,J,TICO,0
47,1991,K,TICO,0
48,1991,L,TICO,0
49,1991,M,TICO,0
50,1991,N,TICO,0
1,1937,C,TRBO,0
2,1937,E,TRBO,0
3,1937,F,TRBO,0
4,1937,G,TRBO,0
5,1937,H,TRBO,0
6,1937,I,TRBO,0
7,1937,J,TRBO,1
8,1937,K,TRBO,0
9,1937,L,TRBO,0
10,1937,M,TRBO,0
11,1937,N,TRBO,0
12,1940,B,TRBO,0
13,1940,C,TRBO,0
14,1940,D,TRBO,0
15,1940,E,TRBO,0
16,1940,F,TRBO,0
17,1940,G,TRBO,0
18,1940,H,TRBO,0
19,1940,I,TRBO,0
20,1940,J,TRBO,0
21,1940,K,TRBO,0
22,1940,L,TRBO,0
23,1940,M,TRBO,0
24,1940,N,TRBO,0
25,1948,B,TRBO,0
26,1948,C,TRBO,0
27,1948,D,TRBO,0
28,1948,E,TRBO,0
29,1948,F,TRBO,0
30,1948,G,TRBO,0
31,1948,H,TRBO,0
32,1948,I,TRBO,0
33,1948,J,TRBO,1
34,1948,K,TRBO,0
35,1948,L,TRBO,0
36,1948,M,TRBO,0
37,1948,N,TRBO,0
38,1991,B,TRBO,1
39,1991,C,TRBO,1
40,1991,D,TRBO,1
41,1991,E,TRBO,1
42,1991,F,TRBO,1
43,1991,G,TRBO,1
44,1991,H,TRBO,1
45,1991,I,TRBO,1
46,1991,J,TRBO,1
47,1991,K,TRBO,1
48,1991,L,TRBO,1
49,1991,M,TRBO,1
50,1991,N,TRBO,1
1,1937,C,TRER,0
2,1937,E,TRER,0
3,1937,F,TRER,0
4,1937,G,TRER,0
5,1937,H,TRER,0
6,1937,I,TRER,0
7,1937,J,TRER,0
8,1937,K,TRER,0
9,1937,L,TRER,0
10,1937,M,TRER,0
11,1937,N,TRER,0
12,1940,B,TRER,0
13,1940,C,TRER,0
14,1940,D,TRER,0
15,1940,E,TRER,0
16,1940,F,TRER,0
17,1940,G,TRER,0
18,1940,H,TRER,0
19,1940,I,TRER,0
20,1940,J,TRER,0
21,1940,K,TRER,1
22,1940,L,TRER,0
23,1940,M,TRER,0
24,1940,N,TRER,0
25,1948,B,TRER,0
26,1948,C,TRER,0
27,1948,D,TRER,0
28,1948,E,TRER,0
29,1948,F,TRER,0
30,1948,G,TRER,0
31,1948,H,TRER,0
32,1948,I,TRER,0
33,1948,J,TRER,0
34,1948,K,TRER,0
35,1948,L,TRER,0
36,1948,M,TRER,0
37,1948,N,TRER,0
38,1991,B,TRER,0
39,1991,C,TRER,0
40,1991,D,TRER,0
41,1991,E,TRER,0
42,1991,F,TRER,0
43,1991,G,TRER,0
44,1991,H,TRER,0
45,1991,I,TRER,0
46,1991,J,TRER,0
47,1991,K,TRER,1
48,1991,L,TRER,0
49,1991,M,TRER,0
50,1991,N,TRER,0
1,1937,C,UVSE,0
2,1937,E,UVSE,0
3,1937,F,UVSE,0
4,1937,G,UVSE,0
5,1937,H,UVSE,0
6,1937,I,UVSE,0
7,1937,J,UVSE,0
8,1937,K,UVSE,0
9,1937,L,UVSE,0
10,1937,M,UVSE,0
11,1937,N,UVSE,0
12,1940,B,UVSE,0
13,1940,C,UVSE,0
14,1940,D,UVSE,0
15,1940,E,UVSE,0
16,1940,F,UVSE,0
17,1940,G,UVSE,0
18,1940,H,UVSE,0
19,1940,I,UVSE,0
20,1940,J,UVSE,0
21,1940,K,UVSE,0
22,1940,L,UVSE,0
23,1940,M,UVSE,0
24,1940,N,UVSE,0
25,1948,B,UVSE,0
26,1948,C,UVSE,0
27,1948,D,UVSE,0
28,1948,E,UVSE,0
29,1948,F,UVSE,0
30,1948,G,UVSE,0
31,1948,H,UVSE,0
32,1948,I,UVSE,0
33,1948,J,UVSE,0
34,1948,K,UVSE,0
35,1948,L,UVSE,0
36,1948,M,UVSE,0
37,1948,N,UVSE,0
38,1991,B,UVSE,0
39,1991,C,UVSE,0
40,1991,D,UVSE,1
41,1991,E,UVSE,1
42,1991,F,UVSE,0
43,1991,G,UVSE,0
44,1991,H,UVSE,0
45,1991,I,UVSE,1
46,1991,J,UVSE,0
47,1991,K,UVSE,0
48,1991,L,UVSE,0
49,1991,M,UVSE,0
50,1991,N,UVSE,1
1,1937,C,VASPP,0
2,1937,E,VASPP,0
3,1937,F,VASPP,1
4,1937,G,VASPP,1
5,1937,H,VASPP,0
6,1937,I,VASPP,0
7,1937,J,VASPP,1
8,1937,K,VASPP,1
9,1937,L,VASPP,1
10,1937,M,VASPP,1
11,1937,N,VASPP,1
12,1940,B,VASPP,1
13,1940,C,VASPP,1
14,1940,D,VASPP,1
15,1940,E,VASPP,0
16,1940,F,VASPP,1
17,1940,G,VASPP,1
18,1940,H,VASPP,1
19,1940,I,VASPP,0
20,1940,J,VASPP,1
21,1940,K,VASPP,1
22,1940,L,VASPP,1
23,1940,M,VASPP,1
24,1940,N,VASPP,1
25,1948,B,VASPP,1
26,1948,C,VASPP,1
27,1948,D,VASPP,1
28,1948,E,VASPP,1
29,1948,F,VASPP,1
30,1948,G,VASPP,1
31,1948,H,VASPP,1
32,1948,I,VASPP,0
33,1948,J,VASPP,1
34,1948,K,VASPP,0
35,1948,L,VASPP,1
36,1948,M,VASPP,1
37,1948,N,VASPP,0
38,1991,B,VASPP,1
39,1991,C,VASPP,1
40,1991,D,VASPP,1
41,1991,E,VASPP,1
42,1991,F,VASPP,1
43,1991,G,VASPP,1
44,1991,H,VASPP,1
45,1991,I,VASPP,0
46,1991,J,VASPP,1
47,1991,K,VASPP,1
48,1991,L,VASPP,1
49,1991,M,VASPP,1
50,1991,N,VASPP,1
1,1937,C,VESPP,0
2,1937,E,VESPP,0
3,1937,F,VESPP,0
4,1937,G,VESPP,0
5,1937,H,VESPP,0
6,1937,I,VESPP,0
7,1937,J,VESPP,0
8,1937,K,VESPP,0
9,1937,L,VESPP,0
10,1937,M,VESPP,0
11,1937,N,VESPP,0
12,1940,B,VESPP,1
13,1940,C,VESPP,0
14,1940,D,VESPP,1
15,1940,E,VESPP,0
16,1940,F,VESPP,0
17,1940,G,VESPP,1
18,1940,H,VESPP,1
19,1940,I,VESPP,0
20,1940,J,VESPP,0
21,1940,K,VESPP,0
22,1940,L,VESPP,1
23,1940,M,VESPP,0
24,1940,N,VESPP,0
25,1948,B,VESPP,0
26,1948,C,VESPP,0
27,1948,D,VESPP,0
28,1948,E,VESPP,0
29,1948,F,VESPP,0
30,1948,G,VESPP,0
31,1948,H,VESPP,0
32,1948,I,VESPP,0
33,1948,J,VESPP,0
34,1948,K,VESPP,0
35,1948,L,VESPP,0
36,1948,M,VESPP,0
37,1948,N,VESPP,0
38,1991,B,VESPP,0
39,1991,C,VESPP,0
40,1991,D,VESPP,0
41,1991,E,VESPP,0
42,1991,F,VESPP,0
43,1991,G,VESPP,0
44,1991,H,VESPP,0
45,1991,I,VESPP,0
46,1991,J,VESPP,0
47,1991,K,VESPP,0
48,1991,L,VESPP,0
49,1991,M,VESPP,0
50,1991,N,VESPP,0
1,1937,C,VIAC,0
2,1937,E,VIAC,0
3,1937,F,VIAC,1
4,1937,G,VIAC,0
5,1937,H,VIAC,0
6,1937,I,VIAC,0
7,1937,J,VIAC,0
8,1937,K,VIAC,0
9,1937,L,VIAC,0
10,1937,M,VIAC,0
11,1937,N,VIAC,0
12,1940,B,VIAC,0
13,1940,C,VIAC,0
14,1940,D,VIAC,1
15,1940,E,VIAC,0
16,1940,F,VIAC,1
17,1940,G,VIAC,0
18,1940,H,VIAC,0
19,1940,I,VIAC,0
20,1940,J,VIAC,0
21,1940,K,VIAC,1
22,1940,L,VIAC,0
23,1940,M,VIAC,0
24,1940,N,VIAC,0
25,1948,B,VIAC,0
26,1948,C,VIAC,0
27,1948,D,VIAC,1
28,1948,E,VIAC,1
29,1948,F,VIAC,1
30,1948,G,VIAC,0
31,1948,H,VIAC,0
32,1948,I,VIAC,0
33,1948,J,VIAC,0
34,1948,K,VIAC,1
35,1948,L,VIAC,0
36,1948,M,VIAC,0
37,1948,N,VIAC,0
38,1991,B,VIAC,0
39,1991,C,VIAC,0
40,1991,D,VIAC,1
41,1991,E,VIAC,1
42,1991,F,VIAC,1
43,1991,G,VIAC,1
44,1991,H,VIAC,0
45,1991,I,VIAC,1
46,1991,J,VIAC,0
47,1991,K,VIAC,1
48,1991,L,VIAC,0
49,1991,M,VIAC,0
50,1991,N,VIAC,0
1,1937,C,VIAL,0
2,1937,E,VIAL,0
3,1937,F,VIAL,0
4,1937,G,VIAL,0
5,1937,H,VIAL,0
6,1937,I,VIAL,0
7,1937,J,VIAL,0
8,1937,K,VIAL,1
9,1937,L,VIAL,1
10,1937,M,VIAL,0
11,1937,N,VIAL,0
12,1940,B,VIAL,0
13,1940,C,VIAL,0
14,1940,D,VIAL,0
15,1940,E,VIAL,0
16,1940,F,VIAL,0
17,1940,G,VIAL,0
18,1940,H,VIAL,0
19,1940,I,VIAL,0
20,1940,J,VIAL,0
21,1940,K,VIAL,0
22,1940,L,VIAL,0
23,1940,M,VIAL,0
24,1940,N,VIAL,0
25,1948,B,VIAL,0
26,1948,C,VIAL,0
27,1948,D,VIAL,0
28,1948,E,VIAL,0
29,1948,F,VIAL,0
30,1948,G,VIAL,0
31,1948,H,VIAL,0
32,1948,I,VIAL,0
33,1948,J,VIAL,0
34,1948,K,VIAL,0
35,1948,L,VIAL,0
36,1948,M,VIAL,0
37,1948,N,VIAL,0
38,1991,B,VIAL,0
39,1991,C,VIAL,0
40,1991,D,VIAL,0
41,1991,E,VIAL,0
42,1991,F,VIAL,0
43,1991,G,VIAL,0
44,1991,H,VIAL,0
45,1991,I,VIAL,0
46,1991,J,VIAL,0
47,1991,K,VIAL,1
48,1991,L,VIAL,0
49,1991,M,VIAL,0
50,1991,N,VIAL,0
1,1937,C,VICA,0
2,1937,E,VICA,1
3,1937,F,VICA,0
4,1937,G,VICA,1
5,1937,H,VICA,0
6,1937,I,VICA,0
7,1937,J,VICA,0
8,1937,K,VICA,0
9,1937,L,VICA,0
10,1937,M,VICA,1
11,1937,N,VICA,1
12,1940,B,VICA,0
13,1940,C,VICA,0
14,1940,D,VICA,0
15,1940,E,VICA,0
16,1940,F,VICA,0
17,1940,G,VICA,0
18,1940,H,VICA,0
19,1940,I,VICA,0
20,1940,J,VICA,0
21,1940,K,VICA,0
22,1940,L,VICA,0
23,1940,M,VICA,0
24,1940,N,VICA,0
25,1948,B,VICA,0
26,1948,C,VICA,0
27,1948,D,VICA,0
28,1948,E,VICA,0
29,1948,F,VICA,0
30,1948,G,VICA,1
31,1948,H,VICA,0
32,1948,I,VICA,0
33,1948,J,VICA,1
34,1948,K,VICA,1
35,1948,L,VICA,1
36,1948,M,VICA,0
37,1948,N,VICA,1
38,1991,B,VICA,0
39,1991,C,VICA,1
40,1991,D,VICA,0
41,1991,E,VICA,1
42,1991,F,VICA,1
43,1991,G,VICA,1
44,1991,H,VICA,0
45,1991,I,VICA,1
46,1991,J,VICA,1
47,1991,K,VICA,1
48,1991,L,VICA,1
49,1991,M,VICA,1
50,1991,N,VICA,1
1,1937,C,VIDE,0
2,1937,E,VIDE,0
3,1937,F,VIDE,0
4,1937,G,VIDE,0
5,1937,H,VIDE,0
6,1937,I,VIDE,0
7,1937,J,VIDE,0
8,1937,K,VIDE,0
9,1937,L,VIDE,0
10,1937,M,VIDE,0
11,1937,N,VIDE,0
12,1940,B,VIDE,0
13,1940,C,VIDE,0
14,1940,D,VIDE,0
15,1940,E,VIDE,0
16,1940,F,VIDE,0
17,1940,G,VIDE,0
18,1940,H,VIDE,0
19,1940,I,VIDE,0
20,1940,J,VIDE,0
21,1940,K,VIDE,0
22,1940,L,VIDE,0
23,1940,M,VIDE,0
24,1940,N,VIDE,0
25,1948,B,VIDE,0
26,1948,C,VIDE,0
27,1948,D,VIDE,0
28,1948,E,VIDE,0
29,1948,F,VIDE,0
30,1948,G,VIDE,1
31,1948,H,VIDE,0
32,1948,I,VIDE,0
33,1948,J,VIDE,0
34,1948,K,VIDE,0
35,1948,L,VIDE,0
36,1948,M,VIDE,0
37,1948,N,VIDE,0
38,1991,B,VIDE,0
39,1991,C,VIDE,0
40,1991,D,VIDE,0
41,1991,E,VIDE,0
42,1991,F,VIDE,1
43,1991,G,VIDE,1
44,1991,H,VIDE,0
45,1991,I,VIDE,0
46,1991,J,VIDE,1
47,1991,K,VIDE,0
48,1991,L,VIDE,0
49,1991,M,VIDE,0
50,1991,N,VIDE,0
1,1937,C,VISPP,0
2,1937,E,VISPP,0
3,1937,F,VISPP,0
4,1937,G,VISPP,0
5,1937,H,VISPP,1
6,1937,I,VISPP,0
7,1937,J,VISPP,0
8,1937,K,VISPP,0
9,1937,L,VISPP,0
10,1937,M,VISPP,0
11,1937,N,VISPP,0
12,1940,B,VISPP,1
13,1940,C,VISPP,0
14,1940,D,VISPP,0
15,1940,E,VISPP,0
16,1940,F,VISPP,1
17,1940,G,VISPP,1
18,1940,H,VISPP,1
19,1940,I,VISPP,1
20,1940,J,VISPP,1
21,1940,K,VISPP,1
22,1940,L,VISPP,1
23,1940,M,VISPP,0
24,1940,N,VISPP,0
25,1948,B,VISPP,1
26,1948,C,VISPP,0
27,1948,D,VISPP,1
28,1948,E,VISPP,0
29,1948,F,VISPP,0
30,1948,G,VISPP,1
31,1948,H,VISPP,0
32,1948,I,VISPP,1
33,1948,J,VISPP,0
34,1948,K,VISPP,0
35,1948,L,VISPP,0
36,1948,M,VISPP,0
37,1948,N,VISPP,0
38,1991,B,VISPP,0
39,1991,C,VISPP,0
40,1991,D,VISPP,0
41,1991,E,VISPP,0
42,1991,F,VISPP,0
43,1991,G,VISPP,0
44,1991,H,VISPP,0
45,1991,I,VISPP,0
46,1991,J,VISPP,0
47,1991,K,VISPP,0
48,1991,L,VISPP,1
49,1991,M,VISPP,0
50,1991,N,VISPP,0
1,1937,C,VTSPP,0
2,1937,E,VTSPP,0
3,1937,F,VTSPP,0
4,1937,G,VTSPP,0
5,1937,H,VTSPP,0
6,1937,I,VTSPP,0
7,1937,J,VTSPP,0
8,1937,K,VTSPP,0
9,1937,L,VTSPP,0
10,1937,M,VTSPP,0
11,1937,N,VTSPP,0
12,1940,B,VTSPP,0
13,1940,C,VTSPP,0
14,1940,D,VTSPP,0
15,1940,E,VTSPP,0
16,1940,F,VTSPP,0
17,1940,G,VTSPP,0
18,1940,H,VTSPP,0
19,1940,I,VTSPP,0
20,1940,J,VTSPP,0
21,1940,K,VTSPP,0
22,1940,L,VTSPP,0
23,1940,M,VTSPP,0
24,1940,N,VTSPP,0
25,1948,B,VTSPP,1
26,1948,C,VTSPP,0
27,1948,D,VTSPP,0
28,1948,E,VTSPP,0
29,1948,F,VTSPP,0
30,1948,G,VTSPP,1
31,1948,H,VTSPP,1
32,1948,I,VTSPP,1
33,1948,J,VTSPP,1
34,1948,K,VTSPP,0
35,1948,L,VTSPP,0
36,1948,M,VTSPP,0
37,1948,N,VTSPP,0
38,1991,B,VTSPP,1
39,1991,C,VTSPP,0
40,1991,D,VTSPP,0
41,1991,E,VTSPP,0
42,1991,F,VTSPP,0
43,1991,G,VTSPP,0
44,1991,H,VTSPP,0
45,1991,I,VTSPP,1
46,1991,J,VTSPP,0
47,1991,K,VTSPP,0
48,1991,L,VTSPP,0
49,1991,M,VTSPP,0
50,1991,N,VTSPP,0
