case,year,plot,species,pres.abs
47,1991,K,HAVI,1
48,1991,L,HAVI,0
49,1991,M,HAVI,0
50,1991,N,HAVI,0
1,1937,C,HOSPP,0
2,1937,E,HOSPP,0
3,1937,F,HOSPP,0
4,1937,G,HOSPP,0
5,1937,H,HOSPP,0
6,1937,I,HOSPP,0
7,1937,J,HOSPP,0
8,1937,K,HOSPP,0
9,1937,L,HOSPP,0
10,1937,M,HOSPP,0
11,1937,N,HOSPP,0
12,1940,B,HOSPP,1
13,1940,C,HOSPP,0
14,1940,D,HOSPP,0
15,1940,E,HOSPP,0
16,1940,F,HOSPP,1
17,1940,G,HOSPP,1
18,1940,H,HOSPP,1
19,1940,I,HOSPP,1
20,1940,J,HOSPP,1
21,1940,K,HOSPP,0
22,1940,L,HOSPP,1
23,1940,M,HOSPP,0
24,1940,N,HOSPP,0
25,1948,B,HOSPP,1
26,1948,C,HOSPP,0
27,1948,D,HOSPP,0
28,1948,E,HOSPP,0
29,1948,F,HOSPP,1
30,1948,G,HOSPP,0
31,1948,H,HOSPP,0
32,1948,I,HOSPP,0
33,1948,J,HOSPP,0
34,1948,K,HOSPP,0
35,1948,L,HOSPP,0
36,1948,M,HOSPP,0
37,1948,N,HOSPP,0
38,1991,B,HOSPP,0
39,1991,C,HOSPP,0
40,1991,D,HOSPP,0
41,1991,E,HOSPP,0
42,1991,F,HOSPP,0
43,1991,G,HOSPP,0
44,1991,H,HOSPP,0
45,1991,I,HOSPP,0
46,1991,J,HOSPP,0
47,1991,K,HOSPP,0
48,1991,L,HOSPP,0
49,1991,M,HOSPP,0
50,1991,N,HOSPP,0
1,1937,C,HYSPP,0
2,1937,E,HYSPP,0
3,1937,F,HYSPP,0
4,1937,G,HYSPP,0
5,1937,H,HYSPP,0
6,1937,I,HYSPP,0
7,1937,J,HYSPP,0
8,1937,K,HYSPP,0
9,1937,L,HYSPP,0
10,1937,M,HYSPP,0
11,1937,N,HYSPP,0
12,1940,B,HYSPP,0
13,1940,C,HYSPP,0
14,1940,D,HYSPP,0
15,1940,E,HYSPP,0
16,1940,F,HYSPP,0
17,1940,G,HYSPP,0
18,1940,H,HYSPP,0
19,1940,I,HYSPP,0
20,1940,J,HYSPP,0
21,1940,K,HYSPP,0
22,1940,L,HYSPP,0
23,1940,M,HYSPP,0
24,1940,N,HYSPP,0
25,1948,B,HYSPP,1
26,1948,C,HYSPP,0
27,1948,D,HYSPP,0
28,1948,E,HYSPP,0
29,1948,F,HYSPP,0
30,1948,G,HYSPP,0
31,1948,H,HYSPP,0
32,1948,I,HYSPP,1
33,1948,J,HYSPP,0
34,1948,K,HYSPP,0
35,1948,L,HYSPP,0
36,1948,M,HYSPP,0
37,1948,N,HYSPP,1
38,1991,B,HYSPP,0
39,1991,C,HYSPP,0
40,1991,D,HYSPP,0
41,1991,E,HYSPP,0
42,1991,F,HYSPP,0
43,1991,G,HYSPP,0
44,1991,H,HYSPP,0
45,1991,I,HYSPP,0
46,1991,J,HYSPP,0
47,1991,K,HYSPP,0
48,1991,L,HYSPP,0
49,1991,M,HYSPP,0
50,1991,N,HYSPP,0
1,1937,C,ILSPP,0
2,1937,E,ILSPP,0
3,1937,F,ILSPP,0
4,1937,G,ILSPP,0
5,1937,H,ILSPP,0
6,1937,I,ILSPP,0
7,1937,J,ILSPP,0
8,1937,K,ILSPP,0
9,1937,L,ILSPP,0
10,1937,M,ILSPP,0
11,1937,N,ILSPP,0
12,1940,B,ILSPP,0
13,1940,C,ILSPP,0
14,1940,D,ILSPP,0
15,1940,E,ILSPP,0
16,1940,F,ILSPP,0
17,1940,G,ILSPP,0
18,1940,H,ILSPP,0
19,1940,I,ILSPP,0
20,1940,J,ILSPP,0
21,1940,K,ILSPP,0
22,1940,L,ILSPP,0
23,1940,M,ILSPP,0
24,1940,N,ILSPP,0
25,1948,B,ILSPP,0
26,1948,C,ILSPP,0
27,1948,D,ILSPP,0
28,1948,E,ILSPP,0
29,1948,F,ILSPP,0
30,1948,G,ILSPP,0
31,1948,H,ILSPP,0
32,1948,I,ILSPP,0
33,1948,J,ILSPP,0
34,1948,K,ILSPP,1
35,1948,L,ILSPP,0
36,1948,M,ILSPP,0
37,1948,N,ILSPP,0
38,1991,B,ILSPP,0
39,1991,C,ILSPP,1
40,1991,D,ILSPP,0
41,1991,E,ILSPP,0
42,1991,F,ILSPP,0
43,1991,G,ILSPP,1
44,1991,H,ILSPP,0
45,1991,I,ILSPP,1
46,1991,J,ILSPP,1
47,1991,K,ILSPP,0
48,1991,L,ILSPP,1
49,1991,M,ILSPP,1
50,1991,N,ILSPP,0
1,1937,C,JUCO,0
2,1937,E,JUCO,0
3,1937,F,JUCO,0
4,1937,G,JUCO,1
5,1937,H,JUCO,0
6,1937,I,JUCO,0
7,1937,J,JUCO,0
8,1937,K,JUCO,0
9,1937,L,JUCO,0
10,1937,M,JUCO,0
11,1937,N,JUCO,0
12,1940,B,JUCO,0
13,1940,C,JUCO,0
14,1940,D,JUCO,0
15,1940,E,JUCO,0
16,1940,F,JUCO,0
17,1940,G,JUCO,0
18,1940,H,JUCO,0
19,1940,I,JUCO,0
20,1940,J,JUCO,0
21,1940,K,JUCO,0
22,1940,L,JUCO,0
23,1940,M,JUCO,0
24,1940,N,JUCO,0
25,1948,B,JUCO,0
26,1948,C,JUCO,0
27,1948,D,JUCO,0
28,1948,E,JUCO,0
29,1948,F,JUCO,0
30,1948,G,JUCO,0
31,1948,H,JUCO,0
32,1948,I,JUCO,0
33,1948,J,JUCO,0
34,1948,K,JUCO,0
35,1948,L,JUCO,0
36,1948,M,JUCO,1
37,1948,N,JUCO,0
38,1991,B,JUCO,0
39,1991,C,JUCO,0
40,1991,D,JUCO,0
41,1991,E,JUCO,0
42,1991,F,JUCO,1
43,1991,G,JUCO,0
44,1991,H,JUCO,0
45,1991,I,JUCO,0
46,1991,J,JUCO,0
47,1991,K,JUCO,0
48,1991,L,JUCO,0
49,1991,M,JUCO,0
50,1991,N,JUCO,0
1,1937,C,KAAN,0
2,1937,E,KAAN,0
3,1937,F,KAAN,0
4,1937,G,KAAN,0
5,1937,H,KAAN,0
6,1937,I,KAAN,0
7,1937,J,KAAN,0
8,1937,K,KAAN,0
9,1937,L,KAAN,0
10,1937,M,KAAN,0
11,1937,N,KAAN,0
12,1940,B,KAAN,0
13,1940,C,KAAN,0
14,1940,D,KAAN,0
15,1940,E,KAAN,0
16,1940,F,KAAN,0
17,1940,G,KAAN,0
18,1940,H,KAAN,0
19,1940,I,KAAN,0
20,1940,J,KAAN,0
21,1940,K,KAAN,0
22,1940,L,KAAN,0
23,1940,M,KAAN,0
24,1940,N,KAAN,0
25,1948,B,KAAN,0
26,1948,C,KAAN,0
27,1948,D,KAAN,0
28,1948,E,KAAN,1
29,1948,F,KAAN,0
30,1948,G,KAAN,1
31,1948,H,KAAN,0
32,1948,I,KAAN,0
33,1948,J,KAAN,1
34,1948,K,KAAN,0
35,1948,L,KAAN,0
36,1948,M,KAAN,0
37,1948,N,KAAN,0
38,1991,B,KAAN,0
39,1991,C,KAAN,0
40,1991,D,KAAN,0
41,1991,E,KAAN,0
42,1991,F,KAAN,1
43,1991,G,KAAN,1
44,1991,H,KAAN,0
45,1991,I,KAAN,0
46,1991,J,KAAN,1
47,1991,K,KAAN,0
48,1991,L,KAAN,0
49,1991,M,KAAN,0
50,1991,N,KAAN,0
1,1937,C,LASPP,0
2,1937,E,LASPP,0
3,1937,F,LASPP,0
4,1937,G,LASPP,0
5,1937,H,LASPP,0
6,1937,I,LASPP,0
7,1937,J,LASPP,0
8,1937,K,LASPP,0
9,1937,L,LASPP,0
10,1937,M,LASPP,0
11,1937,N,LASPP,0
12,1940,B,LASPP,0
13,1940,C,LASPP,0
14,1940,D,LASPP,0
15,1940,E,LASPP,1
16,1940,F,LASPP,0
17,1940,G,LASPP,0
18,1940,H,LASPP,0
19,1940,I,LASPP,1
20,1940,J,LASPP,0
21,1940,K,LASPP,0
22,1940,L,LASPP,0
23,1940,M,LASPP,0
24,1940,N,LASPP,0
25,1948,B,LASPP,0
26,1948,C,LASPP,0
27,1948,D,LASPP,0
28,1948,E,LASPP,0
29,1948,F,LASPP,0
30,1948,G,LASPP,0
31,1948,H,LASPP,0
32,1948,I,LASPP,0
33,1948,J,LASPP,0
34,1948,K,LASPP,0
35,1948,L,LASPP,0
36,1948,M,LASPP,0
37,1948,N,LASPP,0
38,1991,B,LASPP,0
39,1991,C,LASPP,0
40,1991,D,LASPP,0
41,1991,E,LASPP,0
42,1991,F,LASPP,0
43,1991,G,LASPP,0
44,1991,H,LASPP,0
45,1991,I,LASPP,0
46,1991,J,LASPP,0
47,1991,K,LASPP,0
48,1991,L,LASPP,0
49,1991,M,LASPP,0
50,1991,N,LASPP,0
1,1937,C,LIBE,0
2,1937,E,LIBE,0
3,1937,F,LIBE,0
4,1937,G,LIBE,0
5,1937,H,LIBE,0
6,1937,I,LIBE,0
7,1937,J,LIBE,0
8,1937,K,LIBE,0
9,1937,L,LIBE,0
10,1937,M,LIBE,0
11,1937,N,LIBE,0
12,1940,B,LIBE,0
13,1940,C,LIBE,0
14,1940,D,LIBE,0
15,1940,E,LIBE,0
16,1940,F,LIBE,1
17,1940,G,LIBE,1
18,1940,H,LIBE,0
19,1940,I,LIBE,0
20,1940,J,LIBE,0
21,1940,K,LIBE,0
22,1940,L,LIBE,0
23,1940,M,LIBE,0
24,1940,N,LIBE,0
25,1948,B,LIBE,0
26,1948,C,LIBE,0
27,1948,D,LIBE,0
28,1948,E,LIBE,0
29,1948,F,LIBE,0
30,1948,G,LIBE,0
31,1948,H,LIBE,0
32,1948,I,LIBE,0
33,1948,J,LIBE,0
34,1948,K,LIBE,0
35,1948,L,LIBE,0
36,1948,M,LIBE,0
37,1948,N,LIBE,0
38,1991,B,LIBE,0
39,1991,C,LIBE,0
40,1991,D,LIBE,0
41,1991,E,LIBE,0
42,1991,F,LIBE,0
43,1991,G,LIBE,0
44,1991,H,LIBE,0
45,1991,I,LIBE,0
46,1991,J,LIBE,0
47,1991,K,LIBE,0
48,1991,L,LIBE,0
49,1991,M,LIBE,0
50,1991,N,LIBE,0
1,1937,C,LOSPP,0
2,1937,E,LOSPP,0
3,1937,F,LOSPP,0
4,1937,G,LOSPP,0
5,1937,H,LOSPP,0
6,1937,I,LOSPP,0
7,1937,J,LOSPP,0
8,1937,K,LOSPP,0
9,1937,L,LOSPP,0
10,1937,M,LOSPP,0
11,1937,N,LOSPP,0
12,1940,B,LOSPP,0
13,1940,C,LOSPP,0
14,1940,D,LOSPP,0
15,1940,E,LOSPP,0
16,1940,F,LOSPP,0
17,1940,G,LOSPP,0
18,1940,H,LOSPP,0
19,1940,I,LOSPP,0
20,1940,J,LOSPP,0
21,1940,K,LOSPP,0
22,1940,L,LOSPP,0
23,1940,M,LOSPP,0
24,1940,N,LOSPP,0
25,1948,B,LOSPP,0
26,1948,C,LOSPP,0
27,1948,D,LOSPP,0
28,1948,E,LOSPP,0
29,1948,F,LOSPP,0
30,1948,G,LOSPP,0
31,1948,H,LOSPP,0
32,1948,I,LOSPP,0
33,1948,J,LOSPP,0
34,1948,K,LOSPP,1
35,1948,L,LOSPP,0
36,1948,M,LOSPP,0
37,1948,N,LOSPP,0
38,1991,B,LOSPP,0
39,1991,C,LOSPP,0
40,1991,D,LOSPP,0
41,1991,E,LOSPP,0
42,1991,F,LOSPP,0
43,1991,G,LOSPP,0
44,1991,H,LOSPP,0
45,1991,I,LOSPP,0
46,1991,J,LOSPP,0
47,1991,K,LOSPP,0
48,1991,L,LOSPP,0
49,1991,M,LOSPP,0
50,1991,N,LOSPP,0
1,1937,C,LOCA,0
2,1937,E,LOCA,0
3,1937,F,LOCA,0
4,1937,G,LOCA,0
5,1937,H,LOCA,0
6,1937,I,LOCA,0
7,1937,J,LOCA,0
8,1937,K,LOCA,0
9,1937,L,LOCA,0
10,1937,M,LOCA,0
11,1937,N,LOCA,0
12,1940,B,LOCA,1
13,1940,C,LOCA,0
14,1940,D,LOCA,1
15,1940,E,LOCA,1
16,1940,F,LOCA,0
17,1940,G,LOCA,1
18,1940,H,LOCA,0
19,1940,I,LOCA,1
20,1940,J,LOCA,1
21,1940,K,LOCA,1
22,1940,L,LOCA,1
23,1940,M,LOCA,1
24,1940,N,LOCA,0
25,1948,B,LOCA,0
26,1948,C,LOCA,0
27,1948,D,LOCA,1
28,1948,E,LOCA,1
29,1948,F,LOCA,0
30,1948,G,LOCA,0
31,1948,H,LOCA,1
32,1948,I,LOCA,0
33,1948,J,LOCA,1
34,1948,K,LOCA,1
35,1948,L,LOCA,1
36,1948,M,LOCA,1
37,1948,N,LOCA,0
38,1991,B,LOCA,0
39,1991,C,LOCA,0
40,1991,D,LOCA,0
41,1991,E,LOCA,0
42,1991,F,LOCA,0
43,1991,G,LOCA,0
44,1991,H,LOCA,0
45,1991,I,LOCA,0
46,1991,J,LOCA,0
47,1991,K,LOCA,0
48,1991,L,LOCA,1
49,1991,M,LOCA,0
50,1991,N,LOCA,0
1,1937,C,LYSPP,0
2,1937,E,LYSPP,1
3,1937,F,LYSPP,1
4,1937,G,LYSPP,0
5,1937,H,LYSPP,0
6,1937,I,LYSPP,0
7,1937,J,LYSPP,1
8,1937,K,LYSPP,1
9,1937,L,LYSPP,1
10,1937,M,LYSPP,0
11,1937,N,LYSPP,0
12,1940,B,LYSPP,0
13,1940,C,LYSPP,0
14,1940,D,LYSPP,0
15,1940,E,LYSPP,0
16,1940,F,LYSPP,1
17,1940,G,LYSPP,1
18,1940,H,LYSPP,0
19,1940,I,LYSPP,0
20,1940,J,LYSPP,0
21,1940,K,LYSPP,0
22,1940,L,LYSPP,1
23,1940,M,LYSPP,0
24,1940,N,LYSPP,0
25,1948,B,LYSPP,1
26,1948,C,LYSPP,1
27,1948,D,LYSPP,1
28,1948,E,LYSPP,0
29,1948,F,LYSPP,1
30,1948,G,LYSPP,1
31,1948,H,LYSPP,1
32,1948,I,LYSPP,1
33,1948,J,LYSPP,1
34,1948,K,LYSPP,1
35,1948,L,LYSPP,1
36,1948,M,LYSPP,0
37,1948,N,LYSPP,0
38,1991,B,LYSPP,1
39,1991,C,LYSPP,1
40,1991,D,LYSPP,1
41,1991,E,LYSPP,1
42,1991,F,LYSPP,1
43,1991,G,LYSPP,1
44,1991,H,LYSPP,0
45,1991,I,LYSPP,1
46,1991,J,LYSPP,1
47,1991,K,LYSPP,1
48,1991,L,LYSPP,1
49,1991,M,LYSPP,0
50,1991,N,LYSPP,0
1,1937,C,LCSPP,0
2,1937,E,LCSPP,0
3,1937,F,LCSPP,0
4,1937,G,LCSPP,0
5,1937,H,LCSPP,0
6,1937,I,LCSPP,0
7,1937,J,LCSPP,0
8,1937,K,LCSPP,0
9,1937,L,LCSPP,0
10,1937,M,LCSPP,0
11,1937,N,LCSPP,0
12,1940,B,LCSPP,0
13,1940,C,LCSPP,0
14,1940,D,LCSPP,0
15,1940,E,LCSPP,0
16,1940,F,LCSPP,0
17,1940,G,LCSPP,0
18,1940,H,LCSPP,0
19,1940,I,LCSPP,0
20,1940,J,LCSPP,0
21,1940,K,LCSPP,0
22,1940,L,LCSPP,0
23,1940,M,LCSPP,0
24,1940,N,LCSPP,1
25,1948,B,LCSPP,0
26,1948,C,LCSPP,0
27,1948,D,LCSPP,0
28,1948,E,LCSPP,0
29,1948,F,LCSPP,0
30,1948,G,LCSPP,0
31,1948,H,LCSPP,0
32,1948,I,LCSPP,0
33,1948,J,LCSPP,0
34,1948,K,LCSPP,0
35,1948,L,LCSPP,0
36,1948,M,LCSPP,0
37,1948,N,LCSPP,0
38,1991,B,LCSPP,0
39,1991,C,LCSPP,0
40,1991,D,LCSPP,0
41,1991,E,LCSPP,0
42,1991,F,LCSPP,0
43,1991,G,LCSPP,0
44,1991,H,LCSPP,0
45,1991,I,LCSPP,0
46,1991,J,LCSPP,0
47,1991,K,LCSPP,0
48,1991,L,LCSPP,0
49,1991,M,LCSPP,0
50,1991,N,LCSPP,0
1,1937,C,LSSPP,0
2,1937,E,LSSPP,0
3,1937,F,LSSPP,0
4,1937,G,LSSPP,0
5,1937,H,LSSPP,0
6,1937,I,LSSPP,0
7,1937,J,LSSPP,0
8,1937,K,LSSPP,0
9,1937,L,LSSPP,0
10,1937,M,LSSPP,0
11,1937,N,LSSPP,0
12,1940,B,LSSPP,0
13,1940,C,LSSPP,0
14,1940,D,LSSPP,0
15,1940,E,LSSPP,0
16,1940,F,LSSPP,0
17,1940,G,LSSPP,0
18,1940,H,LSSPP,0
19,1940,I,LSSPP,0
20,1940,J,LSSPP,0
21,1940,K,LSSPP,0
22,1940,L,LSSPP,0
23,1940,M,LSSPP,0
24,1940,N,LSSPP,0
25,1948,B,LSSPP,0
26,1948,C,LSSPP,0
27,1948,D,LSSPP,1
28,1948,E,LSSPP,1
29,1948,F,LSSPP,1
30,1948,G,LSSPP,1
31,1948,H,LSSPP,1
32,1948,I,LSSPP,0
33,1948,J,LSSPP,1
34,1948,K,LSSPP,0
35,1948,L,LSSPP,1
36,1948,M,LSSPP,0
37,1948,N,LSSPP,0
38,1991,B,LSSPP,0
39,1991,C,LSSPP,0
40,1991,D,LSSPP,0
41,1991,E,LSSPP,0
42,1991,F,LSSPP,0
43,1991,G,LSSPP,0
44,1991,H,LSSPP,0
45,1991,I,LSSPP,0
46,1991,J,LSSPP,0
47,1991,K,LSSPP,0
48,1991,L,LSSPP,1
49,1991,M,LSSPP,0
50,1991,N,LSSPP,0
1,1937,C,MACA,0
2,1937,E,MACA,0
3,1937,F,MACA,1
4,1937,G,MACA,1
5,1937,H,MACA,1
6,1937,I,MACA,1
7,1937,J,MACA,1
8,1937,K,MACA,1
9,1937,L,MACA,1
10,1937,M,MACA,1
11,1937,N,MACA,1
12,1940,B,MACA,1
13,1940,C,MACA,0
14,1940,D,MACA,1
15,1940,E,MACA,1
16,1940,F,MACA,1
17,1940,G,MACA,1
18,1940,H,MACA,1
19,1940,I,MACA,1
20,1940,J,MACA,1
21,1940,K,MACA,1
22,1940,L,MACA,1
23,1940,M,MACA,0
24,1940,N,MACA,0
25,1948,B,MACA,1
26,1948,C,MACA,0
27,1948,D,MACA,0
28,1948,E,MACA,0
29,1948,F,MACA,1
30,1948,G,MACA,1
31,1948,H,MACA,1
32,1948,I,MACA,1
33,1948,J,MACA,1
34,1948,K,MACA,0
35,1948,L,MACA,0
36,1948,M,MACA,0
37,1948,N,MACA,1
38,1991,B,MACA,1
39,1991,C,MACA,1
40,1991,D,MACA,1
41,1991,E,MACA,1
42,1991,F,MACA,1
43,1991,G,MACA,1
44,1991,H,MACA,1
45,1991,I,MACA,1
46,1991,J,MACA,1
47,1991,K,MACA,1
48,1991,L,MACA,1
49,1991,M,MACA,1
50,1991,N,MACA,1
1,1937,C,MEVI,0
2,1937,E,MEVI,0
3,1937,F,MEVI,1
4,1937,G,MEVI,0
5,1937,H,MEVI,1
6,1937,I,MEVI,0
7,1937,J,MEVI,0
8,1937,K,MEVI,0
9,1937,L,MEVI,0
10,1937,M,MEVI,0
11,1937,N,MEVI,0
12,1940,B,MEVI,0
13,1940,C,MEVI,1
14,1940,D,MEVI,1
15,1940,E,MEVI,1
16,1940,F,MEVI,1
17,1940,G,MEVI,1
18,1940,H,MEVI,1
19,1940,I,MEVI,1
20,1940,J,MEVI,1
21,1940,K,MEVI,0
22,1940,L,MEVI,1
23,1940,M,MEVI,0
24,1940,N,MEVI,0
25,1948,B,MEVI,0
26,1948,C,MEVI,0
27,1948,D,MEVI,0
28,1948,E,MEVI,0
29,1948,F,MEVI,1
30,1948,G,MEVI,0
31,1948,H,MEVI,0
32,1948,I,MEVI,0
33,1948,J,MEVI,1
34,1948,K,MEVI,0
35,1948,L,MEVI,0
36,1948,M,MEVI,0
37,1948,N,MEVI,0
38,1991,B,MEVI,0
39,1991,C,MEVI,0
40,1991,D,MEVI,1
41,1991,E,MEVI,1
42,1991,F,MEVI,1
43,1991,G,MEVI,1
44,1991,H,MEVI,0
45,1991,I,MEVI,0
46,1991,J,MEVI,1
47,1991,K,MEVI,0
48,1991,L,MEVI,1
49,1991,M,MEVI,0
50,1991,N,MEVI,0
1,1937,C,MELI,0
2,1937,E,MELI,0
3,1937,F,MELI,0
4,1937,G,MELI,0
5,1937,H,MELI,0
6,1937,I,MELI,0
7,1937,J,MELI,0
8,1937,K,MELI,0
9,1937,L,MELI,0
10,1937,M,MELI,0
11,1937,N,MELI,0
12,1940,B,MELI,0
13,1940,C,MELI,0
14,1940,D,MELI,0
15,1940,E,MELI,0
16,1940,F,MELI,0
17,1940,G,MELI,0
18,1940,H,MELI,0
19,1940,I,MELI,0
20,1940,J,MELI,0
21,1940,K,MELI,0
22,1940,L,MELI,0
23,1940,M,MELI,0
24,1940,N,MELI,0
25,1948,B,MELI,0
26,1948,C,MELI,0
27,1948,D,MELI,1
28,1948,E,MELI,0
29,1948,F,MELI,0
30,1948,G,MELI,1
31,1948,H,MELI,0
32,1948,I,MELI,0
33,1948,J,MELI,0
34,1948,K,MELI,0
35,1948,L,MELI,0
36,1948,M,MELI,1
37,1948,N,MELI,1
38,1991,B,MELI,1
39,1991,C,MELI,0
40,1991,D,MELI,0
41,1991,E,MELI,0
42,1991,F,MELI,0
43,1991,G,MELI,1
44,1991,H,MELI,0
45,1991,I,MELI,0
46,1991,J,MELI,0
47,1991,K,MELI,0
48,1991,L,MELI,0
49,1991,M,MELI,1
50,1991,N,MELI,0
1,1937,C,MIDI,0
2,1937,E,MIDI,0
3,1937,F,MIDI,0
4,1937,G,MIDI,0
5,1937,H,MIDI,0
6,1937,I,MIDI,0
7,1937,J,MIDI,0
8,1937,K,MIDI,1
9,1937,L,MIDI,1
10,1937,M,MIDI,1
11,1937,N,MIDI,1
12,1940,B,MIDI,0
13,1940,C,MIDI,0
14,1940,D,MIDI,0
15,1940,E,MIDI,0
16,1940,F,MIDI,0
17,1940,G,MIDI,0
18,1940,H,MIDI,0
19,1940,I,MIDI,0
20,1940,J,MIDI,0
21,1940,K,MIDI,0
22,1940,L,MIDI,0
23,1940,M,MIDI,0
24,1940,N,MIDI,0
25,1948,B,MIDI,0
26,1948,C,MIDI,0
27,1948,D,MIDI,0
28,1948,E,MIDI,0
29,1948,F,MIDI,0
30,1948,G,MIDI,0
31,1948,H,MIDI,0
32,1948,I,MIDI,0
33,1948,J,MIDI,0
34,1948,K,MIDI,0
35,1948,L,MIDI,0
36,1948,M,MIDI,0
37,1948,N,MIDI,0
38,1991,B,MIDI,0
39,1991,C,MIDI,0
40,1991,D,MIDI,0
41,1991,E,MIDI,0
42,1991,F,MIDI,0
43,1991,G,MIDI,0
44,1991,H,MIDI,0
45,1991,I,MIDI,0
46,1991,J,MIDI,0
47,1991,K,MIDI,0
48,1991,L,MIDI,0
49,1991,M,MIDI,0
50,1991,N,MIDI,0
1,1937,C,MIRE,1
2,1937,E,MIRE,1
3,1937,F,MIRE,0
4,1937,G,MIRE,1
5,1937,H,MIRE,1
6,1937,I,MIRE,0
7,1937,J,MIRE,1
8,1937,K,MIRE,1
9,1937,L,MIRE,1
10,1937,M,MIRE,1
11,1937,N,MIRE,1
12,1940,B,MIRE,0
13,1940,C,MIRE,0
14,1940,D,MIRE,0
15,1940,E,MIRE,0
16,1940,F,MIRE,0
17,1940,G,MIRE,0
18,1940,H,MIRE,0
19,1940,I,MIRE,0
20,1940,J,MIRE,0
21,1940,K,MIRE,1
22,1940,L,MIRE,0
23,1940,M,MIRE,1
24,1940,N,MIRE,0
25,1948,B,MIRE,0
26,1948,C,MIRE,0
27,1948,D,MIRE,1
28,1948,E,MIRE,1
29,1948,F,MIRE,1
30,1948,G,MIRE,1
31,1948,H,MIRE,0
32,1948,I,MIRE,0
33,1948,J,MIRE,1
34,1948,K,MIRE,1
35,1948,L,MIRE,0
36,1948,M,MIRE,0
37,1948,N,MIRE,0
38,1991,B,MIRE,0
39,1991,C,MIRE,1
40,1991,D,MIRE,1
41,1991,E,MIRE,1
42,1991,F,MIRE,1
43,1991,G,MIRE,1
44,1991,H,MIRE,0
45,1991,I,MIRE,1
46,1991,J,MIRE,1
47,1991,K,MIRE,1
48,1991,L,MIRE,1
49,1991,M,MIRE,1
50,1991,N,MIRE,1
1,1937,C,MOUN,0
2,1937,E,MOUN,0
3,1937,F,MOUN,0
4,1937,G,MOUN,0
5,1937,H,MOUN,0
6,1937,I,MOUN,0
7,1937,J,MOUN,0
8,1937,K,MOUN,0
9,1937,L,MOUN,0
10,1937,M,MOUN,0
11,1937,N,MOUN,0
12,1940,B,MOUN,0
13,1940,C,MOUN,0
14,1940,D,MOUN,0
15,1940,E,MOUN,0
16,1940,F,MOUN,0
17,1940,G,MOUN,0
18,1940,H,MOUN,0
19,1940,I,MOUN,0
20,1940,J,MOUN,0
21,1940,K,MOUN,0
22,1940,L,MOUN,0
23,1940,M,MOUN,0
24,1940,N,MOUN,0
25,1948,B,MOUN,0
26,1948,C,MOUN,0
27,1948,D,MOUN,0
28,1948,E,MOUN,0
29,1948,F,MOUN,0
30,1948,G,MOUN,0
31,1948,H,MOUN,0
32,1948,I,MOUN,0
33,1948,J,MOUN,0
34,1948,K,MOUN,0
35,1948,L,MOUN,0
36,1948,M,MOUN,0
37,1948,N,MOUN,0
38,1991,B,MOUN,1
39,1991,C,MOUN,1
40,1991,D,MOUN,1
41,1991,E,MOUN,1
42,1991,F,MOUN,1
43,1991,G,MOUN,1
44,1991,H,MOUN,1
45,1991,I,MOUN,0
46,1991,J,MOUN,0
47,1991,K,MOUN,0
48,1991,L,MOUN,0
49,1991,M,MOUN,0
50,1991,N,MOUN,0
1,1937,C,NEMU,0
2,1937,E,NEMU,0
3,1937,F,NEMU,0
4,1937,G,NEMU,0
5,1937,H,NEMU,0
6,1937,I,NEMU,0
7,1937,J,NEMU,0
8,1937,K,NEMU,0
9,1937,L,NEMU,0
10,1937,M,NEMU,0
11,1937,N,NEMU,0
12,1940,B,NEMU,0
13,1940,C,NEMU,0
14,1940,D,NEMU,0
15,1940,E,NEMU,0
16,1940,F,NEMU,0
17,1940,G,NEMU,0
18,1940,H,NEMU,0
19,1940,I,NEMU,0
20,1940,J,NEMU,0
21,1940,K,NEMU,0
22,1940,L,NEMU,0
23,1940,M,NEMU,0
24,1940,N,NEMU,0
25,1948,B,NEMU,0
26,1948,C,NEMU,0
27,1948,D,NEMU,0
28,1948,E,NEMU,0
29,1948,F,NEMU,0
30,1948,G,NEMU,0
31,1948,H,NEMU,0
32,1948,I,NEMU,1
33,1948,J,NEMU,0
34,1948,K,NEMU,0
35,1948,L,NEMU,0
36,1948,M,NEMU,0
37,1948,N,NEMU,1
38,1991,B,NEMU,0
39,1991,C,NEMU,0
40,1991,D,NEMU,0
41,1991,E,NEMU,0
42,1991,F,NEMU,0
43,1991,G,NEMU,1
44,1991,H,NEMU,0
45,1991,I,NEMU,0
46,1991,J,NEMU,1
47,1991,K,NEMU,0
48,1991,L,NEMU,0
49,1991,M,NEMU,0
50,1991,N,NEMU,1
1,1937,C,OEFR,0
2,1937,E,OEFR,0
3,1937,F,OEFR,0
4,1937,G,OEFR,0
5,1937,H,OEFR,0
6,1937,I,OEFR,0
7,1937,J,OEFR,0
8,1937,K,OEFR,0
9,1937,L,OEFR,0
10,1937,M,OEFR,0
11,1937,N,OEFR,0
12,1940,B,OEFR,0
13,1940,C,OEFR,0
14,1940,D,OEFR,0
15,1940,E,OEFR,0
16,1940,F,OEFR,0
17,1940,G,OEFR,0
18,1940,H,OEFR,0
19,1940,I,OEFR,0
20,1940,J,OEFR,0
21,1940,K,OEFR,0
22,1940,L,OEFR,0
23,1940,M,OEFR,0
24,1940,N,OEFR,0
25,1948,B,OEFR,1
26,1948,C,OEFR,0
27,1948,D,OEFR,0
