year,doy,no.29m,no.24.1m,no.18.3m,no.12.7m,no.7.5m,no.4.5m,no.0.8m,no.0.3m
1990,3.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,3.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,4.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,5.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,6.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,7.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,8.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,9.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,10.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,11.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,12.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,13.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,14.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,15.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,16.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,17.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.646,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.688,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.729,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.771,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.812,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.854,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.896,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.938,NA,NA,NA,NA,NA,NA,NA,NA
1990,18.979,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.021,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.062,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.104,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.146,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.188,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.229,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.271,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.312,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.354,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.396,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.438,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.479,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.521,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.562,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.604,NA,NA,NA,NA,NA,NA,NA,NA
1990,19.646,NA,NA,NA,NA,NA,NA,NA,NA
