family,genus ,species,year,month,day,specimen,collector,folder,town,state,tract,compartment,location.notes,habitat.notes,other.notes,source 
Araliaceae,Aralia,nudicaulis,1949,5,21,40,C.E & E.E. Smith,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Araliaceae,Aralia,nudicaulis,1947,6,23,43,W.D. Beal Jr.,NA,Petersham,MA,SC,8,NA,cliffs,NA,HF herbarium
Araliaceae,Aralia,nudicaulis,1947,8,5,227,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,start of Kitchen road; near HF buildings,low; moist field,NA,HF herbarium
Araliaceae,Aralia,nudicaulis,1958,5,26,1077,M.H. Zimmermann,NA,Petersham,MA,PH,NA,near headquarters,NA,NA,HF herbarium
Araliaceae,Aralia,nudicaulis,1947,6,20,1534,C. E. Smith Jr.,NA,Petersham,MA,TS,NA,NA,NA,NA,Brandeis
Araliaceae,Aralia,nudicaulis,1934,7,18,5502,H.M. Raup,red,NA,NH,Pisgah,NA,NA,NA,NA,HF herbarium
Araliaceae,Aralia,nudicaulis,NA,NA,NA,NA,J.L. d'Este,NA,Petersham,MA,NA,NA,Petersham,NA,NA,HF herbarium
Araliaceae,Aralia,nudicaulis,1940,9,17,NA,P. Smith,NA,Petersham,MA,TS,NA,NA,drier spots in Tom Swamp bog,NA,HF herbarium
Araliaceae,Aralia,racemosa,1947,7,26,1953,C. E. Smith Jr.,NA,Petersham,MA,NA,NA,Pierce Rd. near Prospect Hill,NA,NA,Brandeis
Araliaceae,Aralia,racemosa,1933,9,28,5067,H.M. Raup,NA,Petersham,MA,SC,NA,along shade road,NA,sheet 2 of 2,HF herbarium
Araliaceae,Aralia,racemosa,1933,9,28,5067,H.M. Raup,NA,Petersham,MA,SC,NA,along shade road,NA,sheet 1 of 2,HF herbarium
Araliaceae,Aralia,racemosa,2005,6,7,HF 2005-28,GM; KW; JJ,NA,Petersham,MA,SC,7,main Cobble west slope,NA,NA,HF survey 2004-2007
Araliaceae,Aralia,racemosa,1908,10,7,NA,J.G. Jack,NA,Petersham,MA,SC,NA,NA,NA,NA,HF herbarium
Araliaceae,Aralia,racemosa,1947,7,26,NA,C. E. Smith Jr.,NA,Petersham,MA,NA,NA,Pierce Rd. near Prospect Hill,NA,NA,Brandeis
Araliaceae,Aralia,sp. ,2005,9,6,HF 2005-687,GM; JJ,NA,Petersham,MA,PH,1,along nature trail across from sign #17 in plantation that was clear cut,NA,does not correspond to any species in Rehder,HF survey 2004-2007
Araliaceae,Aralia,sp. ,1978,9,15,NA,P.B.. Tomlinson,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,JCJ: apparently an Asian species,HF herbarium
Araliaceae,Panax,quinquefolius,1947,8,25,2220,C. E. Smith Jr.,NA,NA,MA,NA,NA,near Erving,NA,NA,Brandeis
Araliaceae,Panax,quinquefolius,2005,9,1,HF 2005-661,GM; JJ,NA,Petersham,MA,Simes,NA,Camel's Hump; ledges,NA,NA,HF survey 2004-2007
Araliaceae,Panax,trifolius,1949,5,20,46,C.E & E.E. Smith,NA,Phillipston/Petersham,MA,PH,NA,NA,marshy ground,updated from Erigenia bulbosa; KE '78,HF herbarium
Araliaceae,Panax,trifolius,1934,5,17,5202,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Araliaceae,Panax,trifolius,1949,5,6,NA,C.E. Smith Jr.,NA,Petersham,MA,PH,1,woods,NA,NA,HF herbarium
Araliaceae,Panax,trifolius,1909,5,17,NA,W.A. Stalker,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Araliaceae,Panax,trifolius,2005,7,8,HF 2005-273,GM; KW; JJ,NA,Petersham,MA,TS,3,seepage spot,NA,NA,HF survey 2004-2007
Aristolochiaceae,Asarum ,canadense,1949,5,22,57,C.E & E.E. Smith,NA,Petersham,MA,PH,NA,near HF headquarters,NA,sheet 1 of 3 specimens,HF herbarium
Aristolochiaceae,Asarum ,canadense,1949,5,22,57,C.E & E.E. Smith,NA,Petersham,MA,PH,NA,near HF headquarters,NA,sheet 2 of 3 specimens,HF herbarium
Aristolochiaceae,Asarum ,canadense,1949,5,22,57,C.E & E.E. Smith,NA,Petersham,MA,PH,NA,near HF headquarters,NA,sheet 3 of 3 specimens,HF herbarium
Aristolochiaceae,Asarum ,canadense,1947,8,27,305,I.M. Johnston,NA,Petersham,MA,PH,NA,near HF headquarters,shaded woods,NA,HF herbarium
Asclepiadaceae,Asclepias,exaltata,NA,7,12,95,Mrs. Gast,NA,Petersham,MA,NA,NA,Athol Road,NA,updated from Asclepias phytolaccoides; KE '78,HF herbarium
Asclepiadaceae,Asclepias,exaltata,1933,9,26,4937,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,updated from Asclepias phytolaccoides; KE '78,HF herbarium
Asclepiadaceae,Asclepias,exaltata,2005,8,31,HF 2005-651,GM; KW; JJ,NA,Petersham,MA,PH,7,Locust Opening Rd intersection with town line rd,NA,NA,HF survey 2004-2007
Asclepiadaceae,Asclepias,exaltata,2005,9,5,HF 2005-666,GM; JJ,NA,Petersham,MA,TS,4,NA,NA,NA,HF survey 2004-2007
Asclepiadaceae,Asclepias,incarnata,1947,7,8,98,W.D. Beal Jr.,NA,Petersham,MA,TS,NA,Riceville Reservoir; Tom Swamp,wet; sandy shore,NA,HF herbarium
Asclepiadaceae,Asclepias,incarnata,1947,7,21,729,J. Canright,NA,Petersham,MA,TS,9,Riceville Reservoir,wet ground,NA,HF herbarium
Asclepiadaceae,Asclepias,incarnata,1933,9,27,5015,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay Tract,NA,NA,HF herbarium
Asclepiadaceae,Asclepias,incarnata,1933,9,29,5113,H.M. Raup,NA,Petersham,MA,SC,NA,NA,margin of pond,NA,HF herbarium
Asclepiadaceae,Asclepias,syriaca,1933,8,28,5084,H.M. Raup,NA,Petersham,MA,SC,NA,NA,bank of stream,NA,HF herbarium
Asclepiadaceae,Asclepias,syriaca,1934,7,7,5340,H.M. Raup,NA,Petersham,MA,PH,NA,field just North of Forest School building,NA,NA,HF herbarium
Aspleniaceae,Asplenium,platyneuron,1947,7,18,177,I.M. Johnston,NA,Petersham,MA,NA,NA,Hardwick Rd.; near Nichewaug,rocky bank at roadside,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Aspleniaceae,Asplenium,platyneuron,1937,10,NA,8225,H. M. Raup,NA,Petersham,MA,SC,NA,NA,NA,NA,pre-1950 specimen found in 2007
Aspleniaceae,Asplenium,platyneuron,2007,8,21,HF 2007-39,GM,NA,Petersham,MA,SC,7,in hickory woods on rocky slope in west side of SC7; 3 plants seen,NA,NA,HF survey 2004-2007
Aspleniaceae,Asplenium,trichomanes,1947,8,9,199,I.M. Johnston,NA,Petersham,MA,NA,NA,Camel's Hump,moist; shaded ledges,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Aspleniaceae,Asplenium,trichomanes,1947,8,9,199,I.M. Johnston,NA,Petersham,MA,NA,NA,Camel's Hump,moist; shaded ledges,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Aspleniaceae,Asplenium,trichomanes,1952,4,20,753,T. Grisez; M. Hambleton,NA,Petersham,MA,NA,NA,summit of Camel's Hump Hill;  W. Petersham,growing on shaded rock ledge; in dry forest of oaks and hickories,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Aspleniaceae,Asplenium,trichomanes,2005,9,1,HF 2005-662,GM; JJ,NA,Petersham,MA,Simes,NA,Camel's Hump; ledges,NA,NA,HF survey 2004-2007
Asteraceae,Achillea,millefolium,1947,7,1,90,W.D. Beal Jr.,NA,NA,MA,NA,NA,old house site below R.L Putnam's house,NA,NA,HF herbarium
Asteraceae,Achillea,millefolium,1947,7,14,121,W.D. Beal Jr.,NA,Petersham,MA,SC,8,road near abandoned farm,NA,NA,HF herbarium
Asteraceae,Achillea,millefolium,1978,9,8,130,K. Esseichick,NA,Petersham,MA,PH,NA,field behind Community House,NA,NA,HF herbarium
Asteraceae,Achillea,millefolium,1933,9,11,4800,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Asteraceae,Ambrosia,artemisiifolia,1947,8,5,188,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,behind HF buildings,sandy field,NA,HF herbarium
Asteraceae,Anaphalis,margaritacea,NA,7,26,69,Mrs. Gast,NA,Petersham,MA,NA,NA,Athol Rd.,NA,NA,HF herbarium
Asteraceae,Anaphalis,margaritacea,1933,NA,NA,108,Mrs. Gast,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Asteraceae,Anaphalis,margaritacea,1947,8,5,218,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,behind HF buildings; near Kitchen Rd.; around old dump,NA,NA,HF herbarium
Asteraceae,Anaphalis,margaritacea,1933,8,25,4778,H.M. Raup,NA,Petersham,MA,TS,NA,woods E. of pond in TS tract,NA,NA,HF herbarium
Asteraceae,Antennaria,neglecta,1947,6,22,53,J. Canright,NA,Phillipston/Petersham,MA,PH,4,along Phillipston Rd.,sandy site,updated from A. neodioica WL '93,HF herbarium
Asteraceae,Antennaria,neglecta,1947,6,23,436,W.H. Drury Jr.,NA,Petersham,MA,NA,NA,westside along TS Rd.,sandy roadside,updated from A. neodioica WL '93,HF herbarium
Asteraceae,Antennaria,neglecta,1934,5,14,5203,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Asteraceae,Antennaria,neglecta,2006,9,25,HF 2006-48,GM,NA,Petersham,MA,PH,2,by Raup House,NA,NA,HF survey 2004-2007
Asteraceae,Antennaria,plantaginifolia,1949,5,21,11,E.E. & C.E. Smith Jr. & H.M. Raup,NA,Petersham,MA,NA,NA,Camel's Hump Hill,dry banks at roadside,NA,HF herbarium
Asteraceae,Antennaria,plantaginifolia,1949,5,21,11,E.E. & C.E. Smith Jr. & H.M. Raup,NA,Petersham,MA,NA,NA,Camel's Hump Hill,dry banks at roadside,NA,HF herbarium
Asteraceae,Antennaria,plantaginifolia,1947,6,21,327,K.A. Raup,NA,Petersham,MA,SC,NA,wood rd. along Swift River; above Connor's Pond,NA,NA,HF herbarium
Asteraceae,Antennaria,plantaginifolia,1937,5,14,5225,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Asteraceae,Antennaria,plantaginifolia,1934,5,14,5226,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Asteraceae,Antennaria,plantaginifolia,1938,6,22,8286,H. M. Raup,NA,Petersham,MA,SC,NA,NA,NA,NA,pre-1950 specimen found in 2007
Asteraceae,Antennaria,plantaginifolia,2006,5,31,HF 2006-33,GM,NA,Petersham,MA,Simes,NA,rocky woods on upper slope of Camel's Hump; occurring with Hieracium venosum,NA,with Hieracium venosum,HF survey 2004-2007
Asteraceae,Anthemis,cotula,NA,7,21,49,Mrs. Gast,NA,NA,MA,NA,NA,Wilder's Farm,NA,NA,HF herbarium
Asteraceae,Anthemis,cotula,1933,9,26,4947,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Asteraceae,Anthemis,cotula,2005,7,20,HF 2005-481,GM; KW; JJ,NA,Petersham,MA,PH,1,behind greenhouses,NA,NA,HF survey 2004-2007
Asteraceae,Arctium,minus,2005,9,2,HF 2005-677,GM; JJ,NA,Petersham,MA,PH,9,gravel pit,NA,NA,HF survey 2004-2007
Asteraceae,Artemisia,vulgaris,2005,9,13,HF 2005-739,GM,NA,Petersham,MA,PH,3,by new maintenance shop,NA,NA,HF survey 2004-2007
Asteraceae,Artemisia,vulgaris,2005,9,13,HF 2005-740,GM,NA,Petersham,MA,PH,3,by new maintenance shop,NA,NA,HF survey 2004-2007
Asteraceae,Aster,acuminatus,1947,8,22,280,I.M. Johnston,NA,Petersham,MA,TS,8,NA,damp; shady woods; bordering a bog,updated from A. umbellatus; WHH '52,HF herbarium
Asteraceae,Aster,acuminatus,1947,8,22,280,I.M. Johnston,NA,Petersham,MA,TS,8,NA,damp; shady woods; bordering a bog,updated from A. umbellatus; WHH '52,HF herbarium
Asteraceae,Aster,acuminatus,1947,8,2,2011,C.E. Smith Jr.,NA,Petersham,MA,TS,1,NA,woods,NA,HF herbarium
Asteraceae,Aster,acuminatus,1947,8,5,2061,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,near HF administration building,NA,NA,HF herbarium
Asteraceae,Aster,acuminatus,1933,9,26,4914,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Asteraceae,Aster,acuminatus,1934,7,18,5494,H.M. Raup,red,NA,NH,Pisgah,NA,low ground,NA,NA,HF herbarium
Asteraceae,Aster,cordifolius,2005,9,6,HF 2005-692,GM; JJ,NA,Petersham,MA,SC,8,trail,NA,new to HF,HF survey 2004-2007
Asteraceae,Aster,cordifolius,2005,9,14,HF 2005-764,GM,NA,Petersham,MA,SC,7,top of rich ledges,NA,NA,HF survey 2004-2007
Asteraceae,Aster,cordifolius,2005,9,21,HF 2005-768,GM,NA,Petersham,MA,Simes,NA,north side of Dugway Rd.; 50-100' west of HF Gate 29,NA,NA,HF survey 2004-2007
Asteraceae,Aster,divaricatus,1947,8,5,223,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,Around old dump; Kitchen Rd.,NA,NA,HF herbarium
Asteraceae,Aster,divaricatus,1947,8,20,251,I.M. Johnston,NA,Petersham,MA,TS,4,NA,damp; shady woods  ,NA,HF herbarium
Asteraceae,Aster,divaricatus,1947,8,21,300,W.D. Beal Jr.,NA,Petersham,MA,TS,4,eastern part of TS 4,moist swale,NA,HF herbarium
Asteraceae,Aster,divaricatus,1947,9,1,350,I.M. Johnston,NA,Petersham,MA,NA,NA,TS Rd. west of highway,NA,updated from A. glomeratus; WL '93; JCJ '04,HF herbarium
Asteraceae,Aster,divaricatus,1947,9,1,351,I.M. Johnston,NA,Petersham,MA,NA,NA,TS Rd. west of highway,NA,updated from A. glomeratus; WL '93; JCJ '04,HF herbarium
Asteraceae,Aster,divaricatus,1947,8,5,2060,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,near HF administration building,NA,updated from A. glomeratus; WL '93; JCJ '04,HF herbarium
Asteraceae,Aster,divaricatus,1933,8,25,4782,H.M. Raup,NA,Petersham,MA,TS,NA,woods E. of pond in TS tract,NA,NA,HF herbarium
Asteraceae,Aster,divaricatus,1933,9,27,4991,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay Tract,NA,NA,HF herbarium
Asteraceae,Aster,ericoides,1933,9,26,4966,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Asteraceae,Aster,fragilis,1947,8,29,327,I.M. Johnston,NA,Petersham,MA,NA,NA,Quabbin area; off Hardwick Rd.,dry; gravelly bank,updated from A. lateriflorus; JCJ '04,HF herbarium
Asteraceae,Aster,fragilis,1947,8,19,2131,C.E. Smith Jr.,NA,Athol/Petersham,MA,NA,NA,margin of Riceville Reservoir,NA,updatd from A. ericoides; JCJ '04,HF herbarium
Asteraceae,Aster,fragilis,1947,8,26,2212,C.E. Smith Jr.,red,near Erving,MA,NA,NA,rt 2 near Erving,NA,updated from A. vimineus; WL '93; JCJ '04,HF herbarium
Asteraceae,Aster,fragilis,1947,9,1,2283,C.E. Smith Jr.,NA,Athol/Petersham,MA,NA,NA,margin of Riceville Reservoir,NA,updatd from A. ericoides; JCJ '04,HF herbarium
Asteraceae,Aster,fragilis,1947,9,6,2296,C.E. Smith Jr.,NA,Athol/Petersham,MA,NA,NA,margin of Riceville Reservoir,NA,updates from A. lateriflorus; JCJ '04,HF herbarium
Asteraceae,Aster,fragilis,2004,9,7,HF 2004-71,GM; KW; JJ,NA,Petersham,MA,TS,9,Riceville Pond; by dam,NA,NA,HF survey 2004-2007
Asteraceae,Aster,fragilis,2004,9,8,HF 2004-72,GM; KW; JJ,NA,Petersham,MA,TS,2,roadside,NA,NA,HF survey 2004-2007
Asteraceae,Aster,fragilis,2005,9,2,HF 2005-646,GM; JJ,NA,Petersham,MA,PH,9,gravel pit,NA,NA,HF survey 2004-2007
Asteraceae,Aster,fragilis,2005,9,7,HF 2005-710,GM; JJ,NA,Petersham,MA,TS,6,gravel pit,NA,NA,HF survey 2004-2007
Asteraceae,Aster,laevis,1933,9,13,71,N.W. Hosley,NA,Petersham,MA,TS,NA,NA,NA,NA,HF herbarium
Asteraceae,Aster,laevis,1978,9,8,135,K. Esseichick,NA,Petersham,MA,PH,NA,field behind Community House,NA,NA,HF herbarium
Asteraceae,Aster,laevis,1947,8,27,302,I.M. Johnston,NA,Petersham,MA,NA,NA,TS rd.; west of pond,dry,NA,HF herbarium
Asteraceae,Aster,laevis,1947,8,26,2245,C.E. Smith Jr.,red,Athol/Petersham,MA,NA,NA,Flat Rock Rd.,dry roadside,NA,HF herbarium
Asteraceae,Aster,laevis,1947,9,1,2268,C.E. Smith Jr.,NA,Petersham,MA,TS,8,NA,NA,NA,HF herbarium
Asteraceae,Aster,laevis,1933,9,11,4835,H.M. Raup,NA,NA,MA,PH,NA,NA,along woods rd.,NA,HF herbarium
Asteraceae,Aster,laevis,1933,9,11,4836,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,along woods rd.,NA,HF herbarium
Asteraceae,Aster,laevis,2005,7,13,HF 2005-265,GM; KW; JJ,NA,Petersham,MA,TS,7,NA,NA,NA,HF survey 2004-2007
Asteraceae,Aster,laevis,2005,7,15,HF 2005-336,GM; KW; JJ,NA,Petersham,MA,TS,2,roadside by gate,NA,NA,HF survey 2004-2007
Asteraceae,Aster,lateriflorus,1947,8,27,294,I.M. Johnston,NA,Athol/Petersham,MA,NA,NA,near Riceville Pond,dry; open bank,updated from A. ericoides; WHH '52,HF herbarium
Asteraceae,Aster,lateriflorus,1947,9,8,2311,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,near HF administration building,NA,sheet 1 of 2 specimens,HF herbarium
Asteraceae,Aster,lateriflorus,1947,9,8,2311,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,near HF administration building,NA,sheet 2 of 2 specimens,HF herbarium
Asteraceae,Aster,lateriflorus,1933,8,25,4784,H.M. Raup,NA,Petersham,MA,TS,NA,woods E. of pond in TS tract,NA,NA,HF herbarium
Asteraceae,Aster,lateriflorus,1933,9,11,4804,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,along woods rd.,NA,HF herbarium
Asteraceae,Aster,lateriflorus,1933,9,11,4808,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,along woods rd.,NA,HF herbarium
Asteraceae,Aster,lateriflorus,1933,9,11,4848,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,along woods rd.,NA,HF herbarium
Asteraceae,Aster,lateriflorus,2005,9,6,HF 2005-686,GM; JJ,NA,Petersham,MA,PH,1,along nature trail,NA,NA,HF survey 2004-2007
Asteraceae,Aster,linariifolius,1947,8,26,2246,C.E. Smith Jr.,red,Athol/Petersham,MA,NA,NA,Flat Rock Rd.,dry roadside,NA,HF herbarium
Asteraceae,Aster,linariifolius,1933,9,27,4969,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay Tract,NA,NA,HF herbarium
Asteraceae,Aster,macrophyllus,1947,8,21,271,I.M. Johnston,NA,Petersham,MA,NA,NA,Turnpike Rd.; about .5 miles S. of Rt. 122,moist; shady thicket; near road,sheet 1 of 2 specimens,HF herbarium
Asteraceae,Aster,macrophyllus,1947,8,21,271,I.M. Johnston,NA,Petersham,MA,NA,NA,Turnpike Rd.; about .5 miles S. of Rt. 122,moist; shady thicket; near road,sheet 2 of 2 specimens,HF herbarium
Asteraceae,Aster,macrophyllus,1947,8,27,303,I.M. Johnston,NA,Petersham,MA,NA,NA,just west of TS 8,shady roadside,NA,HF herbarium
Asteraceae,Aster,macrophyllus,1947,8,27,303,I.M. Johnston,NA,Petersham,MA,NA,NA,just west of TS 8,shady roadside,NA,HF herbarium
Asteraceae,Aster,macrophyllus,1947,9,1,354,I.M. Johnston,NA,Petersham,MA,TS,5,NA,shady forest floor,NA,HF herbarium
Asteraceae,Aster,macrophyllus,1947,9,5,2287,C.E. Smith Jr.,NA,NA,NA,NA,NA,Pierce Rd.,moist; shady roadside,NA,HF herbarium
Asteraceae,Aster,macrophyllus,2005,7,14,HF 2005-328,GM; KW; JJ,NA,Petersham,MA,TS,6,trail,NA,NA,HF survey 2004-2007
Asteraceae,Aster,nemoralis,2005,8,30,HF 2005-626,GM; KW; JJ,NA,Petersham,MA,TS,11,peaty island,NA,NA,HF survey 2004-2007
Asteraceae,Aster,novae-angliae,1947,9,6,2306,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,meadow behind HF headquarters,NA,sheet 1 of 2 specimens,HF herbarium
Asteraceae,Aster,novae-angliae,1947,9,8,2306,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,meadow behind HF headquarters,NA,sheet 2 of 2 specimens,HF herbarium
Asteraceae,Aster,novae-angliae,1947,9,8,2307,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,meadow behind HF headquarters,NA,NA,HF herbarium
Asteraceae,Aster,novae-angliae,NA,NA,NA,2307,NA,NA,NA,NA,NA,NA,NA,NA,no collection information,HF herbarium
Asteraceae,Aster,novae-angliae,2005,9,21,HF 2005-769,GM,NA,Petersham,MA,TS,5,at HF Gate 10 on Route 122,NA,NA,HF survey 2004-2007
Asteraceae,Aster,novae-angliae,2005,9,21,HF 2005-770,GM,NA,Petersham,MA,TS,5,at HF Gate 10 on Route 122,NA,NA,HF survey 2004-2007
Asteraceae,Aster,novi-belgii,1978,9,8,133,K. Esseichick,NA,Petersham,MA,PH,NA,field behind Community House,NA,NA,HF herbarium
Asteraceae,Aster,novi-belgii,1947,8,24,285,I.M. Johnston,NA,Petersham,MA,PH,NA,meadow N. of headquarters,damp meadow,updated from A. polyphyllus; WHH '52,HF herbarium
Asteraceae,Aster,novi-belgii,1947,9,8,2312,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,near HF headquarters,NA,updated from A. polyphyllus; WHH '52,HF herbarium
Asteraceae,Aster,novi-belgii,1933,9,11,4860,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,along woods rd.,NA,HF herbarium
Asteraceae,Aster,novi-belgii,1933,9,26,4916,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Asteraceae,Aster,novi-belgii,1933,9,26,4917,H.M. Raup,NA,NA,MA,PH,NA,NA,NA,NA,HF herbarium
Asteraceae,Aster,novi-belgii,1933,9,27,4972,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay Tract,NA,NA,HF herbarium
Asteraceae,Aster,novi-belgii,1933,9,27,5011,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay Tract,NA,NA,HF herbarium
Asteraceae,Aster,paternus,1933,8,19,67,N.W. Hosley,NA,Petersham,MA,PH,8,NA,NA,updated from Sericocarpus asteroides; WL '93,HF herbarium
Asteraceae,Aster,paternus,1947,7,25,1933,C. E. Smith Jr.,NA,Petersham/Phillipston,MA,PH,NA,NA,NA,NA,Brandeis
Asteraceae,Aster,paternus,1947,8,20,2154,C. E. Smith Jr.,NA,Petersham,MA,PH,NA,behind Ad. Bldg.,NA,updated from Sericocarpus linifolius; JCJ '07,Brandeis
Asteraceae,Aster,paternus,1933,9,26,4913,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,updated from Sericocarpus asteroides; WL '93,HF herbarium
Asteraceae,Aster,paternus,1934,7,8,5343,H.M. Raup,NA,NA,MA,NA,NA,open ground near Mrs. Fisher's house,NA,updated from Sericocarpus asteroides; WL '93,HF herbarium
Asteraceae,Aster,paternus,1947,7,25,NA,C. E. Smith Jr.,NA,Petersham/Phillipston,MA,PH,NA,NA,NA,NA,Brandeis
Asteraceae,Aster,pilosus,1933,9,13,60,N.W. Hosley,NA,Petersham,MA,TS,NA,NA,NA,NA,HF herbarium
Asteraceae,Aster,pilosus,1933,9,27,5018,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay Tract,NA,NA,HF herbarium
Asteraceae,Aster,puniceus,1947,9,1,353,I.M. Johnston,NA,Petersham,MA,NA,NA,TS Rd. west of highway,shaded forest road,updated from A. novi-belgii; WHH '52,HF herbarium
Asteraceae,Aster,puniceus,1947,8,23,2183,C.E. Smith Jr.,NA,Petersham,MA,TS,8,NA,NA,updated from A. longifolius; WHH '52,HF herbarium
Asteraceae,Aster,puniceus,1947,9,1,2269,C.E. Smith Jr.,NA,Petersham,MA,TS,8,NA,NA,updated from A. novi-belgii; WHH '52,HF herbarium
Asteraceae,Aster,puniceus,1947,9,8,2313,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,meadow behind HF headquarters,NA,updated from A. novi-belgii; WHH '52,HF herbarium
Asteraceae,Aster,puniceus,1947,9,8,2313,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,meadow behind HF headquarters,NA,updated from A. novi-belgii; WHH '52,HF herbarium
Asteraceae,Aster,puniceus,1933,10,5,5169,H.M. Raup,NA,Petersham,MA,TS,NA,N. end of Tom Swamp,NA,NA,HF herbarium
Asteraceae,Aster,sp.,2005,9,1,HF 2005-649,GM; JJ,NA,Petersham,MA,TS,8,utilty right-of-way; relatively long blue rays,NA,but with relatively long blue rays,HF survey 2004-2007
Asteraceae,Aster,sp.,1933,9,28,5052,H.M. Raup,NA,Petersham,MA,SC,NA,NA,NA,NA,HF herbarium
Asteraceae,Aster,umbellatus,1947,8,28,311,I.M. Johnston,NA,Phillipston,MA,PH,NA,near summit,NA,NA,HF herbarium
Asteraceae,Aster,umbellatus,NA,NA,NA,2282,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF herbarium
Asteraceae,Aster,umbellatus,1947,9,8,2308,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,behind HF admin. Building,NA,sheet 1 of 3 specimens,HF herbarium
Asteraceae,Aster,umbellatus,1947,9,8,2308,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,behind HF admin. Building,NA,sheet 2 of 3 specimens,HF herbarium
Asteraceae,Aster,umbellatus,1947,9,8,2308,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,behind HF admin. Building,NA,sheet 3 of 3 specimens,HF herbarium
Asteraceae,Aster,umbellatus,1947,9,8,2308,C.E. Smith Jr.,NA,Petersham,MA,PH,NA,fields near HF headquarters,NA,NA,HF herbarium
Asteraceae,Aster,umbellatus,1933,9,11,4830,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,along woods rd.,NA,HF herbarium
Asteraceae,Aster,umbellatus,1933,9,11,4861,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,along woods rd.,NA,HF herbarium
Asteraceae,Aster,umbellatus,1933,10,7,5194,H.M. Raup,NA,Petersham,MA,TS,7,NA,NA,NA,HF herbarium
Asteraceae,Aster,umbellatus,2005,6,29,HF 2005-184,GM; KW; JJ,NA,Petersham,MA,PH,9,riverside,NA,NA,HF survey 2004-2007
Asteraceae,Aster,undulatus,1947,9,1,2273,C.E. Smith Jr.,NA,Petersham,MA,TS,8,NA,NA,NA,HF herbarium
Asteraceae,Aster,undulatus,1947,9,8,2317,C.E. Smith Jr.,NA,Petersham,MA,NA,NA,along TS Rd.,NA,sheet 1 of 2 specimens,HF herbarium
Asteraceae,Aster,undulatus,1947,9,8,2317,C.E. Smith Jr.,NA,Petersham,MA,NA,NA,along TS Rd.,NA,sheet 2 of 2 specimens,HF herbarium
Asteraceae,Aster,undulatus,1933,9,11,4802,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,along woods rd.,NA,HF herbarium
