family,genus ,species,year,month,day,specimen,collector,folder,town,state,tract,compartment,location.notes,habitat.notes,other.notes,source 
Dryopteridaceae,Dryopteris,intermedia,1947,7,3,104,I.M. Johnston,NA,Petersham,MA,NA,NA,Chimney Hill,wooded slope near stream,NA,HF herbarium
Dryopteridaceae,Dryopteris,intermedia,1947,7,14,159,I.M. Johnston,NA,Petersham,MA,NA,NA,west of highway; TS Rd.,NA,NA,HF herbarium
Dryopteridaceae,Dryopteris,intermedia,1947,8,11,262,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,near and south of HF buildings,Red maple swale,NA,HF herbarium
Dryopteridaceae,Dryopteris,intermedia,1947,7,21,413,W.H. Drury Jr.,NA,Petersham,MA,SC,10,NA,transect under hemlock-hardwoods,NA,HF herbarium
Dryopteridaceae,Dryopteris,intermedia,1933,9,27,5042,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay tract,NA,NA,HF herbarium
Dryopteridaceae,Dryopteris,intermedia,1934,7,18,5490,H.M. Raup,red,NA,NH,Pisgah,NA,Pisgah tract,NA,updated from Thelypteris spinulosa var. intermedium to D. spinulosa by WHH '52; updated to var. intermedia by R. Tyron 1973; JCJ,HF herbarium
Dryopteridaceae,Dryopteris,intermedia,1934,7,18,5507,H.M. Raup,red,NA,NH,Pisgah,NA,rock ledges; Pisgah tract,NA,updated from Thelypteris spinulosa var. intermedium to D. spinulosa by WHH '52; updated to var. intermedia by R. Tyron 1973; JCJ,HF herbarium
Dryopteridaceae,Dryopteris,marginalis,1947,6,23,24,W.D. Beal Jr.,NA,Petersham,MA,SC,8,SE end,NA,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Dryopteris,marginalis,1947,6,22,33,I.M. Johnston,NA,Petersham,MA,SC,8,NA,dry woods,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Dryopteris,marginalis,1933,8,25,4739,H.M. Raup,NA,Petersham,MA,TS,NA,woods E. of pond in TS tract,NA,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Dryopteris,marginalis,1934,7,18,5496,H.M. Raup,red,NA,NH,Pisgah,NA,low ground in Pisgah tract,NA,updated from Thelypteris marginalis by R. Tryon '73,HF herbarium
Dryopteridaceae,Dryopteris,marginalis,NA,NA,NA,NA,NA,NA,NA,MA,NA,NA,NA,NA,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Dryopteris,triploidea,1947,7,4,112,I.M. Johnston,NA,Petersham,MA,PH,2,NA,wet bog in forest,Updated from R. Tryon '73: var. intermedia X var. spinulosa,HF herbarium
Dryopteridaceae,Dryopteris,x boottii,1947,6,29,89,I.M. Johnston,NA,Petersham,MA,SC,10,Swift River,moist; shady woods,updated from D. cristata x spinulosa; JCJ '05,HF herbarium
Dryopteridaceae,Dryopteris,x boottii,1947,8,22,283,I.M. Johnston,NA,Petersham,MA,SC,10,NA,damp place in shady forest,updated from D. marginalis x spinulosa; R. Tryon; '73; JCJ,HF herbarium
Dryopteridaceae,Dryopteris,x boottii,1947,8,22,283,I.M. Johnston,NA,Petersham,MA,SC,10,NA,damp place in shady forest,updated from D. marginalis x spinulosa; R. Tryon; '73; JCJ,HF herbarium
Dryopteridaceae,Dryopteris,x boottii,1938,7,26,8412,H. M. Raup,NA,Petersham,MA,TS,2,swampy woods,NA,specimen 1 of 2,pre-1950 specimen found in 2007
Dryopteridaceae,Dryopteris,x boottii,1938,7,26,8412,H. M. Raup,NA,Petersham,MA,TS,2,swampy woods,NA,specimen 2 of 2,pre-1950 specimen found in 2007
Dryopteridaceae,Dryopteris,x boottii,2005,7,22,HF 2005-525,GM; KW; JJ,NA,Petersham,MA,PH,8,NA,NA,NA,HF survey 2004-2007
Dryopteridaceae,Dryopteris,x uliginosa,2004,9,17,HF 2004-100,GM; KW; JJ,NA,Petersham,MA,SC,6,Connor's Pond,NA,NA,HF survey 2004-2007
Dryopteridaceae,Gymnocarpium,dryopteris,1947,7,19,183,I.M. Johnston,NA,Petersham,MA,TS,9,SW side of Fay lot,damp; shady hemlock forest; on edge of swamp,updated from Currania dryopteris; R. Tryon '73,HF herbarium
Dryopteridaceae,Gymnocarpium,dryopteris,1947,7,19,183,I.M. Johnston,NA,Petersham,MA,TS,9,SW side of Fay lot,damp; shady hemlock forest; on edge of swamp,updated from Currania dryopteris; R. Tryon '73,HF herbarium
Dryopteridaceae,Matteuccia,struthiopteris,1947,7,14,158,I.M. Johnston,NA,Petersham,MA,NA,NA,west of highway; TS Rd.,at roadside,updated from Pteris nodulosa; R. Tryon '73,HF herbarium
Dryopteridaceae,Matteuccia,struthiopteris,2005,9,5,HF 2005-672,GM; JJ,NA,Petersham,MA,SC,10,by Swift River,NA,NA,HF survey 2004-2007
Dryopteridaceae,Onoclea,sensibilis,1928,7,29,37,Mrs. Gast,NA,Petersham,MA,SC,NA,Barre Woods tract,NA,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Onoclea,sensibilis,1947,6,29,80,W.D. Beal Jr.,red,Londonderry,VT,NA,NA,open field in Landgrove Village,NA,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Onoclea,sensibilis,1933,8,25,4709,H.M. Raup,NA,Petersham,MA,TS,NA,woods E. of pond; TS tract,NA,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Onoclea,sensibilis,1934,7,18,5486,H.M. Raup,red,NA,NH,Pisgah,NA,in Sphagnum moss; Pisgah tract,NA,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Onoclea,sensibilis,1940,9,17,NA,P. Smith,NA,Petersham,MA,TS,NA,SW side of Tom Swamp bog,NA,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Polystichum,acrostichoides,1957,9,14,38,M.H. Zimmermann,NA,Petersham,MA,PH,NA,HF Locust Opening Rd.,NA,NA,HF herbarium
Dryopteridaceae,Polystichum,acrostichoides,1947,8,21,297,W.D. Beal Jr.,NA,Petersham,MA,TS,4,eastern part of TS 4,bank at side of swale,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Polystichum,acrostichoides,1933,8,25,4740,H.M. Raup,NA,Petersham,MA,TS,NA,woods E. of pond; TS tract,rich woods,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Polystichum,acrostichoides,1933,8,25,4740,H.M. Raup,NA,Petersham,MA,TS,NA,woods E. of pond; TS tract,rich woods,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Polystichum,acrostichoides,1934,7,18,5451,H.M. Raup,red,NA,NH,Pisgah,NA,moist ravine in Pisgah tract,NA,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Polystichum,acrostichoides,NA,NA,NA,NA,NA,NA,NA,MA,NA,NA,NA,NA,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Dryopteridaceae,Polystichum,acrostichoides var. incisum,2005,8,4,2005-251,D. Brese,red,Richmond,MA,NA,NA,Richmond; Berkshire Co.; Massachusetts,NA,sample 1,non HF; 2000-2007
Dryopteridaceae,Polystichum,acrostichoides var. incisum,2005,8,4,2005-252,D. Brese,red,Richmond,MA,NA,NA,Richmond; Berkshire Co.; Massachusetts,NA,sample 2,non HF; 2000-2007
Elaeagnaceae,Elaeagnus,umbellata,2005,6,29,HF 2005-188,GM; KW; JJ,NA,Petersham,MA,PH,9,gravel pit,NA,NA,HF survey 2004-2007
Equisetaceae,Equisetum,arvense,1947,8,18,266,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,along sandy road; near HF buildings,NA,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Equisetaceae,Equisetum,arvense,1934,7,9,5354,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,along woods road,note on specimen reads: ' ! R. Tryon 1973',HF herbarium
Equisetaceae,Equisetum,arvense,1934,7,9,5354,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,along woods road,NA,HF herbarium
Equisetaceae,Equisetum,arvense,2004,7,26,HF 2004-65,GM; KW; JJ,NA,Petersham,MA,PH,10,NA,NA,NA,HF survey 2004-2007
Equisetaceae,Equisetum,arvense,2005,7,13,HF 2005-507,GM; KW; JJ,NA,Petersham,MA,TS,6,disturbed site,NA,NA,HF survey 2004-2007
Equisetaceae,Equisetum,arvense,2005,7,15,HF 2005-569,GM; KW; JJ,NA,Petersham,MA,PH,1,behind Pole Barn near Erythronium,NA,NA,HF survey 2004-2007
Equisetaceae,Equisetum,arvense,2006,8,22,HF 2006-10,GM,NA,Petersham,MA,Simes,NA,muddy stream,NA,NA,HF survey 2004-2007
Equisetaceae,Equisetum,arvense,1947,8,5,NA,C. E. Smith Jr.,NA,Petersham,MA,PH,NA,near Ad. Bldg.,NA,NA,Brandeis
Equisetaceae,Equisetum,sp.,1947,8,21,2164,C. E. Smith Jr.,NA,Petersham,MA,TS,1,NA,NA,updated from E. pratense; JCJ '07,Brandeis
Equisetaceae,Equisetum,sylvaticum,1947,8,22,281,I.M. Johnston,NA,Petersham,MA,TS,8,NA,NA,NA,HF herbarium
Equisetaceae,Equisetum,sylvaticum,1934,7,9,5376,H.M. Raup,NA,Petersham,MA,PH,NA,NA,along woods road,NA,HF herbarium
Equisetaceae,Equisetum,sylvaticum,2005,9,14,HF 2005-763,GM,NA,Petersham,MA,SC,2,swampy woods along intermittent/dry tributary to Swift River,NA,NA,HF survey 2004-2007
Equisetaceae,Equisetum,sylvaticum,1947,7,25,NA,C. E. Smith Jr.,NA,Petersham,MA,NA,NA,Leighton Rd.,NA,NA,Brandeis
Ericaceae,Andromeda,glaucophylla,2005,9,1,HF 2005-644,GM; JJ,NA,Petersham,MA,TS,11,bog mat south of causeway,NA,NA,HF survey 2004-2007
Ericaceae,Calluna,vulgaris,1949,5,22,60,C.E & E.E. Smith,NA,Petersham,MA,NA,NA,hill near Athol Rd.; about .5 miles from HF headquarters,NA,sheet 1 of 2 specimens,HF herbarium
Ericaceae,Calluna,vulgaris,1949,5,22,60,C.E & E.E. Smith,NA,Petersham,MA,NA,NA,hill near Athol Rd.; about .5 miles from HF headquarters,NA,sheet 2 of 2 specimens,HF herbarium
Ericaceae,Calluna,vulgaris,1948,10,20,NA,NA,NA,Petersham,MA,NA,NA,N. Main St.; almost on Athol Line,NA,updated from C. spp.; WHH '52,HF herbarium
Ericaceae,Chamaedaphne,calyculata,1933,9,12,4896,H.M. Raup,NA,Petersham,MA,TS,NA,margin of pond; TS tract,NA,NA,HF herbarium
Ericaceae,Chamaedaphne,calyculata,1934,5,15,5245,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Ericaceae,Chamaedaphne,calyculata,1910,10,6,NA,P. Haynes,NA,Petersham,MA,NA,NA,NA,NA,NA,HF herbarium
Ericaceae,Chamaedaphne,calyculata,1908,10,6,NA,W.W. Cole,NA,Petersham,MA,TS,NA,Meadow Pond,NA,NA,HF herbarium
Ericaceae,Epigaea,repens,1933,9,28,5062,H.M. Raup,NA,Petersham,MA,SC,NA,woods along stream,NA,sheet 1 of 2 specimens,HF herbarium
Ericaceae,Epigaea,repens,1933,9,28,5062,H.M. Raup,NA,Petersham,MA,SC,NA,woods along stream,NA,sheet 2 of 2 specimens,HF herbarium
Ericaceae,Epigaea,repens,1934,5,15,5254,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Ericaceae,Epigaea,repens,1908,10,9,NA,W.W. Cole,NA,Petersham,MA,TS,NA,Meadow Water tract,NA,NA,HF herbarium
Ericaceae,Epigaea,repens,NA,NA,NA,NA,NA,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Ericaceae,Gaultheria,hispidula,1947,6,20,385,W.H. Drury Jr.,NA,Petersham,MA,TS,9,bog west of Tom Swamp; Fay tract,sphagnum bog,updated from Chiogenes hispidula; KE '78,HF herbarium
Ericaceae,Gaultheria,hispidula,1933,10,3,5146,H.M. Raup,NA,Petersham,MA,TS,NA,NA,NA,updated from Chiogenes hispidula; KE '78,HF herbarium
Ericaceae,Gaultheria,hispidula,1940,9,18,NA,P. Smith,NA,Petersham,MA,TS,NA,south end of Tom Swamp bog,NA,updated from Chiogenes hispidula; KE '78,HF herbarium
Ericaceae,Gaultheria,hispidula,1910,4,27,NA,A.B. Glidden,NA,Petersham,MA,NA,NA,swamp near Harvard House,NA,updated from Chiogenes hispidula; KE '78,HF herbarium
Ericaceae,Gaultheria,procumbens,1957,8,6,1126,M.H. Zimmermann,NA,Petersham,MA,PH,8,NA,NA,NA,HF herbarium
Ericaceae,Gaultheria,procumbens,1933,8,25,4796,H.M. Raup,NA,Petersham,MA,TS,NA,woods E. of pond; TS tract,NA,NA,HF herbarium
Ericaceae,Gaultheria,procumbens,1933,9,26,4960,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Ericaceae,Gaultheria,procumbens,1934,7,18,5513,H.M. Raup,red,NA,NH,Pisgah,NA,Pisgah tract,NA,NA,HF herbarium
Ericaceae,Gaultheria,procumbens,1908,10,8,NA,W.W. Cole,NA,Petersham,MA,TS,NA,Meadow Water tract,NA,NA,HF herbarium
Ericaceae,Gaylussacia,baccata,1947,6,23,54,W.D. Beal Jr.,NA,Petersham,MA,NA,NA,ridge west of Tom Swamp bog,rocky ridge,NA,HF herbarium
Ericaceae,Gaylussacia,baccata,1947,6,24,64,W.D. Beal Jr.,NA,Petersham,MA,TS,9,Fay Lot,NA,NA,HF herbarium
Ericaceae,Gaylussacia,baccata,1947,6,20,400,W.H. Drury Jr.,NA,Petersham,MA,TS,9,Fay Lot,sandy ridge; under hemlock,NA,HF herbarium
Ericaceae,Gaylussacia,baccata,1947,6,20,1537,C. E. Smith Jr.,NA,Petersham,MA,TS,NA,NA,NA,NA,Brandeis
Ericaceae,Gaylussacia,baccata,1933,9,11,4838,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,along woods road,NA,NA,HF herbarium
Ericaceae,Gaylussacia,baccata,1933,10,3,5145,H.M. Raup,NA,Petersham,MA,NA,NA,west of Tom Swamp bog,high; rocky ridge,NA,HF herbarium
Ericaceae,Gaylussacia,baccata,1908,10,9,NA,W.W. Cole,NA,Petersham,MA,NA,NA,Tom Swamp Rd.,NA,NA,HF herbarium
Ericaceae,Gaylussacia,baccata,1947,6,20,NA,C. E. Smith Jr.,NA,Petersham,MA,TS,NA,NA,NA,NA,Brandeis
Ericaceae,Gaylussacia,baccata,1909,6,3,NA,W.W. Cole,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Ericaceae,Gaylussacia,frondosa,1947,6,29,86,I.M. Johnston,NA,Petersham,MA,TS,9,south end; Fay Lot,in sphagnum bog,sheet 1 of 2 specimens; updated from G. baccata; JCJ,HF herbarium
Ericaceae,Gaylussacia,frondosa,1947,6,29,86,I.M. Johnston,NA,Petersham,MA,TS,9,south end; Fay Lot,in sphagnum bog,sheet 2 of 2 specimens; updated from G. baccata; JCJ,HF herbarium
Ericaceae,Gaylussacia,frondosa,1947,8,22,274,I.M. Johnston,NA,Petersham,MA,TS,8,summit of rocky ridges,NA,sheet 1 of 2 specimens,HF herbarium
Ericaceae,Gaylussacia,frondosa,1947,8,22,274,I.M. Johnston,NA,Petersham,MA,TS,8,summit of rocky ridges,NA,sheet 2 of 2 specimens,HF herbarium
Ericaceae,Gaylussacia,frondosa,1947,8,23,2185,C. E. Smith Jr.,NA,Petersham,MA,TS,8,NA,NA,NA,Brandeis
Ericaceae,Gaylussacia,frondosa,2004,6,8,HF 2004-67,GM; KW; JJ,NA,Petersham,MA,TS,8,NA,NA,NA,HF survey 2004-2007
Ericaceae,Gaylussacia,frondosa,1947,8,23,NA,C. E. Smith Jr.,NA,Petersham,MA,TS,8,NA,NA,NA,Brandeis
Ericaceae,Kalmia,angustifolia,1947,6,20,7,W.D. Beal Jr.,NA,Petersham,MA,TS,NA,south end; TS bog,NA,NA,HF herbarium
Ericaceae,Kalmia,angustifolia,1913,8,26,70,S.M. Dohanian,NA,Petersham,MA,TS,NA,Meadow Water tract,NA,NA,HF herbarium
Ericaceae,Kalmia,angustifolia,1947,6,24,73,W.D. Beal Jr.,NA,Petersham,MA,TS,9,Fay Lot,NA,NA,HF herbarium
Ericaceae,Kalmia,angustifolia,NA,7,1,98,Mrs. Gast,NA,Petersham,MA,NA,NA,Back road to Athol,NA,NA,HF herbarium
Ericaceae,Kalmia,angustifolia,1958,6,29,1121,M.H. Zimmermann,NA,Petersham,MA,TS,NA,Harvard Pond,NA,NA,HF herbarium
Ericaceae,Kalmia,angustifolia,1933,9,11,4856,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,woods road,NA,NA,HF herbarium
Ericaceae,Kalmia,angustifolia,1933,10,2,5134,H.M. Raup,NA,Petersham,MA,TS,NA,hill E. of TS Pond,mixed woods,NA,HF herbarium
Ericaceae,Kalmia,angustifolia,1933,10,5,5164,H.M. Raup,NA,Petersham,MA,TS,NA,N. end of Tom Swamp,NA,NA,HF herbarium
Ericaceae,Kalmia,angustifolia,1934,7,9,5357,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,along trail  ,damp ground,NA,HF herbarium
Ericaceae,Kalmia,angustifolia,1910,4,27,NA,A.B. Glidden,NA,Petersham,MA,PH,NA,woods near Harvard House,NA,NA,HF herbarium
Ericaceae,Kalmia,angustifolia,1908,10,6,NA,W.W. Cole,NA,Petersham,MA,TS,NA,Meadow Water tract,NA,NA,HF herbarium
Ericaceae,Kalmia,angustifolia,1940,6,18,NA,J. Wright,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Ericaceae,Kalmia,angustifolia,1940,6,20,NA,J. Wright,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Ericaceae,Kalmia,latifolia,NA,6,30,2,Mrs. Gast,NA,Petersham,MA,NA,NA,Poor Farm Rd.,NA,NA,HF herbarium
Ericaceae,Kalmia,latifolia,1913,8,20,39,S. M. Dohanian,NA,Petersham,MA,SC,NA,NA,NA,NA,pre-1950 specimen found in 2007
Ericaceae,Kalmia,latifolia,1947,6,23,51,W.D. Beal Jr.,NA,Petersham,MA,TS,NA,ridge west of Tom Swamp bog,rocky ridge,NA,HF herbarium
Ericaceae,Kalmia,latifolia,1933,9,27,5016,H.M. Raup,NA,Petersham,MA,TS,9,Adams Fay tract,NA,NA,HF herbarium
Ericaceae,Kalmia,latifolia,1908,10,5,NA,W.W. Cole,NA,Petersham,MA,NA,NA,Tom Swamp Rd.,NA,NA,HF herbarium
Ericaceae,Kalmia,polifolia,1933,10,5,5184,H.M. Raup,NA,Petersham,MA,TS,NA,N. end of Tom Swamp,NA,updated from Andromeda polifolia; WHH '52,HF herbarium
Ericaceae,Kalmia,polifolia,1910,10,8,NA,P. Haynes,NA,NA,MA,NA,NA,note about some swamp??,NA,updated from Andromeda polifolia; WHH '52,HF herbarium
Ericaceae,Ledum,groenlandicum,1947,6,20,11,W.D. Beal Jr.,NA,Petersham,MA,TS,NA,south end; Tom Swamp bog,NA,NA,HF herbarium
Ericaceae,Ledum,groenlandicum,1947,6,20,394,W.H. Drury Jr.,NA,Petersham,MA,TS,9,Fay Lot,sphagnum bog,NA,HF herbarium
Ericaceae,Ledum,groenlandicum,1947,6,20,1529,C. E. Smith Jr.,NA,Petersham,MA,TS,NA,NA,NA,NA,Brandeis
Ericaceae,Ledum,groenlandicum,1933,10,5,5179,H.M. Raup,NA,Petersham,MA,TS,NA,N. end of Tom Swamp,NA,NA,HF herbarium
Ericaceae,Ledum,groenlandicum,1910,10,8,NA,Fisher? ; P. Haynes,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Ericaceae,Lyonia,ligustrina,1947,6,27,47,I.M. Johnston,NA,Petersham,MA,NA,NA,Turnpike Rd.; N. of Rt. 122,forest margin,sheet 1 of 2 specimens,HF herbarium
Ericaceae,Lyonia,ligustrina,1947,6,27,47,I.M. Johnston,NA,Petersham,MA,NA,NA,Turnpike Rd.; N. of Rt. 122,forest margin,sheet 2 of 2 specimens,HF herbarium
Ericaceae,Lyonia,ligustrina,1947,7,6,129,I.M. Johnston,NA,Petersham,MA,NA,NA,1 mile NE of Nichewaug,roadside,NA,HF herbarium
Ericaceae,Lyonia,ligustrina,1947,7,14,156,I.M. Johnston,NA,Petersham,MA,NA,NA,TS Rd.; west of highway,roadside thicket,NA,HF herbarium
Ericaceae,Lyonia,ligustrina,1947,7,29,172,W.D. Beal Jr.,NA,Petersham,MA,TS,8,west part of Causeway Rd.,woody part; passsing through bog,NA,HF herbarium
Ericaceae,Lyonia,ligustrina,1947,8,5,212,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,between Kitchen Rd. and field; north of HF buildings,lightly shaded woods,NA,HF herbarium
Ericaceae,Lyonia,ligustrina,1933,9,11,4844,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,along woods road,NA,NA,HF herbarium
Ericaceae,Lyonia,ligustrina,1934,7,4,5312,H.M. Raup,NA,Petersham,MA,SC,NA,NA,NA,NA,HF herbarium
Ericaceae,Lyonia,ligustrina,1934,7,7,5330,H.M. Raup,NA,Petersham,MA,PH,NA,field just N. of Forest School Building,NA,NA,HF herbarium
Ericaceae,Lyonia,ligustrina,1940,9,18,NA,P. Smith,NA,Petersham,MA,TS,NA,South-center of TS bog,NA,NA,HF herbarium
Ericaceae,Lyonia,ligustrina,1911,10,4,NA,H.H. Tryon,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
Ericaceae,Rhododendron,canadense,1947,6,20,8,W.D. Beal Jr.,NA,Petersham,MA,TS,NA,south end; TS bog,NA,NA,HF herbarium
Ericaceae,Rhododendron,canadense,1913,8,26,69,S.M. Dohanian,NA,Petersham,MA,TS,NA,Meadow Water tract,NA,NA,HF herbarium
Ericaceae,Rhododendron,canadense,1934,5,15,5243,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,NA,HF herbarium
Ericaceae,Rhododendron,canadense,2005,6,22,HF 2005-147,GM; KW; JJ,NA,Petersham,MA,TS,10,NA,NA,NA,HF survey 2004-2007
Ericaceae,Rhododendron,canadense,NA,NA,NA,NA,H. Toug,NA,Petersham,MA,NA,NA,NA,NA,NA,HF herbarium
Ericaceae,Rhododendron,canadense,1908,10,13,NA,W.W. Cole,NA,Phillipston/Petersham,MA,PH,NA,swamp west of Prospect Hill,NA,NA,HF herbarium
Ericaceae,Rhododendron,maximum,1947,7,21,161,W.D. Beal Jr.,NA,Petersham,MA,SC,10,north of and parallel to Swift River,along woods road,NA,HF herbarium
Ericaceae,Rhododendron,maximum,1947,7,20,189,I.M. Johnston,NA,Petersham,MA,NA,NA,west of SC 10; Swift River,river bottom,NA,HF herbarium
Ericaceae,Rhododendron,prinophyllum,1949,5,21,47,C.E & E.E. Smith,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,species updated multiple times; most recent: WL '93,HF herbarium
Ericaceae,Rhododendron,prinophyllum,1949,5,21,47,C.E & E.E. Smith,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,species updated multiple times; most recent: WL '93,HF herbarium
Ericaceae,Rhododendron,prinophyllum,1947,6,17,266,K.A. Raup,NA,Petersham,MA,PH,NA,wood road; near Locust Opening,NA,species updated multiple times; most recent: WL '93,HF herbarium
Ericaceae,Rhododendron,prinophyllum,1947,6,25,460,W.H. Drury Jr.,NA,Petersham,MA,PH,2,beside Kitchen Rd.,NA,species updated multiple times; most recent: WL '93,HF herbarium
Ericaceae,Rhododendron,prinophyllum,1933,9,11,4847,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,along woods road,NA,species updated multiple times; most recent: WL '93,HF herbarium
Ericaceae,Rhododendron,prinophyllum,1934,7,18,5465,H.M. Raup,red,NA,NH,Pisgah,NA,low ground; Pisgah tract,NA,previous updates; then updated from R. roseum; JCJ,HF herbarium
Ericaceae,Rhododendron,prinophyllum,2004,NA,NA,HF 2004-86,GM; KW; JJ,NA,Petersham,MA,TS,8,NA,NA,NA,HF survey 2004-2007
Ericaceae,Rhododendron,prinophyllum,2005,6,8,HF 2005-106,GM; KW; JJ,NA,Petersham,MA,SC,4,NA,NA,NA,HF survey 2004-2007
Ericaceae,Rhododendron,prinophyllum,2005,7,15,HF 2005-329,GM; KW; JJ,NA,Petersham,MA,TS,2,water area,NA,NA,HF survey 2004-2007
Ericaceae,Rhododendron,prinophyllum,2007,6,8,HF 2007-11,GM,NA,Petersham,MA,PH,2,edge of Black Gum Swamp,NA,NA,HF survey 2004-2007
Ericaceae,Rhododendron,prinophyllum,1911,10,6,NA,H.H. Tryon,NA,Petersham,MA,SC,NA,NA,NA,species updated multiple times; most recent: WL '93,HF herbarium
Ericaceae,Rhododendron,prinophyllum,1908,10,8,NA,W.W. Cole,NA,Petersham,MA,TS,NA,Meadow Water tract,NA,species updated multiple times; most recent: WL '93,HF herbarium
Ericaceae,Rhododendron,sp.,1933,10,5,5159,H.M. Raup,NA,Petersham,MA,TS,NA,N. end of Tom Swamp,NA,species updated multiple times; JCJ: not R. prinophyllum,HF herbarium
Ericaceae,Rhododendron,sp.,2005,6,21,HF 2005-115,GM; KW; JJ,NA,Petersham,MA,TS,4,NA,NA,JCJ: not R. prinophyllum,HF survey 2004-2007
Ericaceae,Rhododendron,sp.,2005,6,9,HF 2005-76,GM; KW; JJ,NA,Petersham,MA,SC,3,NA,NA,NA,HF survey 2004-2007
Ericaceae,Vaccinium,angustifolium,1928,7,29,1,Mrs. Gast,NA,Petersham,MA,SC,NA,Barre Woods tract,NA,updated from V. pennsylvanicum; WHH '52,HF herbarium
Ericaceae,Vaccinium,angustifolium,1947,6,23,56,W.D. Beal Jr.,NA,Petersham,MA,TS,NA,ridge west of Tom Swamp bog,rocky ridge,updated from V. pennsylvanicum; WHH '52,HF herbarium
Ericaceae,Vaccinium,angustifolium,1947,7,15,148,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,behind HF buildings,clearing along road,updated from V. pennsylvanicum; WHH '52,HF herbarium
Ericaceae,Vaccinium,angustifolium,1933,9,26,4955,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,updated from V. pennsylvanicum; WHH '52,HF herbarium
Ericaceae,Vaccinium,angustifolium,1934,5,14,5207,H.M. Raup,NA,NA,MA,NA,NA,NA,NA,updated from V. pennsylvanicum; WHH '52,HF herbarium
Ericaceae,Vaccinium,angustifolium,1910,4,27,NA,A.B. Glidden,NA,Petersham,MA,PH,NA,rear of Harvard House,NA,updated from V. pennsylvanicum; WHH '52,HF herbarium
Ericaceae,Vaccinium,angustifolium,1909,5,28,NA,W.W. Cole,NA,Petersham,MA,PH,NA,near Forest School,NA,updated from V. pennsylvanicum; WHH '52,HF herbarium
Ericaceae,Vaccinium,corymbosum,1947,6,20,12,W.D. Beal Jr.,NA,Petersham,MA,TS,NA,south end; Tom Swamp bog,NA,NA,HF herbarium
Ericaceae,Vaccinium,corymbosum,1947,7,15,149,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,behind HF buildings,clearing along road,NA,HF herbarium
Ericaceae,Vaccinium,corymbosum,1947,7,15,151,W.D. Beal Jr.,NA,Petersham,MA,PH,NA,behind HF buildings,clearing along road,NA,HF herbarium
Ericaceae,Vaccinium,corymbosum,1933,9,11,4857,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,woods road,NA,NA,HF herbarium
Ericaceae,Vaccinium,corymbosum,1933,9,26,4940,H.M. Raup,NA,Phillipston/Petersham,MA,PH,NA,NA,NA,NA,HF herbarium
