year,site,Plot,tag,log,log.snag,whole.tree.snag,stump,spp,length.m,baseD,midD,DBH,topD,decay,bark,ground,phys.char,biol.char
2003,harv,X3,682,1,0,0,0,beech,4.3,8.8,9.8,NA,11,2,80,5,5,1
2003,harv,X3,683,1,0,0,0,hem,4.8,8.25,4.75,NA,0.7,2,95,2,2345,NA
2003,harv,X3,684,1,0,0,0,beech,3.4,7.3,9,NA,11.5,2,70,5,5,1
2003,harv,X3,685,0,0,0,1,rm,0.28,35,34,NA,32.8,2,95,NA,5,3
2003,harv,X3,686,1,0,0,0,NA,12.5,12.4,16.5,NA,23,1,100,30,35,15
2003,harv,X3,687,1,0,0,0,beech,4.4,14.75,13.5,NA,12,3,30,20,567,5
2003,harv,X3,688,1,0,0,0,rm,1.2,25.7,19.6,NA,18.5,1,100,100,5,2
2003,harv,X3,689,0,1,0,0,conifer,2.05,17,14.5,14.5,8,4,0,NA,78,NA
2003,harv,X3,690,1,0,0,0,NA,2.4,7,5.6,NA,3.75,3,0,100,NA,5
2003,harv,X3,691,1,0,0,0,beech,3.75,10.8,3.6,NA,1,2,90,100,5,23
2003,harv,X3,692,1,0,0,0,beech,2.8,7.75,6,NA,4,2,95,100,2345,1
2003,harv,X3,693,1,0,0,0,beech,1.7,6.3,7.5,NA,7.5,2,100,60,5,3
2003,harv,X3,694,1,0,0,0,beech,2.85,8.5,7.5,NA,5,2,100,20,5,2
2003,harv,X3,695,1,0,0,0,beech,0.9,11.7,11,NA,11.5,1,95,100,5,NA
2003,harv,X3,696,1,0,0,0,beech,1.65,7.5,6,NA,4.9,2,70,100,5,23
2003,harv,X3,697,1,0,0,0,beech,2.25,9,8.8,NA,4.25,2,95,10,5,1
2003,harv,X3,698,1,0,0,0,beech,2.4,12,10.2,NA,13,2,100,100,5,123
2003,harv,X3,699,1,0,0,0,beech,2.6,11,8.5,NA,7.7,2,100,50,5,1
2003,harv,X3,700,1,0,0,0,beech,5.5,7.5,5,NA,2.1,2,95,50,5,1
2003,harv,X3,NA,0,0,0,1,NA,0.32,35,NA,NA,13.5,5,0,NA,678,23
2003,harv,X5,28,1,0,0,0,ro,2,13.2,19.2,NA,18.75,1,95,10,5,13
2003,harv,X5,29,1,0,0,0,wp,3.62,12.3,9.5,NA,7.5,1,80,80,5,35
2003,harv,X5,30,1,0,0,0,ro,3,11.6,6.5,NA,4,1,50,20,5,3
2003,harv,X5,31,1,0,0,0,wp,2,7.5,7,NA,4.75,2,90,95,5,1
2003,harv,X5,32,1,0,0,0,NA,3.05,9.5,9.25,NA,15,3,0,100,678,NA
2003,harv,X5,33,1,0,0,0,wp,1.3,9,9,NA,10.2,2,10,100,5,5
2003,harv,X5,34,1,0,0,0,wp,1.27,9.2,10.5,NA,10,2,20,100,5,5
2003,harv,X5,35,1,0,0,0,wp,1.25,10,8.6,NA,6.4,2,20,90,567,35
2003,harv,X5,36,1,0,0,0,wp,1.45,10.6,1.4,NA,15,2,30,100,5,NA
2003,harv,X5,37,1,0,0,0,rm,1.59,8.1,7.5,NA,5,1,95,50,5,3
2003,harv,X5,38,1,0,0,0,ro,1.55,24,22.75,NA,21.6,1,100,100,5,13
2003,harv,X5,40,1,0,0,0,ro,3.1,12,14.5,NA,16.7,1,90,80,5,3
2003,harv,X5,41,1,0,0,0,wp,1.15,7.9,7.2,NA,7,2,10,100,5,NA
2003,harv,X5,42,1,0,0,0,wp,2,11,8.5,NA,8,2,60,100,5,3
2003,harv,X5,43,0,0,0,1,ro,0.15,0.7,NA,NA,0.6,1,90,NA,5,23
2003,harv,X5,44,1,0,0,0,ro,2.05,41.2,41.1,NA,49,1,95,100,5,123
2003,harv,X5,45,1,0,0,0,ro,3.05,18.6,17,NA,20,2,95,100,5,13
2003,harv,X5,46,1,0,0,0,wp,1.8,6,8,NA,8.9,2,70,90,5,NA
2003,harv,X5,47,1,0,0,0,ro,3.75,6,9.2,NA,10.1,3,0,100,67,NA
2003,harv,X5,48,0,0,0,1,hem,0.42,35.2,NA,NA,28,1,95,NA,5,23
2003,harv,X5,49,0,0,0,1,rm,1.05,51,43.3,NA,44.5,1,100,NA,5,23
2003,harv,X5,50,1,0,0,0,ro,6.35,12.2,7.9,NA,0.5,2,90,5,5,13
2003,harv,X5,51,1,0,0,0,ro,6.23,12,8,NA,3.3,2,80,60,5,35
2003,harv,X5,53,1,0,0,0,ro,1.43,20,19,NA,18.5,1,100,100,5,23
2003,harv,X5,54,1,0,0,0,ro,2.7,22.7,16,NA,16,1,70,70,5,23
2003,harv,X5,55,1,0,0,0,wp,2.68,11,7.4,NA,2.6,2,60,100,5,NA
2003,harv,X5,56,0,0,0,1,wp,0.25,0.9,NA,NA,55,1,80,NA,5,NA
2003,harv,X5,57,1,0,0,0,wb,2.42,4.1,7.3,NA,9.5,2,60,20,567,5
2003,harv,X5,58,1,0,0,0,ro,11.2,19,10,NA,0.75,2,90,40,5,3
2003,harv,X5,59,1,0,0,0,ro,2.19,9,10,NA,10.5,2,0,70,67,NA
2003,harv,X5,60,1,0,0,0,ro,2.57,16.3,15.2,NA,14.5,1,95,NA,5,23
2003,harv,X5,61,1,0,0,0,hem,1.4,10,9.6,NA,9.3,1,80,90,5,NA
2003,harv,X5,62,1,0,0,0,ro,1.7,22.2,20.4,NA,18,1,95,100,5,13
2003,harv,X5,63,1,0,0,0,ro,2.45,8,7.2,NA,7.8,3,0,50,67,NA
2003,harv,X5,64,1,0,0,0,ro,1.85,10.5,12,NA,12.5,3,0,100,678,3
2003,harv,X5,65,0,0,0,1,rm,1.07,49.2,38.3,NA,33.9,1,100,NA,5,23
2003,harv,X5,66,1,0,0,0,ro,3.94,11,10.9,NA,5,1,90,25,5,13
2003,harv,X5,67,1,0,0,0,ro,3.95,2.75,6.5,NA,11,2,95,20,5,3
2003,harv,X5,72,0,1,0,0,rm,9.85,19.5,NA,17.5,3,1,100,NA,2345,235
2003,harv,X5,101,1,0,0,0,ro,1.7,16.5,15,NA,13,2,90,90,5,13
2003,harv,X5,102,1,0,0,0,rm,1.95,8,6,NA,4.4,2,40,95,5,3
2003,harv,X5,103,1,0,0,0,hem,1.35,8,7.4,NA,7.5,2,60,100,5,3
2003,harv,X5,105,1,0,0,0,hem,1.45,13.5,9.3,NA,8.6,2,80,20,5,1
2003,harv,X5,106,1,0,0,0,rm,2.52,21,24.5,NA,18,3,10,10,5678,2
2003,harv,X5,107,0,1,0,0,rm,1.85,48.5,NA,37.9,14.7,3,80,NA,5678,239
2003,harv,X5,108,1,0,0,0,wp,2.35,7.5,7,NA,4,2,50,20,5,3
2003,harv,X5,109,1,0,0,0,ro,3.95,11,9.25,NA,3,2,90,10,5,13
2003,harv,X5,110,1,0,0,0,NA,1.95,10.25,9,NA,8,2,40,70,5,3
2003,harv,X5,111,1,0,0,0,NA,1.1,10,9.25,NA,8.5,2,100,60,5,13
2003,harv,X5,112,1,0,0,0,NA,2.4,7.25,6.5,NA,4,2,75,25,56,3
2003,harv,X5,113,1,0,0,0,NA,1.5,8.5,7.25,NA,7,2,50,10,5,135
2003,harv,X5,114,1,0,0,0,ro,1.1,4,6.5,NA,4.5,2,25,75,56,13
2003,harv,X5,115,1,0,0,0,ro,1.7,11.5,12.5,NA,12.5,2,90,50,5,13
2003,harv,X5,116,1,0,0,0,NA,3.65,8,13,NA,5,2,90,40,5,13
2003,harv,X5,118,1,0,0,0,NA,2.15,8.5,5,NA,4.5,2,25,10,5,3
2003,harv,X5,119,1,0,0,0,NA,1.05,16.25,10.5,NA,10,2,10,100,56,35
2003,harv,X5,120,1,0,0,0,NA,5.1,4,6.5,NA,7,4,5,100,678,25
2003,harv,X5,121,1,0,0,0,ro,1.1,36.5,46.5,NA,28.5,2,70,100,5,13
2003,harv,X5,122,1,0,0,0,NA,4.2,16,9,NA,7.5,2,20,10,569,23
2003,harv,X5,123,0,0,0,1,NA,0.16,18,16.5,NA,14,3,15,NA,5689,1235
2003,harv,X5,124,1,0,0,0,NA,6.5,10.5,6,NA,1,2,80,10,25,NA
2003,harv,X5,125,1,0,0,0,NA,4.75,14.5,9.5,NA,3.5,2,75,0,5,NA
2003,harv,X5,126,1,0,0,0,NA,2.95,16.5,13.25,NA,13.5,2,5,10,5,15
2003,harv,X5,127,1,0,0,0,hem,2.25,12,11,NA,8,2,70,0,5,NA
2003,harv,X5,128,1,0,0,0,NA,5,11.5,7.25,NA,2,2,80,10,25,NA
2003,harv,X5,129,1,0,0,0,NA,1.5,14.5,21,NA,14,3,5,90,68,35
2003,harv,X5,130,1,0,0,0,rm,6.45,16.5,27.5,NA,21.5,4,10,100,5678,123
2003,harv,X5,131,1,0,0,0,ro,5.97,10.5,7.5,NA,2,1,95,40,5,3
2003,harv,X5,132,0,0,0,1,wb,0.65,19,12,NA,10,4,95,NA,567,235
2003,harv,X5,133,0,0,0,1,wb,0.65,15,10,NA,6.5,4,95,NA,567,235
2003,harv,X5,134,0,0,1,0,ro,15.15,NA,NA,15.7,NA,2,95,NA,234569,12345
2003,harv,X5,278,0,1,0,0,wo,7.24,19.6,NA,16.7,8,3,5,NA,567,23
2003,harv,X5,445,1,0,0,0,wp,1.15,6.5,6.7,NA,7.5,2,70,100,5,1
2003,harv,X5,446,1,0,0,0,rm,2.79,12,7.6,NA,5.2,4,0,100,678,5
2003,harv,X5,447,1,0,0,0,rm,2.57,10.6,9.6,NA,9.5,2,90,100,5,3
2003,harv,X5,448,1,0,0,0,conifer,1.25,6.75,7.6,NA,7.6,2,0,20,NA,NA
2003,harv,X5,449,1,0,0,0,ro,1.47,7,7,NA,5,2,30,100,5,1
2003,harv,X5,450,1,0,0,0,rm,1.6,10.2,9.6,NA,8,2,80,95,5,23
2003,harv,X5,451,1,0,0,0,rm,3.1,9.5,9.2,NA,4,2,80,90,5,23
2003,harv,X5,452,1,0,0,0,rm,3.8,11.5,10.3,NA,7.5,2,60,80,57,3
2003,harv,X5,453,1,0,0,0,rm,1.49,15.2,14,NA,14,2,95,95,5,23
2003,harv,X5,454,1,0,0,0,rm,3.39,13,11.5,NA,12.5,2,90,90,5,3
2003,harv,X5,455,1,0,0,0,hem,2.15,8,7.3,NA,7.25,1,80,5,35,NA
2003,harv,X5,456,1,0,0,0,wp,1.22,8.5,9.1,NA,9.5,2,95,90,3,3
2003,harv,X5,457,1,0,0,0,rm,2.53,10.8,10,NA,8.5,2,80,100,5,3
2003,harv,X5,458,1,0,0,0,wp,2.13,7.5,6,NA,2,2,90,100,2345,3
2003,harv,X5,461,1,0,0,0,wp,3.35,11.2,10,NA,7.2,2,65,70,56,135
2003,harv,X5,462,1,0,0,0,wp,1.12,8.6,8.1,NA,9,2,10,100,5,1
2003,harv,X5,463,1,0,0,0,wp,1.54,10,11.4,NA,11.5,2,95,100,5,35
2003,harv,X5,464,1,0,0,0,wp,2.23,9.9,8.1,NA,7.75,2,80,100,5,3
2003,harv,X5,465,1,0,0,0,wp,1.07,9,9.7,NA,10,2,90,80,5,3
2003,harv,X5,466,1,0,0,0,wp,2.72,5,7.6,NA,9.8,2,80,100,67,35
2003,harv,X5,467,1,0,0,0,wp,4.37,6.5,9.35,NA,11.9,2,60,90,5,3
2003,harv,X5,468,1,0,0,0,wp,1.27,16.75,13.6,NA,12.8,2,95,70,5,135
2003,harv,X5,469,1,0,0,0,wp,1.43,9.5,7,NA,7.4,2,90,100,5,5
2003,harv,X5,470,0,0,0,1,hem,0.37,83,NA,NA,44.9,1,90,NA,5,23
2003,harv,X5,471,1,0,0,0,wp,3.1,8.7,8,NA,2.75,2,80,90,5,3
2003,harv,X5,472,1,0,0,0,wp,1.8,10.5,10,NA,9.75,2,90,80,5,13
2003,harv,X5,473,1,0,0,0,wp,1.02,12,12.1,NA,10.75,1,95,15,5,3
2003,harv,X5,474,1,0,0,0,wp,3.74,11.3,9,NA,7.75,2,50,60,5,35
2003,harv,X5,475,1,0,0,0,wp,2.39,13.3,11.1,NA,9,2,70,80,5,5
2003,harv,X5,476,1,0,0,0,ro,5.56,15,10,NA,4,2,90,30,5,13
2003,harv,X5,477,1,0,0,0,wp,2.27,25.75,19,NA,17.2,2,90,80,5,35
2003,harv,X5,478,1,0,0,0,wp,1.21,9.1,9.7,NA,10.8,2,60,5,5,3
2003,harv,X5,479,1,0,0,0,ro,2.75,10,8.4,NA,7.1,2,70,70,35,3
2003,harv,X5,480,1,0,0,0,wp,2.43,13.5,9.9,NA,10,2,90,80,2345,1235
2003,harv,X5,481,1,0,0,0,wp,2.7,7.2,9,NA,11.25,2,85,80,5,5
2003,harv,X5,483,1,0,0,0,ro,3.77,15.6,13.4,NA,13.75,3,0,85,567,NA
2003,harv,X5,484,1,0,0,0,wp,1.9,8,11,NA,10,1,70,60,5,NA
2003,harv,X5,485,1,0,0,0,wp,1.43,14,15,NA,14.9,1,70,10,5,NA
2003,harv,X5,486,1,0,0,0,wp,1.94,10.9,17.75,NA,18.5,2,30,50,5,5
2003,harv,X5,487,1,0,0,0,wp,1.33,28,23.75,NA,21.5,1,70,70,5,135
2003,harv,X5,488,1,0,0,0,wp,1.33,10,12.25,NA,14.5,1,80,90,5,NA
2003,harv,X5,490,1,0,0,0,ro,1.79,30,28.5,NA,26.75,1,100,100,5,23
2003,harv,X5,491,1,0,0,0,wp,2.12,9.3,8.6,NA,6.5,2,70,20,5,135
2003,harv,X5,492,1,0,0,0,ro,3.45,30,26.5,NA,22,1,70,10,5,23
2003,harv,X5,493,1,0,0,0,ro,2.05,16.4,17.2,NA,21.25,1,100,70,5,23
2003,harv,X5,494,1,0,0,0,ro,2.05,11.4,10,NA,9,1,90,70,5,13
2003,harv,X5,495,1,0,0,0,ro,1.65,9.5,12.9,NA,15,1,80,20,5,35
2003,harv,X5,495,1,0,0,0,ro,1.45,10.5,9.5,NA,7,2,90,80,5,1
2003,harv,X5,496,1,0,0,0,ro,2.53,20.1,19.7,NA,17,1,100,95,25,23
2003,harv,X5,496,0,1,0,0,NA,6.92,7.5,7,NA,3,2,0,NA,6,35
2003,harv,X5,497,1,0,0,0,ro,1.79,18,18,NA,18.3,2,85,90,567,23
2003,harv,X5,497,1,0,0,0,NA,1.15,8,7.5,NA,5,2,0,100,NA,NA
2003,harv,X5,498,1,0,0,0,ro,2.35,11.2,14.5,NA,16,2,70,90,567,23
2003,harv,X5,498,1,0,0,0,NA,1.1,12.25,12,NA,10.25,2,0,50,NA,NA
2003,harv,X5,499,1,0,0,0,NA,4.4,7.5,6,NA,1,3,5,100,5,1
2003,harv,X5,499,1,0,0,0,ro,2.35,19.2,25.5,NA,30,1,100,100,5,123
2003,harv,X5,500,1,0,0,0,NA,1.6,8,5,NA,4.5,2,30,50,5,3
2003,harv,X5,552,1,0,0,0,hardwood,2.55,13,9.2,NA,9.8,3,0,85,678,23
2003,harv,X5,553,1,0,0,0,ro,4.3,13,8.25,NA,8,2,0,10,NA,25
2003,harv,X5,557,1,0,0,0,NA,1.6,9,7.6,NA,6,4,0,100,678,2
2003,harv,X5,560,1,0,0,0,NA,1.5,11,9.5,NA,7,2,2,80,5,125
2003,harv,X5,561,1,0,0,0,ro,3.5,7,7.5,NA,5.5,2,15,80,56,3
2003,harv,X5,562,1,0,0,0,ro,3.3,18,14,NA,15.5,4,80,50,5678,123
2003,harv,X5,575,1,0,0,0,wo,3.72,8.5,8,NA,3.5,1,98,2,345,23
2003,harv,X5,699,1,0,0,0,NA,1.15,7.5,8,NA,10,2,0,10,NA,5
2003,harv,X5,701,0,0,1,0,ro,14.6,NA,NA,17.6,NA,2,100,NA,2345,23
2003,harv,X5,702,1,0,0,0,yb,3.4,13,8.5,NA,5,2,50,25,5,23
2003,harv,X5,703,1,0,0,0,NA,8.2,10.75,5.25,NA,0.25,2,70,5,5,12
2003,harv,X5,704,1,0,0,0,ro,2,7,7.5,NA,4,2,80,5,5,3
2003,harv,X5,705,1,0,0,0,NA,1.05,9,9.5,NA,8,3,0,0,56,NA
2003,harv,X5,706,1,0,0,0,rm,2.4,8,5,NA,8.2,2,90,5,5,1
2003,harv,X5,707,1,0,0,0,rm,1.8,7.5,6.5,NA,6,2,80,0,5,NA
2003,harv,X5,708,1,0,0,0,ro,3,9,10.5,NA,6,2,90,10,5,13
2003,harv,X5,709,1,0,0,0,ro,6.2,10,5.5,NA,1,2,95,50,5,13
2003,harv,X5,710,1,0,0,0,NA,1.2,7,7.5,NA,7,2,0,2,NA,5
2003,harv,X5,711,0,0,0,1,ro,0.26,69,62,NA,57.5,1,95,NA,5,23
2003,harv,X5,712,1,0,0,0,NA,3.7,8,7.5,NA,5,2,5,70,56,3
2003,harv,X5,713,1,0,0,0,NA,3.2,10.5,9,NA,6,3,0,100,6,135
2003,harv,X5,714,1,0,0,0,NA,1.1,8,7.5,NA,6.5,2,90,100,5,13
2003,harv,X5,715,0,0,0,1,hem,0.84,41.5,NA,NA,34,3,0,NA,67,23
2003,harv,X5,717,1,0,0,0,NA,10.4,12.25,6.25,NA,1,2,60,5,5,3
2003,harv,X5,718,1,0,0,0,NA,7.2,18.25,10,NA,6.6,2,90,20,5,23
2003,harv,X5,719,1,0,0,0,NA,4.6,16.5,16,NA,7.5,2,90,80,5,13
2003,harv,X5,720,1,0,0,0,rm,9.6,10,6,NA,1,2,80,0,25,3
2003,harv,X5,721,1,0,0,0,conifer,2.15,7.5,7,NA,6,2,100,70,NA,NA
2003,harv,X5,722,1,0,0,0,conifer,5.5,9.5,6,NA,1,2,70,50,5,2
2003,harv,X5,723,1,0,0,0,NA,2,11.5,10,NA,5.5,2,5,40,5,23
2003,harv,X5,725,1,0,0,0,NA,2.4,9,9,NA,7.5,2,0,60,NA,3
2003,harv,X5,726,1,0,0,0,NA,2.55,4,9,NA,4.5,2,0,5,NA,3
2003,harv,X5,798,1,0,0,0,ro,2.35,14,11.9,NA,7.8,2,90,90,5,135
2003,harv,X5,799,1,0,0,0,ro,3.68,8.8,5.3,NA,0.5,2,90,2,5,3
2003,harv,X5,800,1,0,0,0,ro,6.05,1.5,7.4,NA,12.9,1,90,5,345,3
2003,harv,X5,801,1,0,0,0,ro,5.5,15.3,11.5,NA,5,1,95,50,345,35
2003,harv,X5,802,1,0,0,0,ro,5.7,2.5,6.9,NA,12.4,1,90,10,345,13
2003,harv,X5,803,1,0,0,0,ro,1.67,22.25,31.3,NA,30.5,1,100,60,345,13
2003,harv,X5,804,1,0,0,0,ro,2.8,6.5,12.1,NA,16.4,1,100,70,5,3
2003,harv,X5,805,1,0,0,0,ro,1.03,21.9,19.2,NA,16,1,90,100,5,3
2003,harv,X5,805,1,0,0,0,ro,2.42,8.6,8.3,NA,8.25,3,0,100,67,NA
2003,harv,X5,806,1,0,0,0,ro,7.42,1.5,6.8,NA,9.8,2,80,80,5,3
2003,harv,X5,809,1,0,0,0,ro,2.22,13.4,14,NA,12.5,1,95,100,5,13
2003,harv,X5,810,1,0,0,0,ro,3.39,17,15,NA,9.75,1,95,80,5,3
2003,harv,X5,811,1,0,0,0,ro,4.27,13.2,4.25,NA,6.4,2,85,5,345,3
2003,harv,X5,812,1,0,0,0,ro,3.07,11.1,6.1,NA,4,2,90,10,345,3
2003,harv,X5,813,1,0,0,0,ro,2.75,6.3,7.4,NA,4,2,90,5,345,3
2003,harv,X5,814,1,0,0,0,ro,1.07,3,9.4,NA,7,3,0,100,NA,3
2003,harv,X5,815,0,1,0,0,rp,8.24,9.4,NA,8.9,3,3,10,NA,567,NA
2003,harv,X5,816,1,0,0,0,NA,0.85,9,10.25,NA,9,3,0,100,68,1
2003,harv,X5,816,1,0,0,0,rm,2.18,8.2,10.9,NA,11,3,3,80,678,5
2003,harv,X5,817,1,0,0,0,ro,8.4,21.8,14,NA,4.25,1,100,70,5,3
2003,harv,X5,818,1,0,0,0,hem,5.35,10.4,7.6,NA,2,1,95,20,5,NA
2003,harv,X5,819,1,0,0,0,conifer,6.1,24,14,NA,12.5,2,85,30,5,NA
2003,harv,X5,983,1,0,0,0,ro,1.05,7.6,7.1,NA,4.5,2,0,100,NA,NA
2003,harv,X5,984,1,0,0,0,rm,1.85,5.1,9.5,NA,6,3,0,100,678,25
2003,harv,X5,NA,1,0,0,0,ro,1.6,14.7,26.7,NA,20,5,0,100,678,2
2003,harv,X5,NA,1,0,0,0,NA,4.67,20.4,16.2,NA,15,5,0,100,678,23
2003,harv,X6,197,1,0,0,0,rm,2.16,11.5,9.8,NA,9.5,2,80,100,5,3
2003,harv,X6,201,1,0,0,0,conifer,1.4,27.5,19,NA,10,2,100,NA,5,23
2003,harv,X6,202,1,0,0,0,NA,8,15.3,13.5,NA,10.5,2,100,30,2345,123
2003,harv,X6,203,1,0,0,0,conifer,4.7,25.7,19.6,NA,12.6,3,80,90,5,123
2003,harv,X6,204,1,0,0,0,rm,2.5,13.75,11.7,NA,11.9,3,0,80,6,15
2003,harv,X6,205,1,0,0,0,hem,6.37,9,5.6,NA,0.5,1,100,0,12345,23
2003,harv,X6,206,1,0,0,0,ro,1.2,39,29.5,NA,32.5,2,80,100,5,23
2003,harv,X6,207,0,0,0,1,NA,0.15,20.7,19.2,NA,19,2,100,NA,5,123
2003,harv,X6,208,1,0,0,0,beech,2,17.5,17.5,NA,15,2,100,100,5,123
2003,harv,X6,209,1,0,0,0,rm,2.1,11,10.5,NA,9.6,2,40,100,35,123
2003,harv,X6,210,1,0,0,0,rm,2.5,14.3,14,NA,13.8,2,30,100,5,13
2003,harv,X6,211,1,0,0,0,ro,1,25,20,NA,15,2,90,40,5,123
2003,harv,X6,212,1,0,0,0,ro,2.8,12.5,11,NA,3.5,2,95,70,5,13
2003,harv,X6,213,1,0,0,0,ro,0.75,19.4,13,NA,12.1,1,100,100,5,13
2003,harv,X6,214,1,0,0,0,rm,2.25,10,8.5,NA,9.5,2,95,0,5,3
2003,harv,X6,215,1,0,0,0,NA,1.1,10,9.2,NA,9.1,2,0,0,NA,NA
2003,harv,X6,216,1,0,0,0,ro,1.4,14,11.5,NA,10,2,70,80,5,13
2003,harv,X6,217,1,0,0,0,ro,0.9,12,13.2,NA,12.8,2,60,90,5,23
2003,harv,X6,218,1,0,0,0,ro,1.7,10,8,NA,7.1,2,90,25,5,3
2003,harv,X6,219,1,0,0,0,ro,1.3,12.5,9,NA,8,2,80,50,5,3
2003,harv,X6,220,1,0,0,0,ro,1.5,14.5,11,NA,10.3,2,20,100,5,3
2003,harv,X6,221,0,0,0,1,NA,0.12,13.5,12.5,NA,11.5,2,0,NA,NA,3
2003,harv,X6,222,1,0,0,0,ro,1.5,14,11,NA,11,2,90,100,5,23
2003,harv,X6,223,1,0,0,0,ro,1.1,10,8.7,NA,8.5,2,60,100,5,NA
2003,harv,X6,224,1,0,0,0,ro,1.6,12.6,12.9,NA,13.3,2,90,100,5,3
2003,harv,X6,226,1,0,0,0,ro,1.5,13.6,13.6,NA,12.6,2,100,100,5,13
2003,harv,X6,227,1,0,0,0,hardwood,1.95,13.7,13,NA,11.4,2,85,0,5,13
2003,harv,X6,228,1,0,0,0,ro,0.8,22,19.3,NA,10,2,60,100,5,3
2003,harv,X6,229,1,0,0,0,ro,1.6,12.3,9.7,NA,9,2,90,75,5,3
2003,harv,X6,230,1,0,0,0,ro,1.6,11.4,12.5,NA,18,2,40,100,5,13
2003,harv,X6,231,1,0,0,0,ro,2.6,18.6,18,NA,5,2,95,90,5,13
2003,harv,X6,232,1,0,0,0,ro,1.7,12.8,12,NA,9,2,95,80,5,13
2003,harv,X6,233,1,0,0,0,ro,1.55,19.7,19.5,NA,20,2,95,0,5,13
2003,harv,X6,234,1,0,0,0,ro,4,11,4,NA,1,2,100,10,345,123
2003,harv,X6,235,1,0,0,0,ro,2.25,30,27,NA,25,1,100,10,5,13
2003,harv,X6,236,1,0,0,0,ro,1.7,8.5,12.4,NA,7.3,2,95,95,5,13
2003,harv,X6,237,1,0,0,0,NA,3.4,11,9,NA,8,3,5,90,6,23
2003,harv,X6,238,1,0,0,0,gb,1.7,12,15,NA,16,5,85,80,678,23
2003,harv,X6,239,1,0,0,0,NA,5.4,14,19,NA,23,3,0,100,67,23
2003,harv,X6,241,1,0,0,0,NA,4.2,14.5,10.6,NA,8.7,2,95,20,35,135
2003,harv,X6,242,0,1,0,0,ro,6.5325,30.7,28.4,28,20,3,50,NA,5689,3
2003,harv,X6,243,1,0,0,0,NA,4.5,6.3,5.7,NA,4.5,2,10,80,5,3
2003,harv,X6,245,1,0,0,0,rm,2.45,6.75,8.1,NA,7.9,1,70,100,345,1
2003,harv,X6,247,1,0,0,0,NA,1.25,12,16.5,NA,16.5,3,0,100,678,1
2003,harv,X6,248,1,0,0,0,rm,3.15,8.25,9,NA,9.2,2,20,40,5,3
2003,harv,X6,249,1,0,0,0,ro,2.77,17.4,16.7,NA,18.7,1,100,30,5,123
2003,harv,X6,250,1,0,0,0,ro,1.9,13.7,13.4,NA,11.6,1,95,95,2345,123
2003,harv,X6,251,1,0,0,0,ro,1.4,18.6,17,NA,16.5,1,80,100,5,123
2003,harv,X6,252,1,0,0,0,ro,1.33,16,15.5,NA,14,1,90,100,5,123
2003,harv,X6,253,0,0,0,1,rm,0.26,14.2,NA,NA,11,1,80,NA,5,1
2003,harv,X6,254,0,0,0,1,ro,0.76,51,NA,NA,44.4,1,100,NA,5,123
2003,harv,X6,255,0,0,0,1,ro,0.66,48.4,NA,NA,32,1,100,NA,5,123
2003,harv,X6,256,0,0,0,1,ro,0.68,36.5,NA,NA,28.6,1,100,NA,5,123
2003,harv,X6,257,1,0,0,0,ro,6.5,10,16,NA,6.1,3,0,100,678,23
2003,harv,X6,258,1,0,0,0,wb,4.2,23,25.6,NA,28.3,3,15,100,5678,25
2003,harv,X6,259,1,0,0,0,conifer,3.8,20,14.3,NA,11.9,4,0,100,5678,23
2003,harv,X6,260,0,0,0,1,wb,0.22,37.5,NA,NA,36,4,30,NA,5678,3
2003,harv,X6,261,1,0,0,0,ro,2.33,24.3,23.7,NA,4.75,1,85,100,5,235
2003,harv,X6,262,1,0,0,0,ro,2.27,4,7,NA,9.2,1,95,80,5,23
2003,harv,X6,263,1,0,0,0,ro,1.11,22,12.75,NA,11.4,1,100,100,5,3
2003,harv,X6,264,1,0,0,0,ro,2.96,11,10.2,NA,6,2,90,100,5,13
2003,harv,X6,265,1,0,0,0,ro,4.3,7,6,NA,3,1,100,100,5,1
2003,harv,X6,266,1,0,0,0,ro,4.5,7.5,6.1,NA,2,2,100,100,5,13
2003,harv,X6,267,1,0,0,0,wb,1.3,26.5,22.5,NA,21.9,3,10,100,5678,25
2003,harv,X6,268,1,0,0,0,NA,2,9.5,7.7,NA,8.2,3,0,100,678,NA
2003,harv,X6,269,1,0,0,0,conifer,7.5,12.2,26,NA,32,4,0,100,678,2
2003,harv,X6,270,1,0,0,0,conifer,1.4,17.2,16.75,NA,28.75,4,0,100,678,2
2003,harv,X6,271,0,1,0,0,ro,3,7.75,7.5,NA,7,3,30,NA,56,3
2003,harv,X6,272,0,1,0,0,rm,2.55,11.4,9.9,NA,7.5,2,60,NA,5,135
2003,harv,X6,274,1,0,0,0,NA,2.9,22.7,9,NA,7.4,5,0,100,678,2
2003,harv,X6,275,0,1,0,0,beech,2.4,13.5,11,NA,10,2,100,NA,5,123
2003,harv,X6,276,1,0,0,0,wb,1.27,14,14,NA,14,4,15,100,5678,23
2003,harv,X6,277,1,0,0,0,rm,3.5,9.5,5.5,NA,2.5,2,20,100,5,NA
2003,harv,X6,407,1,0,0,0,conifer,12,20,18,NA,28,3,0,100,67,23
2003,harv,X6,408,1,0,0,0,NA,1.4,7.5,6,NA,5.6,2,0,100,NA,NA
2003,harv,X6,565,1,0,0,0,NA,5.2,14,10.5,NA,8,3,0,10,678,23
2003,harv,X6,566,1,0,0,0,NA,1.9,7.5,7,NA,4.5,3,0,20,678,23
