date,plot.probe,Ka,WC
2000-10-03,A5.16,10.77,0.2
2000-10-03,B5.17,9.76,0.18
2000-10-03,B5.18,8.92,0.17
2000-10-03,X5.19,9.2,0.17
2000-10-03,X5.20,11.37,0.21
2000-10-03,X6.21,8.66,0.16
2000-10-03,X6.22,11.7,0.22
2000-10-03,X2.23,11.18,0.21
2000-10-03,X2.24,11.18,0.21
2000-10-03,X4.25,14.68,0.27
2000-10-03,X4.26,13.44,0.25
2000-10-03,X1.27,16.55,0.3
2000-10-03,X1.28,10.65,0.2
2000-10-03,X3.29,16.82,0.3
2000-10-03,X3.30,19.17,0.33
2000-10-11,B3.1,NA,NA
2000-10-11,B3.2,NA,NA
2000-10-11,B4.3,NA,NA
2000-10-11,B4.4,NA,NA
2000-10-11,C3.5,NA,NA
2000-10-11,C3.6,NA,NA
2000-10-11,D5.7,NA,NA
2000-10-11,D5.8,NA,NA
2000-10-11,E3.9,NA,NA
2000-10-11,E3.10,NA,NA
2000-10-11,G5.11,NA,NA
2000-10-11,G5.12,NA,NA
2000-10-11,A4.13,15.09,0.28
2000-10-11,A4.14,13.13,0.25
2000-10-11,A5.15,15.07,0.28
2000-10-11,A5.16,12.13,0.23
2000-10-11,B5.17,10.52,0.2
2000-10-11,B5.18,10.29,0.19
2000-10-11,X5.19,11.63,0.22
2000-10-11,X5.20,12.84,0.24
2000-10-11,X6.21,9.75,0.18
2000-10-11,X6.22,13.11,0.25
2000-10-11,X2.23,12.13,0.23
2000-10-11,X2.24,13.03,0.24
2000-10-11,X4.25,16.52,0.3
2000-10-11,X4.26,15.02,0.28
2000-10-11,X1.27,17.75,0.32
2000-10-11,X1.28,11.46,0.22
2000-10-11,X3.29,18.91,0.33
2000-10-11,X3.30,21.94,0.37
2000-10-17,B3.1,NA,NA
2000-10-17,B3.2,NA,NA
2000-10-17,B4.3,NA,NA
2000-10-17,B4.4,NA,NA
2000-10-17,C3.5,NA,NA
2000-10-17,C3.6,NA,NA
2000-10-17,D5.7,NA,NA
2000-10-17,D5.8,NA,NA
2000-10-17,E3.9,NA,NA
2000-10-17,E3.10,NA,NA
2000-10-17,G5.11,NA,NA
2000-10-17,G5.12,NA,NA
2000-10-17,A4.13,14.81,0.27
2000-10-17,A4.14,12.99,0.24
2000-10-17,A5.15,15.13,0.28
2000-10-17,A5.16,12.06,0.23
2000-10-17,B5.17,10.51,0.2
2000-10-17,B5.18,9.55,0.18
2000-10-17,X5.19,10.93,0.21
2000-10-17,X5.20,12.85,0.24
2000-10-17,X6.21,9.71,0.18
2000-10-17,X6.22,13.23,0.25
2000-10-17,X2.23,11.88,0.22
2000-10-17,X2.24,12.93,0.24
2000-10-17,X4.25,16,0.29
2000-10-17,X4.26,15.02,0.28
2000-10-17,X1.27,17.88,0.32
2000-10-17,X1.28,10.93,0.21
2000-10-17,X3.29,18.13,0.32
2000-10-17,X3.30,21.69,0.37
2000-10-24,B3.1,NA,NA
2000-10-24,B3.2,NA,NA
2000-10-24,B4.3,NA,NA
2000-10-24,B4.4,NA,NA
2000-10-24,C3.5,NA,NA
2000-10-24,C3.6,NA,NA
2000-10-24,D5.7,NA,NA
2000-10-24,D5.8,NA,NA
2000-10-24,E3.9,NA,NA
2000-10-24,E3.10,NA,NA
2000-10-24,G5.11,NA,NA
2000-10-24,G5.12,NA,NA
2000-10-24,A4.13,15.52,0.28
2000-10-24,A4.14,13.33,0.25
2000-10-24,A5.15,15.13,0.28
2000-10-24,A5.16,12.17,0.23
2000-10-24,B5.17,10.59,0.2
2000-10-24,B5.18,10.27,0.19
2000-10-24,X5.19,11.29,0.21
2000-10-24,X5.20,12.61,0.24
2000-10-24,X6.21,9.49,0.18
2000-10-24,X6.22,12.61,0.24
2000-10-24,X2.23,11.82,0.22
2000-10-24,X2.24,13.01,0.24
2000-10-24,X4.25,16.53,0.3
2000-10-24,X4.26,14.83,0.27
2000-10-24,X1.27,17.76,0.32
2000-10-24,X1.28,11.37,0.21
2000-10-24,X3.29,18.62,0.33
2000-10-24,X3.30,21.98,0.37
2001-06-04,B3.1,NA,NA
2001-06-04,B3.2,NA,NA
2001-06-04,B4.3,NA,NA
2001-06-04,B4.4,NA,NA
2001-06-04,C3.5,NA,NA
2001-06-04,C3.6,NA,NA
2001-06-04,D5.7,NA,NA
2001-06-04,D5.8,NA,NA
2001-06-04,E3.9,NA,NA
2001-06-04,E3.10,NA,NA
2001-06-04,G5.11,NA,NA
2001-06-04,G5.12,NA,NA
2001-06-04,A4.13,NA,NA
2001-06-04,A4.14,NA,NA
2001-06-04,A5.15,NA,NA
2001-06-04,A5.16,NA,NA
2001-06-04,B5.17,10.28,0.19
2001-06-04,B5.18,12.3,0.23
2001-06-04,X5.19,NA,NA
2001-06-04,X5.20,NA,NA
2001-06-04,X6.21,NA,NA
2001-06-04,X6.22,NA,NA
2001-06-04,X2.23,NA,NA
2001-06-04,X2.24,NA,NA
2001-06-04,X4.25,NA,NA
2001-06-04,X4.26,NA,NA
2001-06-04,X1.27,NA,NA
2001-06-04,X1.28,NA,NA
2001-06-04,X3.29,NA,NA
2001-06-04,X3.30,NA,NA
2001-06-07,B3.1,NA,NA
2001-06-07,B3.2,NA,NA
2001-06-07,B4.3,NA,NA
2001-06-07,B4.4,NA,NA
2001-06-07,C3.5,NA,NA
2001-06-07,C3.6,NA,NA
2001-06-07,D5.7,NA,NA
2001-06-07,D5.8,NA,NA
2001-06-07,E3.9,NA,NA
2001-06-07,E3.10,NA,NA
2001-06-07,G5.11,NA,NA
2001-06-07,G5.12,NA,NA
2001-06-07,A4.13,NA,NA
2001-06-07,A4.14,NA,NA
2001-06-07,A5.15,NA,NA
2001-06-07,A5.16,NA,NA
2001-06-07,B5.17,9.54,0.18
2001-06-07,B5.18,11.32,0.21
2001-06-07,X5.19,NA,NA
2001-06-07,X5.20,NA,NA
2001-06-07,X6.21,NA,NA
2001-06-07,X6.22,NA,NA
2001-06-07,X2.23,NA,NA
2001-06-07,X2.24,NA,NA
2001-06-07,X4.25,17.68,0.32
2001-06-07,X4.26,14.56,0.27
2001-06-07,X1.27,24.33,0.39
2001-06-07,X1.28,19.34,0.34
2001-06-07,X3.29,19.9,0.34
2001-06-07,X3.30,NA,NA
2001-06-12,B3.1,NA,NA
2001-06-12,B3.2,NA,NA
2001-06-12,B4.3,NA,NA
2001-06-12,B4.4,NA,NA
2001-06-12,C3.5,NA,NA
2001-06-12,C3.6,NA,NA
2001-06-12,D5.7,NA,NA
2001-06-12,D5.8,NA,NA
2001-06-12,E3.9,NA,NA
2001-06-12,E3.10,NA,NA
2001-06-12,G5.11,NA,NA
2001-06-12,G5.12,NA,NA
2001-06-12,A4.13,NA,NA
2001-06-12,A4.14,NA,NA
2001-06-12,A5.15,NA,NA
2001-06-12,A5.16,NA,NA
2001-06-12,B5.17,10.06,0.19
2001-06-12,B5.18,12.8,0.24
2001-06-12,X5.19,NA,NA
2001-06-12,X5.20,NA,NA
2001-06-12,X6.21,NA,NA
2001-06-12,X6.22,NA,NA
2001-06-12,X2.23,NA,NA
2001-06-12,X2.24,NA,NA
2001-06-12,X4.25,NA,NA
2001-06-12,X4.26,NA,NA
2001-06-12,X1.27,NA,NA
2001-06-12,X1.28,NA,NA
2001-06-12,X3.29,21.45,0.36
2001-06-12,X3.30,16.33,0.3
2001-06-15,B3.1,NA,NA
2001-06-15,B3.2,NA,NA
2001-06-15,B4.3,NA,NA
2001-06-15,B4.4,NA,NA
2001-06-15,C3.5,NA,NA
2001-06-15,C3.6,NA,NA
2001-06-15,D5.7,NA,NA
2001-06-15,D5.8,NA,NA
2001-06-15,E3.9,NA,NA
2001-06-15,E3.10,NA,NA
2001-06-15,G5.11,NA,NA
2001-06-15,G5.12,NA,NA
2001-06-15,A4.13,NA,NA
2001-06-15,A4.14,NA,NA
2001-06-15,A5.15,NA,NA
2001-06-15,A5.16,NA,NA
2001-06-15,B5.17,9.05,0.17
2001-06-15,B5.18,11.04,0.21
2001-06-15,X5.19,NA,NA
2001-06-15,X5.20,NA,NA
2001-06-15,X6.21,NA,NA
2001-06-15,X6.22,NA,NA
2001-06-15,X2.23,NA,NA
2001-06-15,X2.24,NA,NA
2001-06-15,X4.25,16.29,0.3
2001-06-15,X4.26,14.26,0.26
2001-06-15,X1.27,NA,NA
2001-06-15,X1.28,NA,NA
2001-06-15,X3.29,20.14,0.35
2001-06-15,X3.30,14.36,0.27
2001-06-29,B3.1,NA,NA
2001-06-29,B3.2,NA,NA
2001-06-29,B4.3,NA,NA
2001-06-29,B4.4,NA,NA
2001-06-29,C3.5,NA,NA
2001-06-29,C3.6,NA,NA
2001-06-29,D5.7,NA,NA
2001-06-29,D5.8,NA,NA
2001-06-29,E3.9,NA,NA
2001-06-29,E3.10,NA,NA
2001-06-29,G5.11,NA,NA
2001-06-29,G5.12,NA,NA
2001-06-29,A4.13,NA,NA
2001-06-29,A4.14,NA,NA
2001-06-29,A5.15,NA,NA
2001-06-29,A5.16,NA,NA
2001-06-29,B5.17,7.91,0.15
2001-06-29,B5.18,7.24,0.13
2001-06-29,X5.19,NA,NA
2001-06-29,X5.20,NA,NA
2001-06-29,X6.21,NA,NA
2001-06-29,X6.22,NA,NA
2001-06-29,X2.23,NA,NA
2001-06-29,X2.24,NA,NA
2001-06-29,X4.25,12.3,0.23
2001-06-29,X4.26,11.91,0.22
2001-06-29,X1.27,18.46,0.33
2001-06-29,X1.28,17.33,0.31
2001-06-29,X3.29,17.45,0.31
2001-06-29,X3.30,11.91,0.22
2001-07-04,B3.1,NA,NA
2001-07-04,B3.2,NA,NA
2001-07-04,B4.3,NA,NA
2001-07-04,B4.4,NA,NA
2001-07-04,C3.5,NA,NA
2001-07-04,C3.6,NA,NA
2001-07-04,D5.7,NA,NA
2001-07-04,D5.8,NA,NA
2001-07-04,E3.9,NA,NA
2001-07-04,E3.10,NA,NA
2001-07-04,G5.11,NA,NA
2001-07-04,G5.12,NA,NA
2001-07-04,A4.13,NA,NA
2001-07-04,A4.14,NA,NA
2001-07-04,A5.15,NA,NA
2001-07-04,A5.16,NA,NA
2001-07-04,B5.17,8.63,0.16
2001-07-04,B5.18,9.42,0.18
2001-07-04,X5.19,NA,NA
2001-07-04,X5.20,NA,NA
2001-07-04,X6.21,NA,NA
2001-07-04,X6.22,NA,NA
2001-07-04,X2.23,NA,NA
2001-07-04,X2.24,NA,NA
2001-07-04,X4.25,15.01,0.28
2001-07-04,X4.26,14.4,0.27
2001-07-04,X1.27,NA,NA
2001-07-04,X1.28,17.72,0.32
2001-07-04,X3.29,18.73,0.33
2001-07-04,X3.30,14.33,0.27
2001-07-16,B3.1,NA,NA
2001-07-16,B3.2,NA,NA
2001-07-16,B4.3,NA,NA
2001-07-16,B4.4,NA,NA
2001-07-16,C3.5,NA,NA
2001-07-16,C3.6,NA,NA
2001-07-16,D5.7,NA,NA
2001-07-16,D5.8,NA,NA
2001-07-16,E3.9,NA,NA
2001-07-16,E3.10,NA,NA
2001-07-16,G5.11,NA,NA
2001-07-16,G5.12,NA,NA
2001-07-16,A4.13,NA,NA
2001-07-16,A4.14,NA,NA
2001-07-16,A5.15,NA,NA
2001-07-16,A5.16,NA,NA
2001-07-16,B5.17,NA,NA
2001-07-16,B5.18,6.98,0.13
2001-07-16,X5.19,NA,NA
2001-07-16,X5.20,NA,NA
2001-07-16,X6.21,NA,NA
2001-07-16,X6.22,NA,NA
2001-07-16,X2.23,NA,NA
2001-07-16,X2.24,NA,NA
2001-07-16,X4.25,12.81,0.24
2001-07-16,X4.26,12.88,0.24
2001-07-16,X1.27,13.22,0.25
2001-07-16,X1.28,15.59,0.28
2001-07-16,X3.29,17.93,0.32
2001-07-16,X3.30,12.75,0.24
2001-07-20,B3.1,NA,NA
2001-07-20,B3.2,NA,NA
2001-07-20,B4.3,NA,NA
2001-07-20,B4.4,NA,NA
2001-07-20,C3.5,NA,NA
2001-07-20,C3.6,NA,NA
2001-07-20,D5.7,NA,NA
2001-07-20,D5.8,NA,NA
2001-07-20,E3.9,NA,NA
2001-07-20,E3.10,NA,NA
2001-07-20,G5.11,NA,NA
2001-07-20,G5.12,NA,NA
2001-07-20,A4.13,NA,NA
2001-07-20,A4.14,NA,NA
2001-07-20,A5.15,9.92,0.19
2001-07-20,A5.16,9.65,0.18
2001-07-20,B5.17,7.57,0.14
2001-07-20,B5.18,6.53,0.12
2001-07-20,X5.19,NA,NA
2001-07-20,X5.20,NA,NA
2001-07-20,X6.21,NA,NA
2001-07-20,X6.22,NA,NA
2001-07-20,X2.23,NA,NA
2001-07-20,X2.24,NA,NA
2001-07-20,X4.25,12.88,0.24
2001-07-20,X4.26,12.9,0.24
2001-07-20,X1.27,12.56,0.24
2001-07-20,X1.28,15.53,0.28
2001-07-20,X3.29,17.75,0.32
2001-07-20,X3.30,13.06,0.24
2001-07-25,B3.1,NA,NA
2001-07-25,B3.2,NA,NA
2001-07-25,B4.3,NA,NA
2001-07-25,B4.4,NA,NA
2001-07-25,C3.5,NA,NA
2001-07-25,C3.6,NA,NA
2001-07-25,D5.7,NA,NA
2001-07-25,D5.8,NA,NA
2001-07-25,E3.9,NA,NA
2001-07-25,E3.10,NA,NA
2001-07-25,G5.11,NA,NA
2001-07-25,G5.12,NA,NA
2001-07-25,A4.13,NA,NA
2001-07-25,A4.14,NA,NA
2001-07-25,A5.15,6.05,0.1
2001-07-25,A5.16,7.08,0.13
2001-07-25,B5.17,6.24,0.11
2001-07-25,B5.18,4.91,0.08
2001-07-25,X5.19,NA,NA
2001-07-25,X5.20,NA,NA
2001-07-25,X6.21,NA,NA
2001-07-25,X6.22,NA,NA
2001-07-25,X2.23,NA,NA
2001-07-25,X2.24,NA,NA
2001-07-25,X4.25,9.21,0.17
2001-07-25,X4.26,10.27,0.19
2001-07-25,X1.27,13.02,0.24
2001-07-25,X1.28,12.22,0.23
2001-07-25,X3.29,15.09,0.28
2001-07-25,X3.30,11.14,0.21
2001-08-01,B3.1,NA,NA
2001-08-01,B3.2,NA,NA
2001-08-01,B4.3,NA,NA
2001-08-01,B4.4,NA,NA
2001-08-01,C3.5,NA,NA
2001-08-01,C3.6,NA,NA
2001-08-01,D5.7,NA,NA
2001-08-01,D5.8,NA,NA
2001-08-01,E3.9,NA,NA
2001-08-01,E3.10,NA,NA
2001-08-01,G5.11,NA,NA
2001-08-01,G5.12,NA,NA
2001-08-01,A4.13,NA,NA
2001-08-01,A4.14,NA,NA
2001-08-01,A5.15,5.67,0.1
2001-08-01,A5.16,6.4,0.11
2001-08-01,B5.17,5.78,0.1
2001-08-01,B5.18,4.41,0.07
2001-08-01,X5.19,7.52,0.14
2001-08-01,X5.20,8.78,0.16
2001-08-01,X6.21,NA,NA
2001-08-01,X6.22,NA,NA
2001-08-01,X2.23,NA,NA
2001-08-01,X2.24,NA,NA
2001-08-01,X4.25,8.11,0.15
2001-08-01,X4.26,9.18,0.17
2001-08-01,X1.27,12.31,0.23
2001-08-01,X1.28,10.78,0.2
2001-08-01,X3.29,14.52,0.27
2001-08-01,X3.30,10.53,0.2
2001-08-08,B3.1,NA,NA
2001-08-08,B3.2,NA,NA
2001-08-08,B4.3,NA,NA
2001-08-08,B4.4,NA,NA
2001-08-08,C3.5,NA,NA
2001-08-08,C3.6,NA,NA
2001-08-08,D5.7,NA,NA
2001-08-08,D5.8,NA,NA
2001-08-08,E3.9,NA,NA
2001-08-08,E3.10,NA,NA
2001-08-08,G5.11,NA,NA
2001-08-08,G5.12,NA,NA
2001-08-08,A4.13,NA,NA
2001-08-08,A4.14,NA,NA
2001-08-08,A5.15,8.81,0.16
2001-08-08,A5.16,8.38,0.16
2001-08-08,B5.17,6.64,0.12
2001-08-08,B5.18,6.28,0.11
2001-08-08,X5.19,10.61,0.2
2001-08-08,X5.20,10.27,0.19
2001-08-08,X6.21,NA,NA
2001-08-08,X6.22,NA,NA
2001-08-08,X2.23,NA,NA
2001-08-08,X2.24,NA,NA
2001-08-08,X4.25,9.68,0.18
2001-08-08,X4.26,11.33,0.21
2001-08-08,X1.27,13.16,0.25
2001-08-08,X1.28,11.67,0.22
2001-08-08,X3.29,16.18,0.29
2001-08-08,X3.30,12.32,0.23
2001-08-17,B3.1,NA,NA
2001-08-17,B3.2,NA,NA
2001-08-17,B4.3,NA,NA
2001-08-17,B4.4,NA,NA
2001-08-17,C3.5,NA,NA
2001-08-17,C3.6,NA,NA
2001-08-17,D5.7,NA,NA
2001-08-17,D5.8,NA,NA
2001-08-17,E3.9,NA,NA
2001-08-17,E3.10,NA,NA
2001-08-17,G5.11,NA,NA
2001-08-17,G5.12,NA,NA
2001-08-17,A4.13,NA,NA
2001-08-17,A4.14,NA,NA
2001-08-17,A5.15,6.83,0.12
2001-08-17,A5.16,6.71,0.12
2001-08-17,B5.17,5.82,0.1
2001-08-17,B5.18,5.02,0.08
2001-08-17,X5.19,9.09,0.17
2001-08-17,X5.20,9.79,0.18
2001-08-17,X6.21,NA,NA
2001-08-17,X6.22,NA,NA
2001-08-17,X2.23,NA,NA
2001-08-17,X2.24,NA,NA
2001-08-17,X4.25,8.08,0.15
2001-08-17,X4.26,9.66,0.18
2001-08-17,X1.27,11.9,0.22
2001-08-17,X1.28,10.18,0.19
2001-08-17,X3.29,15.3,0.28
2001-08-17,X3.30,10.86,0.2
2001-08-31,B3.1,NA,NA
2001-08-31,B3.2,NA,NA
2001-08-31,B4.3,NA,NA
2001-08-31,B4.4,NA,NA
2001-08-31,C3.5,NA,NA
2001-08-31,C3.6,NA,NA
2001-08-31,D5.7,NA,NA
2001-08-31,D5.8,NA,NA
2001-08-31,E3.9,NA,NA
2001-08-31,E3.10,NA,NA
2001-08-31,G5.11,NA,NA
2001-08-31,G5.12,NA,NA
2001-08-31,A4.13,NA,NA
2001-08-31,A4.14,NA,NA
2001-08-31,A5.15,3.79,0.05
2001-08-31,A5.16,4.31,0.06
2001-08-31,B5.17,3.78,0.05
2001-08-31,B5.18,3.38,0.04
2001-08-31,X5.19,5.34,0.09
2001-08-31,X5.20,7.2,0.13
2001-08-31,X6.21,NA,NA
2001-08-31,X6.22,3.21,0.04
2001-08-31,X2.23,3.9,0.05
2001-08-31,X2.24,3.39,0.04
2001-08-31,X4.25,5.26,0.09
2001-08-31,X4.26,5.13,0.08
2001-08-31,X1.27,6.87,0.12
2001-08-31,X1.28,5.91,0.1
2001-08-31,X3.29,11.66,0.22
2001-08-31,X3.30,6.72,0.12
2001-09-06,B3.1,NA,NA
2001-09-06,B3.2,NA,NA
2001-09-06,B4.3,NA,NA
2001-09-06,B4.4,NA,NA
2001-09-06,C3.5,NA,NA
2001-09-06,C3.6,NA,NA
2001-09-06,D5.7,NA,NA
2001-09-06,D5.8,NA,NA
2001-09-06,E3.9,NA,NA
2001-09-06,E3.10,NA,NA
2001-09-06,G5.11,NA,NA
2001-09-06,G5.12,NA,NA
2001-09-06,A4.13,NA,NA
2001-09-06,A4.14,NA,NA
2001-09-06,A5.15,4.66,0.07
2001-09-06,A5.16,4.42,0.07
2001-09-06,B5.17,3.82,0.05
2001-09-06,B5.18,4.19,0.06
2001-09-06,X5.19,5.71,0.1
2001-09-06,X5.20,7.58,0.14
2001-09-06,X6.21,NA,NA
2001-09-06,X6.22,3.2,0.04
2001-09-06,X2.23,4.19,0.06
2001-09-06,X2.24,3.61,0.05
2001-09-06,X4.25,5.16,0.08
2001-09-06,X4.26,5.65,0.1
2001-09-06,X1.27,7.15,0.13
2001-09-06,X1.28,5.02,0.08
2001-09-06,X3.29,10.64,0.2
2001-09-06,X3.30,6.52,0.12
2001-09-27,B3.1,NA,NA
2001-09-27,B3.2,NA,NA
2001-09-27,B4.3,NA,NA
2001-09-27,B4.4,NA,NA
2001-09-27,C3.5,NA,NA
2001-09-27,C3.6,NA,NA
2001-09-27,D5.7,NA,NA
2001-09-27,D5.8,NA,NA
2001-09-27,E3.9,NA,NA
2001-09-27,E3.10,NA,NA
2001-09-27,G5.11,NA,NA
2001-09-27,G5.12,NA,NA
2001-09-27,A4.13,NA,NA
2001-09-27,A4.14,NA,NA
2001-09-27,A5.15,10.06,0.19
2001-09-27,A5.16,9.62,0.18
2001-09-27,B5.17,7.23,0.13
2001-09-27,B5.18,8.71,0.16
2001-09-27,X5.19,12.13,0.23
2001-09-27,X5.20,11.36,0.21
2001-09-27,X6.21,NA,NA
2001-09-27,X6.22,7.68,0.14
2001-09-27,X2.23,NA,NA
2001-09-27,X2.24,NA,NA
2001-09-27,X4.25,NA,NA
2001-09-27,X4.26,NA,NA
2001-09-27,X1.27,12.59,0.24
2001-09-27,X1.28,NA,NA
2001-09-27,X3.29,15.79,0.29
2001-09-27,X3.30,10.01,0.19
2001-11-12,B3.1,NA,NA
2001-11-12,B3.2,NA,NA
2001-11-12,B4.3,NA,NA
2001-11-12,B4.4,NA,NA
2001-11-12,C3.5,NA,NA
2001-11-12,C3.6,NA,NA
2001-11-12,D5.7,NA,NA
2001-11-12,D5.8,NA,NA
2001-11-12,E3.9,NA,NA
2001-11-12,E3.10,NA,NA
2001-11-12,G5.11,NA,NA
2001-11-12,G5.12,NA,NA
2001-11-12,A4.13,10.31,0.19
2001-11-12,A4.14,9.87,0.19
2001-11-12,A5.15,9.89,0.19
2001-11-12,A5.16,8.65,0.16
2001-11-12,B5.17,6.62,0.12
2001-11-12,B5.18,7.11,0.13
2001-11-12,X5.19,NA,NA
2001-11-12,X5.20,NA,NA
2001-11-12,X6.21,NA,NA
2001-11-12,X6.22,NA,NA
2001-11-12,X2.23,NA,NA
2001-11-12,X2.24,NA,NA
2001-11-12,X4.25,NA,NA
2001-11-12,X4.26,NA,NA
2001-11-12,X1.27,NA,NA
2001-11-12,X1.28,NA,NA
2001-11-12,X3.29,NA,NA
2001-11-12,X3.30,NA,NA
2002-04-11,B3.1,NA,NA
2002-04-11,B3.2,NA,NA
2002-04-11,B4.3,NA,NA
2002-04-11,B4.4,NA,NA
2002-04-11,C3.5,NA,NA
2002-04-11,C3.6,NA,NA
2002-04-11,D5.7,NA,NA
2002-04-11,D5.8,NA,NA
2002-04-11,E3.9,NA,NA
2002-04-11,E3.10,NA,NA
2002-04-11,G5.11,NA,NA
2002-04-11,G5.12,NA,NA
2002-04-11,A4.13,14.27,0.26
2002-04-11,A4.14,17.08,0.31
2002-04-11,A5.15,14.9,0.27
2002-04-11,A5.16,10.98,0.21
2002-04-11,B5.17,8.55,0.16
2002-04-11,B5.18,11.3,0.21
2002-04-11,X5.19,NA,NA
2002-04-11,X5.20,NA,NA
2002-04-11,X6.21,NA,NA
2002-04-11,X6.22,NA,NA
2002-04-11,X2.23,NA,NA
2002-04-11,X2.24,NA,NA
2002-04-11,X4.25,NA,NA
2002-04-11,X4.26,NA,NA
2002-04-11,X1.27,NA,NA
2002-04-11,X1.28,NA,NA
2002-04-11,X3.29,NA,NA
2002-04-11,X3.30,NA,NA
2002-05-16,B3.1,28.34,0.43
2002-05-16,B3.2,46.51,0.55
2002-05-16,B4.3,25.67,0.41
2002-05-16,B4.4,12.93,0.24
2002-05-16,C3.5,25.88,0.41
2002-05-16,C3.6,25.18,0.4
2002-05-16,D5.7,14.34,0.27
2002-05-16,D5.8,15.47,0.28
2002-05-16,E3.9,NA,NA
2002-05-16,E3.10,NA,NA
2002-05-16,G5.11,NA,NA
2002-05-16,G5.12,NA,NA
2002-05-16,A4.13,NA,NA
2002-05-16,A4.14,NA,NA
2002-05-16,A5.15,NA,NA
2002-05-16,A5.16,NA,NA
2002-05-16,B5.17,NA,NA
2002-05-16,B5.18,NA,NA
2002-05-16,X5.19,NA,NA
2002-05-16,X5.20,NA,NA
2002-05-16,X6.21,NA,NA
2002-05-16,X6.22,NA,NA
2002-05-16,X2.23,NA,NA
2002-05-16,X2.24,NA,NA
2002-05-16,X4.25,NA,NA
2002-05-16,X4.26,NA,NA
2002-05-16,X1.27,NA,NA
2002-05-16,X1.28,NA,NA
2002-05-16,X3.29,NA,NA
2002-05-16,X3.30,NA,NA
2002-05-17,B3.1,NA,NA
2002-05-17,B3.2,NA,NA
2002-05-17,B4.3,NA,NA
2002-05-17,B4.4,NA,NA
2002-05-17,C3.5,NA,NA
2002-05-17,C3.6,NA,NA
2002-05-17,D5.7,NA,NA
2002-05-17,D5.8,NA,NA
2002-05-17,E3.9,14.66,0.27
2002-05-17,E3.10,17.08,0.31
2002-05-17,G5.11,NA,NA
2002-05-17,G5.12,NA,NA
2002-05-17,A4.13,12.8,0.24
2002-05-17,A4.14,17.07,0.31
2002-05-17,A5.15,12.6,0.24
2002-05-17,A5.16,8.18,0.15
2002-05-17,B5.17,5.48,0.09
2002-05-17,B5.18,10.17,0.19
2002-05-17,X5.19,NA,NA
2002-05-17,X5.20,NA,NA
2002-05-17,X6.21,NA,NA
2002-05-17,X6.22,NA,NA
2002-05-17,X2.23,NA,NA
2002-05-17,X2.24,NA,NA
2002-05-17,X4.25,NA,NA
2002-05-17,X4.26,NA,NA
2002-05-17,X1.27,NA,NA
2002-05-17,X1.28,NA,NA
2002-05-17,X3.29,NA,NA
2002-05-17,X3.30,NA,NA
2002-06-08,B3.1,31.3,0.45
2002-06-08,B3.2,49.75,0.57
2002-06-08,B4.3,NA,NA
2002-06-08,B4.4,NA,NA
2002-06-08,C3.5,NA,NA
2002-06-08,C3.6,NA,NA
2002-06-08,D5.7,15.86,0.29
2002-06-08,D5.8,18.03,0.32
2002-06-08,E3.9,NA,NA
2002-06-08,E3.10,NA,NA
2002-06-08,G5.11,NA,NA
2002-06-08,G5.12,NA,NA
2002-06-08,A4.13,NA,NA
2002-06-08,A4.14,NA,NA
2002-06-08,A5.15,NA,NA
2002-06-08,A5.16,NA,NA
2002-06-08,B5.17,NA,NA
2002-06-08,B5.18,NA,NA
2002-06-08,X5.19,NA,NA
2002-06-08,X5.20,NA,NA
2002-06-08,X6.21,NA,NA
2002-06-08,X6.22,NA,NA
2002-06-08,X2.23,NA,NA
2002-06-08,X2.24,NA,NA
2002-06-08,X4.25,NA,NA
2002-06-08,X4.26,NA,NA
2002-06-08,X1.27,NA,NA
2002-06-08,X1.28,NA,NA
2002-06-08,X3.29,NA,NA
2002-06-08,X3.30,NA,NA
2002-06-10,B3.1,NA,NA
2002-06-10,B3.2,NA,NA
2002-06-10,B4.3,NA,NA
2002-06-10,B4.4,NA,NA
2002-06-10,C3.5,NA,NA
2002-06-10,C3.6,NA,NA
2002-06-10,D5.7,NA,NA
2002-06-10,D5.8,NA,NA
2002-06-10,E3.9,NA,NA
2002-06-10,E3.10,NA,NA
2002-06-10,G5.11,NA,NA
2002-06-10,G5.12,NA,NA
2002-06-10,A4.13,15.24,0.28
2002-06-10,A4.14,19.79,0.34
2002-06-10,A5.15,15.91,0.29
2002-06-10,A5.16,NA,NA
2002-06-10,B5.17,8.87,0.17
2002-06-10,B5.18,11.93,0.22
2002-06-10,X5.19,NA,NA
2002-06-10,X5.20,NA,NA
2002-06-10,X6.21,NA,NA
2002-06-10,X6.22,NA,NA
2002-06-10,X2.23,NA,NA
2002-06-10,X2.24,NA,NA
2002-06-10,X4.25,NA,NA
2002-06-10,X4.26,NA,NA
2002-06-10,X1.27,NA,NA
2002-06-10,X1.28,NA,NA
2002-06-10,X3.29,NA,NA
2002-06-10,X3.30,NA,NA
2002-06-24,B3.1,NA,NA
2002-06-24,B3.2,NA,NA
2002-06-24,B4.3,NA,NA
2002-06-24,B4.4,NA,NA
2002-06-24,C3.5,NA,NA
2002-06-24,C3.6,NA,NA
2002-06-24,D5.7,NA,NA
2002-06-24,D5.8,NA,NA
2002-06-24,E3.9,NA,NA
2002-06-24,E3.10,NA,NA
2002-06-24,G5.11,NA,NA
2002-06-24,G5.12,NA,NA
2002-06-24,A4.13,12.35,0.23
2002-06-24,A4.14,NA,NA
