plot,year,species,clump,origin,browse,stem,height,stem.id,dbh,comments
83,1996,LO,17,SP,0,5,3,NA,NA,NA
83,1996,LO,17,SP,0,1,4,NA,NA,NA
83,1996,FRAM,18,SP,0,2,5,NA,NA,NA
84,1996,FRAM,1,SE,0,1,5,NA,NA,NA
84,1996,CESC,2,SE,0,1,5,NA,NA,NA
84,1996,CESC,3,SE,0,1,5,NA,NA,NA
84,1996,CESC,4,SE,0,1,1,NA,NA,NA
84,1996,CESC,5,SE,0,1,1,NA,NA,NA
84,1996,CESC,6,SE,0,1,1,NA,NA,NA
84,1996,CESC,7,SE,0,1,1,NA,NA,NA
84,1996,ACRU,8,SP,0,1,3,NA,NA,NA
84,1996,ACRU,8,SP,0,3,5,NA,NA,NA
84,1996,CESC,9,SE,0,1,1,NA,NA,NA
84,1996,CESC,10,SE,0,1,4,NA,NA,NA
84,1996,CESC,11,SE,0,1,1,NA,NA,NA
84,1996,CESC,12,SE,0,1,1,NA,NA,NA
84,1996,CESC,13,SE,0,1,1,NA,NA,NA
84,1996,CESC,14,SE,0,1,1,NA,NA,NA
84,1996,FRAM,15,SE,0,1,2,NA,NA,NA
84,1996,CESC,16,SE,0,1,5,NA,NA,NA
84,1996,FRAM,17,SP,0,1,5,NA,NA,NA
85,1996,CESC,1,SE,0,1,5,NA,NA,NA
85,1996,CESC,2,SE,0,1,1,NA,NA,NA
85,1996,VI,3,SE,0,1,1,NA,NA,NA
85,1996,ACSA,4,SP,0,1,2,NA,NA,NA
85,1996,ACSA,4,SP,0,2,4,NA,NA,NA
85,1996,ACSA,4,SP,0,4,5,NA,NA,NA
85,1996,ACSA,4,SP,0,2,7,NA,NA,NA
85,1996,ACRU,5,SP,0,1,3,NA,NA,NA
85,1996,ACRU,5,SP,0,1,4,NA,NA,NA
85,1996,CESC,6,SE,0,1,3,NA,NA,NA
85,1996,CESC,7,SE,0,1,1,NA,NA,NA
85,1996,CESC,8,SE,0,1,1,NA,NA,NA
85,1996,ACRU,9,SP,0,1,5,NA,NA,NA
85,1996,ACRU,9,SP,0,1,6,NA,NA,NA
85,1996,LO,10,SP,0,2,3,NA,NA,NA
85,1996,LO,10,SP,0,2,4,NA,NA,NA
85,1996,ACRU,11,SE,0,1,4,NA,NA,NA
85,1996,CESC,12,SE,0,1,1,NA,NA,NA
91,1996,NEMU,1,SP,0,5,3,NA,NA,NA
91,1996,NEMU,1,SP,0,1,4,NA,NA,NA
91,1996,FRAM,2,SE,0,1,3,NA,NA,NA
91,1996,FRAM,3,SE,0,1,1,NA,NA,NA
91,1996,NEMU,4,SP,0,1,2,NA,NA,NA
91,1996,NEMU,4,SP,0,3,3,NA,NA,NA
92,1996,QURU,1,SE,0,1,1,NA,NA,NA
92,1996,NEMU,2,SP,1,1,1,NA,NA,NA
92,1996,NEMU,2,SP,1,9,2,NA,NA,NA
92,1996,NEMU,2,SP,1,1,3,NA,NA,NA
92,1996,NEMU,3,SP,1,7,2,NA,NA,NA
92,1996,NEMU,3,SP,1,5,3,NA,NA,NA
92,1996,FRAM,4,SP,0,1,4,NA,NA,NA
92,1996,FRAM,4,SP,0,1,5,NA,NA,NA
92,1996,FRAM,5,SE,0,1,1,NA,NA,NA
92,1996,FRAM,6,SE,0,1,3,NA,NA,NA
92,1996,FRAM,7,SP,0,1,5,NA,NA,NA
92,1996,FRAM,8,SP,0,1,3,NA,NA,NA
92,1996,FRAM,9,SP,0,9,1,NA,NA,NA
93,1996,ILVE,1,SP,0,1,2,NA,NA,NA
93,1996,ILVE,1,SP,0,5,3,NA,NA,NA
93,1996,FRAM,2,SE,0,1,2,NA,NA,NA
93,1996,ILVE,3,SP,0,1,3,NA,NA,NA
93,1996,ILVE,3,SP,0,1,4,NA,NA,NA
93,1996,CESC,4,SE,0,1,1,NA,NA,NA
93,1996,CESC,5,SE,0,1,4,NA,NA,NA
93,1996,CESC,6,SE,0,1,4,NA,NA,NA
93,1996,CESC,7,SE,0,1,4,NA,NA,NA
93,1996,PRSE,8,SP,0,1,5,NA,NA,NA
93,1996,QURU,9,SE,0,1,1,NA,NA,NA
93,1996,FRAM,10,SE,0,1,2,NA,NA,NA
93,1996,CESC,11,SE,0,1,1,NA,NA,NA
93,1996,CESC,12,SP,0,1,2,NA,NA,NA
93,1996,CESC,12,SP,0,1,3,NA,NA,NA
93,1996,CESC,13,SE,0,1,1,NA,NA,NA
93,1996,PRSE,14,SP,0,2,2,NA,NA,NA
94,1996,FRAM,1,SP,0,1,5,NA,NA,NA
94,1996,FRAM,1,SP,0,1,6,NA,NA,NA
94,1996,FRAM,2,SP,0,2,5,NA,NA,NA
94,1996,CESC,3,SE,0,1,2,NA,NA,NA
94,1996,FRAM,4,SE,0,1,2,NA,NA,NA
94,1996,FRAM,5,SP,0,2,5,NA,NA,NA
94,1996,ACRU,6,SP,0,1,3,NA,NA,NA
94,1996,ACRU,6,SP,0,1,5,NA,NA,NA
94,1996,CESC,7,SE,0,1,1,NA,NA,NA
94,1996,FRAM,8,SE,0,1,1,NA,NA,NA
94,1996,CESC,9,SP,0,3,1,NA,NA,NA
94,1996,CESC,9,SP,0,1,2,NA,NA,NA
94,1996,FRAM,10,SE,0,1,3,NA,NA,NA
94,1996,CESC,11,SP,0,2,1,NA,NA,NA
94,1996,CESC,12,SP,0,2,1,NA,NA,NA
95,1996,ACRU,1,SP,0,1,3,NA,NA,NA
95,1996,PRSE,2,SP,0,1,5,NA,NA,NA
95,1996,CESC,3,SP,0,2,1,NA,NA,NA
95,1996,CESC,4,SE,0,1,3,NA,NA,NA
95,1996,PRSE,5,SP,0,1,4,NA,NA,NA
95,1996,PRSE,5,SP,0,1,5,NA,NA,NA
95,1996,PRSE,6,SP,0,1,6,NA,NA,NA
95,1996,QURU,7,SE,0,1,1,NA,NA,NA
95,1996,CESC,8,SP,0,2,1,NA,NA,NA
95,1996,CESC,9,SE,0,1,1,NA,NA,NA
95,1996,CESC,10,SE,0,1,1,NA,NA,NA
95,1996,CESC,11,SE,0,1,2,NA,NA,NA
101,1996,PRSE,1,SP,0,1,4,NA,NA,NA
101,1996,PRSE,1,SP,0,3,5,NA,NA,NA
101,1996,ACRU,2,SE,0,1,4,NA,NA,NA
101,1996,FRAM,3,SP,0,2,5,NA,NA,NA
101,1996,QURU,4,SE,0,1,1,NA,NA,NA
101,1996,FRAM,5,SE,0,1,4,NA,NA,NA
102,1996,FRAM,1,SP,0,1,3,NA,NA,NA
102,1996,FRAM,1,SP,0,1,5,NA,NA,NA
102,1996,ACRU,2,SE,0,1,1,NA,NA,NA
102,1996,ACRU,3,SE,0,1,5,NA,NA,NA
102,1996,FRAM,4,SE,0,1,1,NA,NA,NA
102,1996,CESC,5,SE,0,1,1,NA,NA,NA
102,1996,QURU,6,SP,0,1,5,NA,NA,NA
102,1996,FRAM,7,SE,0,1,1,NA,NA,NA
102,1996,FRAM,8,SP,0,2,5,NA,NA,NA
102,1996,FRAM,8,SP,0,2,6,NA,NA,NA
102,1996,ACRU,9,SE,0,1,4,NA,NA,NA
102,1996,CESC,10,SP,0,2,2,NA,NA,NA
102,1996,CESC,10,SP,0,1,3,NA,NA,NA
103,1996,LO,1,SP,0,1,3,NA,NA,NA
103,1996,LO,1,SP,0,3,4,NA,NA,NA
103,1996,PRSE,2,SP,0,2,4,NA,NA,NA
103,1996,PRSE,2,SP,0,1,5,NA,NA,NA
103,1996,PRSE,2,SP,0,1,6,NA,NA,NA
103,1996,LO,3,SP,0,1,3,NA,NA,NA
103,1996,LO,3,SP,0,1,4,NA,NA,NA
104,1996,ACRU,1,SP,0,1,5,NA,NA,NA
104,1996,ACRU,2,SP,0,1,5,NA,NA,NA
104,1996,ACRU,3,SE,0,1,2,NA,NA,NA
104,1996,CESC,4,SE,0,1,1,NA,NA,NA
104,1996,FRAM,5,SP,0,1,5,NA,NA,NA
104,1996,FRAM,5,SP,0,2,6,NA,NA,NA
104,1996,FRAM,6,SP,0,1,3,NA,NA,NA
104,1996,FRAM,6,SP,0,1,5,NA,NA,NA
104,1996,FRAM,7,SE,0,1,3,NA,NA,NA
104,1996,FRAM,8,SP,0,1,5,NA,NA,NA
104,1996,LO,9,SP,0,3,2,NA,NA,NA
104,1996,LO,9,SP,0,1,3,NA,NA,NA
104,1996,FRAM,10,SE,0,1,1,NA,NA,NA
104,1996,FRAM,11,SP,0,1,5,NA,NA,NA
104,1996,FRAM,12,SP,0,1,5,NA,NA,NA
104,1996,FRAM,13,SP,0,1,5,NA,NA,NA
104,1996,FRAM,14,SE,0,1,1,NA,NA,NA
104,1996,CESC,15,SE,0,1,1,NA,NA,NA
104,1996,CESC,16,SE,0,1,1,NA,NA,NA
105,1996,PIST,1,SE,0,1,3,NA,NA,NA
105,1996,FRAM,2,SE,0,1,3,NA,NA,NA
105,1996,ACRU,3,SP,0,2,4,NA,NA,NA
105,1996,FRAM,4,SP,0,1,5,NA,NA,NA
105,1996,ACRU,5,SP,0,2,5,NA,NA,NA
105,1996,FRAM,6,SP,0,1,4,NA,NA,NA
105,1996,ACRU,7,SE,0,1,3,NA,NA,NA
105,1996,ILVE,8,SP,0,1,3,NA,NA,NA
105,1996,ILVE,8,SP,0,5,4,NA,NA,NA
105,1996,ACRU,9,SE,0,1,2,NA,NA,NA
105,1996,ACRU,10,SP,0,1,1,NA,NA,NA
105,1996,ACRU,11,SP,0,2,5,NA,NA,NA
11,1997,VI,1,SE,0,1,1,NA,NA,NA
11,1997,FRAM,2,SP,0,1,5,NA,NA,NA
11,1997,LO,3,SP,0,1,2,NA,NA,NA
11,1997,LO,3,SP,0,4,3,NA,NA,NA
11,1997,LO,3,SP,0,3,4,NA,NA,NA
12,1997,QURU,1,SP,0,1,2,NA,NA,NA
12,1997,LO,2,SP,0,1,2,NA,NA,NA
12,1997,LO,2,SP,0,6,3,NA,NA,NA
12,1997,LO,2,SP,0,6,4,NA,NA,NA
12,1997,PRSE,3,SE,0,1,2,NA,NA,NA
13,1997,VI,1,SP,0,1,5,NA,NA,NA
13,1997,LO,2,SP,0,1,3,NA,NA,NA
13,1997,LO,2,SP,0,3,4,NA,NA,NA
13,1997,LO,3,SP,0,1,4,NA,NA,NA
13,1997,LO,4,SP,0,2,3,NA,NA,NA
13,1997,LO,4,SP,0,1,4,NA,NA,NA
13,1997,LO,5,SP,0,1,3,NA,NA,NA
13,1997,LO,5,SP,0,1,4,NA,NA,NA
13,1997,LO,6,SP,0,1,3,NA,NA,NA
13,1997,LO,6,SP,0,1,4,NA,NA,NA
14,1997,VI,1,SP,0,3,5,NA,NA,NA
14,1997,FRAM,2,SP,0,1,5,NA,NA,NA
14,1997,ACSA,3,SP,0,1,3,NA,NA,NA
14,1997,ACSA,3,SP,0,2,6,NA,NA,NA
14,1997,ACSA,4,SP,0,1,5,NA,NA,NA
14,1997,QURU,5,SE,0,1,2,NA,NA,NA
14,1997,ACSA,6,SP,0,1,2,NA,NA,NA
14,1997,ACSA,6,SP,0,1,3,NA,NA,NA
14,1997,ACSA,6,SP,0,1,4,NA,NA,NA
14,1997,ACSA,6,SP,0,3,6,NA,NA,NA
14,1997,ACSA,6,SP,0,1,7,14-01,3.65,NA
14,1997,ACSA,6,SP,0,1,7,14-03,5,NA
15,1997,ILVE,1,SP,0,2,2,NA,NA,NA
15,1997,ILVE,2,SP,0,3,1,NA,NA,NA
15,1997,ACRU,3,SE,0,1,4,NA,NA,NA
15,1997,FRAM,4,SP,0,1,5,NA,NA,NA
15,1997,FRAM,5,SE,0,1,1,NA,NA,NA
15,1997,FRAM,6,SE,0,1,1,NA,NA,NA
15,1997,LO,7,SP,0,4,3,NA,NA,NA
15,1997,LO,7,SP,0,5,4,NA,NA,NA
15,1997,LO,8,SP,0,3,3,NA,NA,NA
15,1997,LO,8,SP,0,4,4,NA,NA,NA
21,1997,VICA,1,SP,0,2,2,NA,NA,NA
21,1997,VICA,1,SP,0,2,4,NA,NA,NA
21,1997,VICA,2,SP,0,1,3,NA,NA,NA
21,1997,VICA,2,SP,0,4,4,NA,NA,NA
21,1997,FRAM,3,SP,0,1,4,NA,NA,NA
21,1997,FRAM,3,SP,0,1,5,NA,NA,NA
21,1997,FRAM,4,SE,0,1,4,NA,NA,NA
21,1997,ACRU,5,SP,0,1,5,NA,NA,NA
22,1997,VI,1,SE,0,1,1,NA,NA,NA
22,1997,NEMU,2,SP,0,2,2,NA,NA,NA
22,1997,QURU,3,SP,1,1,2,NA,NA,NA
22,1997,FRAM,4,SP,2,1,3,NA,NA,NA
22,1997,ACRU,5,SP,1,1,2,NA,NA,NA
22,1997,FRAM,6,SP,2,1,2,NA,NA,NA
23,1997,ACRU,1,SP,0,2,4,NA,NA,NA
23,1997,ACRU,1,SP,0,1,5,NA,NA,NA
23,1997,QURU,2,SE,0,1,1,NA,NA,NA
23,1997,QURU,3,SE,0,1,1,NA,NA,NA
24,1997,ACRU,1,SE,0,1,1,NA,NA,NA
24,1997,AM,2,SP,2,1,3,NA,NA,NA
24,1997,AM,2,SP,2,1,4,NA,NA,NA
25,1997,ACRU,1,SP,0,1,2,NA,NA,NA
25,1997,QURU,2,SE,0,1,1,NA,NA,NA
25,1997,ACRU,3,SP,0,1,4,NA,NA,NA
25,1997,ACRU,3,SP,0,2,5,NA,NA,NA
25,1997,ACRU,3,SP,0,1,7,25-01,6.9,NA
25,1997,ACRU,4,SP,0,1,3,NA,NA,NA
25,1997,ACRU,4,SP,0,1,5,NA,NA,NA
31,1997,FAGR,1,SP,0,1,2,NA,NA,NA
31,1997,FRAM,2,SE,0,1,2,NA,NA,NA
31,1997,FRAM,3,SP,0,1,3,NA,NA,NA
31,1997,LO,4,SP,0,3,2,NA,NA,NA
31,1997,LO,4,SP,0,1,3,NA,NA,NA
31,1997,LO,4,SP,0,2,4,NA,NA,NA
32,1997,FRAM,1,SP,0,1,4,NA,NA,NA
32,1997,FRAM,1,SP,0,1,5,NA,NA,NA
32,1997,ACSA,2,SP,0,3,2,NA,NA,NA
32,1997,ACSA,2,SP,0,5,3,NA,NA,NA
32,1997,ACSA,2,SP,0,3,4,NA,NA,NA
32,1997,ACSA,2,SP,0,1,5,NA,NA,NA
32,1997,FRAM,3,SP,0,1,6,NA,NA,NA
32,1997,ACSA,4,SP,0,1,4,NA,NA,NA
32,1997,ACSA,4,SP,0,1,5,NA,NA,NA
32,1997,ACSA,5,SP,0,2,4,NA,NA,NA
32,1997,ACSA,5,SP,0,1,5,NA,NA,NA
32,1997,ACSA,5,SP,0,1,6,NA,NA,NA
32,1997,ACSA,5,SP,0,1,7,32-01,NA,NA
32,1997,ACSA,5,SP,0,1,7,32-02,NA,NA
32,1997,QURU,6,SE,0,1,1,NA,NA,NA
33,1997,PRSE,1,SP,0,2,6,NA,NA,NA
33,1997,ACRU,2,SE,0,1,1,NA,NA,NA
33,1997,ILVE,3,SP,0,2,1,NA,NA,NA
33,1997,ILVE,3,SP,0,2,3,NA,NA,NA
33,1997,ILVE,3,SP,0,3,4,NA,NA,NA
33,1997,FRAM,4,SE,0,1,1,NA,NA,NA
33,1997,ACRU,5,SP,0,1,3,NA,NA,NA
34,1997,PRSE,1,SP,0,2,6,NA,NA,NA
34,1997,FRAM,2,SP,1,1,2,NA,NA,NA
34,1997,FRAM,3,SE,0,1,5,NA,NA,NA
35,1997,QURU,1,SP,0,1,2,NA,NA,NA
35,1997,FRAM,2,SP,0,1,3,NA,NA,NA
41,1997,LO,1,SP,0,1,2,NA,NA,NA
41,1997,LO,1,SP,0,4,3,NA,NA,NA
41,1997,LO,1,SP,0,2,4,NA,NA,NA
41,1997,LO,1,SP,0,1,5,NA,NA,NA
41,1997,CESC,2,SE,0,1,1,NA,NA,NA
41,1997,ACRU,3,SP,0,1,5,NA,NA,NA
41,1997,ACRU,3,SP,0,3,6,NA,NA,NA
41,1997,CESC,4,SE,0,1,1,NA,NA,NA
41,1997,CESC,5,SE,0,1,1,NA,NA,NA
41,1997,CESC,6,SE,0,1,1,NA,NA,NA
41,1997,ILVE,7,SP,0,1,3,NA,NA,NA
41,1997,ILVE,8,SP,0,3,2,NA,NA,NA
42,1997,FRAM,1,SP,0,1,4,NA,NA,NA
42,1997,FRAM,1,SP,0,1,5,NA,NA,NA
42,1997,FRAM,1,SP,0,2,6,NA,NA,NA
42,1997,LO,2,SP,0,1,1,NA,NA,NA
42,1997,LO,2,SP,0,1,2,NA,NA,NA
42,1997,LO,2,SP,0,1,3,NA,NA,NA
42,1997,LO,3,SP,0,2,3,NA,NA,NA
42,1997,LO,3,SP,0,1,4,NA,NA,NA
42,1997,LO,4,SP,0,2,1,NA,NA,NA
42,1997,LO,5,SP,0,2,1,NA,NA,NA
42,1997,LO,5,SP,0,1,3,NA,NA,NA
42,1997,LO,6,SP,0,4,2,NA,NA,NA
42,1997,LO,6,SP,0,2,3,NA,NA,NA
42,1997,ACRU,7,SP,0,1,3,NA,NA,NA
42,1997,LO,8,SP,0,3,2,NA,NA,NA
42,1997,LO,9,SP,0,1,2,NA,NA,NA
42,1997,LO,9,SP,0,2,3,NA,NA,NA
42,1997,LO,10,SP,0,1,1,NA,NA,NA
42,1997,LO,10,SP,0,1,2,NA,NA,NA
42,1997,LO,10,SP,0,8,3,NA,NA,NA
42,1997,LO,10,SP,0,2,4,NA,NA,NA
43,1997,ACRU,1,SP,0,1,4,NA,NA,NA
43,1997,LO,2,SP,0,3,3,NA,NA,NA
43,1997,LO,2,SP,0,2,4,NA,NA,NA
43,1997,FRAM,3,SP,0,1,5,NA,NA,NA
43,1997,NEMU,4,SP,0,1,2,NA,NA,NA
43,1997,NEMU,4,SP,0,1,3,NA,NA,NA
43,1997,NEMU,4,SP,0,2,4,NA,NA,NA
44,1997,ACRU,1,SP,0,1,4,NA,NA,NA
44,1997,ACRU,1,SP,0,1,5,NA,NA,NA
44,1997,FRAM,2,SE,0,1,2,NA,NA,NA
44,1997,ACRU,3,SE,0,1,2,NA,NA,NA
44,1997,ACRU,4,SE,0,1,2,NA,NA,NA
44,1997,QURU,5,SE,0,1,1,NA,NA,NA
44,1997,NEMU,6,SP,0,7,3,NA,NA,NA
44,1997,ACRU,7,SP,0,1,5,NA,NA,NA
45,1997,ACRU,1,SP,0,2,3,NA,NA,NA
45,1997,ACRU,2,SP,0,1,4,NA,NA,NA
45,1997,ACRU,2,SP,0,4,6,NA,NA,NA
45,1997,ACRU,3,SP,0,1,6,NA,NA,NA
45,1997,ACRU,3,SP,0,1,7,45-01,NA,NA
45,1997,PRSE,4,SP,0,1,3,NA,NA,NA
45,1997,QURU,5,SE,0,1,1,NA,NA,NA
51,1997,FRAM,1,SP,0,1,6,NA,NA,NA
51,1997,ACRU,2,SP,0,2,4,NA,NA,NA
51,1997,ACRU,2,SP,0,1,5,NA,NA,NA
51,1997,ACRU,2,SP,0,2,6,NA,NA,NA
51,1997,NEMU,3,SP,0,1,1,NA,NA,NA
51,1997,ACSA,4,SP,0,1,2,NA,NA,NA
51,1997,ACSA,4,SP,0,2,3,NA,NA,NA
51,1997,ACSA,4,SP,0,2,4,NA,NA,NA
51,1997,ACSA,4,SP,0,4,5,NA,NA,NA
51,1997,ACSA,4,SP,0,7,6,NA,NA,NA
51,1997,CESC,5,SP,0,2,1,NA,NA,NA
51,1997,FRAM,6,SP,0,1,4,NA,NA,NA
51,1997,NEMU,7,SP,0,1,2,NA,NA,NA
51,1997,NEMU,8,SP,0,1,3,NA,NA,NA
51,1997,CESC,9,SE,0,1,1,NA,NA,NA
51,1997,CESC,10,SE,0,1,1,NA,NA,NA
51,1997,CESC,11,SP,0,2,1,NA,NA,NA
51,1997,FRAM,12,SE,0,1,1,NA,NA,NA
51,1997,FRAM,13,SE,0,1,1,NA,NA,NA
51,1997,PRSE,14,SE,0,1,1,NA,NA,NA
51,1997,CESC,15,SE,0,1,1,NA,NA,NA
51,1997,NEMU,16,SP,0,1,4,NA,NA,NA
52,1997,PRSE,1,SP,0,1,5,NA,NA,NA
52,1997,PRSE,1,SP,0,1,6,NA,NA,NA
52,1997,LO,2,SP,0,2,3,NA,NA,NA
52,1997,LO,2,SP,0,1,4,NA,NA,NA
52,1997,ILVE,3,SP,0,1,2,NA,NA,NA
52,1997,ILVE,3,SP,0,1,4,NA,NA,NA
52,1997,ACRU,4,SP,0,1,4,NA,NA,NA
52,1997,ACRU,4,SP,0,1,5,NA,NA,NA
52,1997,FRAM,5,SE,0,1,1,NA,NA,NA
52,1997,ACRU,6,SP,0,1,4,NA,NA,NA
52,1997,ACRU,7,SP,0,1,3,NA,NA,NA
52,1997,ACRU,7,SP,0,2,5,NA,NA,NA
52,1997,FRAM,8,SP,0,1,5,NA,NA,NA
52,1997,NEMU,9,SP,0,1,2,NA,NA,NA
52,1997,NEMU,9,SP,0,4,3,NA,NA,NA
52,1997,NEMU,9,SP,0,3,4,NA,NA,NA
52,1997,FRAM,10,SP,0,2,5,NA,NA,NA
52,1997,FRAM,11,SP,0,1,5,NA,NA,NA
52,1997,FRAM,12,SP,0,1,6,NA,NA,NA
53,1997,FRAM,1,SP,0,1,5,NA,NA,NA
53,1997,NEMU,2,SP,0,2,1,NA,NA,NA
53,1997,NEMU,2,SP,0,3,2,NA,NA,NA
53,1997,NEMU,3,SE,0,1,1,NA,NA,NA
53,1997,FRAM,4,SP,0,1,3,NA,NA,NA
53,1997,QURU,5,SE,0,1,1,NA,NA,NA
53,1997,ACRU,6,SP,0,1,5,NA,NA,NA
54,1997,LO,1,SP,0,1,1,NA,NA,NA
54,1997,LO,1,SP,0,1,3,NA,NA,NA
54,1997,LO,1,SP,0,7,4,NA,NA,NA
54,1997,ILVE,2,SP,0,2,4,NA,NA,NA
54,1997,ILVE,3,SP,0,1,3,NA,NA,NA
54,1997,ILVE,4,SP,0,2,4,NA,NA,NA
54,1997,ILVE,5,SP,0,1,4,NA,NA,NA
54,1997,ILVE,6,SP,0,3,4,NA,NA,NA
54,1997,LO,7,SE,0,1,3,NA,NA,NA
54,1997,ILVE,8,SP,0,1,3,NA,NA,NA
54,1997,ILVE,8,SP,0,3,4,NA,NA,NA
54,1997,ILVE,9,SP,0,1,4,NA,NA,NA
54,1997,QURU,10,SE,0,1,1,NA,NA,NA
54,1997,QURU,11,SE,0,1,2,NA,NA,NA
54,1997,ILVE,12,SP,0,8,4,NA,NA,NA
54,1997,ACRU,13,SP,0,1,4,NA,NA,NA
54,1997,ACRU,13,SP,0,1,5,NA,NA,NA
54,1997,FRAM,14,SE,0,1,1,NA,NA,NA
55,1997,ACRU,1,SP,0,1,3,NA,NA,NA
55,1997,QURU,2,SE,0,1,1,NA,NA,NA
55,1997,LO,3,SP,0,2,3,NA,NA,NA
55,1997,LO,4,SP,0,2,3,NA,NA,NA
55,1997,LO,5,SP,0,1,3,NA,NA,NA
55,1997,LO,6,SP,0,1,2,NA,NA,NA
61,1997,BEPA,1,SP,0,1,7,61-03,5.1,NA
61,1997,BEPA,1,SP,0,1,7,61-02,5.8,NA
61,1997,BEPA,1,SP,0,1,7,61-01,6.1,NA
61,1997,FRAM,2,SE,0,1,4,NA,NA,NA
61,1997,QURU,3,SE,0,1,1,NA,NA,NA
61,1997,PRSE,4,SE,0,1,1,NA,NA,NA
61,1997,FRAM,5,SE,1,1,1,NA,NA,NA
61,1997,FRAM,6,SE,1,1,1,NA,NA,NA
61,1997,FRAM,7,SE,0,1,1,NA,NA,NA
61,1997,ACRU,8,SP,0,2,5,NA,NA,NA
61,1997,ILVE,9,SP,0,3,3,NA,NA,NA
61,1997,ILVE,9,SP,0,2,4,NA,NA,NA
61,1997,ILVE,10,SP,0,2,1,NA,NA,NA
61,1997,ACRU,11,SP,0,1,3,NA,NA,NA
61,1997,ACRU,11,SP,0,2,4,NA,NA,NA
61,1997,NEMU,12,SP,0,1,1,NA,NA,NA
61,1997,NEMU,12,SP,0,1,2,NA,NA,NA
61,1997,ACRU,13,SP,0,1,4,NA,NA,NA
61,1997,ACRU,13,SP,0,4,5,NA,NA,NA
61,1997,NEMU,14,SP,0,1,4,NA,NA,NA
61,1997,ACRU,15,SP,0,3,5,NA,NA,NA
61,1997,ACRU,16,SP,0,1,3,NA,NA,NA
61,1997,ACRU,16,SP,0,1,4,NA,NA,NA
62,1997,FRAM,1,SE,0,1,1,NA,NA,NA
62,1997,VICA,2,SP,0,2,3,NA,NA,NA
62,1997,VICA,3,SP,0,3,3,NA,NA,NA
62,1997,VICA,4,SP,0,3,3,NA,NA,NA
62,1997,VICA,4,SP,0,1,4,NA,NA,NA
62,1997,VICA,5,SP,0,1,2,NA,NA,NA
62,1997,VICA,5,SP,0,1,4,NA,NA,NA
62,1997,VICA,6,SP,0,1,2,NA,NA,NA
62,1997,VICA,7,SP,0,1,2,NA,NA,NA
62,1997,VICA,8,SP,0,1,2,NA,NA,NA
62,1997,VICA,8,SP,0,1,3,NA,NA,NA
62,1997,VICA,9,SP,0,1,3,NA,NA,NA
62,1997,VICA,10,SP,0,2,4,NA,NA,NA
62,1997,FRAM,11,SE,0,1,1,NA,NA,NA
62,1997,PRSE,12,SP,0,1,4,NA,NA,NA
62,1997,PRSE,12,SP,0,1,5,NA,NA,NA
63,1997,ILVE,1,SP,0,5,4,NA,NA,NA
63,1997,PRPE,2,SP,0,4,6,NA,NA,NA
63,1997,CESC,3,SP,0,1,5,NA,NA,NA
63,1997,ILVE,4,SP,0,1,2,NA,NA,NA
63,1997,ILVE,4,SP,0,1,4,NA,NA,NA
63,1997,VI,5,SP,0,1,5,NA,NA,NA
63,1997,ACSA,6,SE,0,1,1,NA,NA,NA
63,1997,ACSA,7,SP,0,2,5,NA,NA,NA
63,1997,ACSA,7,SP,0,1,6,NA,NA,NA
63,1997,CESC,8,SE,0,1,1,NA,NA,NA
63,1997,ACRU,9,SP,0,3,4,NA,NA,NA
63,1997,FRAM,10,SP,0,2,5,NA,NA,NA
63,1997,ILVE,11,SP,0,1,3,NA,NA,NA
63,1997,ILVE,11,SP,0,2,4,NA,NA,NA
63,1997,CESC,12,SE,0,1,1,NA,NA,NA
63,1997,CESC,13,SE,0,1,1,NA,NA,NA
63,1997,CESC,14,SE,0,1,1,NA,NA,NA
63,1997,CESC,15,SE,0,1,1,NA,NA,NA
64,1997,FRAM,1,SP,0,1,5,NA,NA,NA
64,1997,FRAM,1,SP,0,1,6,NA,NA,NA
64,1997,ACRU,2,SP,0,3,5,NA,NA,NA
64,1997,ACRU,2,SP,0,1,6,NA,NA,NA
64,1997,CESC,3,SE,0,1,1,NA,NA,NA
64,1997,CESC,4,SE,0,1,1,NA,NA,NA
64,1997,CESC,5,SP,0,3,1,NA,NA,NA
64,1997,CESC,5,SP,0,1,5,NA,NA,NA
64,1997,CESC,6,SP,0,2,1,NA,NA,NA
64,1997,CESC,7,SP,0,1,1,NA,NA,NA
64,1997,PRSE,8,SP,0,1,4,NA,NA,NA
64,1997,PRSE,8,SP,0,2,5,NA,NA,NA
64,1997,ACRU,9,SP,0,1,3,NA,NA,NA
64,1997,CESC,10,SP,0,3,1,NA,NA,NA
64,1997,CESC,11,SE,0,1,1,NA,NA,NA
64,1997,CESC,12,SE,0,1,1,NA,NA,NA
64,1997,CESC,13,SE,0,1,1,NA,NA,NA
64,1997,CESC,14,SE,0,1,1,NA,NA,NA
64,1997,CESC,15,SP,0,2,1,NA,NA,NA
64,1997,ACRU,16,SE,0,1,2,NA,NA,NA
64,1997,LO,17,SP,0,3,3,NA,NA,NA
65,1997,CESC,1,SE,0,1,1,NA,NA,NA
65,1997,CESC,2,SE,0,1,1,NA,NA,NA
65,1997,CESC,3,SP,0,2,1,NA,NA,NA
65,1997,CESC,4,SE,0,1,1,NA,NA,NA
65,1997,CESC,5,SE,0,1,1,NA,NA,NA
65,1997,FRAM,6,SE,0,1,1,NA,NA,NA
