Year,Day_of_year,u,u*,wdir,PAR,Tair,daily_min_Tair,Tsoil,VPD,Measured_CO2_flux,Estimated_CO2_flux,Eddy_covariance_data_(D)_or_estimate_(E)
,,m/s,m/s,degrees,µmol_m-2_s-1,oC,oC,oC,kPa,µmol_m-2_s-1,µmol_m-2_s-1,
2001,216.33,NA,NA,NA,81,18.82,18.16,17.39,NA,NA,-2.5,E
2001,216.35,NA,NA,NA,59,18.79,18.16,17.35,NA,NA,-1.15,E
2001,216.38,NA,NA,NA,111,18.99,18.16,17.32,NA,NA,-3.65,E
2001,216.4,NA,NA,NA,211,19.21,18.16,16.87,NA,NA,-6.37,E
2001,216.42,NA,NA,NA,281,19.81,18.16,16.43,NA,NA,-7.29,E
2001,216.44,NA,NA,NA,435,20.4,18.16,16.24,NA,NA,-9.38,E
2001,216.46,NA,NA,NA,723,21.02,18.16,16.06,NA,NA,-12.58,E
2001,216.48,NA,NA,NA,1132,22.34,18.16,15.85,NA,NA,-15.34,E
2001,216.5,NA,NA,NA,1473,22.93,18.16,15.65,NA,NA,-17.39,E
2001,216.52,NA,NA,NA,1739,23.32,18.16,15.89,NA,NA,-18.81,E
2001,216.54,NA,NA,NA,606,23.02,18.16,16.13,NA,NA,-7.89,E
2001,216.56,NA,NA,NA,624,24.2,18.16,16.51,NA,NA,-6.56,E
2001,216.58,NA,NA,NA,586,24.29,18.16,16.9,NA,NA,-5.76,E
2001,216.6,NA,NA,NA,588,24.26,18.16,17.02,NA,NA,-5.4,E
2001,216.63,NA,NA,NA,476,23.77,18.16,17.13,NA,NA,-4.29,E
2001,216.65,NA,NA,NA,497,23.37,18.16,17.17,NA,NA,-4.59,E
2001,216.67,NA,NA,NA,209,22.35,18.16,17.2,NA,NA,-1.27,E
2001,216.69,NA,NA,NA,66,20.38,18.16,16.72,NA,NA,0.78,E
2001,216.71,NA,NA,NA,170,19.43,18.16,16.23,NA,NA,-2.91,E
2001,216.73,NA,NA,NA,150,19.7,18.16,15.53,NA,NA,-1.74,E
2001,216.75,NA,NA,NA,51,19.18,18.16,14.82,NA,NA,1,E
2001,216.77,NA,NA,NA,84,19.39,18.16,15.13,NA,NA,-0.01,E
2001,216.79,NA,NA,NA,116,19.73,18.16,15.44,NA,NA,-0.39,E
2001,216.81,NA,NA,NA,35,19.64,18.16,15.3,NA,NA,2.26,E
2001,216.83,NA,NA,NA,23,19.6,18.16,15.16,NA,NA,3.01,E
2001,216.85,NA,NA,NA,5,19.35,18.16,15.16,NA,NA,5.95,E
2001,216.88,NA,NA,NA,1,19.26,18.16,15.17,NA,NA,5.96,E
2001,216.9,NA,NA,NA,1,19.28,18.16,15.14,NA,NA,5.93,E
2001,216.92,NA,NA,NA,1,19.28,18.16,15.11,NA,NA,5.91,E
2001,216.94,NA,NA,NA,1,19.11,18.16,15.06,NA,NA,5.88,E
2001,216.96,NA,NA,NA,1,19.38,18.16,15.02,NA,NA,5.85,E
2001,216.98,NA,NA,NA,1,18.98,18.16,14.95,NA,NA,5.8,E
2001,217,NA,NA,NA,1,18.8,18.16,14.88,NA,NA,5.75,E
2001,217.02,NA,NA,NA,1,18.75,18.75,14.84,NA,NA,5.73,E
2001,217.04,NA,NA,NA,1,18.93,18.75,14.81,NA,NA,5.7,E
2001,217.06,NA,NA,NA,2,19.17,18.75,14.8,NA,NA,5.7,E
2001,217.08,NA,NA,NA,2,19.17,18.75,14.79,NA,NA,5.69,E
2001,217.1,NA,NA,NA,2,19.14,18.75,14.75,NA,NA,5.66,E
2001,217.13,NA,NA,NA,2,19.15,18.75,14.7,NA,NA,5.63,E
2001,217.15,NA,NA,NA,2,19.09,18.75,14.75,NA,NA,5.66,E
2001,217.17,NA,NA,NA,2,19.04,18.75,14.79,NA,NA,5.69,E
2001,217.19,NA,NA,NA,2,19.04,18.75,14.73,NA,NA,5.65,E
2001,217.21,NA,NA,NA,2,19.07,18.75,14.67,NA,NA,5.61,E
2001,217.23,NA,NA,NA,2,19.09,18.75,14.67,NA,NA,5.6,E
2001,217.25,NA,NA,NA,6,19.04,18.75,14.66,NA,NA,8.75,E
2001,217.27,NA,NA,NA,32,19.06,18.75,14.69,NA,NA,2.35,E
2001,217.29,NA,NA,NA,62,19.39,18.75,14.71,NA,NA,-0.14,E
2001,217.31,NA,NA,NA,101,19.63,18.75,14.76,NA,NA,-2.1,E
2001,217.33,NA,NA,NA,177,19.68,18.75,14.81,NA,NA,-4.72,E
2001,217.35,NA,NA,NA,263,20.02,18.75,14.84,NA,NA,-6.59,E
2001,217.38,NA,NA,NA,340,20.05,18.75,14.88,NA,NA,-8.02,E
2001,217.4,NA,NA,NA,584,20.49,18.75,14.32,NA,NA,-11.24,E
2001,217.42,NA,NA,NA,616,21.06,18.75,13.76,NA,NA,-10.68,E
2001,217.44,NA,NA,NA,1090,22.59,18.75,14.05,NA,NA,-14.63,E
2001,217.46,NA,NA,NA,1404,24.25,18.75,14.33,NA,NA,-15.28,E
2001,217.48,NA,NA,NA,1156,23.97,18.75,15.19,NA,NA,-13.4,E
2001,217.5,NA,NA,NA,1400,25.45,18.75,16.04,NA,NA,-13.48,E
2001,217.52,NA,NA,NA,1123,25.24,18.75,16.19,NA,NA,-11.01,E
2001,217.54,NA,NA,NA,1118,25.41,18.75,16.34,NA,NA,-10.32,E
2001,217.56,NA,NA,NA,1400,25.5,18.75,16.51,NA,NA,-12.1,E
2001,217.58,NA,NA,NA,1468,26.15,18.75,16.68,NA,NA,-11.07,E
2001,217.6,NA,NA,NA,1439,25.96,18.75,16.86,NA,NA,-10.67,E
2001,217.63,NA,NA,NA,1445,27.78,18.75,17.04,NA,NA,-6.96,E
2001,217.65,NA,NA,NA,1113,27.23,18.75,16.76,NA,NA,-4.77,E
2001,217.67,NA,NA,NA,1039,27.42,18.75,16.49,NA,NA,-3.08,E
2001,217.69,NA,NA,NA,737,26.76,18.75,16.44,NA,NA,-1.06,E
2001,217.71,NA,NA,NA,857,26.64,18.75,16.4,NA,NA,-1.52,E
2001,217.73,NA,NA,NA,529,26.17,18.75,16.86,NA,NA,1,E
2001,217.75,NA,NA,NA,445,26.06,18.75,17.31,NA,NA,2.05,E
2001,217.77,NA,NA,NA,310,25.07,18.75,17.54,NA,NA,2.54,E
2001,217.79,NA,NA,NA,226,24.48,18.75,17.77,NA,NA,3.18,E
2001,217.81,NA,NA,NA,84,22.89,18.75,17.79,NA,NA,3.85,E
2001,217.83,NA,NA,NA,31,21.8,18.75,17.81,NA,NA,4.36,E
2001,217.85,NA,NA,NA,3,21.27,18.75,17.76,NA,NA,7.77,E
2001,217.88,NA,NA,NA,0,21.34,18.75,17.71,NA,NA,7.73,E
2001,217.9,NA,NA,NA,0,21.19,18.75,17.67,NA,NA,7.7,E
2001,217.92,NA,NA,NA,0,21.12,18.75,17.63,NA,NA,7.67,E
2001,217.94,NA,NA,NA,0,20.8,18.75,17.61,NA,NA,7.66,E
2001,217.96,NA,NA,NA,0,20.65,18.75,17.58,NA,NA,7.64,E
2001,217.98,NA,NA,NA,0,20.67,18.75,17.57,NA,NA,7.63,E
2001,218,NA,NA,NA,0,20.2,18.75,17.55,NA,NA,7.62,E
2001,218.02,NA,NA,NA,0,19.99,18.91,17.54,NA,NA,7.61,E
2001,218.04,NA,NA,NA,0,19.75,18.91,17.54,NA,NA,7.61,E
2001,218.06,NA,NA,NA,0,19.63,18.91,17.55,NA,NA,7.62,E
2001,218.08,NA,NA,NA,0,19.36,18.91,17.56,NA,NA,7.62,E
2001,218.1,NA,NA,NA,0,18.91,18.91,17.54,NA,NA,7.61,E
2001,218.13,NA,NA,NA,0,18.99,18.91,17.52,NA,NA,7.6,E
2001,218.15,NA,NA,NA,0,19.1,18.91,17.49,NA,NA,7.58,E
2001,218.17,NA,NA,NA,0,19.2,18.91,17.46,NA,NA,7.55,E
2001,218.19,NA,NA,NA,0,19.6,18.91,17.44,NA,NA,7.54,E
2001,218.21,NA,NA,NA,0,19.71,18.91,17.43,NA,NA,7.53,E
2001,218.23,NA,NA,NA,0,19.79,18.91,17.44,NA,NA,7.54,E
2001,218.25,NA,NA,NA,7,19.71,18.91,17.45,NA,NA,7.08,E
2001,218.27,NA,NA,NA,44,19.63,18.91,17.45,NA,NA,-0.19,E
2001,218.29,NA,NA,NA,134,19.76,18.91,17.45,NA,NA,-4.88,E
2001,218.31,NA,NA,NA,269,20.44,18.91,17.39,NA,NA,-8.12,E
2001,218.33,NA,NA,NA,470,22.58,18.91,17.34,NA,NA,-10.08,E
2001,218.35,NA,NA,NA,627,22.48,18.91,16.86,NA,NA,-11.92,E
2001,218.38,NA,NA,NA,789,22.6,18.91,16.39,NA,NA,-13.36,E
2001,218.4,NA,NA,NA,944,22.94,18.91,16.72,NA,NA,-14.72,E
2001,218.42,NA,NA,NA,1100,24.72,18.91,17.05,NA,NA,-14.11,E
2001,218.44,NA,NA,NA,1248,25.72,18.91,16.95,NA,NA,-13.72,E
2001,218.46,NA,NA,NA,1405,27.97,18.91,16.86,NA,NA,-11.26,E
2001,218.48,NA,NA,NA,1318,27.54,18.91,16.7,NA,NA,-10.64,E
2001,218.5,NA,NA,NA,1547,28.62,18.91,16.54,NA,NA,-9.9,E
2001,218.52,NA,NA,NA,1581,29.22,18.91,16.83,NA,NA,-8.66,E
2001,218.54,NA,NA,NA,1635,28.85,18.91,17.11,NA,NA,-9.12,E
2001,218.56,NA,NA,NA,1617,28.92,18.91,17.07,NA,NA,-8.18,E
2001,218.58,NA,NA,NA,1621,28.73,18.91,17.03,NA,NA,-7.82,E
2001,218.6,NA,NA,NA,1570,28.95,18.91,17.04,NA,NA,-6.4,E
2001,218.63,NA,NA,NA,1490,28.76,18.91,17.05,NA,NA,-5.52,E
2001,218.65,NA,NA,NA,1337,28.94,18.91,16.89,NA,NA,-3.42,E
2001,218.67,NA,NA,NA,1299,29.39,18.91,16.72,NA,NA,-1.5,E
2001,218.69,NA,NA,NA,1186,29.51,18.91,16.82,NA,NA,0.15,E
2001,218.71,NA,NA,NA,784,29.21,18.91,16.92,NA,NA,2.91,E
2001,218.73,NA,NA,NA,562,28.99,18.91,17.33,NA,NA,4.74,E
2001,218.75,NA,NA,NA,468,28.32,18.91,17.73,NA,NA,5.03,E
2001,218.77,NA,NA,NA,431,27.62,18.91,17.99,NA,NA,4.88,E
2001,218.79,NA,NA,NA,197,26.33,18.91,18.24,NA,NA,6.04,E
2001,218.81,NA,NA,NA,57,23.94,18.91,18.24,NA,NA,5.91,E
2001,218.83,NA,NA,NA,27,23.07,18.91,18.23,NA,NA,6.22,E
2001,218.85,NA,NA,NA,3,22.71,18.91,18.19,NA,NA,8.07,E
2001,218.88,NA,NA,NA,0,23.14,18.91,18.15,NA,NA,8.04,E
2001,218.9,NA,NA,NA,0,23.46,18.91,18.07,NA,NA,7.98,E
2001,218.92,NA,NA,NA,0,23.53,18.91,17.99,NA,NA,7.93,E
2001,218.94,NA,NA,NA,0,23,18.91,18.01,NA,NA,7.94,E
2001,218.96,NA,NA,NA,0,22.44,18.91,18.03,NA,NA,7.95,E
2001,218.98,NA,NA,NA,0,21.85,18.91,18.03,NA,NA,7.95,E
2001,219,NA,NA,NA,0,21.63,18.91,18.02,NA,NA,7.95,E
2001,219.02,NA,NA,NA,0,21.95,19.66,18,NA,NA,7.93,E
2001,219.04,NA,NA,NA,0,21.88,19.66,17.98,NA,NA,7.92,E
2001,219.06,NA,NA,NA,0,21.95,19.66,17.94,NA,NA,7.89,E
2001,219.08,NA,NA,NA,0,21.83,19.66,17.91,NA,NA,7.87,E
2001,219.1,NA,NA,NA,0,21.48,19.66,17.91,NA,NA,7.87,E
2001,219.13,NA,NA,NA,0,21.23,19.66,17.91,NA,NA,7.87,E
2001,219.15,NA,NA,NA,0,21,19.66,17.92,NA,NA,7.88,E
2001,219.17,NA,NA,NA,0,20.82,19.66,17.93,NA,NA,7.89,E
2001,219.19,NA,NA,NA,0,20.61,19.66,17.92,NA,NA,7.88,E
2001,219.21,NA,NA,NA,0,20.45,19.66,17.91,NA,NA,7.87,E
2001,219.23,NA,NA,NA,0,20.08,19.66,17.88,NA,NA,7.85,E
2001,219.25,NA,NA,NA,6,19.66,19.66,17.85,NA,NA,6.45,E
2001,219.27,NA,NA,NA,52,19.82,19.66,17.82,NA,NA,-1.48,E
2001,219.29,NA,NA,NA,150,20.64,19.66,17.79,NA,NA,-5.65,E
2001,219.31,NA,NA,NA,267,21.75,19.66,17.75,NA,NA,-7.87,E
2001,219.33,NA,NA,NA,396,23.91,19.66,17.72,NA,NA,-8.47,E
2001,219.35,NA,NA,NA,569,24.83,19.66,17.49,NA,NA,-9.76,E
2001,219.38,NA,NA,NA,730,25.85,19.66,17.26,NA,NA,-10.21,E
2001,219.4,NA,NA,NA,886,26.29,19.66,16.98,NA,NA,-10.78,E
2001,219.42,NA,NA,NA,1036,27.32,19.66,16.69,NA,NA,-10.3,E
2001,219.44,NA,NA,NA,1297,27.98,19.66,16.94,NA,NA,-11.28,E
2001,219.46,NA,NA,NA,1034,27.89,19.66,17.2,NA,NA,-8.98,E
2001,219.48,NA,NA,NA,787,27.9,19.66,17.02,NA,NA,-6.16,E
2001,219.5,NA,NA,NA,1155,28.39,19.66,16.85,NA,NA,-7.9,E
2001,219.52,NA,NA,NA,1208,28.35,19.66,16.81,NA,NA,-7.75,E
2001,219.54,NA,NA,NA,1532,28.46,19.66,16.78,NA,NA,-9.24,E
2001,219.56,NA,NA,NA,1610,28.22,19.66,16.99,NA,NA,-9.73,E
2001,219.58,NA,NA,NA,1574,28.54,19.66,17.21,NA,NA,-8.37,E
2001,219.6,NA,NA,NA,1513,29.54,19.66,17.25,NA,NA,-5.4,E
2001,219.63,NA,NA,NA,1471,30.39,19.66,17.3,NA,NA,-2.79,E
2001,219.65,NA,NA,NA,1339,31.23,19.66,17.22,NA,NA,0.41,E
2001,219.67,NA,NA,NA,1267,31.49,19.66,17.15,NA,NA,2.23,E
2001,219.69,NA,NA,NA,1110,31.02,19.66,17.28,NA,NA,3.01,E
2001,219.71,NA,NA,NA,957,30.48,19.66,17.41,NA,NA,3.72,E
2001,219.73,NA,NA,NA,794,30.14,19.66,17.89,NA,NA,4.66,E
2001,219.75,NA,NA,NA,619,29.91,19.66,18.37,NA,NA,5.98,E
2001,219.77,NA,NA,NA,437,29.47,19.66,18.53,NA,NA,7.4,E
2001,219.79,NA,NA,NA,204,28.31,19.66,18.68,NA,NA,8.61,E
2001,219.81,NA,NA,NA,106,26.94,19.66,18.7,NA,NA,8.67,E
2001,219.83,NA,NA,NA,45,26.25,19.66,18.72,NA,NA,9.68,E
2001,219.85,NA,NA,NA,2,25.23,19.66,18.71,NA,NA,8.43,E
2001,219.88,NA,NA,NA,0,24.69,19.66,18.7,NA,NA,8.43,E
2001,219.9,NA,NA,NA,0,24.37,19.66,18.68,NA,NA,8.41,E
2001,219.92,NA,NA,NA,0,24.77,19.66,18.66,NA,NA,8.39,E
2001,219.94,NA,NA,NA,0,24.75,19.66,18.65,NA,NA,8.39,E
2001,219.96,NA,NA,NA,0,23.22,19.66,18.63,NA,NA,8.38,E
2001,219.98,NA,NA,NA,0,22.65,19.66,18.62,NA,NA,8.37,E
2001,220,NA,NA,NA,0,23.59,19.66,18.61,NA,NA,8.36,E
2001,220.02,NA,NA,NA,0,23.45,21.66,18.56,NA,NA,8.32,E
2001,220.04,NA,NA,NA,0,23.5,21.66,18.5,NA,NA,8.29,E
2001,220.06,NA,NA,NA,0,23.56,21.66,18.51,NA,NA,8.29,E
2001,220.08,NA,NA,NA,0,23.52,21.66,18.51,NA,NA,8.29,E
2001,220.1,NA,NA,NA,0,23.51,21.66,18.45,NA,NA,8.25,E
2001,220.13,NA,NA,NA,0,23.76,21.66,18.4,NA,NA,8.21,E
2001,220.15,NA,NA,NA,0,23.87,21.66,18.36,NA,NA,8.18,E
2001,220.17,NA,NA,NA,0,23.14,21.66,18.32,NA,NA,8.15,E
2001,220.19,NA,NA,NA,0,22.19,21.66,18.33,NA,NA,8.16,E
2001,220.21,NA,NA,NA,0,21.66,21.66,18.34,NA,NA,8.17,E
2001,220.23,NA,NA,NA,0,21.92,21.66,18.31,NA,NA,8.15,E
2001,220.25,NA,NA,NA,6,22.22,21.66,18.29,NA,NA,6.71,E
2001,220.27,NA,NA,NA,38,22.77,21.66,18.24,NA,NA,0.09,E
2001,220.29,NA,NA,NA,122,23.47,21.66,18.19,NA,NA,-4.09,E
2001,220.31,NA,NA,NA,244,24.3,21.66,18.22,NA,NA,-6.79,E
2001,220.33,NA,NA,NA,395,25.87,21.66,18.25,NA,NA,-7.97,E
2001,220.35,NA,NA,NA,553,25.54,21.66,17.88,NA,NA,-9.99,E
2001,220.38,NA,NA,NA,699,24.99,21.66,17.51,NA,NA,-11.86,E
2001,220.4,NA,NA,NA,892,25.47,21.66,17.29,NA,NA,-13.01,E
2001,220.42,NA,NA,NA,1067,26.2,21.66,17.08,NA,NA,-13.24,E
2001,220.44,NA,NA,NA,1219,27.47,21.66,17.69,NA,NA,-13.12,E
2001,220.46,NA,NA,NA,1338,27.98,21.66,18.3,NA,NA,-13.67,E
2001,220.48,NA,NA,NA,1529,29.16,21.66,17.83,NA,NA,-11.95,E
2001,220.5,NA,NA,NA,1412,29.22,21.66,17.36,NA,NA,-9.66,E
2001,220.52,NA,NA,NA,1404,29.4,21.66,17.33,NA,NA,-8.59,E
2001,220.54,NA,NA,NA,1580,29.72,21.66,17.3,NA,NA,-8.61,E
2001,220.56,NA,NA,NA,1602,29.79,21.66,17.44,NA,NA,-8.1,E
2001,220.58,NA,NA,NA,1604,29.63,21.66,17.58,NA,NA,-7.9,E
2001,220.6,NA,NA,NA,1550,29.95,21.66,17.53,NA,NA,-6,E
2001,220.63,NA,NA,NA,1489,31.17,21.66,17.49,NA,NA,-2.08,E
2001,220.65,NA,NA,NA,1282,31.5,21.66,17.5,NA,NA,0.83,E
2001,220.67,NA,NA,NA,1215,31.41,21.66,17.51,NA,NA,1.97,E
2001,220.69,NA,NA,NA,1100,31.15,21.66,17.83,NA,NA,2.69,E
2001,220.71,NA,NA,NA,980,30.58,21.66,18.15,NA,NA,2.86,E
2001,220.73,NA,NA,NA,816,30.22,21.66,18.56,NA,NA,3.73,E
2001,220.75,NA,NA,NA,567,29.61,21.66,18.97,NA,NA,4.96,E
2001,220.77,NA,NA,NA,416,28.87,21.66,19.05,NA,NA,5.73,E
2001,220.79,NA,NA,NA,288,27.54,21.66,19.14,NA,NA,5.36,E
2001,220.81,NA,NA,NA,123,25.76,21.66,19.05,NA,NA,5.4,E
2001,220.83,NA,NA,NA,25,24.5,21.66,18.97,NA,NA,6.76,E
2001,220.85,NA,NA,NA,1,24.36,21.66,18.88,NA,NA,8.55,E
2001,220.88,NA,NA,NA,0,24.35,21.66,18.8,NA,NA,8.49,E
2001,220.9,NA,NA,NA,0,23.88,21.66,18.77,NA,NA,8.47,E
2001,220.92,NA,NA,NA,0,23.8,21.66,18.74,NA,NA,8.45,E
2001,220.94,NA,NA,NA,0,23.54,21.66,18.7,NA,NA,8.43,E
2001,220.96,NA,NA,NA,0,23.65,21.66,18.67,NA,NA,8.4,E
2001,220.98,NA,NA,NA,0,23.35,21.66,18.64,NA,NA,8.38,E
2001,221,NA,NA,NA,0,22.97,21.66,18.6,NA,NA,8.35,E
2001,221.02,NA,NA,NA,0,22.57,22.03,18.57,NA,NA,8.33,E
2001,221.04,NA,NA,NA,0,22.2,22.03,18.54,NA,NA,8.31,E
2001,221.06,NA,NA,NA,0,22.11,22.03,18.49,NA,NA,8.28,E
2001,221.08,NA,NA,NA,0,22.25,22.03,18.45,NA,NA,8.25,E
2001,221.1,NA,NA,NA,0,22.46,22.03,18.42,NA,NA,8.23,E
2001,221.13,NA,NA,NA,0,22.39,22.03,18.39,NA,NA,8.21,E
2001,221.15,NA,NA,NA,0,22.03,22.03,18.36,NA,NA,8.19,E
2001,221.17,NA,NA,NA,0,22.42,22.03,18.33,NA,NA,8.17,E
2001,221.19,NA,NA,NA,0,22.5,22.03,18.31,NA,NA,8.15,E
2001,221.21,NA,NA,NA,0,22.23,22.03,18.29,NA,NA,8.14,E
2001,221.23,NA,NA,NA,0,22.38,22.03,18.27,NA,NA,8.12,E
2001,221.25,NA,NA,NA,5,22.33,22.03,18.24,NA,NA,8.1,E
2001,221.27,NA,NA,NA,43,22.08,22.03,18.21,NA,NA,-1.05,E
2001,221.29,NA,NA,NA,140,22.82,22.03,18.19,NA,NA,-5.49,E
2001,221.31,NA,NA,NA,210,23.6,22.03,18.15,NA,NA,-6.65,E
2001,221.33,NA,NA,NA,477,25.93,22.03,18.11,NA,NA,-9.12,E
2001,221.35,NA,NA,NA,565,25.4,22.03,17.75,NA,NA,-10.26,E
2001,221.38,NA,NA,NA,767,26.43,22.03,17.39,NA,NA,-10.78,E
2001,221.4,NA,NA,NA,914,27.49,22.03,17.42,NA,NA,-10.62,E
2001,221.42,NA,NA,NA,1014,28.28,22.03,17.44,NA,NA,-10.06,E
2001,221.44,NA,NA,NA,1133,29.05,22.03,17.56,NA,NA,-9.64,E
2001,221.46,NA,NA,NA,1290,28.77,22.03,17.68,NA,NA,-11.17,E
2001,221.48,NA,NA,NA,1376,29.48,22.03,17.61,NA,NA,-9.95,E
2001,221.5,NA,NA,NA,1517,30.36,22.03,17.54,NA,NA,-8.65,E
2001,221.52,NA,NA,NA,1744,31.18,22.03,17.49,NA,NA,-7.83,E
2001,221.54,NA,NA,NA,1563,30.01,22.03,17.44,NA,NA,-8.2,E
2001,221.56,NA,NA,NA,1619,31.16,22.03,17.4,NA,NA,-5.38,E
2001,221.58,NA,NA,NA,1585,32,22.03,17.35,NA,NA,-2.48,E
2001,221.6,NA,NA,NA,1499,32.09,22.03,17.42,NA,NA,-0.97,E
2001,221.63,NA,NA,NA,1480,33.03,22.03,17.48,NA,NA,2,E
2001,221.65,NA,NA,NA,1360,33.25,22.03,17.51,NA,NA,4.08,E
2001,221.67,NA,NA,NA,1227,32.53,22.03,17.53,NA,NA,4.26,E
2001,221.69,NA,NA,NA,1105,31.9,22.03,17.94,NA,NA,4.09,E
2001,221.71,NA,NA,NA,941,31.64,22.03,18.34,NA,NA,5.05,E
2001,221.73,NA,NA,NA,768,31.66,22.03,18.67,NA,NA,6.82,E
2001,221.75,NA,NA,NA,585,31.41,22.03,19,NA,NA,8.22,E
2001,221.77,NA,NA,NA,415,30.92,22.03,19.08,NA,NA,9.58,E
2001,221.79,NA,NA,NA,249,29.92,22.03,19.15,NA,NA,10.23,E
2001,221.81,NA,NA,NA,78,28.67,22.03,19.24,NA,NA,11.43,E
2001,221.83,NA,NA,NA,13,27.94,22.03,19.33,NA,NA,13.57,E
2001,221.85,NA,NA,NA,1,27.96,22.03,19.31,NA,NA,8.85,E
2001,221.88,NA,NA,NA,0,27.51,22.03,19.28,NA,NA,8.83,E
2001,221.9,NA,NA,NA,0,27.62,22.03,19.25,NA,NA,8.81,E
2001,221.92,NA,NA,NA,0,27.37,22.03,19.22,NA,NA,8.79,E
2001,221.94,NA,NA,NA,0,26.93,22.03,19.21,NA,NA,8.78,E
2001,221.96,NA,NA,NA,0,26.39,22.03,19.19,NA,NA,8.77,E
2001,221.98,NA,NA,NA,0,25.94,22.03,19.17,NA,NA,8.75,E
2001,222,NA,NA,NA,0,25.38,22.03,19.15,NA,NA,8.74,E
2001,222.02,NA,NA,NA,0,24.82,23.43,19.11,NA,NA,8.71,E
2001,222.04,NA,NA,NA,0,24.56,23.43,19.07,NA,NA,8.68,E
2001,222.06,NA,NA,NA,0,24.66,23.43,19.07,NA,NA,8.68,E
2001,222.08,NA,NA,NA,0,24.42,23.43,19.07,NA,NA,8.68,E
2001,222.1,NA,NA,NA,0,24.37,23.43,19.04,NA,NA,8.66,E
2001,222.13,NA,NA,NA,0,24.54,23.43,19,NA,NA,8.63,E
2001,222.15,NA,NA,NA,0,24.53,23.43,18.98,NA,NA,8.62,E
2001,222.17,NA,NA,NA,0,24.41,23.43,18.96,NA,NA,8.6,E
2001,222.19,NA,NA,NA,0,24.09,23.43,18.95,NA,NA,8.6,E
2001,222.21,NA,NA,NA,0,23.87,23.43,18.95,NA,NA,8.6,E
2001,222.23,NA,NA,NA,0,23.53,23.43,18.94,NA,NA,8.59,E
2001,222.25,NA,NA,NA,4,23.43,23.43,18.93,NA,NA,8.59,E
2001,222.27,NA,NA,NA,39,23.46,23.43,18.9,NA,NA,-1.25,E
2001,222.29,NA,NA,NA,80,23.69,23.43,18.87,NA,NA,-3.9,E
2001,222.31,NA,NA,NA,224,24.52,23.43,18.86,NA,NA,-7.93,E
2001,222.33,NA,NA,NA,363,25.79,23.43,18.86,NA,NA,-9.18,E
2001,222.35,NA,NA,NA,527,26.47,23.43,18.57,NA,NA,-10.23,E
2001,222.38,NA,NA,NA,586,26.78,23.43,18.28,NA,NA,-9.82,E
2001,222.4,NA,NA,NA,884,28.08,23.43,18.05,NA,NA,-10.85,E
2001,222.42,NA,NA,NA,857,28.54,23.43,17.81,NA,NA,-8.91,E
2001,222.44,NA,NA,NA,802,28.69,23.43,17.89,NA,NA,-7.71,E
2001,222.46,NA,NA,NA,1076,29.81,23.43,17.97,NA,NA,-8.3,E
2001,222.48,NA,NA,NA,757,29.11,23.43,18.07,NA,NA,-5.8,E
2001,222.5,NA,NA,NA,501,28.53,23.43,18.17,NA,NA,-3.22,E
2001,222.52,NA,NA,NA,278,27.72,23.43,18.4,NA,NA,-0.91,E
2001,222.54,NA,NA,NA,663,28.68,23.43,18.64,NA,NA,-4.78,E
2001,222.56,NA,NA,NA,281,25.01,23.43,18.5,NA,NA,-4.36,E
2001,222.58,NA,NA,NA,686,22.99,23.43,18.36,NA,NA,-13.64,E
2001,222.6,NA,NA,NA,520,24.63,23.43,18.43,NA,NA,-7.98,E
2001,222.63,NA,NA,NA,420,25.71,23.43,18.5,NA,NA,-4.23,E
2001,222.65,NA,NA,NA,944,27.25,23.43,18.41,NA,NA,-7.1,E
2001,222.67,NA,NA,NA,840,26.78,23.43,18.32,NA,NA,-6.09,E
2001,222.69,NA,NA,NA,687,27.15,23.43,18.14,NA,NA,-2.58,E
2001,222.71,NA,NA,NA,264,26.08,23.43,17.96,NA,NA,2.01,E
2001,222.73,NA,NA,NA,223,25.34,23.43,18.3,NA,NA,1.28,E
2001,222.75,NA,NA,NA,448,26.05,23.43,18.64,NA,NA,-0.8,E
2001,222.77,NA,NA,NA,228,25.24,23.43,18.78,NA,NA,1.15,E
2001,222.79,NA,NA,NA,114,24.43,23.43,18.92,NA,NA,2.08,E
2001,222.81,NA,NA,NA,54,23.69,23.43,19.04,NA,NA,2.54,E
2001,222.83,NA,NA,NA,24,23.32,23.43,19.17,NA,NA,3.31,E
2001,222.85,NA,NA,NA,1,22.91,23.43,19.14,NA,NA,8.73,E
2001,222.88,NA,NA,NA,0,22.32,23.43,19.11,NA,NA,8.71,E
2001,222.9,NA,NA,NA,0,21.86,23.43,19.09,NA,NA,8.69,E
2001,222.92,NA,NA,NA,0,21.75,23.43,19.06,NA,NA,8.67,E
2001,222.94,NA,NA,NA,0,21.08,23.43,19.03,NA,NA,8.65,E
2001,222.96,NA,NA,NA,0,20.19,23.43,19,NA,NA,8.63,E
2001,222.98,NA,NA,NA,0,19.53,23.43,18.93,NA,NA,8.58,E
2001,223,NA,NA,NA,0,18.4,23.43,18.86,NA,NA,8.53,E
2001,223.02,NA,NA,NA,0,18.11,17.61,18.78,NA,NA,8.48,E
2001,223.04,NA,NA,NA,0,17.89,17.61,18.7,NA,NA,8.42,E
2001,223.06,NA,NA,NA,0,17.61,17.61,18.61,NA,NA,8.36,E
2001,223.08,NA,NA,NA,0,18.4,17.61,18.52,NA,NA,8.3,E
