Date,JD,DOY,Flux,SE,SoilT,VSM,Time,Site,drainage class
3/24/2004,84,3371,NA,NA,NA,NA,NA,NWM,moderately well drained
3/24/2004,84,3371,12.96,3.56,1.4,0.31,11:42,NWN,well drained
3/24/2004,84,3371,NA,NA,1.8,NA,NA,SWF,very well drained
3/24/2004,84,3371,NA,NA,0.6,NA,NA,SWM,moderately well drained
3/24/2004,84,3371,NA,NA,NA,NA,NA,SWN,poorly drained
4/21/2004,112,3399,NA,NA,NA,NA,NA,Charlton,well drained
4/21/2004,112,3399,37.78,1.88,8.9,NA,12:26,Dry Down,well drained
4/21/2004,112,3399,NA,NA,NA,NA,NA,Montauk,well drained
4/21/2004,112,3399,32.89,2.54,9.5,NA,8:43,NWF,swamp
4/21/2004,112,3399,35.49,3.06,6.4,0.4,9:50,NWM,moderately well drained
4/21/2004,112,3399,36.89,3.32,7.6,0.28,10:30,NWN,well drained
4/21/2004,112,3399,NA,NA,NA,NA,NA,SWF,very well drained
4/21/2004,112,3399,30.71,1.98,NA,0.33,10:38,SWM,moderately well drained
4/21/2004,112,3399,NA,NA,NA,NA,NA,SWN,poorly drained
5/24/2004,145,3432,NA,NA,NA,NA,NA,Charlton,well drained
5/24/2004,145,3432,107.77,10.34,12.1,NA,12:14,Dry Down,well drained
5/24/2004,145,3432,NA,NA,NA,NA,NA,Montauk,well drained
5/24/2004,145,3432,NA,NA,NA,NA,NA,NWF,swamp
5/24/2004,145,3432,NA,NA,NA,NA,NA,NWM,moderately well drained
5/24/2004,145,3432,NA,NA,NA,NA,NA,NWN,well drained
5/24/2004,145,3432,NA,NA,NA,NA,NA,SWF,very well drained
5/24/2004,145,3432,NA,NA,NA,NA,NA,SWM,moderately well drained
5/24/2004,145,3432,NA,NA,NA,NA,NA,SWN,poorly drained
5/26/2004,147,3434,NA,NA,NA,NA,NA,Charlton,well drained
5/26/2004,147,3434,NA,NA,NA,NA,NA,Dry Down,well drained
5/26/2004,147,3434,NA,NA,NA,NA,NA,Montauk,well drained
5/26/2004,147,3434,74.28,33.35,9.8,NA,12:40,NWF,swamp
5/26/2004,147,3434,94.46,19.42,9.1,0.46,11:56,NWM,moderately well drained
5/26/2004,147,3434,85.01,6.17,9.9,0.29,11:12,NWN,well drained
5/26/2004,147,3434,118.53,22.68,NA,0.31,9:24,SWF,very well drained
5/26/2004,147,3434,102.01,16.15,7.5,0.35,10:59,SWM,moderately well drained
5/26/2004,147,3434,NA,NA,NA,NA,NA,SWN,poorly drained
6/3/2004,155,3442,NA,NA,NA,NA,NA,Charlton,well drained
6/3/2004,155,3442,NA,NA,NA,NA,NA,Dry Down,well drained
6/3/2004,155,3442,NA,NA,NA,NA,NA,Montauk,well drained
6/3/2004,155,3442,NA,NA,NA,NA,NA,NWF,swamp
6/3/2004,155,3442,116,11.49,10.2,0.43,8:52,NWM,moderately well drained
6/3/2004,155,3442,142.38,6.57,11,0.35,10:14,NWN,well drained
6/3/2004,155,3442,168.22,25.31,10.4,0.28,11:16,SWF,very well drained
6/3/2004,155,3442,135.75,9.27,10,0.34,10:26,SWM,moderately well drained
6/3/2004,155,3442,NA,NA,NA,NA,NA,SWN,poorly drained
6/4/2004,156,3443,NA,NA,NA,NA,NA,Charlton,well drained
6/4/2004,156,3443,122.99,11.31,11,NA,11:34,Dry Down,well drained
6/4/2004,156,3443,NA,NA,NA,NA,NA,Montauk,well drained
6/4/2004,156,3443,NA,NA,NA,NA,NA,NWF,swamp
6/4/2004,156,3443,NA,NA,NA,NA,NA,NWM,moderately well drained
6/4/2004,156,3443,NA,NA,NA,NA,NA,NWN,well drained
6/4/2004,156,3443,NA,NA,NA,NA,NA,SWF,very well drained
6/4/2004,156,3443,NA,NA,NA,NA,NA,SWM,moderately well drained
6/4/2004,156,3443,NA,NA,NA,NA,NA,SWN,poorly drained
6/9/2004,161,3448,NA,NA,NA,NA,NA,Charlton,well drained
6/9/2004,161,3448,NA,NA,NA,NA,NA,Dry Down,well drained
6/9/2004,161,3448,NA,NA,NA,NA,NA,Montauk,well drained
6/9/2004,161,3448,107.26,49.95,14.1,NA,NA,NWF,swamp
6/9/2004,161,3448,198.3,25.36,13.4,0.37,NA,NWM,moderately well drained
6/9/2004,161,3448,173.17,14.99,14.5,0.27,NA,NWN,well drained
6/9/2004,161,3448,190.69,31.33,11.4,0.24,NA,SWF,very well drained
6/9/2004,161,3448,160.06,9.75,11.2,0.3,NA,SWM,moderately well drained
6/9/2004,161,3448,NA,NA,NA,NA,NA,SWN,poorly drained
