Date,JD,DOY,Flux,SE,SoilT,VSM,Time,Site,drainage class
4/18/2005,108,3761,34.45,5.43,8.3,NA,15:14,NWF,swamp
4/18/2005,108,3761,NA,NA,NA,NA,NA,NWM,moderately well drained
4/18/2005,108,3761,47.73,7.2,8.4,NA,15:00,NWN,well drained
4/18/2005,108,3761,NA,NA,NA,NA,NA,SWF,very well drained
4/18/2005,108,3761,NA,NA,NA,NA,NA,SWM,moderately well drained
4/18/2005,108,3761,NA,NA,NA,NA,NA,SWN,poorly drained
5/16/2005,136,3789,NA,NA,NA,NA,NA,Charlton,well drained
5/16/2005,136,3789,59.14,5.09,9.3,NA,13:03,Dry Down,well drained
5/16/2005,136,3789,NA,NA,NA,NA,NA,Montauk,well drained
5/16/2005,136,3789,NA,NA,NA,NA,NA,NWF,swamp
5/16/2005,136,3789,54.46,6.75,7.7,NA,12:22,NWM,moderately well drained
5/16/2005,136,3789,53.2,3.13,9.3,NA,12:08,NWN,well drained
5/16/2005,136,3789,NA,NA,NA,NA,NA,SWF,very well drained
5/16/2005,136,3789,NA,NA,NA,NA,NA,SWM,moderately well drained
5/16/2005,136,3789,NA,NA,NA,NA,NA,SWN,poorly drained
6/1/2005,152,3805,NA,NA,NA,NA,NA,Charlton,well drained
6/1/2005,152,3805,91.65,12.49,11.4,NA,12:11,Dry Down,well drained
6/1/2005,152,3805,NA,NA,NA,NA,NA,Montauk,well drained
6/1/2005,152,3805,NA,NA,NA,NA,NA,NWF,swamp
6/1/2005,152,3805,NA,NA,NA,NA,NA,NWM,moderately well drained
6/1/2005,152,3805,90.97,8.61,NA,NA,11:24,NWN,well drained
6/1/2005,152,3805,NA,NA,NA,NA,NA,SWF,very well drained
6/1/2005,152,3805,NA,NA,NA,NA,NA,SWM,moderately well drained
6/1/2005,152,3805,NA,NA,NA,NA,NA,SWN,poorly drained
6/8/2005,159,3812,170.25,23.03,NA,NA,11:21,Charlton,well drained
6/8/2005,159,3812,108.68,11.01,15.1,NA,9:08,Dry Down,well drained
6/8/2005,159,3812,NA,30.98,NA,NA,NA,Montauk,well drained
6/8/2005,159,3812,NA,NA,NA,NA,NA,NWF,swamp
6/8/2005,159,3812,112.06,9.39,13.6,NA,10:11,NWM,moderately well drained
6/8/2005,159,3812,126.06,5.17,14.6,NA,9:25,NWN,well drained
6/8/2005,159,3812,NA,NA,NA,NA,NA,SWF,very well drained
6/8/2005,159,3812,NA,NA,NA,NA,NA,SWM,moderately well drained
6/8/2005,159,3812,NA,NA,NA,NA,NA,SWN,poorly drained
6/9/2005,160,3813,NA,NA,NA,NA,NA,Charlton,well drained
6/9/2005,160,3813,NA,NA,NA,NA,NA,Dry Down,well drained
6/9/2005,160,3813,NA,NA,NA,NA,NA,Montauk,well drained
6/9/2005,160,3813,145.47,35.33,13.9,NA,9:04,NWF,swamp
6/9/2005,160,3813,NA,NA,NA,NA,NA,NWM,moderately well drained
6/9/2005,160,3813,NA,NA,NA,NA,NA,NWN,well drained
6/9/2005,160,3813,NA,NA,NA,NA,NA,SWF,very well drained
6/9/2005,160,3813,NA,NA,NA,NA,NA,SWM,moderately well drained
6/9/2005,160,3813,NA,NA,NA,NA,NA,SWN,poorly drained
6/13/2005,164,3817,199.34,22.37,NA,NA,9:31,Charlton,well drained
6/13/2005,164,3817,203.38,13.73,18,NA,11:50,Dry Down,well drained
6/13/2005,164,3817,NA,18.32,NA,NA,NA,Montauk,well drained
6/13/2005,164,3817,NA,NA,NA,NA,NA,NWF,swamp
6/13/2005,164,3817,209.72,11.9,16.4,NA,10:08,NWM,moderately well drained
6/13/2005,164,3817,275.59,27,17.6,NA,10:54,NWN,well drained
6/13/2005,164,3817,NA,NA,NA,NA,NA,SWF,very well drained
6/13/2005,164,3817,NA,NA,NA,NA,NA,SWM,moderately well drained
6/13/2005,164,3817,NA,NA,NA,NA,NA,SWN,poorly drained
6/21/2005,172,3825,152.33,NA,NA,NA,11:58,Charlton,well drained
6/21/2005,172,3825,152.82,9.47,14,NA,9:27,Dry Down,well drained
6/21/2005,172,3825,111.1,NA,NA,NA,NA,Montauk,well drained
6/21/2005,172,3825,NA,NA,NA,NA,NA,NWF,swamp
6/21/2005,172,3825,141.5,11.61,12.8,NA,10:40,NWM,moderately well drained
6/21/2005,172,3825,180.23,29.05,13.8,NA,10:00,NWN,well drained
6/21/2005,172,3825,NA,NA,NA,NA,NA,SWF,very well drained
6/21/2005,172,3825,NA,NA,NA,NA,NA,SWM,moderately well drained
6/21/2005,172,3825,NA,NA,NA,NA,NA,SWN,poorly drained
6/29/2005,180,3833,185.73,28.34,17,NA,10:37,Charlton,well drained
6/29/2005,180,3833,NA,NA,NA,NA,NA,Dry Down,well drained
6/29/2005,180,3833,210.97,11.33,17.5,NA,NA,Montauk,well drained
6/29/2005,180,3833,NA,NA,NA,NA,NA,NWF,swamp
6/29/2005,180,3833,NA,NA,NA,NA,NA,NWM,moderately well drained
6/29/2005,180,3833,NA,NA,NA,NA,NA,NWN,well drained
6/29/2005,180,3833,NA,NA,NA,NA,NA,SWF,very well drained
6/29/2005,180,3833,NA,NA,NA,NA,NA,SWM,moderately well drained
6/29/2005,180,3833,NA,NA,NA,NA,NA,SWN,poorly drained
6/30/2005,181,3834,NA,NA,NA,NA,NA,Charlton,well drained
6/30/2005,181,3834,286.37,39.83,18.3,NA,9:47,Dry Down,well drained
6/30/2005,181,3834,NA,NA,NA,NA,NA,Montauk,well drained
6/30/2005,181,3834,NA,NA,NA,NA,NA,NWF,swamp
6/30/2005,181,3834,256.11,44.98,17.2,NA,10:52,NWM,moderately well drained
6/30/2005,181,3834,257.84,52.43,17.8,NA,10:03,NWN,well drained
6/30/2005,181,3834,NA,NA,NA,NA,NA,SWF,very well drained
6/30/2005,181,3834,NA,NA,NA,NA,NA,SWM,moderately well drained
6/30/2005,181,3834,NA,NA,NA,NA,NA,SWN,poorly drained
7/6/2005,187,3840,NA,NA,NA,NA,NA,Charlton,well drained
7/6/2005,187,3840,181.17,6.8,17.9,NA,  12:21,Dry Down,well drained
7/6/2005,187,3840,NA,NA,NA,NA,NA,Montauk,well drained
7/6/2005,187,3840,118.03,18.26,12.4,NA,10:15,NWF,swamp
7/6/2005,187,3840,245.46,45.98,16.6,NA,9:25,NWM,moderately well drained
7/6/2005,187,3840,277.95,61.35,17.4,NA,11:02,NWN,well drained
7/6/2005,187,3840,NA,NA,NA,NA,NA,SWF,very well drained
7/6/2005,187,3840,NA,NA,NA,NA,NA,SWM,moderately well drained
7/6/2005,187,3840,NA,NA,NA,NA,NA,SWN,poorly drained
7/9/2005,190,3843,159.87,13.86,13.4,NA,10:22,Charlton,well drained
7/9/2005,190,3843,NA,NA,NA,NA,NA,Dry Down,well drained
7/9/2005,190,3843,159.21,9.85,14.7,NA,12:25,Montauk,well drained
7/9/2005,190,3843,NA,NA,NA,NA,NA,NWF,swamp
7/9/2005,190,3843,NA,NA,NA,NA,NA,NWM,moderately well drained
7/9/2005,190,3843,NA,NA,NA,NA,NA,NWN,well drained
7/9/2005,190,3843,NA,NA,NA,NA,NA,SWF,very well drained
7/9/2005,190,3843,NA,NA,NA,NA,NA,SWM,moderately well drained
7/9/2005,190,3843,NA,NA,NA,NA,NA,SWN,poorly drained
7/11/2005,192,3845,165.23,9.33,15.8,NA,9:13,Charlton,well drained
7/11/2005,192,3845,NA,NA,NA,NA,NA,Dry Down,well drained
7/11/2005,192,3845,238.12,10.24,17.4,NA,11:39,Montauk,well drained
7/11/2005,192,3845,NA,NA,NA,NA,NA,NWF,swamp
7/11/2005,192,3845,NA,NA,NA,NA,NA,NWM,moderately well drained
7/11/2005,192,3845,NA,NA,NA,NA,NA,NWN,well drained
7/11/2005,192,3845,NA,NA,NA,NA,NA,SWF,very well drained
7/11/2005,192,3845,NA,NA,NA,NA,NA,SWM,moderately well drained
7/11/2005,192,3845,NA,NA,NA,NA,NA,SWN,poorly drained
7/13/2005,194,3847,NA,NA,NA,NA,NA,Charlton,well drained
7/13/2005,194,3847,NA,NA,16.9,NA,1:13,Dry Down,well drained
7/13/2005,194,3847,NA,NA,NA,NA,NA,Montauk,well drained
7/13/2005,194,3847,90.11,8.03,NA,NA,NA,NWF,swamp
7/13/2005,194,3847,171.87,18.24,15.7,NA,9:14,NWM,moderately well drained
7/13/2005,194,3847,NA,NA,17,NA,NA,NWN,well drained
7/13/2005,194,3847,NA,NA,NA,NA,NA,SWF,very well drained
7/13/2005,194,3847,NA,NA,NA,NA,NA,SWM,moderately well drained
7/13/2005,194,3847,NA,NA,NA,NA,NA,SWN,poorly drained
7/18/2005,199,3852,NA,NA,NA,NA,NA,Charlton,well drained
7/18/2005,199,3852,264.08,33.61,19.5,NA,11:37,Dry Down,well drained
7/18/2005,199,3852,NA,NA,NA,NA,NA,Montauk,well drained
7/18/2005,199,3852,NA,NA,NA,NA,NA,NWF,swamp
7/18/2005,199,3852,317.58,59.76,18.6,NA,12:49,NWM,moderately well drained
7/18/2005,199,3852,318.4,78.16,19.5,NA,12:15,NWN,well drained
7/18/2005,199,3852,NA,NA,NA,NA,NA,SWF,very well drained
7/18/2005,199,3852,NA,NA,NA,NA,NA,SWM,moderately well drained
7/18/2005,199,3852,NA,NA,NA,NA,NA,SWN,poorly drained
7/19/2005,200,3853,209.31,NA,17.6,NA,9:21,Charlton,well drained
7/19/2005,200,3853,NA,NA,NA,NA,NA,Dry Down,well drained
7/19/2005,200,3853,303.06,NA,18.6,NA,10:52,Montauk,well drained
7/19/2005,200,3853,88.54,13.41,17.9,NA,11:52,NWF,swamp
7/19/2005,200,3853,NA,NA,NA,NA,NA,NWM,moderately well drained
7/19/2005,200,3853,NA,NA,NA,NA,NA,NWN,well drained
7/19/2005,200,3853,NA,NA,NA,NA,NA,SWF,very well drained
7/19/2005,200,3853,NA,NA,NA,NA,NA,SWM,moderately well drained
7/19/2005,200,3853,NA,NA,NA,NA,NA,SWN,poorly drained
7/25/2005,207,3860,NA,NA,NA,NA,NA,Charlton,well drained
7/25/2005,207,3860,189.94,9.53,17.7,NA,11:15,Dry Down,well drained
7/25/2005,207,3860,NA,NA,NA,NA,NA,Montauk,well drained
7/25/2005,207,3860,NA,NA,NA,NA,NA,NWF,swamp
7/25/2005,207,3860,178.5,19.59,16.4,NA,9:23,NWM,moderately well drained
7/25/2005,207,3860,226.74,41.18,17.3,NA,10:44,NWN,well drained
7/25/2005,207,3860,NA,NA,NA,NA,NA,SWF,very well drained
7/25/2005,207,3860,NA,NA,NA,NA,NA,SWM,moderately well drained
7/25/2005,207,3860,NA,NA,NA,NA,NA,SWN,poorly drained
7/26/2005,208,3861,214.71,NA,18.9,NA,11:51,Charlton,well drained
7/26/2005,208,3861,NA,NA,NA,NA,NA,Dry Down,well drained
7/26/2005,208,3861,180.35,NA,17.7,NA,9:39,Montauk,well drained
7/26/2005,208,3861,NA,NA,NA,NA,NA,NWF,swamp
7/26/2005,208,3861,NA,NA,NA,NA,NA,NWM,moderately well drained
7/26/2005,208,3861,NA,NA,NA,NA,NA,NWN,well drained
7/26/2005,208,3861,NA,NA,NA,NA,NA,SWF,very well drained
7/26/2005,208,3861,NA,NA,NA,NA,NA,SWM,moderately well drained
7/26/2005,208,3861,NA,NA,NA,NA,NA,SWN,poorly drained
8/2/2005,214,3867,NA,NA,NA,NA,NA,Charlton,well drained
8/2/2005,214,3867,215.58,19.93,18.1,NA,10:49,Dry Down,well drained
8/2/2005,214,3867,NA,NA,NA,NA,NA,Montauk,well drained
8/2/2005,214,3867,NA,NA,NA,NA,NA,NWF,swamp
8/2/2005,214,3867,242.79,37.92,17.1,NA,12:02,NWM,moderately well drained
8/2/2005,214,3867,271.55,56.05,18.5,NA,11:36,NWN,well drained
8/2/2005,214,3867,NA,NA,NA,NA,NA,SWF,very well drained
8/2/2005,214,3867,NA,NA,NA,NA,NA,SWM,moderately well drained
8/2/2005,214,3867,NA,NA,NA,NA,NA,SWN,poorly drained
8/9/2005,221,3874,213.21,NA,18.7,NA,10:18,Charlton,well drained
8/9/2005,221,3874,NA,NA,NA,NA,NA,Dry Down,well drained
8/9/2005,221,3874,198.03,NA,21.4,NA,12:33,Montauk,well drained
8/9/2005,221,3874,NA,NA,NA,NA,NA,NWF,swamp
8/9/2005,221,3874,NA,NA,NA,NA,NA,NWM,moderately well drained
8/9/2005,221,3874,NA,NA,NA,NA,NA,NWN,well drained
8/9/2005,221,3874,NA,NA,NA,NA,NA,SWF,very well drained
8/9/2005,221,3874,NA,NA,NA,NA,NA,SWM,moderately well drained
8/9/2005,221,3874,NA,NA,NA,NA,NA,SWN,poorly drained
8/10/2005,222,3875,NA,NA,NA,NA,NA,Charlton,well drained
8/10/2005,222,3875,195.11,17.66,19.2,NA,12:07,Dry Down,well drained
8/10/2005,222,3875,NA,NA,NA,NA,NA,Montauk,well drained
8/10/2005,222,3875,185.85,17.82,19.1,NA,10:05,NWF,swamp
8/10/2005,222,3875,215.32,33.17,19.7,NA,9:17,NWM,moderately well drained
8/10/2005,222,3875,297.76,86.22,18.8,NA,11:14,NWN,well drained
8/10/2005,222,3875,NA,NA,NA,NA,NA,SWF,very well drained
8/10/2005,222,3875,NA,NA,NA,NA,NA,SWM,moderately well drained
8/10/2005,222,3875,NA,NA,NA,NA,NA,SWN,poorly drained
8/18/2005,230,3883,NA,NA,NA,NA,NA,Charlton,well drained
8/18/2005,230,3883,146.25,17.68,16.9,NA,9:02,Dry Down,well drained
8/18/2005,230,3883,NA,NA,NA,NA,NA,Montauk,well drained
8/18/2005,230,3883,NA,NA,NA,NA,NA,NWF,swamp
8/18/2005,230,3883,NA,NA,NA,NA,NA,NWM,moderately well drained
8/18/2005,230,3883,260.25,66.69,17,NA,9:41,NWN,well drained
8/18/2005,230,3883,NA,NA,NA,NA,NA,SWF,very well drained
8/18/2005,230,3883,NA,NA,NA,NA,NA,SWM,moderately well drained
8/18/2005,230,3883,NA,NA,NA,NA,NA,SWN,poorly drained
8/24/2005,236,3889,154.74,NA,15.7,NA,9:08,Charlton,well drained
8/24/2005,236,3889,NA,NA,NA,NA,NA,Dry Down,well drained
8/24/2005,236,3889,151.46,NA,15.9,NA,10:29,Montauk,well drained
8/24/2005,236,3889,60.41,7.62,16.2,NA,11:20,NWF,swamp
8/24/2005,236,3889,NA,NA,NA,NA,NA,NWM,moderately well drained
8/24/2005,236,3889,NA,NA,NA,NA,NA,NWN,well drained
8/24/2005,236,3889,NA,NA,NA,NA,NA,SWF,very well drained
8/24/2005,236,3889,NA,NA,NA,NA,NA,SWM,moderately well drained
8/24/2005,236,3889,NA,NA,NA,NA,NA,SWN,poorly drained
9/28/2005,271,3924,117.52,NA,12,NA,9:25,Charlton,well drained
9/28/2005,271,3924,113.34,6.5,14.4,NA,12:19,Dry Down,well drained
9/28/2005,271,3924,141.65,NA,12.6,NA,10:18,Montauk,well drained
9/28/2005,271,3924,107.75,18.16,13.2,NA,11:18,NWF,swamp
9/28/2005,271,3924,NA,NA,NA,NA,NA,NWM,moderately well drained
9/28/2005,271,3924,153.34,29,13.4,NA,10:43,NWN,well drained
9/28/2005,271,3924,NA,NA,NA,NA,NA,SWF,very well drained
9/28/2005,271,3924,NA,NA,NA,NA,NA,SWM,moderately well drained
9/28/2005,271,3924,NA,NA,NA,NA,NA,SWN,poorly drained
10/24/2005,297,3950,NA,NA,NA,NA,NA,Charlton,well drained
10/24/2005,297,3950,64.32,8.58,8.7,NA,11:11,Dry Down,well drained
10/24/2005,297,3950,NA,NA,NA,NA,NA,Montauk,well drained
10/24/2005,297,3950,NA,NA,NA,NA,NA,NWF,swamp
10/24/2005,297,3950,NA,NA,NA,NA,NA,NWM,moderately well drained
10/24/2005,297,3950,71.27,7.1,7.9,NA,12:15,NWN,well drained
10/24/2005,297,3950,NA,NA,NA,NA,NA,SWF,very well drained
10/24/2005,297,3950,NA,NA,NA,NA,NA,SWM,moderately well drained
10/24/2005,297,3950,NA,NA,NA,NA,NA,SWN,poorly drained
12/13/2005,347,4000,NA,NA,NA,NA,NA,Charlton,well drained
12/13/2005,347,4000,NA,NA,1.5,NA,NA,Dry Down,well drained
12/13/2005,347,4000,NA,NA,NA,NA,NA,Montauk,well drained
12/13/2005,347,4000,NA,NA,NA,NA,NA,NWF,swamp
12/13/2005,347,4000,NA,NA,NA,NA,NA,NWM,moderately well drained
12/13/2005,347,4000,11.82,1.2,2.7,NA,12:00,NWN,well drained
12/13/2005,347,4000,NA,NA,NA,NA,NA,SWF,very well drained
12/13/2005,347,4000,NA,NA,NA,NA,NA,SWM,moderately well drained
12/13/2005,347,4000,NA,NA,NA,NA,NA,SWN,poorly drained
1/27/2006,27,4045,NA,NA,NA,NA,NA,Charlton,well drained
1/27/2006,27,4045,17.13,6.35,NA,NA,12:00,Dry Down,well drained
1/27/2006,27,4045,NA,NA,NA,NA,NA,Montauk,well drained
1/27/2006,27,4045,NA,NA,NA,NA,NA,NWF,swamp
1/27/2006,27,4045,NA,NA,NA,NA,NA,NWM,moderately well drained
1/27/2006,27,4045,14.5,1.71,NA,NA,11:00,NWN,well drained
1/27/2006,27,4045,NA,NA,NA,NA,NA,SWF,very well drained
1/27/2006,27,4045,NA,NA,NA,NA,NA,SWM,moderately well drained
1/27/2006,27,4045,NA,NA,NA,NA,NA,SWN,poorly drained
3/1/2006,60,4078,NA,NA,NA,NA,NA,Charlton,well drained
3/1/2006,60,4078,7.93,1.09,1.7,NA,11:29,Dry Down,well drained
3/1/2006,60,4078,NA,NA,NA,NA,NA,Montauk,well drained
3/1/2006,60,4078,NA,NA,NA,NA,NA,NWF,swamp
3/1/2006,60,4078,NA,NA,NA,NA,NA,NWM,moderately well drained
3/1/2006,60,4078,12.79,3.73,0.7,NA,12:45,NWN,well drained
3/1/2006,60,4078,NA,NA,NA,NA,NA,SWF,very well drained
3/1/2006,60,4078,NA,NA,NA,NA,NA,SWM,moderately well drained
3/1/2006,60,4078,NA,NA,NA,NA,NA,SWN,poorly drained
4/12/2006,102,4120,NA,NA,NA,NA,NA,Charlton,well drained
4/12/2006,102,4120,32.37,3.58,6,NA,11:52,Dry Down,well drained
4/12/2006,102,4120,NA,NA,NA,NA,NA,Montauk,well drained
4/12/2006,102,4120,NA,NA,NA,NA,NA,NWF,swamp
4/12/2006,102,4120,NA,NA,NA,NA,NA,NWM,moderately well drained
4/12/2006,102,4120,31.11,4.34,5.7,NA,9:59,NWN,well drained
4/12/2006,102,4120,NA,NA,NA,NA,NA,SWF,very well drained
4/12/2006,102,4120,NA,NA,NA,NA,NA,SWM,moderately well drained
4/12/2006,102,4120,NA,NA,NA,NA,NA,SWN,poorly drained
4/13/2006,103,4121,38.99,4.39,6.1,NA,8:54,Charlton,well drained
4/13/2006,103,4121,NA,NA,NA,NA,NA,Dry Down,well drained
4/13/2006,103,4121,38.96,4.11,6.9,NA,9:54,Montauk,well drained
4/13/2006,103,4121,NA,NA,NA,NA,NA,NWF,swamp
4/13/2006,103,4121,NA,NA,NA,NA,NA,NWM,moderately well drained
4/13/2006,103,4121,NA,NA,NA,NA,NA,NWN,well drained
4/13/2006,103,4121,NA,NA,NA,NA,NA,SWF,very well drained
4/13/2006,103,4121,NA,NA,NA,NA,NA,SWM,moderately well drained
4/13/2006,103,4121,NA,NA,NA,NA,NA,SWN,poorly drained
5/5/2006,125,4143,NA,NA,NA,NA,NA,Charlton,well drained
5/5/2006,125,4143,49.52,2.77,11.4,NA,8:51,Dry Down,well drained
5/5/2006,125,4143,NA,NA,NA,NA,NA,Montauk,well drained
5/5/2006,125,4143,NA,NA,NA,NA,NA,NWF,swamp
5/5/2006,125,4143,59.56,6.24,8.4,NA,10:26,NWM,moderately well drained
5/5/2006,125,4143,61.36,7.6,10.3,NA,9:41,NWN,well drained
5/5/2006,125,4143,NA,NA,NA,NA,NA,SWF,very well drained
5/5/2006,125,4143,NA,NA,NA,NA,NA,SWM,moderately well drained
5/5/2006,125,4143,NA,NA,NA,NA,NA,SWN,poorly drained
5/22/2006,142,4160,NA,NA,NA,NA,NA,Charlton,well drained
5/22/2006,142,4160,68.28,3.5,9.9,NA,13:06,Dry Down,well drained
5/22/2006,142,4160,NA,NA,NA,NA,NA,Montauk,well drained
5/22/2006,142,4160,58.58,11.88,9.4,NA,15:05,NWF,swamp
5/22/2006,142,4160,41.06,2.74,8.1,NA,14:34,NWM,moderately well drained
5/22/2006,142,4160,76.23,6.45,10.4,NA,13:48,NWN,well drained
5/22/2006,142,4160,NA,NA,NA,NA,NA,SWF,very well drained
5/22/2006,142,4160,NA,NA,NA,NA,NA,SWM,moderately well drained
5/22/2006,142,4160,NA,NA,NA,NA,NA,SWN,poorly drained
6/5/2006,156,4174,110.04,7.73,12.1,NA,12:40,Charlton,well drained
6/5/2006,156,4174,NA,NA,NA,NA,NA,Dry Down,well drained
6/5/2006,156,4174,138.08,7.57,12.1,NA,14:05,Montauk,well drained
6/5/2006,156,4174,NA,NA,NA,NA,NA,NWF,swamp
6/5/2006,156,4174,NA,NA,NA,NA,NA,NWM,moderately well drained
6/5/2006,156,4174,NA,NA,NA,NA,NA,NWN,well drained
6/5/2006,156,4174,NA,NA,NA,NA,NA,SWF,very well drained
6/5/2006,156,4174,NA,NA,NA,NA,NA,SWM,moderately well drained
6/5/2006,156,4174,NA,NA,NA,NA,NA,SWN,poorly drained
6/21/2006,172,4190,NA,NA,NA,NA,NA,Charlton,well drained
6/21/2006,172,4190,174.35,10.88,16.2,NA,13:02,Dry Down,well drained
6/21/2006,172,4190,NA,NA,NA,NA,NA,Montauk,well drained
6/21/2006,172,4190,83.56,25.75,14.4,NA,12:19,NWF,swamp
6/21/2006,172,4190,143.29,8.34,14.6,NA,11:47,NWM,moderately well drained
6/21/2006,172,4190,163.65,6.38,15.8,NA,11:07,NWN,well drained
6/21/2006,172,4190,NA,NA,NA,NA,NA,SWF,very well drained
6/21/2006,172,4190,NA,NA,NA,NA,NA,SWM,moderately well drained
6/21/2006,172,4190,NA,NA,NA,NA,NA,SWN,poorly drained
6/22/2006,173,4191,152.16,14.84,14.6,NA,9:19,Charlton,well drained
6/22/2006,173,4191,NA,NA,NA,NA,NA,Dry Down,well drained
6/22/2006,173,4191,168.78,10.99,14.9,NA,10:32,Montauk,well drained
6/22/2006,173,4191,NA,NA,NA,NA,NA,NWF,swamp
6/22/2006,173,4191,NA,NA,NA,NA,NA,NWM,moderately well drained
6/22/2006,173,4191,NA,NA,NA,NA,NA,NWN,well drained
6/22/2006,173,4191,NA,NA,NA,NA,NA,SWF,very well drained
6/22/2006,173,4191,NA,NA,NA,NA,NA,SWM,moderately well drained
6/22/2006,173,4191,NA,NA,NA,NA,NA,SWN,poorly drained
7/12/2006,193,4211,NA,NA,NA,NA,NA,Charlton,well drained
7/12/2006,193,4211,270.95,28.66,17.5,NA,11:03,Dry Down,well drained
7/12/2006,193,4211,NA,NA,NA,NA,NA,Montauk,well drained
7/12/2006,193,4211,NA,NA,NA,NA,NA,NWF,swamp
7/12/2006,193,4211,NA,NA,NA,NA,NA,NWM,moderately well drained
7/12/2006,193,4211,NA,NA,NA,NA,NA,NWN,well drained
7/12/2006,193,4211,NA,NA,NA,NA,NA,SWF,very well drained
7/12/2006,193,4211,NA,NA,NA,NA,NA,SWM,moderately well drained
7/12/2006,193,4211,NA,NA,NA,NA,NA,SWN,poorly drained
7/13/2006,194,4212,NA,NA,NA,NA,NA,Charlton,well drained
7/13/2006,194,4212,NA,NA,NA,NA,NA,Dry Down,well drained
7/13/2006,194,4212,NA,NA,NA,NA,NA,Montauk,well drained
7/13/2006,194,4212,NA,NA,NA,NA,NA,NWF,swamp
7/13/2006,194,4212,277.56,34.05,18.1,NA,9:20,NWM,moderately well drained
7/13/2006,194,4212,201.5,37.7,18.8,NA,11:38,NWN,well drained
7/13/2006,194,4212,NA,NA,NA,NA,NA,SWF,very well drained
7/13/2006,194,4212,NA,NA,NA,NA,NA,SWM,moderately well drained
7/13/2006,194,4212,NA,NA,NA,NA,NA,SWN,poorly drained
7/24/2006,205,4223,191.74,7.77,17.4,NA,12:50,Charlton,well drained
7/24/2006,205,4223,NA,NA,NA,NA,NA,Dry Down,well drained
7/24/2006,205,4223,216.9,15.4,17,NA,11:28,Montauk,well drained
7/24/2006,205,4223,NA,NA,NA,NA,NA,NWF,swamp
7/24/2006,205,4223,NA,NA,NA,NA,NA,NWM,moderately well drained
7/24/2006,205,4223,NA,NA,NA,NA,NA,NWN,well drained
7/24/2006,205,4223,NA,NA,NA,NA,NA,SWF,very well drained
7/24/2006,205,4223,NA,NA,NA,NA,NA,SWM,moderately well drained
7/24/2006,205,4223,NA,NA,NA,NA,NA,SWN,poorly drained
7/25/2006,206,4224,NA,NA,NA,NA,NA,Charlton,well drained
7/25/2006,206,4224,185.32,13.72,17.5,NA,8:58,Dry Down,well drained
7/25/2006,206,4224,NA,NA,NA,NA,NA,Montauk,well drained
7/25/2006,206,4224,124.24,12.87,16.6,NA,10:16,NWF,swamp
7/25/2006,206,4224,224.9,25.19,16.6,NA,9:38,NWM,moderately well drained
7/25/2006,206,4224,264.73,43.09,18.1,NA,10:59,NWN,well drained
7/25/2006,206,4224,NA,NA,NA,NA,NA,SWF,very well drained
7/25/2006,206,4224,NA,NA,NA,NA,NA,SWM,moderately well drained
7/25/2006,206,4224,NA,NA,NA,NA,NA,SWN,poorly drained
8/21/2006,233,4251,NA,NA,NA,NA,NA,Charlton,well drained
8/21/2006,233,4251,163.5,13.12,17.7,NA,12:10,Dry Down,well drained
8/21/2006,233,4251,NA,NA,NA,NA,NA,Montauk,well drained
8/21/2006,233,4251,NA,NA,NA,NA,NA,NWF,swamp
8/21/2006,233,4251,NA,NA,NA,NA,NA,NWM,moderately well drained
8/21/2006,233,4251,225.29,57.38,17.6,NA,12:55,NWN,well drained
8/21/2006,233,4251,NA,NA,NA,NA,NA,SWF,very well drained
8/21/2006,233,4251,NA,NA,NA,NA,NA,SWM,moderately well drained
8/21/2006,233,4251,NA,NA,NA,NA,NA,SWN,poorly drained
8/22/2006,234,4252,161.11,11.37,15.8,NA,10:46,Charlton,well drained
8/22/2006,234,4252,NA,NA,NA,NA,NA,Dry Down,well drained
8/22/2006,234,4252,180.63,11.49,15.5,NA,9:21,Montauk,well drained
8/22/2006,234,4252,89.11,25.79,15.6,NA,12:29,NWF,swamp
8/22/2006,234,4252,137.15,16.98,15.4,NA,11:18,NWM,moderately well drained
8/22/2006,234,4252,NA,NA,NA,NA,NA,NWN,well drained
8/22/2006,234,4252,NA,NA,NA,NA,NA,SWF,very well drained
8/22/2006,234,4252,NA,NA,NA,NA,NA,SWM,moderately well drained
8/22/2006,234,4252,NA,NA,NA,NA,NA,SWN,poorly drained
9/11/2006,254,4272,NA,NA,NA,NA,NA,Charlton,well drained
9/11/2006,254,4272,94.87,4.53,13.8,NA,12:55,Dry Down,well drained
9/11/2006,254,4272,NA,NA,NA,NA,NA,Montauk,well drained
9/11/2006,254,4272,NA,NA,NA,NA,NA,NWF,swamp
9/11/2006,254,4272,126.41,12.55,13,NA,11:41,NWM,moderately well drained
9/11/2006,254,4272,140.07,20.4,13.4,NA,12:42,NWN,well drained
9/11/2006,254,4272,NA,NA,NA,NA,NA,SWF,very well drained
9/11/2006,254,4272,NA,NA,NA,NA,NA,SWM,moderately well drained
9/11/2006,254,4272,NA,NA,NA,NA,NA,SWN,poorly drained
9/12/2006,255,4273,81.07,7.95,12.3,NA,9:05,Charlton,well drained
9/12/2006,255,4273,NA,NA,NA,NA,NA,Dry Down,well drained
9/12/2006,255,4273,104.43,6.26,12.4,NA,10:30,Montauk,well drained
9/12/2006,255,4273,NA,NA,NA,NA,NA,NWF,swamp
9/12/2006,255,4273,NA,NA,NA,NA,NA,NWM,moderately well drained
