date,tower,height,species,rep,hour,psn,cond,par,lpar,co2,ci,e,ci.ca,tleaf,tair,rh,esleaf,eair,vpd
1992-07-10,2,T,WB,5,16.3,13.35,0.31,510.35,6.24,248.65,159.4,0.00645,0.64,28.75,29.2,38.17,3.96,4.07,2.41
1992-07-10,2,T,WB,5,17.72,7.75,0.13,738.5,6.6,318.17,191.17,0.003,0.6,28.38,27.22,36.46,3.88,3.63,2.56
1992-07-10,2,L,OAK,6,12.14,5.3,0.13,277.27,5.62,320.23,241.7,0.00186667,0.75,24.24,24.6,47.61,3.04,3.11,1.56
1992-07-10,2,L,OAK,6,16.58,3.37,0.1,94.94,4.55,327.4,261.03,0.00166667,0.8,25.18,25.69,43.2,3.21,3.31,1.78
1992-07-10,2,T,OAK,6,10.11,5.51,0.08,1439,7.27,311.47,191,0.0023,0.61,30.41,27.88,42.01,4.36,3.77,2.78
1992-07-10,2,T,OAK,6,14.47,9.3,0.25,674.03,6.51,313,236.9,0.0045,0.76,26.99,27.22,43.6,3.58,3.63,2
1992-07-10,2,L,RM,6,14.66,4.75,0.15,149.83,5.01,308,247.1,0.00236667,0.8,25.89,26.16,49.26,3.35,3.41,1.67
1992-07-10,2,T,RM,6,10.53,2.45,0.03,1464.33,7.29,321.83,168.6,0.0008,0.52,30.27,26.85,40.56,4.33,3.55,2.89
1992-07-10,2,T,RM,6,12.04,3.61,0.1,356.87,5.88,313.4,246.07,0.002,0.79,25.98,26.17,39.52,3.78,3.65,2.3
1992-07-10,2,T,RM,6,16.81,4.04,0.05,1661,7.42,311.2,173.23,0.00183333,0.56,32.3,30.16,32.13,4.86,4.3,3.48
1992-07-10,2,L,WB,6,11.4,15.9,0.32,1205.5,7.09,292.2,191.7,0.00506667,0.66,27.28,25.92,53.96,3.64,3.36,1.83
1992-07-10,2,T,WB,6,10.21,13.61,0.24,493.77,6.2,308.43,197.67,0.00433333,0.64,27.41,26.06,48.64,3.67,3.39,2.02
1992-07-10,2,T,WB,6,14.59,13.94,0.38,666.67,6.5,307.57,229.17,0.00496667,0.75,25.26,25.83,49.28,3.23,3.34,1.58
1992-07-10,2,T,WB,6,16.89,11.03,0.34,785.33,6.67,259.13,187.53,0.00743333,0.72,30.27,29.32,43.23,4.33,4.1,2.56
1992-07-10,2,T,WB,6,17.76,14.75,0.27,1067.4,6.97,309.67,202,0.00466667,0.65,26.89,26.91,45,3.56,3.56,1.95
1992-07-10,2,L,RM,7,14.74,3.14,0.15,45.98,3.83,308.23,265.43,0.0024,0.86,25.41,25.82,47.2,3.26,3.34,1.68
1992-07-10,2,T,RM,7,10.58,3.72,0.03,1884,7.54,319.43,125.4,0.0011,0.39,32.12,27.73,40.87,4.81,3.74,3.28
1992-07-10,2,T,WB,7,10.3,17.67,0.27,1187.9,7.08,305.83,174.8,0.0046,0.57,27.58,26.1,51.27,3.7,3.39,1.96
1992-07-10,2,T,WB,8,10.37,18.38,0.32,1587,7.37,305.6,189.1,0.00523333,0.62,26.9,25.38,50.56,3.56,3.25,1.91
1992-08-21,1,L,OAK,1,9.28,1.45,0.26,37.9,3.63,341.6,327.87,0.00153333,0.96,15.88,16.17,61.36,1.81,1.84,0.68
1992-08-21,1,L,OAK,1,11.49,3.18,0.21,73,4.29,329.93,296.97,0.00206667,0.9,20.24,21.21,50.35,2.38,2.53,1.11
1992-08-21,1,L,OAK,1,13.68,2.48,0.08,16.09,2.78,350.03,287.47,0.00206667,0.82,26.5,24.98,29.51,3.48,3.18,2.54
1992-08-21,1,L,OAK,1,15.62,7.15,0.25,228.8,5.43,308.8,251.03,0.00313333,0.81,23.37,23.81,49.69,2.88,2.96,1.41
1992-08-21,1,L,OAK,1,17.68,1.82,0.16,47.06,3.85,344.93,316.9,0.00213333,0.92,23.28,23.93,46.72,2.87,2.98,1.47
1992-08-21,1,T,OAK,1,9.51,10.51,0.36,NA,NA,293.53,231.83,0.0044,0.79,23.75,24.63,48.55,2.95,3.11,1.44
1992-08-21,1,T,OAK,1,11.54,15,0.42,586.53,6.37,283.23,203.83,0.00856667,0.72,28.25,25.73,41.63,3.85,3.32,2.47
1992-08-21,1,T,OAK,1,13.66,17.18,0.29,1537.33,7.34,351.13,229.73,0.0059,0.65,29.29,26.96,49.25,4.09,3.57,2.33
1992-08-21,1,T,OAK,1,15.52,10.34,0.47,845.77,6.74,310.23,254.7,0.0092,0.82,27.62,27.47,34.09,3.71,3.68,2.46
1992-08-21,1,T,OAK,1,17.42,12.88,0.32,671.17,6.51,336.47,254.33,0.00386667,0.76,23.95,24.04,52.75,2.99,3,1.4
1992-08-21,1,L,RM,1,9.87,5.22,0.2,578.67,6.36,333.9,281.5,0.0018,0.84,18.12,18.32,50.66,2.09,2.11,1.02
1992-08-21,1,L,RM,1,11.61,8.48,0.16,1586,7.37,302.43,205.67,0.00223333,0.68,23.08,21.85,51.35,2.83,2.63,1.48
1992-08-21,1,L,RM,1,14.14,3.96,0.13,162.47,5.09,322.47,263.37,0.00233333,0.82,24.42,24.97,38.89,3.07,3.17,1.84
1992-08-21,1,L,RM,1,15.8,5.85,0.08,856.73,6.75,318.8,191.47,0.00186667,0.6,26.84,25.47,38.36,3.55,3.27,2.29
1992-08-21,1,L,RM,1,17.88,-0.06,0.03,22.7,3.12,334.83,328.33,0.00043333,0.98,23.25,23.51,36.98,2.86,2.91,1.79
1992-08-21,1,T,RM,1,9.79,9.96,0.13,NA,NA,284.53,145.53,0.0019,0.51,23.38,20.92,52.24,2.89,2.48,1.59
1992-08-21,1,T,RM,1,11.35,9.77,0.27,229.93,5.44,311.53,235.73,0.00533333,0.76,25.79,25.34,34.07,3.33,3.25,2.23
1992-08-21,1,T,RM,1,13.83,11.7,0.15,1765.67,7.48,342.67,192.6,0.0044,0.56,30.57,27.61,33.7,4.4,3.71,3.15
1992-08-21,1,T,RM,1,15.69,9.6,0.26,241.9,5.49,334.37,250.97,0.00766667,0.75,30.28,28.32,26.17,4.33,3.87,3.32
1992-08-21,1,T,RM,1,17.56,5.62,0.14,233.33,5.45,312.3,236.93,0.0022,0.76,23.14,23.83,40.11,2.84,2.97,1.65
1992-08-21,1,L,YB,1,9.61,4.45,0.21,60.06,4.1,339.23,295.8,0.0017,0.87,17.3,17.53,51.68,1.98,2.01,0.94
1992-08-21,1,L,YB,1,11.14,5.08,0.27,NA,NA,312.07,271.83,0.00253333,0.87,20.97,21.87,52.94,2.49,2.63,1.1
1992-08-21,1,L,YB,1,13.89,8.24,0.24,475.37,6.16,306.7,234.63,0.0046,0.77,25.8,24.63,38.13,3.33,3.11,2.15
1992-08-21,1,L,YB,1,15.48,2.46,0.24,63.85,4.16,312,288.17,0.0023,0.92,22.96,23.78,58.76,2.81,2.96,1.08
1992-08-21,1,L,YB,1,17.55,0.57,0.16,23.03,3.14,349.93,334.37,0.0024,0.96,23.54,24.4,41.44,2.91,3.07,1.64
1992-08-21,1,T,YB,1,9.67,19.98,0.49,NA,NA,297.7,208.73,0.00603333,0.7,22.58,21.16,46.87,2.75,2.52,1.57
1992-08-21,1,T,YB,1,11.18,11.13,0.33,1534.33,7.34,291.67,218.83,0.00583333,0.75,27.15,24.88,48.53,3.61,3.16,2.08
1992-08-21,1,T,YB,1,13.99,14.25,0.35,1813.33,7.5,307.83,220.13,0.00636667,0.72,26.76,25.92,40.19,3.53,3.36,2.18
1992-08-21,1,T,YB,1,15.94,6.23,0.45,832.67,6.72,311.47,274.7,0.00696667,0.88,26.45,27.07,42.95,3.47,3.59,1.92
1992-08-21,1,T,YB,1,17.76,8.36,0.25,559.17,6.33,304.93,238.4,0.00316667,0.78,23.5,23.81,50.42,2.91,2.96,1.41
1992-08-21,1,L,OAK,2,9.35,0.88,0.15,24.42,3.2,329.7,315.5,0.0011,0.96,16.1,16.38,55.82,1.84,1.87,0.79
1992-08-21,1,L,OAK,2,11.52,4.95,0.16,219.3,5.39,315.97,256.13,0.0017,0.81,20.81,21.3,51.85,2.47,2.54,1.15
1992-08-21,1,L,OAK,2,13.78,1.35,0.22,36.88,3.61,321.03,301.33,0.0034,0.94,23.58,24.28,39.54,2.92,3.05,1.72
1992-08-21,1,L,OAK,2,15.65,5.59,0.22,240.72,5.48,317.43,265.13,0.00276667,0.84,23.43,24.08,49.7,2.89,3.01,1.4
1992-08-21,1,L,OAK,2,18.42,0.4,0.04,14.54,2.68,355.6,330.53,0.0005,0.93,22.06,22.51,45.41,2.66,2.74,1.42
1992-08-21,1,T,OAK,2,9.56,15.87,0.37,NA,NA,318.37,229.13,0.0049,0.72,23.93,22.69,50.89,2.98,2.77,1.57
1992-08-21,1,T,OAK,2,11.64,11.44,0.33,1742.67,7.46,286.13,209.1,0.00783333,0.73,29.72,26.63,40.5,4.19,3.5,2.77
1992-08-21,1,T,OAK,2,13.69,13.64,0.26,1745.67,7.46,302.4,197.03,0.00633333,0.65,30.25,27.31,44.7,4.32,3.64,2.69
1992-08-21,1,T,OAK,2,15.58,9.88,0.63,452.97,6.12,317.97,272.2,0.0119,0.86,28.35,28.63,33.78,3.87,3.94,2.54
1992-08-21,1,T,OAK,2,17.46,10.66,0.4,559,6.33,284.2,226.57,0.00463333,0.8,23.49,23.96,49.9,2.9,2.99,1.41
1992-08-21,1,L,RM,2,9.92,2.53,0.18,55.71,4.02,323.53,294.27,0.0015,0.91,18.04,18.22,54.6,2.08,2.1,0.93
1992-08-21,1,L,RM,2,11.63,9.01,0.16,303.83,5.72,303.63,200.37,0.00233333,0.66,23.57,22.18,51.19,2.92,2.68,1.55
1992-08-21,1,L,RM,2,14.19,5.26,0.14,248.27,5.51,313.1,239.83,0.0024,0.77,24.7,25.02,40.26,3.12,3.18,1.84
1992-08-21,1,L,RM,2,15.84,3.86,0.13,80.73,4.39,303.77,243.97,0.002,0.8,24.45,24.98,43.95,3.08,3.18,1.68
1992-08-21,1,L,RM,2,17.93,0.9,0.04,36.1,3.59,328.63,285.93,0.00063333,0.87,23.13,23.39,43.69,2.84,2.89,1.58
1992-08-21,1,T,RM,2,9.81,13.03,0.21,NA,NA,306.87,190.3,0.00293333,0.62,22.74,21.07,48.8,2.78,2.51,1.55
1992-08-21,1,T,RM,2,11.44,8.71,0.18,-0.76,NA,317.43,219.43,0.00436667,0.69,26.53,24.49,27.06,3.48,3.08,2.65
1992-08-21,1,T,RM,2,13.88,8.25,0.11,1783.67,7.49,307.3,170.03,0.00303333,0.55,29.42,26.8,35.71,4.12,3.54,2.86
1992-08-21,1,T,RM,2,15.75,3.06,0.23,211.23,5.35,334.17,297.7,0.00503333,0.89,26.11,26.66,27.64,3.4,3.51,2.43
1992-08-21,1,T,RM,2,17.62,8.01,0.15,208.8,5.34,344.93,244.47,0.00203333,0.71,23.48,23.83,47.38,2.9,2.97,1.5
1992-08-21,1,L,YB,2,9.66,4.94,0.18,99.96,4.6,315.4,261.67,0.00146667,0.83,18.53,18.21,57.26,2.14,2.1,0.94
1992-08-21,1,L,YB,2,11.17,10.67,0.23,NA,NA,299.57,209.7,0.0029,0.7,23.16,21.76,54.38,2.85,2.61,1.43
1992-08-21,1,L,YB,2,13.94,5.24,0.16,254.93,5.54,310.43,243.1,0.00293333,0.78,25.35,25.25,38.33,3.25,3.23,2.01
1992-08-21,1,L,YB,2,15.55,1.99,0.18,109.94,4.7,353.8,327.5,0.0022,0.93,23.03,23.87,51.34,2.83,2.97,1.3
1992-08-21,1,L,YB,2,17.63,0.66,0.13,29.96,3.4,350.8,333.67,0.0018,0.95,23.55,24.05,47.12,2.91,3,1.5
1992-08-21,1,T,YB,2,9.7,13.03,0.31,NA,NA,313.5,229.23,0.00413333,0.73,22.2,21.4,44.76,2.69,2.56,1.54
1992-08-21,1,T,YB,2,11.24,11.39,0.3,1720.33,7.45,276.57,198.07,0.00623333,0.72,28.18,25.12,46.37,3.84,3.2,2.35
1992-08-21,1,T,YB,2,14.02,12.42,0.26,1777.67,7.48,306.13,208.27,0.00506667,0.68,27.87,25.97,45.47,3.77,3.37,2.23
1992-08-21,1,T,YB,2,16,9.48,0.78,1262.67,7.14,302.33,264.63,0.0123,0.88,28.02,28.51,39.64,3.8,3.91,2.25
1992-08-21,1,T,YB,2,17.82,12.31,0.4,620.53,6.43,328.1,261.2,0.00493333,0.8,24.11,24.24,49.9,3.02,3.04,1.5
1992-08-21,1,L,OAK,3,9.47,1.43,0.27,36.03,3.58,355,340.97,0.0017,0.96,16.57,16.87,59.23,1.89,1.93,0.75
1992-08-21,1,L,OAK,3,11.78,3.81,0.27,59.97,4.09,304.67,273.73,0.00276667,0.9,21.65,22.36,52.57,2.6,2.71,1.17
1992-08-21,1,L,OAK,3,13.83,0.73,0.31,128.9,4.86,326,313.1,0.0045,0.96,23.28,24.42,39.44,2.87,3.07,1.66
1992-08-21,1,L,OAK,3,15.7,7.46,0.18,217.13,5.38,305.33,223.37,0.00276667,0.73,24.39,24.42,43.98,3.07,3.07,1.72
1992-08-21,1,L,OAK,3,18.46,0.57,0.04,18.22,2.9,339.13,309.23,0.0005,0.91,22.1,22.5,48.51,2.67,2.74,1.34
1992-08-21,1,T,OAK,3,9.6,13.82,0.44,NA,NA,313.53,244.23,0.00553333,0.78,22.91,22.12,46.28,2.81,2.67,1.57
1992-08-21,1,T,OAK,3,11.68,13.93,0.38,1350.33,7.21,286.07,204.77,0.0089,0.72,29.48,27.12,37.87,4.13,3.6,2.77
1992-08-21,1,T,OAK,3,13.74,24.26,0.73,1775.33,7.48,277.63,195.57,0.0117,0.7,29.11,27.55,49.2,4.05,3.7,2.23
1992-08-21,1,T,OAK,3,15.64,9.42,0.42,1030.43,6.94,299.43,243.43,0.00946667,0.81,29.72,28.7,36.92,4.19,3.95,2.73
1992-08-21,1,T,OAK,3,17.51,9,0.34,872.53,6.77,291.77,235.3,0.0039,0.81,23.68,24.43,51.18,2.94,3.07,1.37
1992-08-21,1,L,RM,3,10.02,1.93,0.07,49.68,3.91,342.97,289.67,0.0007,0.84,18.16,18.26,47.88,2.09,2.11,1.08
1992-08-21,1,L,RM,3,11.68,2.91,0.11,60.56,4.1,338.03,287.7,0.0014,0.85,21.75,22.43,47.94,2.61,2.72,1.31
1992-08-21,1,L,RM,3,14.24,6.18,0.15,215.6,5.37,317.77,240.5,0.00266667,0.76,24.82,25.17,40.2,3.15,3.21,1.85
1992-08-21,1,L,RM,3,15.88,3.2,0.12,113.36,4.73,306.07,253,0.00183333,0.83,23.88,24.88,42.71,2.97,3.16,1.63
1992-08-21,1,L,RM,3,17.97,1.18,0.05,25.27,3.23,345.47,297.37,0.00063333,0.86,22.98,23.25,47.45,2.82,2.86,1.46
1992-08-21,1,T,RM,3,9.87,10.9,0.13,NA,NA,297.53,144.17,0.00193333,0.48,23.76,21.22,53.15,2.95,2.53,1.61
1992-08-21,1,T,RM,3,11.49,9.51,0.14,1865,7.53,302.6,177.63,0.00393333,0.59,28.72,25.45,33.21,3.96,3.27,2.87
1992-08-21,1,T,RM,3,13.95,8.33,0.12,1538.33,7.34,295.37,171.5,0.00306667,0.58,28.36,25.76,38.82,3.88,3.33,2.59
1992-08-21,1,T,RM,3,15.86,6.17,0.14,721.23,6.58,328.73,242.6,0.00323333,0.74,26.36,26.24,30.15,3.45,3.42,2.42
1992-08-21,1,T,RM,3,17.67,5.01,0.08,230.3,5.44,306.5,196.37,0.0011,0.64,23,23.32,47.89,2.82,2.87,1.44
1992-08-21,1,L,YB,3,9.72,2.2,0.16,285.2,5.65,322.77,294.37,0.00133333,0.91,18.39,18.58,55.96,2.12,2.15,0.92
1992-08-21,1,L,YB,3,11.92,10.19,0.18,1668,7.42,322.67,212.47,0.00316667,0.66,26.41,23.27,51.97,3.46,2.87,1.97
1992-08-21,1,L,YB,3,14.01,2.47,0.26,99.69,4.6,327.9,301.8,0.00373333,0.92,23.65,24.65,41.02,2.93,3.11,1.66
1992-08-21,1,L,YB,3,15.59,2.4,0.27,37.17,3.62,319.63,297.13,0.003,0.93,22.88,23.7,52.76,2.8,2.94,1.25
1992-08-21,1,L,YB,3,18.26,0.59,0.17,21.12,3.05,335.37,323.07,0.00186667,0.96,22.05,22.64,53.69,2.66,2.76,1.18
1992-08-21,1,T,YB,3,9.74,18.76,0.45,NA,NA,290.87,202.7,0.00496667,0.7,22.8,21.28,55.53,2.79,2.54,1.38
1992-08-21,1,T,YB,3,11.28,10.13,0.29,1600,7.38,299.57,225.43,0.00603333,0.75,27.87,25.77,42.55,3.77,3.33,2.35
1992-08-21,1,T,YB,3,14.06,14.33,0.45,1733.67,7.46,297.27,226.97,0.00653333,0.76,26.29,26.27,48.06,3.43,3.43,1.78
1992-08-21,1,T,YB,3,16.04,6.48,0.69,590.97,6.38,294.97,264.23,0.01146667,0.9,27.05,28.16,33.94,3.59,3.83,2.29
1992-08-21,1,T,YB,3,17.88,13.85,0.36,776.97,6.66,298.07,217.87,0.00503333,0.73,24.42,24.16,46.72,3.07,3.02,1.66
1992-08-21,1,L,OAK,4,10.09,8.33,0.17,562.03,6.33,318.7,225.33,0.00173333,0.71,20.6,19.35,57.32,2.44,2.25,1.14
1992-08-21,1,L,OAK,4,11.83,6.25,0.23,90.06,4.5,297.63,243.67,0.0024,0.82,21.34,22.12,51.2,2.55,2.67,1.18
1992-08-21,1,L,OAK,4,14.36,0.43,0.11,23.48,3.16,335.1,318.97,0.0018,0.95,24.05,24.71,40.12,3,3.13,1.75
1992-08-21,1,L,OAK,4,16.05,2.09,0.16,41.39,3.72,341.03,311.53,0.00203333,0.91,22.99,24.09,48.42,2.82,3.01,1.36
1992-08-21,1,L,OAK,4,18.52,0.23,0.04,15.32,2.73,347.93,331.5,0.00053333,0.95,22.21,22.49,48.13,2.69,2.73,1.37
1992-08-21,1,T,OAK,4,9.96,15.69,0.4,NA,NA,304.3,219.43,0.00413333,0.72,21.6,21.14,52.49,2.59,2.52,1.27
1992-08-21,1,T,OAK,4,12.03,12.01,0.42,964.43,6.87,282.5,216.97,0.00783333,0.77,27.28,26.38,39.49,3.64,3.45,2.28
1992-08-21,1,T,OAK,4,13.78,27.96,0.73,1878.33,7.54,316.33,221,0.01243333,0.7,30.02,28.19,49.34,4.27,3.84,2.37
1992-08-21,1,T,OAK,4,16.12,11.85,0.79,1311.67,7.18,296,250.03,0.01483333,0.84,29.45,28.91,35.72,4.13,4,2.7
1992-08-21,1,T,OAK,4,17.95,10.04,0.28,216.13,5.38,314.63,240.97,0.00356667,0.77,23.4,23.93,46.98,2.89,2.98,1.49
1992-08-21,1,L,RM,4,10.39,8.71,0.14,1152.83,7.05,319.23,207.9,0.00216667,0.65,22.95,20.8,47.84,2.81,2.47,1.63
1992-08-21,1,L,RM,4,12.06,4.48,0.15,82.89,4.42,322.6,264.67,0.0018,0.82,21.07,21.85,45.96,2.51,2.63,1.3
1992-08-21,1,L,RM,4,14.71,2.63,0.12,126.36,4.84,321.77,274.73,0.002,0.85,23.88,24.26,38.91,2.97,3.04,1.79
1992-08-21,1,L,RM,4,16.29,2.31,0.07,45.3,3.81,311.97,248.43,0.0011,0.8,23.65,24.51,40.55,2.93,3.09,1.68
1992-08-21,1,L,RM,4,18.04,0.41,0.01,21.47,3.07,352.73,298.17,0.0002,0.85,23.17,23.28,42.58,2.85,2.87,1.63
1992-08-21,1,T,RM,4,9.91,12.31,0.2,NA,NA,301.1,187.67,0.0025,0.62,23.02,21.12,57.52,2.82,2.51,1.38
1992-08-21,1,T,RM,4,11.86,7.21,0.14,1787.67,7.49,308.63,208.37,0.0041,0.68,28.58,26.11,25.98,3.93,3.4,3.04
1992-08-21,1,T,RM,4,14.38,10.42,0.12,1810,7.5,337.13,183.43,0.0031,0.54,29.46,26.98,43.54,4.13,3.57,2.57
1992-08-21,1,T,RM,4,16.22,6.16,0.13,342.53,5.84,307.73,214.23,0.0032,0.7,28.34,28.11,33.2,3.87,3.82,2.6
1992-08-21,1,T,RM,4,17.72,7.92,0.15,415.9,6.03,311.97,212.23,0.002,0.68,23.36,23.77,47.79,2.88,2.95,1.47
1992-08-21,1,L,YB,4,10.2,1.69,0.23,57.05,4.04,316.03,298.27,0.00186667,0.94,19.55,19.84,58.76,2.28,2.32,0.92
1992-08-21,1,L,YB,4,11.95,4.55,0.25,42.31,3.75,317.6,277.77,0.0031,0.87,21.75,22.59,44.2,2.61,2.75,1.4
1992-08-21,1,L,YB,4,14.56,1.69,0.18,62.18,4.13,327.87,304.13,0.00236667,0.93,23.73,24.62,49.08,2.95,3.11,1.42
1992-08-21,1,L,YB,4,15.96,2.02,0.17,34.03,3.53,456.7,426.03,0.00213333,0.93,23,24.32,47.1,2.82,3.05,1.38
1992-08-21,1,L,YB,4,18.3,0.48,0.13,16.76,2.82,352.5,339.57,0.0015,0.96,21.96,22.57,52.67,2.65,2.75,1.2
1992-08-21,1,T,YB,4,10.12,12.66,0.21,NA,NA,306.53,190.6,0.00356667,0.62,24.51,21.95,45.19,3.09,2.65,1.89
1992-08-21,1,T,YB,4,11.74,11.87,0.33,1139.37,7.04,301.83,221.93,0.00746667,0.74,28.34,26.61,34.54,3.87,3.5,2.66
1992-08-21,1,T,YB,4,14.24,17.09,0.37,1898.33,7.55,304.8,204.87,0.0079,0.67,28.35,26.62,37.62,3.87,3.5,2.56
1992-08-21,1,T,YB,4,16.37,8.14,0.36,639.7,6.46,300.63,247.03,0.0075,0.82,26.95,26.95,31.71,3.57,3.57,2.44
1992-08-21,1,T,YB,4,18.17,10.38,0.18,700.67,6.55,314.5,203.77,0.00263333,0.65,23.55,22.94,45.87,2.91,2.81,1.63
1992-08-21,1,L,OAK,5,10.14,8.59,0.16,971.83,6.88,299.7,201.67,0.00186667,0.67,22.97,20.65,63.96,2.81,2.44,1.25
1992-08-21,1,L,OAK,5,11.87,3.7,0.19,52.7,3.96,313.73,273.67,0.00236667,0.87,21.11,21.95,44.26,2.51,2.65,1.34
1992-08-21,1,L,OAK,5,14.43,5.93,0.1,370.07,5.91,336.47,231.67,0.0019,0.69,25.29,25.04,42.16,3.24,3.19,1.89
1992-08-21,1,L,OAK,5,16.12,3.02,0.3,76.66,4.34,308.73,284.63,0.003,0.92,23.15,24.38,54.96,2.85,3.06,1.16
1992-08-21,1,L,OAK,5,18.61,-0.14,0.04,6.82,1.92,333.57,332,0.0005,1,22.02,22.44,51.66,2.66,2.73,1.25
1992-08-21,1,T,OAK,5,10.04,16.21,0.42,NA,NA,309.7,227.8,0.00483333,0.74,25.28,22.78,65.83,3.23,2.78,1.4
1992-08-21,1,T,OAK,5,12.07,12.77,0.44,1659.33,7.41,277.73,208.57,0.01006667,0.75,28.82,26.69,32.72,3.98,3.52,2.83
1992-08-21,1,T,OAK,5,14.11,11.24,0.36,288.7,5.67,336.87,270.07,0.0044,0.8,24.82,25.79,50.9,3.88,3.48,2.32
1992-08-21,1,T,OAK,5,16.16,15.33,0.85,1464,7.29,289.47,235.73,0.0165,0.81,30.17,28.97,36.52,4.3,4.02,2.84
1992-08-21,1,T,OAK,5,17.99,6.5,0.46,201.1,5.3,287.6,253.77,0.0049,0.88,22.19,23.68,46.18,2.68,2.94,1.33
1992-08-21,1,L,RM,5,10.47,2.42,0.13,55.06,4.01,315.77,277.47,0.00143333,0.88,19.92,20.2,47.32,2.34,2.38,1.21
1992-08-21,1,L,RM,5,12.08,9.25,0.16,422.53,6.05,311.13,206.5,0.00206667,0.66,22.21,22.25,48.36,2.69,2.69,1.38
1992-08-21,1,L,RM,5,14.77,3.11,0.15,131.48,4.88,317.37,274,0.00233333,0.86,24.17,24.6,44.52,3.03,3.1,1.64
1992-08-21,1,L,RM,5,16.34,2.14,0.12,42.94,3.76,318.1,281.87,0.0014,0.89,23.26,24.1,53.81,2.86,3.01,1.24
1992-08-21,1,L,RM,5,18.09,0.34,0.03,13.19,2.58,343.2,313.93,0.0003,0.91,23.05,23.23,49.04,2.83,2.86,1.43
1992-08-21,1,T,RM,5,10.21,13.69,0.19,NA,NA,320.87,186.27,0.0027,0.58,23.64,21.5,53.09,2.93,2.57,1.56
1992-08-21,1,T,RM,5,11.94,7.17,0.22,1516,7.32,311.8,243.05,0.00425,0.78,25.1,25.68,32.05,3.2,3.31,2.14
1992-08-21,1,T,RM,5,14.43,10.24,0.13,1756.67,7.47,321.6,177.87,0.0031,0.55,29.08,26.91,43.67,4.04,3.56,2.49
1992-08-21,1,T,RM,5,16.29,4.91,0.12,223.7,5.41,312.13,230.53,0.0026,0.74,26.77,26.7,34.16,3.53,3.52,2.33
1992-08-21,1,T,RM,5,18.07,4.05,0.1,158.9,5.07,313.53,237.7,0.00173333,0.76,21.91,22.69,30.21,2.64,2.77,1.8
1992-08-21,1,L,YB,5,10.29,6.17,0.34,74.39,4.31,302.87,263.83,0.00313333,0.87,20.51,20.02,56.94,2.42,2.35,1.08
1992-08-21,1,L,YB,5,12,3.01,0.21,85.54,4.45,321.43,289.17,0.00263333,0.9,20.96,22.23,40.61,2.49,2.69,1.4
1992-08-21,1,L,YB,5,14.62,1.72,0.22,48.85,3.89,323.9,302,0.00296667,0.93,23.76,24.54,46.45,2.95,3.09,1.52
1992-08-21,1,L,YB,5,16,2.27,0.21,41.22,3.72,365.27,338.9,0.0023,0.93,23.07,24.35,52.76,2.83,3.06,1.22
1992-08-21,1,L,YB,5,18.37,0.83,0.17,19.33,2.96,336.1,320.97,0.00183333,0.95,21.57,22.43,50.51,2.59,2.72,1.21
1992-08-21,1,T,YB,5,10.15,18.59,0.65,NA,NA,321.73,253.87,0.0064,0.79,22.61,21.64,54.55,2.75,2.6,1.34
1992-08-21,1,T,YB,5,11.79,13.68,0.37,1191.27,7.08,336.5,252.93,0.00813333,0.75,28.44,26.69,36.46,3.89,3.52,2.61
1992-08-21,1,T,YB,5,14.28,14.8,0.34,1864,7.53,289.9,197.93,0.00683333,0.68,28.04,26.49,41.58,3.8,3.47,2.36
1992-08-21,1,T,YB,5,16.46,7.6,0.46,905.67,6.81,295.03,253.13,0.00766667,0.86,25.23,26.59,33,3.22,3.49,2.07
1992-08-21,1,T,YB,5,18.22,7.97,0.23,396.87,5.98,310.87,242.63,0.0031,0.78,23.31,23.64,47.22,2.87,2.93,1.49
1992-08-21,1,L,OAK,6,14.49,1.73,0.14,26.73,3.29,324.17,293.67,0.00223333,0.91,24.1,24.69,40.95,3.01,3.12,1.73
1992-08-21,1,L,OAK,6,16.16,1.63,0.15,207.56,5.34,315.2,289.43,0.00203333,0.92,23.24,24.35,46.22,2.86,3.06,1.45
1992-08-21,1,T,OAK,6,10.08,18.68,0.61,NA,NA,288.63,218.27,0.0059,0.76,23.18,22.72,56.02,2.85,2.77,1.3
1992-08-21,1,T,OAK,6,14.15,13.04,0.34,1568.67,7.36,288.53,205.97,0.0067,0.71,28.38,26.52,44.85,4.07,3.83,2.12
1992-08-21,1,L,RM,6,12.12,9.6,0.15,894.43,6.8,295.83,176.43,0.0022,0.6,23.49,22.45,47.38,2.9,2.73,1.61
1992-08-21,1,T,RM,6,10.27,14.15,0.17,NA,NA,331.4,175.47,0.00246667,0.53,24.91,22.46,56.06,3.16,2.73,1.63
1992-08-21,1,T,RM,6,14.48,10.36,0.17,1711.33,7.45,290,171.67,0.00393333,0.59,28.65,26.1,41.31,3.94,3.4,2.54
1992-08-21,1,T,RM,6,18.11,7.17,0.13,175.03,5.16,304.77,207.07,0.00193333,0.68,22.43,22.98,41.91,2.72,2.82,1.54
1992-08-21,1,T,YB,6,10.18,16.03,0.34,NA,NA,313.27,217.13,0.00416667,0.69,22.81,20.96,53.48,2.79,2.49,1.46
1992-08-21,1,T,YB,6,14.31,12.43,0.28,1643.33,7.4,309.73,215.67,0.00633333,0.7,28.52,26.84,36.87,3.91,3.55,2.6
1992-08-21,1,L,OAK,7,16.21,1.94,0.21,38.87,3.66,315.33,292.43,0.00243333,0.93,23.04,24.4,50.08,2.83,3.07,1.29
