Year, Month, EcoregionIndex, SpeciesName, CohortAge, CohortWoodB, CohortLeafB, MortalityAGEwood, MortalityAGEleaf, MortalityBIOwood, MortalityBIOleaf, availableWater,LAI,tlai,rlai,mineralNalloc, resorbedNalloc, limitLAI, limitH20, limitT, limitN, maxNPP, Bmax, Bsite, Bcohort, soilTemp, actualWoodNPP, actualLeafNPP, NPPwood, NPPleaf, resorbedNused, mineralNused, Ndemand,deltaWood, deltaLeaf, totalMortalityWood, totalMortalityLeaf, 
9,8,1,fagugran,19,799.4,15.2,0.00,0.00,0.48,0.00,8.08,0.25,0.25,1.00,0.16,0.00,0.11,0.76,0.96,0.65,382,32682,104643,814.6,18.5,14.22,6.09,6.68,2.86,0.00,0.16,0.16,13.60,6.03,0.62,0.06,
9,8,1,tsugcana,8,990.3,130.1,0.03,0.00,0.20,3.61,8.08,0.60,0.60,1.00,0.17,0.00,0.24,1.00,0.98,0.50,350,42682,104663,1120.3,18.5,33.67,8.42,15.82,3.96,0.01,0.16,0.17,33.10,4.72,0.57,3.70,
9,8,1,tsugcana,7,700.9,98.7,0.02,0.00,0.14,2.74,8.08,0.43,0.43,1.00,0.16,0.00,0.18,1.00,0.98,0.65,350,42682,104701,799.7,18.5,32.53,8.13,15.29,3.82,0.00,0.16,0.16,32.04,5.31,0.49,2.83,
9,8,1,fagugran,7,69.0,4.4,0.00,0.00,0.04,0.00,8.08,0.10,0.02,0.84,0.04,0.00,0.05,0.76,0.96,0.37,382,32682,104739,73.4,18.5,3.32,1.42,1.56,0.67,0.00,0.04,0.04,3.24,1.41,0.07,0.01,
9,8,1,fagugran,6,46.6,3.2,0.00,0.00,0.03,0.00,8.08,0.10,0.02,0.74,0.03,0.00,0.05,0.76,0.96,0.26,382,32682,104744,49.8,18.5,2.32,1.00,1.09,0.47,0.00,0.03,0.03,2.27,0.99,0.05,0.01,
9,8,1,tsugcana,6,480.7,71.8,0.02,0.00,0.10,1.99,8.08,0.30,0.30,1.00,0.15,0.00,0.13,1.00,0.98,0.82,350,42682,104748,552.5,18.5,29.84,7.46,14.03,3.51,0.00,0.15,0.15,29.43,5.39,0.41,2.07,
9,8,1,fagugran,5,30.1,2.3,0.00,0.00,0.02,0.00,8.08,0.10,0.01,0.63,0.02,0.00,0.05,0.76,0.96,0.17,382,32682,104783,32.5,18.5,1.55,0.66,0.73,0.31,0.00,0.02,0.02,1.51,0.66,0.03,0.01,
9,8,1,fagugran,4,19.4,1.5,0.00,0.00,0.01,0.00,8.08,0.10,0.01,0.47,0.01,0.00,0.05,0.76,0.96,0.11,382,32682,104785,20.9,18.5,1.01,0.43,0.48,0.20,0.00,0.01,0.01,0.99,0.43,0.02,0.00,
9,8,1,tsugcana,4,169.0,28.8,0.01,0.00,0.03,0.80,8.08,0.11,0.11,1.00,0.09,0.00,0.05,1.00,0.98,1.00,350,42682,104787,197.8,18.5,13.72,3.43,6.45,1.61,0.00,0.07,0.07,13.54,2.59,0.18,0.84,
9,8,1,tsugcana,3,89.0,16.5,0.00,0.00,0.02,0.46,8.08,0.10,0.06,1.00,0.05,0.00,0.05,1.00,0.98,0.83,350,42682,104803,105.5,18.5,10.40,2.60,4.89,1.22,0.00,0.05,0.05,10.28,2.12,0.12,0.48,
9,8,1,tsugcana,2,35.5,7.1,0.00,0.00,0.01,0.20,8.08,0.10,0.02,1.00,0.02,0.00,0.05,1.00,0.98,0.36,350,42682,104815,42.6,18.5,4.55,1.14,2.14,0.53,0.00,0.02,0.02,4.50,0.93,0.05,0.21,
9,8,1,fagugran,2,8.7,0.7,0.00,0.00,0.01,0.00,8.08,0.10,0.00,0.26,0.01,0.00,0.05,0.76,0.96,0.05,382,32682,104820,9.4,18.5,0.46,0.20,0.22,0.09,0.00,0.01,0.01,0.45,0.20,0.01,0.00,
9,9,1,tsugcana,239,5674.2,55.4,37.40,0.36,1.13,1.54,8.45,2.43,2.43,1.00,0.17,0.00,0.68,1.00,0.88,0.20,350,42682,104821,5729.6,15.0,3.14,0.78,1.48,0.37,0.00,0.01,0.02,-35.43,-1.13,38.57,1.91,
9,9,1,tsugcana,109,50225.1,210.5,16.96,0.07,10.05,5.85,8.45,5.78,5.78,1.00,0.17,0.00,0.93,1.00,0.88,0.14,350,42682,104785,50435.6,15.0,19.73,4.93,9.27,2.32,0.01,0.09,0.10,-7.47,-1.04,27.20,5.97,
9,9,1,pinustro,109,26573.3,157.0,0.04,0.00,5.31,4.36,8.45,6.39,6.39,1.00,0.17,0.00,0.95,1.00,0.20,0.53,350,26504,104777,26730.3,15.0,28.50,7.12,13.39,3.35,0.01,0.15,0.17,22.86,2.69,5.64,4.43,
9,9,1,pinustro,59,14291.5,157.4,0.00,0.00,2.86,4.37,8.45,5.94,5.94,1.00,0.17,0.00,0.94,1.00,0.20,0.53,350,26504,104802,14449.0,15.0,28.53,7.13,13.41,3.35,0.01,0.16,0.17,25.38,2.69,3.15,4.44,
9,9,1,fagugran,29,2000.3,24.3,0.00,0.00,1.20,24.29,8.45,0.60,0.60,1.00,0.17,0.00,0.25,1.00,0.76,0.29,382,32682,104831,2024.6,15.0,14.63,6.27,6.88,2.95,0.00,0.17,0.17,13.29,-18.01,1.35,24.29,
9,9,1,betulent,29,894.7,11.9,0.00,0.00,0.54,11.87,8.45,0.12,0.12,0.99,0.16,0.00,0.06,1.00,0.94,1.00,220,19116,104826,906.5,15.0,8.10,3.47,3.81,1.63,0.00,0.09,0.09,7.48,-8.40,0.62,11.87,
9,9,1,betulent,19,548.9,11.0,0.00,0.00,0.33,11.03,8.45,0.10,0.08,0.99,0.15,0.00,0.05,1.00,0.94,1.00,220,19116,104825,559.9,15.0,6.63,2.84,3.12,1.34,0.00,0.07,0.07,6.24,-8.19,0.40,11.03,
9,9,1,fagugran,19,813.0,21.2,0.00,0.00,0.49,21.23,8.45,0.26,0.26,1.00,0.16,0.00,0.11,1.00,0.76,0.60,382,32682,104823,834.3,15.0,13.91,5.96,6.54,2.80,0.00,0.16,0.16,13.28,-15.27,0.63,21.23,
9,9,1,tsugcana,8,1023.4,134.8,0.03,0.00,0.20,3.74,8.45,0.61,0.61,1.00,0.17,0.00,0.25,1.00,0.88,0.53,350,42682,104821,1158.1,15.0,32.91,8.23,15.47,3.87,0.01,0.16,0.17,32.35,4.40,0.57,3.83,
9,9,1,tsugcana,7,733.0,104.0,0.02,0.00,0.15,2.89,8.45,0.45,0.45,1.00,0.16,0.00,0.19,1.00,0.88,0.67,350,42682,104857,837.0,15.0,31.80,7.95,14.95,3.74,0.00,0.16,0.16,31.31,4.98,0.49,2.97,
9,9,1,fagugran,7,72.2,5.8,0.00,0.00,0.04,5.78,8.45,0.10,0.02,0.91,0.04,0.00,0.05,1.00,0.76,0.35,382,32682,104893,78.0,15.0,3.24,1.39,1.52,0.65,0.00,0.04,0.04,3.17,-4.39,0.08,5.78,
9,9,1,fagugran,6,48.9,4.2,0.00,0.00,0.03,4.21,8.45,0.10,0.02,0.83,0.03,0.00,0.05,1.00,0.76,0.24,382,32682,104891,53.1,15.0,2.27,0.97,1.07,0.46,0.00,0.03,0.03,2.22,-3.24,0.05,4.21,
9,9,1,tsugcana,6,510.1,77.2,0.02,0.00,0.10,2.14,8.45,0.32,0.32,1.00,0.15,0.00,0.14,1.00,0.88,0.84,350,42682,104890,587.3,15.0,29.17,7.29,13.71,3.43,0.00,0.14,0.15,28.76,5.07,0.41,2.22,
9,9,1,fagugran,5,31.7,3.0,0.00,0.00,0.02,2.99,8.45,0.10,0.01,0.72,0.02,0.00,0.05,1.00,0.76,0.16,382,32682,104924,34.7,15.0,1.51,0.65,0.71,0.30,0.00,0.02,0.02,1.48,-2.34,0.03,2.99,
9,9,1,fagugran,4,20.4,2.0,0.00,0.00,0.01,1.95,8.45,0.10,0.01,0.56,0.01,0.00,0.05,1.00,0.76,0.11,382,32682,104923,22.4,15.0,0.99,0.42,0.47,0.20,0.00,0.01,0.01,0.97,-1.53,0.02,1.95,
9,9,1,tsugcana,4,182.5,31.4,0.01,0.00,0.04,0.87,8.45,0.12,0.12,1.00,0.09,0.00,0.05,1.00,0.88,1.00,350,42682,104922,214.0,15.0,13.34,3.34,6.27,1.57,0.00,0.07,0.07,13.17,2.43,0.18,0.91,
9,9,1,tsugcana,3,99.3,18.6,0.00,0.00,0.02,0.52,8.45,0.10,0.06,1.00,0.05,0.00,0.05,1.00,0.88,0.90,350,42682,104938,117.9,15.0,10.17,2.54,4.78,1.19,0.00,0.05,0.05,10.04,2.00,0.12,0.54,
9,9,1,tsugcana,2,40.0,8.0,0.00,0.00,0.01,0.22,8.45,0.10,0.03,1.00,0.02,0.00,0.05,1.00,0.88,0.39,350,42682,104950,48.0,15.0,4.45,1.11,2.09,0.52,0.00,0.02,0.02,4.39,0.88,0.05,0.23,
9,9,1,fagugran,2,9.1,0.9,0.00,0.00,0.01,0.92,8.45,0.10,0.00,0.32,0.01,0.00,0.05,1.00,0.76,0.05,382,32682,104956,10.0,15.0,0.45,0.19,0.21,0.09,0.00,0.01,0.01,0.44,-0.72,0.01,0.92,
9,10,1,tsugcana,239,5638.8,54.3,37.17,0.36,1.13,1.51,6.49,2.42,2.42,1.00,0.16,0.00,0.68,1.00,0.63,0.26,350,42682,104955,5693.1,9.0,1.26,0.32,0.59,0.15,0.00,0.00,0.01,-37.04,-1.55,38.31,1.87,
9,10,1,tsugcana,109,50217.7,209.5,16.96,0.07,10.04,5.82,6.49,5.78,5.78,1.00,0.16,0.00,0.93,1.00,0.63,0.19,350,42682,104916,50427.1,9.0,17.66,4.41,8.30,2.07,0.01,0.08,0.09,-9.52,-1.52,27.18,5.93,
9,10,1,pinustro,109,26596.2,159.7,0.04,0.00,5.32,4.44,6.49,6.39,6.39,1.00,0.16,0.00,0.95,1.00,0.06,1.00,350,26504,104905,26755.9,9.0,16.56,4.14,7.78,1.95,0.01,0.08,0.10,11.03,-0.34,5.53,4.48,
9,10,1,pinustro,59,14316.9,160.1,0.00,0.00,2.86,4.45,6.49,5.94,5.94,1.00,0.16,0.00,0.94,1.00,0.06,1.00,350,26504,104916,14477.0,9.0,16.39,4.10,7.70,1.93,0.01,0.08,0.10,13.36,-0.39,3.03,4.49,
9,10,1,fagugran,29,2013.6,6.3,0.00,0.00,1.21,6.27,6.49,0.56,0.61,0.93,0.16,0.01,0.23,1.00,0.28,0.87,382,32682,104928,2019.9,9.0,15.00,6.43,7.05,3.02,0.00,0.17,0.17,13.64,0.16,1.36,6.27,
9,10,1,betulent,29,902.1,3.5,0.00,0.00,0.54,3.47,6.49,0.10,0.12,0.77,0.15,0.01,0.05,1.00,0.74,1.00,220,19116,104942,905.6,9.0,5.23,2.24,2.46,1.05,0.00,0.06,0.06,4.63,-1.23,0.59,3.47,
9,10,1,betulent,19,555.1,2.8,0.00,0.00,0.33,2.84,6.49,0.10,0.08,0.70,0.14,0.01,0.05,1.00,0.74,1.00,220,19116,104946,558.0,9.0,5.23,2.24,2.46,1.05,0.00,0.06,0.06,4.84,-0.60,0.39,2.84,
9,10,1,fagugran,19,826.3,6.0,0.00,0.00,0.50,5.96,6.49,0.24,0.26,0.92,0.15,0.01,0.11,1.00,0.28,1.00,382,32682,104951,832.3,9.0,7.94,3.40,3.73,1.60,0.00,0.09,0.09,7.37,-2.56,0.58,5.96,
9,10,1,tsugcana,8,1055.7,139.2,0.04,0.00,0.21,3.87,6.49,0.63,0.63,1.00,0.16,0.00,0.26,1.00,0.63,0.68,350,42682,104956,1194.9,9.0,30.87,7.72,14.51,3.63,0.01,0.15,0.16,30.31,3.77,0.56,3.95,
9,10,1,tsugcana,7,764.3,109.0,0.03,0.00,0.15,3.03,6.49,0.47,0.47,1.00,0.15,0.00,0.20,1.00,0.63,0.86,350,42682,104990,873.3,9.0,29.82,7.46,14.02,3.50,0.00,0.15,0.15,29.35,4.35,0.48,3.11,
9,10,1,fagugran,7,75.4,1.4,0.00,0.00,0.05,1.39,6.49,0.10,0.02,0.44,0.03,0.00,0.05,1.00,0.28,0.98,382,32682,105024,76.8,9.0,3.34,1.43,1.57,0.67,0.00,0.04,0.04,3.26,0.04,0.08,1.39,
9,10,1,fagugran,6,51.1,1.0,0.00,0.00,0.03,0.97,6.49,0.10,0.02,0.34,0.02,0.00,0.05,1.00,0.28,0.69,382,32682,105028,52.0,9.0,2.35,1.01,1.11,0.47,0.00,0.03,0.03,2.30,0.03,0.05,0.97,
9,10,1,tsugcana,6,538.9,82.2,0.02,0.00,0.11,2.28,6.49,0.34,0.34,1.00,0.14,0.00,0.15,1.00,0.63,1.00,350,42682,105030,621.1,9.0,25.79,6.45,12.12,3.03,0.00,0.13,0.13,25.41,4.10,0.38,2.35,
9,10,1,fagugran,5,33.1,0.6,0.00,0.00,0.02,0.65,6.49,0.10,0.01,0.24,0.02,0.00,0.05,1.00,0.28,0.46,382,32682,105059,33.8,9.0,1.58,0.68,0.74,0.32,0.00,0.02,0.02,1.54,0.03,0.04,0.65,
9,10,1,fagugran,4,21.4,0.4,0.00,0.00,0.01,0.42,6.49,0.10,0.01,0.16,0.01,0.00,0.05,1.00,0.28,0.30,382,32682,105061,21.8,9.0,1.03,0.44,0.49,0.21,0.00,0.01,0.01,1.01,0.02,0.02,0.42,
9,10,1,tsugcana,4,195.7,33.9,0.01,0.00,0.04,0.94,6.49,0.13,0.13,1.00,0.08,0.00,0.06,1.00,0.63,1.00,350,42682,105062,229.6,9.0,10.15,2.54,4.77,1.19,0.00,0.05,0.05,10.00,1.57,0.15,0.97,
9,10,1,tsugcana,3,109.3,20.6,0.00,0.00,0.02,0.57,6.49,0.10,0.07,1.00,0.05,0.00,0.05,1.00,0.63,1.00,350,42682,105074,129.9,9.0,8.07,2.02,3.79,0.95,0.00,0.04,0.04,7.97,1.43,0.11,0.59,
9,10,1,tsugcana,2,44.3,8.9,0.00,0.00,0.01,0.25,6.49,0.10,0.03,1.00,0.02,0.00,0.05,1.00,0.63,0.52,350,42682,105084,53.2,9.0,4.17,1.04,1.96,0.49,0.00,0.02,0.02,4.12,0.78,0.05,0.26,
9,10,1,fagugran,2,9.5,0.2,0.00,0.00,0.01,0.19,6.49,0.10,0.00,0.08,0.00,0.00,0.05,1.00,0.28,0.14,382,32682,105089,9.7,9.0,0.47,0.20,0.22,0.09,0.00,0.01,0.01,0.46,0.01,0.01,0.19,
9,11,1,tsugcana,239,5601.8,52.7,36.92,0.35,1.12,1.46,5.06,2.41,2.41,1.00,0.14,0.00,0.68,1.00,0.37,0.41,350,42682,105090,5654.5,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-38.04,-1.81,38.04,1.81,
9,11,1,tsugcana,109,50208.1,207.9,16.95,0.07,10.04,5.78,5.06,5.78,5.78,1.00,0.14,0.00,0.93,1.00,0.37,0.30,350,42682,105050,50416.1,2.9,15.06,3.77,7.08,1.77,0.01,0.07,0.08,-12.08,-2.12,27.15,5.88,
9,11,1,pinustro,109,26607.2,159.3,0.04,0.00,5.32,4.43,5.06,6.39,6.39,1.00,0.14,0.00,0.95,1.00,0.01,1.00,350,26504,105035,26766.6,2.9,3.67,0.92,1.72,0.43,0.01,0.01,0.02,-1.73,-3.52,5.40,4.44,
9,11,1,pinustro,59,14330.3,159.7,0.00,0.00,2.87,4.44,5.06,5.94,5.94,1.00,0.14,0.00,0.94,1.00,0.01,1.00,350,26504,105030,14490.0,2.9,3.65,0.91,1.72,0.43,0.01,0.01,0.02,0.75,-3.53,2.91,4.45,
9,11,1,fagugran,29,2027.3,6.4,0.00,0.00,1.22,6.43,5.06,0.00,0.61,0.93,0.14,0.02,0.00,1.00,0.03,1.00,382,32682,105028,2033.7,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.22,-6.43,1.22,6.43,
9,11,1,betulent,29,906.8,2.2,0.00,0.00,0.54,2.24,5.06,0.00,0.13,0.61,0.14,0.01,0.00,1.00,0.48,1.00,220,19116,105021,909.0,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,-2.24,0.54,2.24,
9,11,1,betulent,19,560.0,2.2,0.00,0.00,0.34,2.24,5.06,0.00,0.08,0.61,0.13,0.01,0.00,1.00,0.48,1.00,220,19116,105018,562.2,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,-2.24,0.34,2.24,
9,11,1,fagugran,19,833.7,3.4,0.00,0.00,0.50,3.40,5.06,0.00,0.26,0.76,0.14,0.02,0.00,1.00,0.03,1.00,382,32682,105015,837.1,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,-3.40,0.50,3.40,
9,11,1,tsugcana,8,1086.0,142.9,0.04,0.00,0.22,3.97,5.06,0.65,0.65,1.00,0.14,0.00,0.26,1.00,0.37,1.00,350,42682,105011,1229.0,2.9,26.84,6.71,12.61,3.15,0.01,0.13,0.14,26.32,2.67,0.52,4.04,
9,11,1,tsugcana,7,793.6,113.4,0.03,0.00,0.16,3.15,5.06,0.49,0.49,1.00,0.14,0.00,0.20,1.00,0.37,1.00,350,42682,105040,907.0,2.9,20.86,5.22,9.81,2.45,0.00,0.10,0.11,20.47,2.01,0.39,3.20,
9,11,1,fagugran,7,78.7,1.4,0.00,0.00,0.05,1.43,5.06,0.00,0.03,0.45,0.03,0.00,0.00,1.00,0.03,1.00,382,32682,105062,80.1,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-1.43,0.05,1.43,
9,11,1,fagugran,6,53.4,1.0,0.00,0.00,0.03,1.01,5.06,0.00,0.02,0.35,0.02,0.00,0.00,1.00,0.03,1.00,382,32682,105060,54.4,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,-1.01,0.03,1.01,
9,11,1,tsugcana,6,564.3,86.3,0.02,0.00,0.11,2.40,5.06,0.35,0.35,1.00,0.13,0.00,0.15,1.00,0.37,1.00,350,42682,105059,650.6,2.9,15.61,3.90,7.33,1.83,0.00,0.08,0.08,15.32,1.46,0.29,2.44,
9,11,1,fagugran,5,34.7,0.7,0.00,0.00,0.02,0.68,5.06,0.00,0.01,0.25,0.01,0.00,0.00,1.00,0.03,1.00,382,32682,105076,35.4,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,-0.68,0.02,0.68,
9,11,1,fagugran,4,22.4,0.4,0.00,0.00,0.01,0.44,5.06,0.00,0.01,0.17,0.01,0.00,0.00,1.00,0.03,1.00,382,32682,105075,22.8,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.44,0.01,0.44,
9,11,1,tsugcana,4,205.7,35.4,0.01,0.00,0.04,0.98,5.06,0.13,0.13,1.00,0.07,0.00,0.06,1.00,0.37,1.00,350,42682,105075,241.1,2.9,6.18,1.55,2.91,0.73,0.00,0.03,0.03,6.07,0.55,0.11,1.00,
9,11,1,tsugcana,3,117.3,22.0,0.00,0.00,0.02,0.61,5.06,0.10,0.08,1.00,0.04,0.00,0.05,1.00,0.37,1.00,350,42682,105081,139.3,2.9,4.69,1.17,2.21,0.55,0.00,0.02,0.02,4.62,0.55,0.07,0.62,
9,11,1,tsugcana,2,48.5,9.7,0.00,0.00,0.01,0.27,5.06,0.10,0.03,1.00,0.02,0.00,0.05,1.00,0.37,0.81,350,42682,105086,58.2,2.9,3.82,0.96,1.80,0.45,0.00,0.02,0.02,3.77,0.68,0.05,0.28,
9,11,1,fagugran,2,10.0,0.2,0.00,0.00,0.01,0.20,5.06,0.00,0.00,0.08,0.00,0.00,0.00,1.00,0.03,1.00,382,32682,105090,10.2,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.20,0.01,0.20,
9,12,1,tsugcana,239,5563.7,50.9,36.67,0.34,1.11,1.41,3.24,2.40,2.40,1.00,0.16,0.00,0.68,0.01,0.12,1.00,350,42682,105089,5614.6,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-37.78,-1.75,37.78,1.75,
9,12,1,tsugcana,109,50196.1,205.8,16.95,0.07,10.04,5.72,3.24,5.78,5.78,1.00,0.16,0.00,0.93,0.01,0.12,1.00,350,42682,105050,50401.9,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.99,-5.79,26.99,5.79,
9,12,1,pinustro,109,26605.5,155.8,0.04,0.00,5.32,4.33,3.24,6.39,6.39,1.00,0.16,0.00,0.95,0.01,0.00,1.00,350,26504,105018,26761.3,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.36,-4.33,5.36,4.33,
9,12,1,pinustro,59,14331.0,156.2,0.00,0.00,2.87,4.34,3.24,5.94,5.94,1.00,0.16,0.00,0.94,0.01,0.00,1.00,350,26504,105008,14487.2,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.87,-4.34,2.87,4.34,
9,12,1,fagugran,29,2026.0,0.0,0.00,0.00,1.22,0.00,3.24,0.00,0.61,0.00,0.16,0.02,0.00,0.01,0.00,1.00,382,32682,105000,2026.0,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.22,0.00,1.22,0.00,
9,12,1,betulent,29,906.2,0.0,0.00,0.00,0.54,0.00,3.24,0.00,0.13,0.00,0.16,0.01,0.00,0.01,0.19,1.00,220,19116,104998,906.2,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.54,0.00,
9,12,1,betulent,19,559.6,0.0,0.00,0.00,0.34,0.00,3.24,0.00,0.08,0.00,0.14,0.01,0.00,0.01,0.19,1.00,220,19116,104997,559.6,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.34,0.00,
9,12,1,fagugran,19,833.2,0.0,0.00,0.00,0.50,0.00,3.24,0.00,0.26,0.00,0.15,0.02,0.00,0.01,0.00,1.00,382,32682,104997,833.2,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,0.00,0.50,0.00,
9,12,1,tsugcana,8,1112.3,145.6,0.04,0.00,0.22,4.04,3.24,0.66,0.66,1.00,0.16,0.00,0.27,0.01,0.12,1.00,350,42682,104996,1258.0,-5.7,0.06,0.01,0.03,0.01,0.00,0.00,0.00,-0.20,-4.03,0.26,4.05,
9,12,1,tsugcana,7,814.1,115.4,0.03,0.00,0.16,3.20,3.24,0.50,0.50,1.00,0.16,0.00,0.21,0.01,0.12,1.00,350,42682,104992,929.5,-5.7,0.05,0.01,0.02,0.01,0.00,0.00,0.00,-0.14,-3.20,0.19,3.21,
9,12,1,fagugran,7,78.6,0.0,0.00,0.00,0.05,0.00,3.24,0.00,0.03,0.00,0.04,0.01,0.00,0.01,0.00,1.00,382,32682,104989,78.6,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.05,0.00,
9,12,1,fagugran,6,53.3,0.0,0.00,0.00,0.03,0.00,3.24,0.00,0.02,0.00,0.03,0.00,0.00,0.01,0.00,1.00,382,32682,104989,53.3,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,0.00,0.03,0.00,
9,12,1,tsugcana,6,579.6,87.8,0.02,0.00,0.12,2.44,3.24,0.36,0.36,1.00,0.14,0.00,0.16,0.01,0.12,1.00,350,42682,104989,667.4,-5.7,0.04,0.01,0.02,0.00,0.00,0.00,0.00,-0.10,-2.43,0.13,2.44,
9,12,1,fagugran,5,34.7,0.0,0.00,0.00,0.02,0.00,3.24,0.00,0.01,0.00,0.02,0.00,0.00,0.01,0.00,1.00,382,32682,104986,34.7,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.02,0.00,
9,12,1,fagugran,4,22.4,0.0,0.00,0.00,0.01,0.00,3.24,0.00,0.01,0.00,0.01,0.00,0.00,0.01,0.00,1.00,382,32682,104986,22.4,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,0.00,
9,12,1,tsugcana,4,211.8,36.0,0.01,0.00,0.04,1.00,3.24,0.14,0.14,1.00,0.08,0.00,0.06,0.01,0.12,1.00,350,42682,104986,247.8,-5.7,0.02,0.00,0.01,0.00,0.00,0.00,0.00,-0.03,-1.00,0.05,1.00,
9,12,1,tsugcana,3,121.9,22.6,0.00,0.00,0.02,0.63,3.24,0.10,0.08,1.00,0.05,0.00,0.05,0.01,0.12,1.00,350,42682,104985,144.5,-5.7,0.01,0.00,0.01,0.00,0.00,0.00,0.00,-0.02,-0.63,0.03,0.63,
9,12,1,tsugcana,2,52.2,10.4,0.00,0.00,0.01,0.29,3.24,0.10,0.03,1.00,0.02,0.00,0.05,0.01,0.12,1.00,350,42682,104984,62.6,-5.7,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,-0.28,0.01,0.29,
9,12,1,fagugran,2,10.0,0.0,0.00,0.00,0.01,0.00,3.24,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,1.00,382,32682,104984,10.0,-5.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,0.00,
9,1,1,tsugcana,239,5525.9,49.1,36.42,0.32,1.11,1.36,2.27,2.39,2.39,1.00,0.17,0.01,0.68,0.01,0.10,1.00,350,42682,104984,5575.1,-7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-37.53,-1.69,37.53,1.69,
9,1,1,tsugcana,109,50169.1,200.0,16.94,0.07,10.03,5.56,2.27,5.78,5.78,1.00,0.17,0.01,0.93,0.01,0.10,1.00,350,42682,104944,50369.1,-7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.97,-5.62,26.97,5.62,
9,1,1,pinustro,109,26600.1,151.5,0.04,0.00,5.32,4.21,2.27,6.39,6.39,1.00,0.17,0.01,0.95,0.01,0.00,1.00,350,26504,104911,26751.6,-7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.36,-4.21,5.36,4.21,
9,1,1,pinustro,59,14328.1,151.9,0.00,0.00,2.87,4.22,2.27,5.94,5.94,1.00,0.17,0.01,0.94,0.01,0.00,1.00,350,26504,104902,14480.0,-7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.87,-4.22,2.87,4.22,
9,1,1,fagugran,29,2024.8,0.0,0.00,0.00,1.21,0.00,2.27,0.00,0.61,0.00,0.17,0.02,0.00,0.01,0.00,1.00,382,32682,104895,2024.8,-7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.22,0.00,1.22,0.00,
9,1,1,betulent,29,905.7,0.0,0.00,0.00,0.54,0.00,2.27,0.00,0.13,0.00,0.17,0.01,0.00,0.01,0.16,1.00,220,19116,104894,905.7,-7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.54,0.00,
9,1,1,betulent,19,559.3,0.0,0.00,0.00,0.34,0.00,2.27,0.00,0.08,0.00,0.15,0.01,0.00,0.01,0.16,1.00,220,19116,104894,559.3,-7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34,0.00,0.34,0.00,
9,1,1,fagugran,19,832.7,0.0,0.00,0.00,0.50,0.00,2.27,0.00,0.26,0.00,0.16,0.02,0.00,0.01,0.00,1.00,382,32682,104893,832.7,-7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,0.00,0.50,0.00,
9,1,1,tsugcana,8,1112.1,141.6,0.04,0.00,0.22,3.93,2.27,0.66,0.66,1.00,0.17,0.01,0.27,0.01,0.10,1.00,350,42682,104893,1253.7,-7.0,0.04,0.01,0.02,0.01,0.00,0.00,0.00,-0.22,-3.93,0.26,3.94,
9,1,1,tsugcana,7,814.0,112.2,0.03,0.00,0.16,3.12,2.27,0.50,0.50,1.00,0.16,0.00,0.21,0.01,0.10,1.00,350,42682,104889,926.1,-7.0,0.04,0.01,0.02,0.00,0.00,0.00,0.00,-0.15,-3.11,0.19,3.12,
