"","Species","Type","DBH","CCR"
"1123","PIAB","Sapling",2.6852353595,637448.605965761
"1122","PIAB","Sapling",2.6852353595,637448.379556408
"1121","PIAB","Sapling",2.6852353595,637448.153147056
"1120","PIAB","Sapling",2.6852353595,637447.926737703
"1119","PIAB","Sapling",2.6852353595,637447.700328351
"1118","PIAB","Sapling",2.6852353595,637447.473918998
"1117","PIAB","Sapling",2.6852353595,637447.247509645
"1116","PIAB","Sapling",2.6852353595,637447.021100293
"1115","PIAB","Sapling",2.6852353595,637446.79469094
"1114","PIAB","Sapling",2.6852353595,637446.568281588
"1113","PIAB","Sapling",2.6852353595,637446.341872235
"1112","PIAB","Sapling",2.6852353595,637446.115462882
"1111","PIAB","Sapling",2.6852353595,637445.88905353
"1110","PIAB","Sapling",2.6852353595,637445.662644177
"1109","PIAB","Sapling",2.6852353595,637445.436234825
"1108","PIAB","Sapling",2.6852353595,637445.209825472
"1107","PIAB","Sapling",2.6852353595,637444.983416119
"1106","PIAB","Sapling",2.6852353595,637444.757006767
"1105","PIAB","Sapling",2.6852353595,637444.530597414
"1104","PIAB","Sapling",2.6852353595,637444.304188062
"1103","PIAB","Sapling",2.6852353595,637444.077778709
"1101","PIAB","Sapling",2.6852353595,637443.624960004
"1100","PIAB","Sapling",2.6852353595,637443.398550651
"1099","PIAB","Sapling",2.6852353595,637443.172141299
"1097","PIAB","Sapling",2.6852353595,637442.719322594
"1096","PIAB","Sapling",2.6852353595,637442.492913241
"1095","PIAB","Sapling",2.6852353595,637442.266503888
"1094","PIAB","Sapling",2.6852353595,637442.040094536
"1092","PIAB","Sapling",2.6852353595,637441.587275831
"1091","PIAB","Sapling",2.6852353595,637441.360866478
"1090","PIAB","Sapling",2.6852353595,637441.134457126
"1089","PIAB","Sapling",2.6852353595,637440.908047773
"1088","PIAB","Sapling",2.6852353595,637440.68163842
"1087","PIAB","Sapling",2.6852353595,637440.455229068
"1086","PIAB","Sapling",2.6852353595,637440.228819715
"1085","PIAB","Sapling",2.6852353595,637440.002410363
"1084","PIAB","Sapling",2.6852353595,637439.77600101
"1083","PIAB","Sapling",2.6852353595,637439.549591657
"1082","PIAB","Sapling",2.6852353595,637439.323182305
"1081","PIAB","Sapling",2.6852353595,637439.096772952
"1080","PIAB","Sapling",2.6852353595,637438.8703636
"1079","PIAB","Sapling",2.6852353595,637438.643954247
"1078","PIAB","Sapling",2.6852353595,637438.417544895
"1077","PIAB","Sapling",2.6852353595,637438.191135542
"1076","PIAB","Sapling",2.6852353595,637437.964726189
"1074","PIAB","Sapling",2.6852353595,637437.511907484
"1073","PIAB","Sapling",2.6852353595,637437.285498132
"1072","PIAB","Sapling",2.6852353595,637437.059088779
"1071","PIAB","Sapling",2.6852353595,637436.832679426
"1069","PIAB","Sapling",2.6852353595,637436.379860721
"1068","PIAB","Sapling",2.6852353595,637436.153451369
"1066","PIAB","Sapling",2.6852353595,637435.700632663
"1065","PIAB","Sapling",2.6852353595,637435.474223311
"1064","PIAB","Sapling",2.6852353595,637435.247813958
"1063","PIAB","Sapling",2.6852353595,637435.021404606
"1062","PIAB","Sapling",2.6852353595,637434.794995253
"1060","PIAB","Sapling",2.6852353595,637434.342176548
"1059","PIAB","Sapling",2.6852353595,637434.115767195
"1057","PIAB","Sapling",2.6852353595,637433.66294849
"1056","PIAB","Sapling",2.6852353595,637433.436539138
"1055","PIAB","Sapling",2.6852353595,637433.210129785
"1053","PIAB","Sapling",2.6852353595,637432.75731108
"1052","PIAB","Sapling",2.6852353595,637432.530901727
"1051","PIAB","Sapling",2.6852353595,637432.304492375
"1050","PIAB","Sapling",2.6852353595,637432.078083022
"1049","PIAB","Sapling",2.6852353595,637431.851673669
"1048","PIAB","Sapling",2.6852353595,637431.625264317
"1047","PIAB","Sapling",2.6852353595,637431.398854964
"1046","PIAB","Sapling",2.6852353595,637431.172445612
"1045","PIAB","Sapling",2.6852353595,637430.946036259
"1044","PIAB","Sapling",2.6852353595,637430.719626906
"1043","PIAB","Sapling",2.6852353595,637430.493217554
"1042","PIAB","Sapling",2.6852353595,637430.266808201
"1041","PIAB","Sapling",2.6852353595,637430.040398849
"1040","PIAB","Sapling",2.6852353595,637429.813989496
"1039","PIAB","Sapling",2.838438574,637199.458672872
"1037","PIAB","Sapling",2.838438574,637198.952710006
"1036","PIAB","Sapling",2.838438574,637198.699728572
"1035","PIAB","Sapling",2.838438574,637198.446747139
"1034","PIAB","Sapling",2.838438574,637198.193765706
"1033","PIAB","Sapling",2.838438574,637197.940784273
"1031","PIAB","Sapling",2.838438574,637197.434821407
"1030","PIAB","Sapling",2.838438574,637197.181839974
"1029","PIAB","Sapling",2.838438574,637196.928858541
"1028","PIAB","Sapling",2.838438574,637196.675877108
"1027","PIAB","Sapling",2.838438574,637196.422895674
"1026","PIAB","Sapling",2.838438574,637196.169914241
"1025","PIAB","Sapling",2.838438574,637195.916932808
"1024","PIAB","Sapling",2.838438574,637195.663951375
"1023","PIAB","Sapling",2.838438574,637195.410969942
"1022","PIAB","Sapling",2.838438574,637195.157988509
"1021","PIAB","Sapling",2.838438574,637194.905007076
"1020","PIAB","Sapling",2.838438574,637194.652025643
"1019","PIAB","Sapling",2.838438574,637194.39904421
"1018","PIAB","Sapling",2.838438574,637194.146062777
"1015","PIAB","Sapling",2.838438574,637193.387118477
"1014","PIAB","Sapling",2.838438574,637193.134137044
"1013","PIAB","Sapling",2.838438574,637192.881155611
"1012","PIAB","Sapling",2.838438574,637192.628174178
"1011","PIAB","Sapling",2.838438574,637192.375192745
"1010","PIAB","Sapling",2.838438574,637192.122211312
"1009","PIAB","Sapling",2.838438574,637191.869229879
"1008","PIAB","Sapling",2.838438574,637191.616248445
"1007","PIAB","Sapling",2.838438574,637191.363267012
"1006","PIAB","Sapling",2.838438574,637191.110285579
"1005","PIAB","Sapling",2.838438574,637190.857304146
"1004","PIAB","Sapling",2.838438574,637190.604322713
"1003","PIAB","Sapling",2.838438574,637190.35134128
"1002","PIAB","Sapling",2.838438574,637190.098359847
"1001","PIAB","Sapling",2.838438574,637189.845378414
"1000","PIAB","Sapling",2.838438574,637189.592396981
"999","PIAB","Sapling",2.838438574,637189.339415548
"998","PIAB","Sapling",2.838438574,637189.086434114
"997","PIAB","Sapling",2.838438574,637188.833452681
"996","PIAB","Sapling",2.838438574,637188.580471248
"995","PIAB","Sapling",2.838438574,637188.327489815
"994","PIAB","Sapling",2.838438574,637188.074508382
"993","PIAB","Sapling",2.838438574,637187.821526949
"992","PIAB","Sapling",2.838438574,637187.568545516
"991","PIAB","Sapling",2.838438574,637187.315564083
"990","PIAB","Sapling",2.838438574,637187.06258265
"989","PIAB","Sapling",2.838438574,637186.809601216
"988","PIAB","Sapling",2.838438574,637186.556619783
"987","PIAB","Sapling",2.838438574,637186.30363835
"985","PIAB","Sapling",2.838438574,637185.797675484
"984","PIAB","Sapling",2.838438574,637185.544694051
"983","PIAB","Sapling",2.838438574,637185.291712618
"982","PIAB","Sapling",2.838438574,637185.038731185
"981","PIAB","Sapling",2.838438574,637184.785749752
"980","PIAB","Sapling",2.838438574,637184.532768319
"979","PIAB","Sapling",2.838438574,637184.279786885
"978","PIAB","Sapling",2.838438574,637184.026805452
"977","PIAB","Sapling",2.838438574,637183.773824019
"976","PIAB","Sapling",2.838438574,637183.520842586
"975","PIAB","Sapling",2.838438574,637183.267861153
"973","PIAB","Sapling",2.838438574,637182.761898287
"972","PIAB","Sapling",2.838438574,637182.508916854
"971","PIAB","Sapling",2.838438574,637182.255935421
"970","PIAB","Sapling",2.838438574,637182.002953987
"969","PIAB","Sapling",2.838438574,637181.749972554
"968","PIAB","Sapling",2.838438574,637181.496991121
"967","PIAB","Sapling",2.838438574,637181.244009688
"966","PIAB","Sapling",2.838438574,637180.991028255
"965","PIAB","Sapling",2.838438574,637180.738046822
"964","PIAB","Sapling",2.838438574,637180.485065389
"963","PIAB","Sapling",2.838438574,637180.232083956
"962","PIAB","Sapling",2.838438574,637179.979102523
"961","PIAB","Sapling",2.838438574,637179.72612109
"960","PIAB","Sapling",2.838438574,637179.473139656
"959","PIAB","Sapling",2.838438574,637179.220158223
"957","PIAB","Sapling",2.838438574,637178.714195357
"956","PIAB","Sapling",2.838438574,637178.461213924
"955","PIAB","Sapling",2.9916417885,637029.74165065
"954","PIAB","Sapling",2.9916417885,637029.460623143
"953","PIAB","Sapling",2.9916417885,637029.179595637
"952","PIAB","Sapling",2.9916417885,637028.89856813
"951","PIAB","Sapling",2.9916417885,637028.617540624
"950","PIAB","Sapling",2.9916417885,637028.336513117
"949","PIAB","Sapling",2.9916417885,637028.055485611
"948","PIAB","Sapling",2.9916417885,637027.774458104
"947","PIAB","Sapling",2.9916417885,637027.493430598
"946","PIAB","Sapling",2.9916417885,637027.212403091
"945","PIAB","Sapling",2.9916417885,637026.931375584
"944","PIAB","Sapling",2.9916417885,637026.650348078
"943","PIAB","Sapling",2.9916417885,637026.369320571
"942","PIAB","Sapling",2.9916417885,637026.088293065
"941","PIAB","Sapling",2.9916417885,637025.807265558
"940","PIAB","Sapling",2.9916417885,637025.526238052
"939","PIAB","Sapling",2.9916417885,637025.245210545
"938","PIAB","Sapling",2.9916417885,637024.964183039
"937","PIAB","Sapling",2.9916417885,637024.683155532
"936","PIAB","Sapling",2.9916417885,637024.402128026
"934","PIAB","Sapling",2.9916417885,637023.840073013
"933","PIAB","Sapling",2.9916417885,637023.559045506
"932","PIAB","Sapling",2.9916417885,637023.278017999
"931","PIAB","Sapling",2.9916417885,637022.996990493
"930","PIAB","Sapling",2.9916417885,637022.715962986
"929","PIAB","Sapling",2.9916417885,637022.43493548
"928","PIAB","Sapling",2.9916417885,637022.153907973
"927","PIAB","Sapling",2.9916417885,637021.872880467
"926","PIAB","Sapling",2.9916417885,637021.59185296
"925","PIAB","Sapling",2.9916417885,637021.310825453
"924","PIAB","Sapling",2.9916417885,637021.029797947
"923","PIAB","Sapling",2.9916417885,637020.74877044
"922","PIAB","Sapling",2.9916417885,637020.467742934
"921","PIAB","Sapling",2.9916417885,637020.186715427
"920","PIAB","Sapling",2.9916417885,637019.905687921
"919","PIAB","Sapling",2.9916417885,637019.624660414
"918","PIAB","Sapling",2.9916417885,637019.343632908
"917","PIAB","Sapling",2.9916417885,637019.062605401
"916","PIAB","Sapling",2.9916417885,637018.781577895
"915","PIAB","Sapling",2.9916417885,637018.500550388
"914","PIAB","Sapling",2.9916417885,637018.219522882
"913","PIAB","Sapling",2.9916417885,637017.938495375
"912","PIAB","Sapling",2.9916417885,637017.657467868
"911","PIAB","Sapling",2.9916417885,637017.376440362
"909","PIAB","Sapling",2.9916417885,637016.814385349
"908","PIAB","Sapling",2.9916417885,637016.533357842
"907","PIAB","Sapling",2.9916417885,637016.252330336
"906","PIAB","Sapling",3.144845003,636912.04106576
"905","PIAB","Sapling",3.144845003,636911.730518187
"904","PIAB","Sapling",3.144845003,636911.419970614
"903","PIAB","Sapling",3.144845003,636911.109423041
"902","PIAB","Sapling",3.144845003,636910.798875468
"901","PIAB","Sapling",3.144845003,636910.488327895
"900","PIAB","Sapling",3.144845003,636910.177780322
"899","PIAB","Sapling",3.144845003,636909.867232749
"898","PIAB","Sapling",3.144845003,636909.556685176
"897","PIAB","Sapling",3.144845003,636909.246137603
"896","PIAB","Sapling",3.144845003,636908.93559003
"895","PIAB","Sapling",3.144845003,636908.625042457
"894","PIAB","Sapling",3.144845003,636908.314494885
"893","PIAB","Sapling",3.144845003,636908.003947312
"892","PIAB","Sapling",3.144845003,636907.693399739
"891","PIAB","Sapling",3.144845003,636907.382852166
"890","PIAB","Sapling",3.144845003,636907.072304593
"888","PIAB","Sapling",3.144845003,636906.451209447
"887","PIAB","Sapling",3.144845003,636906.140661874
"886","PIAB","Sapling",3.144845003,636905.830114301
"885","PIAB","Sapling",3.144845003,636905.519566728
"884","PIAB","Sapling",3.144845003,636905.209019155
"883","PIAB","Sapling",3.144845003,636904.898471583
"882","PIAB","Sapling",3.144845003,636904.58792401
"881","PIAB","Sapling",3.144845003,636904.277376437
"880","PIAB","Sapling",3.144845003,636903.966828864
"879","PIAB","Sapling",3.144845003,636903.656281291
"878","PIAB","Sapling",3.144845003,636903.345733718
"877","PIAB","Sapling",3.144845003,636903.035186145
"876","PIAB","Sapling",3.144845003,636902.724638572
"874","PIAB","Sapling",3.144845003,636902.103543426
"873","PIAB","Sapling",3.144845003,636901.792995853
"872","PIAB","Sapling",3.144845003,636901.48244828
"871","PIAB","Sapling",3.144845003,636901.171900708
"870","PIAB","Sapling",3.144845003,636900.861353135
"869","PIAB","Sapling",3.144845003,636900.550805562
"867","PIAB","Sapling",3.144845003,636899.929710416
"866","PIAB","Sapling",3.144845003,636899.619162843
"865","PIAB","Sapling",3.144845003,636899.30861527
"864","PIAB","Sapling",3.144845003,636898.998067697
"863","PIAB","Sapling",3.144845003,636898.687520124
"862","PIAB","Sapling",3.144845003,636898.376972551
"861","PIAB","Sapling",3.144845003,636898.066424978
"859","PIAB","Sapling",3.144845003,636897.445329832
"858","PIAB","Sapling",3.144845003,636897.13478226
"857","PIAB","Sapling",3.144845003,636896.824234687
"856","PIAB","Sapling",3.144845003,636896.513687114
"855","PIAB","Sapling",3.144845003,636896.203139541
"854","PIAB","Sapling",3.144845003,636895.892591968
"853","PIAB","Sapling",3.144845003,636895.582044395
"852","PIAB","Sapling",3.144845003,636895.271496822
"851","PIAB","Sapling",3.144845003,636894.960949249
"850","PIAB","Sapling",3.144845003,636894.650401676
"849","PIAB","Sapling",3.2980482175,636753.598948898
"848","PIAB","Sapling",3.2980482175,636753.257407266
"847","PIAB","Sapling",3.2980482175,636752.915865634
"846","PIAB","Sapling",3.2980482175,636752.574324001
"845","PIAB","Sapling",3.2980482175,636752.232782369
"844","PIAB","Sapling",3.2980482175,636751.891240737
"843","PIAB","Sapling",3.2980482175,636751.549699105
"841","PIAB","Sapling",3.2980482175,636750.86661584
"839","PIAB","Sapling",3.2980482175,636750.183532576
"838","PIAB","Sapling",3.2980482175,636749.841990944
"837","PIAB","Sapling",3.2980482175,636749.500449312
"836","PIAB","Sapling",3.2980482175,636749.158907679
"835","PIAB","Sapling",3.2980482175,636748.817366047
"834","PIAB","Sapling",3.2980482175,636748.475824415
"833","PIAB","Sapling",3.2980482175,636748.134282783
"832","PIAB","Sapling",3.2980482175,636747.79274115
"831","PIAB","Sapling",3.2980482175,636747.451199518
"830","PIAB","Sapling",3.2980482175,636747.109657886
"829","PIAB","Sapling",3.2980482175,636746.768116254
"828","PIAB","Sapling",3.2980482175,636746.426574622
"827","PIAB","Sapling",3.2980482175,636746.085032989
"826","PIAB","Sapling",3.2980482175,636745.743491357
"825","PIAB","Sapling",3.2980482175,636745.401949725
"824","PIAB","Sapling",3.2980482175,636745.060408093
"823","PIAB","Sapling",3.2980482175,636744.718866461
"822","PIAB","Sapling",3.2980482175,636744.377324828
"821","PIAB","Sapling",3.2980482175,636744.035783196
"820","PIAB","Sapling",3.2980482175,636743.694241564
"819","PIAB","Sapling",3.2980482175,636743.352699932
"818","PIAB","Sapling",3.2980482175,636743.0111583
"817","PIAB","Sapling",3.2980482175,636742.669616667
"816","PIAB","Sapling",3.2980482175,636742.328075035
"815","PIAB","Sapling",3.2980482175,636741.986533403
"814","PIAB","Sapling",3.2980482175,636741.644991771
"813","PIAB","Sapling",3.2980482175,636741.303450138
"812","PIAB","Sapling",3.2980482175,636740.961908506
"811","PIAB","Sapling",3.2980482175,636740.620366874
"809","PIAB","Sapling",3.2980482175,636739.93728361
"808","PIAB","Sapling",3.2980482175,636739.595741977
"807","PIAB","Sapling",3.2980482175,636739.254200345
"806","PIAB","Sapling",3.2980482175,636738.912658713
"805","PIAB","Sapling",3.2980482175,636738.571117081
"804","PIAB","Sapling",3.2980482175,636738.229575449
"803","PIAB","Sapling",3.2980482175,636737.888033816
"802","PIAB","Sapling",3.2980482175,636737.546492184
"801","PIAB","Sapling",3.2980482175,636737.204950552
"800","PIAB","Sapling",3.2980482175,636736.86340892
"799","PIAB","Sapling",3.2980482175,636736.521867287
"798","PIAB","Sapling",3.2980482175,636736.180325655
"797","PIAB","Sapling",3.451251432,636655.137350917
"795","PIAB","Sapling",3.451251432,636654.389331548
"794","PIAB","Sapling",3.451251432,636654.015321864
"793","PIAB","Sapling",3.451251432,636653.641312179
"792","PIAB","Sapling",3.451251432,636653.267302495
"791","PIAB","Sapling",3.451251432,636652.89329281
"790","PIAB","Sapling",3.451251432,636652.519283126
"789","PIAB","Sapling",3.451251432,636652.145273441
"788","PIAB","Sapling",3.451251432,636651.771263757
"787","PIAB","Sapling",3.451251432,636651.397254073
"785","PIAB","Sapling",3.451251432,636650.649234704
"784","PIAB","Sapling",3.451251432,636650.275225019
"783","PIAB","Sapling",3.451251432,636649.901215335
"782","PIAB","Sapling",3.451251432,636649.52720565
"781","PIAB","Sapling",3.451251432,636649.153195966
"780","PIAB","Sapling",3.451251432,636648.779186282
"779","PIAB","Sapling",3.451251432,636648.405176597
"778","PIAB","Sapling",3.451251432,636648.031166913
"777","PIAB","Sapling",3.451251432,636647.657157228
"776","PIAB","Sapling",3.451251432,636647.283147544
"775","PIAB","Sapling",3.451251432,636646.909137859
"773","PIAB","Sapling",3.451251432,636646.161118491
"772","PIAB","Sapling",3.451251432,636645.787108806
"771","PIAB","Sapling",3.451251432,636645.413099122
"770","PIAB","Sapling",3.451251432,636645.039089437
"769","PIAB","Sapling",3.451251432,636644.665079753
"768","PIAB","Sapling",3.451251432,636644.291070068
"767","PIAB","Sapling",3.451251432,636643.917060384
"766","PIAB","Sapling",3.451251432,636643.5430507
"765","PIAB","Sapling",3.451251432,636643.169041015
"764","PIAB","Sapling",3.451251432,636642.795031331
"762","PIAB","Sapling",3.451251432,636642.047011962
"761","PIAB","Sapling",3.451251432,636641.673002277
"760","PIAB","Sapling",3.451251432,636641.298992593
"759","PIAB","Sapling",3.451251432,636640.924982909
"758","PIAB","Sapling",3.451251432,636640.550973224
"757","PIAB","Sapling",3.451251432,636640.17696354
"756","PIAB","Sapling",3.451251432,636639.802953855
"755","PIAB","Sapling",3.451251432,636639.428944171
