"","Species","Type","DBH","CCR"
"63405","TSCA","Sapling",1,638942.54647977
"63404","TSCA","Sapling",1,638942.51507977
"63403","TSCA","Sapling",1,638942.483679769
"63402","TSCA","Sapling",1,638942.452279769
"63401","TSCA","Sapling",1,638942.420879769
"63400","TSCA","Sapling",1,638942.38947977
"63399","TSCA","Sapling",1,638942.35807977
"63398","TSCA","Sapling",1,638942.326679769
"63397","TSCA","Sapling",1,638942.295279769
"63396","TSCA","Sapling",1,638942.263879769
"63395","TSCA","Sapling",1,638942.23247977
"63394","TSCA","Sapling",1,638942.20107977
"63393","TSCA","Sapling",1,638942.169679769
"63392","TSCA","Sapling",1,638942.138279769
"63391","TSCA","Sapling",1,638942.106879769
"63390","TSCA","Sapling",1,638942.075479769
"63389","TSCA","Sapling",1,638942.04407977
"63388","TSCA","Sapling",1,638942.01267977
"63387","TSCA","Sapling",1,638941.981279769
"63385","TSCA","Sapling",1,638941.918479769
"63384","TSCA","Sapling",1,638941.88707977
"63383","TSCA","Sapling",1,638941.85567977
"63382","TSCA","Sapling",1,638941.824279769
"63381","TSCA","Sapling",1,638941.792879769
"63380","TSCA","Sapling",1,638941.761479769
"63379","TSCA","Sapling",1,638941.73007977
"63378","TSCA","Sapling",1,638941.69867977
"63377","TSCA","Sapling",1,638941.667279769
"63376","TSCA","Sapling",1,638941.635879769
"63375","TSCA","Sapling",1,638941.604479769
"63373","TSCA","Sapling",1,638941.54167977
"63372","TSCA","Sapling",1,638941.510279769
"63371","TSCA","Sapling",1,638941.478879769
"63370","TSCA","Sapling",1,638941.447479769
"63369","TSCA","Sapling",1,638941.416079769
"63368","TSCA","Sapling",1,638941.38467977
"63367","TSCA","Sapling",1,638941.35327977
"63366","TSCA","Sapling",1,638941.321879769
"63365","TSCA","Sapling",1,638941.290479769
"63364","TSCA","Sapling",1,638941.259079769
"63363","TSCA","Sapling",1,638941.22767977
"63362","TSCA","Sapling",1,638941.19627977
"63361","TSCA","Sapling",1,638941.164879769
"63360","TSCA","Sapling",1,638941.133479769
"63359","TSCA","Sapling",1,638941.102079769
"63358","TSCA","Sapling",1,638941.07067977
"63357","TSCA","Sapling",1,638941.03927977
"63356","TSCA","Sapling",1,638941.007879769
"63355","TSCA","Sapling",1,638940.976479769
"63354","TSCA","Sapling",1,638940.945079769
"63353","TSCA","Sapling",1,638940.913679769
"63352","TSCA","Sapling",1,638940.88227977
"63351","TSCA","Sapling",1,638940.85087977
"63350","TSCA","Sapling",1,638940.819479769
"63349","TSCA","Sapling",1,638940.788079769
"63348","TSCA","Sapling",1,638940.756679769
"63347","TSCA","Sapling",1,638940.72527977
"63346","TSCA","Sapling",1,638940.69387977
"63344","TSCA","Sapling",1,638940.631079769
"63343","TSCA","Sapling",1,638940.599679769
"63342","TSCA","Sapling",1,638940.56827977
"63341","TSCA","Sapling",1,638940.53687977
"63340","TSCA","Sapling",1,638940.505479769
"63339","TSCA","Sapling",1,638940.474079769
"63338","TSCA","Sapling",1,638940.442679769
"63337","TSCA","Sapling",1,638940.411279769
"63335","TSCA","Sapling",1,638940.348479769
"63334","TSCA","Sapling",1,638940.317079769
"63333","TSCA","Sapling",1,638940.285679769
"63332","TSCA","Sapling",1,638940.254279769
"63331","TSCA","Sapling",1,638940.22287977
"63330","TSCA","Sapling",1,638940.19147977
"63329","TSCA","Sapling",1,638940.160079769
"63328","TSCA","Sapling",1,638940.128679769
"63327","TSCA","Sapling",1,638940.097279769
"63326","TSCA","Sapling",1,638940.06587977
"63325","TSCA","Sapling",1,638940.03447977
"63324","TSCA","Sapling",1,638940.003079769
"63323","TSCA","Sapling",1,638939.971679769
"63322","TSCA","Sapling",1,638939.940279769
"63321","TSCA","Sapling",1,638939.90887977
"63320","TSCA","Sapling",1,638939.87747977
"63319","TSCA","Sapling",1,638939.846079769
"63318","TSCA","Sapling",1,638939.814679769
"63317","TSCA","Sapling",1,638939.783279769
"63316","TSCA","Sapling",1,638939.751879769
"63315","TSCA","Sapling",1,638939.72047977
"63314","TSCA","Sapling",1,638939.68907977
"63313","TSCA","Sapling",1,638939.657679769
"63312","TSCA","Sapling",1,638939.626279769
"63311","TSCA","Sapling",1,638939.594879769
"63310","TSCA","Sapling",1,638939.56347977
"63309","TSCA","Sapling",1,638939.53207977
"63308","TSCA","Sapling",1,638939.500679769
"63307","TSCA","Sapling",1,638939.469279769
"63306","TSCA","Sapling",1,638939.437879769
"63305","TSCA","Sapling",1,638939.40647977
"63304","TSCA","Sapling",1,638939.37507977
"63302","TSCA","Sapling",1,638939.312279769
"63301","TSCA","Sapling",1,638939.280879769
"63300","TSCA","Sapling",1,638939.249479769
"63299","TSCA","Sapling",1,638939.21807977
"63298","TSCA","Sapling",1,638939.186679769
"63297","TSCA","Sapling",1,638939.155279769
"63296","TSCA","Sapling",1,638939.123879769
"63295","TSCA","Sapling",1,638939.092479769
"63294","TSCA","Sapling",1,638939.06107977
"63293","TSCA","Sapling",1,638939.02967977
"63292","TSCA","Sapling",1,638938.998279769
"63290","TSCA","Sapling",1,638938.935479769
"63289","TSCA","Sapling",1,638938.90407977
"63288","TSCA","Sapling",1,638938.87267977
"63287","TSCA","Sapling",1,638938.841279769
"63286","TSCA","Sapling",1,638938.809879769
"63285","TSCA","Sapling",1,638938.778479769
"63284","TSCA","Sapling",1,638938.747079769
"63283","TSCA","Sapling",1,638938.71567977
"63282","TSCA","Sapling",1,638938.684279769
"63280","TSCA","Sapling",1,638938.621479769
"63279","TSCA","Sapling",1,638938.590079769
"63278","TSCA","Sapling",1,638938.55867977
"63277","TSCA","Sapling",1,638938.52727977
"63276","TSCA","Sapling",1,638938.495879769
"63275","TSCA","Sapling",1,638938.464479769
"63274","TSCA","Sapling",1,638938.433079769
"63273","TSCA","Sapling",1,638938.40167977
"63272","TSCA","Sapling",1,638938.37027977
"63271","TSCA","Sapling",1,638938.338879769
"63269","TSCA","Sapling",1,638938.276079769
"63268","TSCA","Sapling",1,638938.24467977
"63267","TSCA","Sapling",1,638938.21327977
"63266","TSCA","Sapling",1,638938.181879769
"63265","TSCA","Sapling",1,638938.150479769
"63264","TSCA","Sapling",1,638938.119079769
"63263","TSCA","Sapling",1,638938.087679769
"63262","TSCA","Sapling",1,638938.05627977
"63261","TSCA","Sapling",1,638938.02487977
"63260","TSCA","Sapling",1,638937.993479769
"63259","TSCA","Sapling",1,638937.962079769
"63258","TSCA","Sapling",1,638937.930679769
"63257","TSCA","Sapling",1,638937.89927977
"63256","TSCA","Sapling",1,638937.86787977
"63253","TSCA","Sapling",1,638937.773679769
"63252","TSCA","Sapling",1,638937.74227977
"63251","TSCA","Sapling",1,638937.71087977
"63250","TSCA","Sapling",1,638937.679479769
"63248","TSCA","Sapling",1,638937.616679769
"63247","TSCA","Sapling",1,638937.585279769
"63246","TSCA","Sapling",1,638937.55387977
"35670","TSCA","Sapling",1.1116201315,638878.741679769
"35669","TSCA","Sapling",1.1116201315,638878.702878811
"35668","TSCA","Sapling",1.1116201315,638878.664077852
"35667","TSCA","Sapling",1.1116201315,638878.625276894
"35666","TSCA","Sapling",1.1116201315,638878.586475935
"35665","TSCA","Sapling",1.1116201315,638878.547674977
"35664","TSCA","Sapling",1.1116201315,638878.508874018
"35662","TSCA","Sapling",1.1116201315,638878.431272101
"35661","TSCA","Sapling",1.1116201315,638878.392471143
"35660","TSCA","Sapling",1.1116201315,638878.353670184
"35659","TSCA","Sapling",1.1116201315,638878.314869225
"35658","TSCA","Sapling",1.1116201315,638878.276068267
"35657","TSCA","Sapling",1.1116201315,638878.237267308
"35656","TSCA","Sapling",1.1116201315,638878.19846635
"35655","TSCA","Sapling",1.1116201315,638878.159665391
"35654","TSCA","Sapling",1.1116201315,638878.120864433
"35653","TSCA","Sapling",1.1116201315,638878.082063474
"35652","TSCA","Sapling",1.1116201315,638878.043262516
"35650","TSCA","Sapling",1.1116201315,638877.965660598
"35649","TSCA","Sapling",1.1116201315,638877.92685964
"35648","TSCA","Sapling",1.1116201315,638877.888058681
"35647","TSCA","Sapling",1.1116201315,638877.849257723
"35646","TSCA","Sapling",1.1116201315,638877.810456764
"35645","TSCA","Sapling",1.1116201315,638877.771655806
"35644","TSCA","Sapling",1.1116201315,638877.732854847
"35643","TSCA","Sapling",1.1116201315,638877.694053889
"35642","TSCA","Sapling",1.1116201315,638877.65525293
"35641","TSCA","Sapling",1.1116201315,638877.616451972
"35640","TSCA","Sapling",1.1116201315,638877.577651013
"35639","TSCA","Sapling",1.1116201315,638877.538850054
"35638","TSCA","Sapling",1.1116201315,638877.500049096
"35637","TSCA","Sapling",1.1116201315,638877.461248137
"35636","TSCA","Sapling",1.1116201315,638877.422447179
"35635","TSCA","Sapling",1.1116201315,638877.38364622
"35634","TSCA","Sapling",1.1116201315,638877.344845262
"35633","TSCA","Sapling",1.1116201315,638877.306044303
"35632","TSCA","Sapling",1.1116201315,638877.267243345
"35631","TSCA","Sapling",1.1116201315,638877.228442386
"35630","TSCA","Sapling",1.1116201315,638877.189641428
"35629","TSCA","Sapling",1.1116201315,638877.150840469
"35628","TSCA","Sapling",1.1116201315,638877.112039511
"35627","TSCA","Sapling",1.1116201315,638877.073238552
"35626","TSCA","Sapling",1.1116201315,638877.034437593
"35625","TSCA","Sapling",1.1116201315,638876.995636635
"35624","TSCA","Sapling",1.1116201315,638876.956835676
"35623","TSCA","Sapling",1.1116201315,638876.918034718
"35622","TSCA","Sapling",1.1116201315,638876.879233759
"35621","TSCA","Sapling",1.1116201315,638876.840432801
"35620","TSCA","Sapling",1.1116201315,638876.801631842
"35619","TSCA","Sapling",1.1116201315,638876.762830884
"35618","TSCA","Sapling",1.1116201315,638876.724029925
"35617","TSCA","Sapling",1.1116201315,638876.685228967
"35615","TSCA","Sapling",1.1116201315,638876.607627049
"35614","TSCA","Sapling",1.1116201315,638876.568826091
"35613","TSCA","Sapling",1.1116201315,638876.530025132
"35612","TSCA","Sapling",1.1116201315,638876.491224174
"35611","TSCA","Sapling",1.1116201315,638876.452423215
"35610","TSCA","Sapling",1.1116201315,638876.413622257
"35609","TSCA","Sapling",1.1116201315,638876.374821298
"35608","TSCA","Sapling",1.1116201315,638876.33602034
"35607","TSCA","Sapling",1.1116201315,638876.297219381
"35606","TSCA","Sapling",1.1116201315,638876.258418423
"35605","TSCA","Sapling",1.1116201315,638876.219617464
"35604","TSCA","Sapling",1.1116201315,638876.180816505
"35603","TSCA","Sapling",1.1116201315,638876.142015547
"35602","TSCA","Sapling",1.1116201315,638876.103214588
"35601","TSCA","Sapling",1.1116201315,638876.06441363
"35600","TSCA","Sapling",1.1116201315,638876.025612671
"35599","TSCA","Sapling",1.1116201315,638875.986811713
"35598","TSCA","Sapling",1.1116201315,638875.948010754
"35597","TSCA","Sapling",1.1116201315,638875.909209796
"35596","TSCA","Sapling",1.1116201315,638875.870408837
"35595","TSCA","Sapling",1.1116201315,638875.831607878
"35594","TSCA","Sapling",1.1116201315,638875.79280692
"35593","TSCA","Sapling",1.1116201315,638875.754005961
"35592","TSCA","Sapling",1.1116201315,638875.715205003
"35591","TSCA","Sapling",1.1116201315,638875.676404044
"35590","TSCA","Sapling",1.1116201315,638875.637603086
"35589","TSCA","Sapling",1.1116201315,638875.598802127
"35588","TSCA","Sapling",1.1116201315,638875.560001169
"35587","TSCA","Sapling",1.1116201315,638875.52120021
"35586","TSCA","Sapling",1.1116201315,638875.482399252
"35585","TSCA","Sapling",1.1116201315,638875.443598293
"35584","TSCA","Sapling",1.1116201315,638875.404797334
"35583","TSCA","Sapling",1.1116201315,638875.365996376
"35582","TSCA","Sapling",1.1116201315,638875.327195417
"35581","TSCA","Sapling",1.1116201315,638875.288394459
"35580","TSCA","Sapling",1.1116201315,638875.2495935
"35579","TSCA","Sapling",1.1116201315,638875.210792542
"35578","TSCA","Sapling",1.1116201315,638875.171991583
"35577","TSCA","Sapling",1.1116201315,638875.133190625
"35576","TSCA","Sapling",1.1116201315,638875.094389666
"35575","TSCA","Sapling",1.1116201315,638875.055588708
"35574","TSCA","Sapling",1.1116201315,638875.016787749
"35573","TSCA","Sapling",1.1116201315,638874.97798679
"35572","TSCA","Sapling",1.1116201315,638874.939185832
"35571","TSCA","Sapling",1.1116201315,638874.900384873
"35570","TSCA","Sapling",1.1116201315,638874.861583915
"35569","TSCA","Sapling",1.1116201315,638874.822782956
"35568","TSCA","Sapling",1.1116201315,638874.783981998
"35567","TSCA","Sapling",1.1116201315,638874.745181039
"35566","TSCA","Sapling",1.1116201315,638874.706380081
"35564","TSCA","Sapling",1.1116201315,638874.628778164
"35563","TSCA","Sapling",1.1116201315,638874.589977205
"35562","TSCA","Sapling",1.1116201315,638874.551176246
"35561","TSCA","Sapling",1.1116201315,638874.512375288
"35560","TSCA","Sapling",1.1116201315,638874.473574329
"35559","TSCA","Sapling",1.1116201315,638874.434773371
"35558","TSCA","Sapling",1.1116201315,638874.395972412
"35557","TSCA","Sapling",1.1116201315,638874.357171454
"35556","TSCA","Sapling",1.1116201315,638874.318370495
"35555","TSCA","Sapling",1.1116201315,638874.279569537
"35554","TSCA","Sapling",1.1116201315,638874.240768578
"35553","TSCA","Sapling",1.1116201315,638874.20196762
"35552","TSCA","Sapling",1.1116201315,638874.163166661
"35551","TSCA","Sapling",1.1116201315,638874.124365703
"35550","TSCA","Sapling",1.1116201315,638874.085564744
"35549","TSCA","Sapling",1.1116201315,638874.046763785
"35548","TSCA","Sapling",1.1116201315,638874.007962827
"35547","TSCA","Sapling",1.1116201315,638873.969161868
"35545","TSCA","Sapling",1.1116201315,638873.891559951
"35544","TSCA","Sapling",1.1116201315,638873.852758993
"35543","TSCA","Sapling",1.1116201315,638873.813958034
"35542","TSCA","Sapling",1.1116201315,638873.775157075
"35541","TSCA","Sapling",1.1116201315,638873.736356117
"35540","TSCA","Sapling",1.1116201315,638873.697555158
"35539","TSCA","Sapling",1.1116201315,638873.6587542
"35537","TSCA","Sapling",1.1116201315,638873.581152283
"35536","TSCA","Sapling",1.1116201315,638873.542351324
"35535","TSCA","Sapling",1.1116201315,638873.503550366
"35534","TSCA","Sapling",1.1116201315,638873.464749407
"35533","TSCA","Sapling",1.1116201315,638873.425948449
"35532","TSCA","Sapling",1.1116201315,638873.38714749
"35531","TSCA","Sapling",1.1116201315,638873.348346532
"35530","TSCA","Sapling",1.1116201315,638873.309545573
"35529","TSCA","Sapling",1.1116201315,638873.270744614
"35528","TSCA","Sapling",1.1116201315,638873.231943656
"35527","TSCA","Sapling",1.1116201315,638873.193142697
"35526","TSCA","Sapling",1.1116201315,638873.154341739
"35525","TSCA","Sapling",1.1116201315,638873.11554078
"35524","TSCA","Sapling",1.1116201315,638873.076739822
"35523","TSCA","Sapling",1.1116201315,638873.037938863
"35522","TSCA","Sapling",1.1116201315,638872.999137905
"35521","TSCA","Sapling",1.1116201315,638872.960336946
"35520","TSCA","Sapling",1.1116201315,638872.921535988
"35519","TSCA","Sapling",1.1116201315,638872.882735029
"35518","TSCA","Sapling",1.1116201315,638872.84393407
"35517","TSCA","Sapling",1.1116201315,638872.805133112
"35516","TSCA","Sapling",1.1116201315,638872.766332153
"35515","TSCA","Sapling",1.1116201315,638872.727531195
"35514","TSCA","Sapling",1.1116201315,638872.688730236
"35513","TSCA","Sapling",1.1116201315,638872.649929278
"35512","TSCA","Sapling",1.1116201315,638872.611128319
"35511","TSCA","Sapling",1.1116201315,638872.572327361
"35510","TSCA","Sapling",1.1116201315,638872.533526402
"35508","TSCA","Sapling",1.1116201315,638872.455924485
"35507","TSCA","Sapling",1.1116201315,638872.417123526
"35506","TSCA","Sapling",1.1116201315,638872.378322568
"35505","TSCA","Sapling",1.1116201315,638872.339521609
"35504","TSCA","Sapling",1.1116201315,638872.300720651
"35503","TSCA","Sapling",1.1116201315,638872.261919692
"35502","TSCA","Sapling",1.1116201315,638872.223118734
"35501","TSCA","Sapling",1.1116201315,638872.184317775
"35500","TSCA","Sapling",1.1116201315,638872.145516817
"35499","TSCA","Sapling",1.1116201315,638872.106715858
"35498","TSCA","Sapling",1.1116201315,638872.0679149
"35497","TSCA","Sapling",1.1116201315,638872.029113941
"35496","TSCA","Sapling",1.1116201315,638871.990312982
"35495","TSCA","Sapling",1.1116201315,638871.951512024
"35494","TSCA","Sapling",1.1116201315,638871.912711065
"35493","TSCA","Sapling",1.1116201315,638871.873910107
"35492","TSCA","Sapling",1.1116201315,638871.835109148
"35491","TSCA","Sapling",1.1116201315,638871.79630819
"35490","TSCA","Sapling",1.1116201315,638871.757507231
"35489","TSCA","Sapling",1.1116201315,638871.718706273
"35488","TSCA","Sapling",1.1116201315,638871.679905314
"35487","TSCA","Sapling",1.1116201315,638871.641104355
"35486","TSCA","Sapling",1.1116201315,638871.602303397
"35484","TSCA","Sapling",1.1116201315,638871.52470148
"35483","TSCA","Sapling",1.1116201315,638871.485900521
"35482","TSCA","Sapling",1.1116201315,638871.447099563
"35481","TSCA","Sapling",1.1116201315,638871.408298604
"35480","TSCA","Sapling",1.1116201315,638871.369497646
"35479","TSCA","Sapling",1.1116201315,638871.330696687
"35478","TSCA","Sapling",1.1116201315,638871.291895729
"35477","TSCA","Sapling",1.1116201315,638871.25309477
"35476","TSCA","Sapling",1.1116201315,638871.214293811
"35475","TSCA","Sapling",1.1116201315,638871.175492853
"35474","TSCA","Sapling",1.1116201315,638871.136691894
"35473","TSCA","Sapling",1.1116201315,638871.097890936
"35472","TSCA","Sapling",1.1116201315,638871.059089977
"35471","TSCA","Sapling",1.1116201315,638871.020289019
"35470","TSCA","Sapling",1.1116201315,638870.98148806
"35469","TSCA","Sapling",1.1116201315,638870.942687102
"35468","TSCA","Sapling",1.1116201315,638870.903886143
"35467","TSCA","Sapling",1.1116201315,638870.865085185
"35466","TSCA","Sapling",1.1116201315,638870.826284226
"35465","TSCA","Sapling",1.1116201315,638870.787483267
"35464","TSCA","Sapling",1.1116201315,638870.748682309
"35463","TSCA","Sapling",1.1116201315,638870.70988135
"35462","TSCA","Sapling",1.1116201315,638870.671080392
"35461","TSCA","Sapling",1.1116201315,638870.632279433
"35460","TSCA","Sapling",1.1116201315,638870.593478475
"35459","TSCA","Sapling",1.1116201315,638870.554677516
"35458","TSCA","Sapling",1.1116201315,638870.515876558
"35457","TSCA","Sapling",1.1116201315,638870.477075599
"35456","TSCA","Sapling",1.1116201315,638870.438274641
"35455","TSCA","Sapling",1.1116201315,638870.399473682
"35454","TSCA","Sapling",1.1116201315,638870.360672724
"35453","TSCA","Sapling",1.1116201315,638870.321871765
"35452","TSCA","Sapling",1.1116201315,638870.283070806
"35451","TSCA","Sapling",1.1116201315,638870.244269848
"35450","TSCA","Sapling",1.1116201315,638870.205468889
"35449","TSCA","Sapling",1.1116201315,638870.166667931
"35447","TSCA","Sapling",1.1116201315,638870.089066014
"35446","TSCA","Sapling",1.1116201315,638870.050265055
"35445","TSCA","Sapling",1.1116201315,638870.011464097
"35444","TSCA","Sapling",1.1116201315,638869.972663138
"35443","TSCA","Sapling",1.1116201315,638869.93386218
"35442","TSCA","Sapling",1.1116201315,638869.895061221
"35441","TSCA","Sapling",1.1116201315,638869.856260262
"35440","TSCA","Sapling",1.1116201315,638869.817459304
"35439","TSCA","Sapling",1.1116201315,638869.778658345
"35438","TSCA","Sapling",1.1116201315,638869.739857387
"35437","TSCA","Sapling",1.1116201315,638869.701056428
"35436","TSCA","Sapling",1.1116201315,638869.66225547
"35435","TSCA","Sapling",1.1116201315,638869.623454511
"35434","TSCA","Sapling",1.1116201315,638869.584653553
"35433","TSCA","Sapling",1.1116201315,638869.545852594
"35432","TSCA","Sapling",1.1116201315,638869.507051635
"35431","TSCA","Sapling",1.1116201315,638869.468250677
"35430","TSCA","Sapling",1.1116201315,638869.429449718
"35429","TSCA","Sapling",1.1116201315,638869.39064876
"35428","TSCA","Sapling",1.1116201315,638869.351847801
"35427","TSCA","Sapling",1.1116201315,638869.313046843
"35426","TSCA","Sapling",1.1116201315,638869.274245884
"35425","TSCA","Sapling",1.1116201315,638869.235444926
"35424","TSCA","Sapling",1.1116201315,638869.196643967
"35423","TSCA","Sapling",1.1116201315,638869.157843009
"35422","TSCA","Sapling",1.1116201315,638869.11904205
"35421","TSCA","Sapling",1.1116201315,638869.080241091
"35420","TSCA","Sapling",1.1116201315,638869.041440133
"35419","TSCA","Sapling",1.1116201315,638869.002639174
"35418","TSCA","Sapling",1.1116201315,638868.963838216
"35417","TSCA","Sapling",1.1116201315,638868.925037257
"35416","TSCA","Sapling",1.1116201315,638868.886236299
"35415","TSCA","Sapling",1.1116201315,638868.84743534
"35414","TSCA","Sapling",1.1116201315,638868.808634382
"35413","TSCA","Sapling",1.1116201315,638868.769833423
"35412","TSCA","Sapling",1.1116201315,638868.731032465
"35411","TSCA","Sapling",1.1116201315,638868.692231506
"35410","TSCA","Sapling",1.1116201315,638868.653430547
"35409","TSCA","Sapling",1.1116201315,638868.614629589
"35408","TSCA","Sapling",1.1116201315,638868.57582863
"35407","TSCA","Sapling",1.1116201315,638868.537027672
"35406","TSCA","Sapling",1.1116201315,638868.498226713
"35405","TSCA","Sapling",1.1116201315,638868.459425755
"35404","TSCA","Sapling",1.1116201315,638868.420624796
"35403","TSCA","Sapling",1.1116201315,638868.381823838
"35402","TSCA","Sapling",1.1116201315,638868.343022879
"35401","TSCA","Sapling",1.1116201315,638868.304221921
"35400","TSCA","Sapling",1.1116201315,638868.265420962
"35399","TSCA","Sapling",1.1116201315,638868.226620003
"35398","TSCA","Sapling",1.1116201315,638868.187819045
"35397","TSCA","Sapling",1.1116201315,638868.149018086
"35396","TSCA","Sapling",1.1116201315,638868.110217128
"35395","TSCA","Sapling",1.1116201315,638868.071416169
"35394","TSCA","Sapling",1.1116201315,638868.032615211
"35393","TSCA","Sapling",1.1116201315,638867.993814252
"35392","TSCA","Sapling",1.1116201315,638867.955013294
"35391","TSCA","Sapling",1.1116201315,638867.916212335
"35390","TSCA","Sapling",1.1116201315,638867.877411377
"35389","TSCA","Sapling",1.1116201315,638867.838610418
"35388","TSCA","Sapling",1.1116201315,638867.799809459
"35387","TSCA","Sapling",1.1116201315,638867.761008501
"35386","TSCA","Sapling",1.1116201315,638867.722207542
"35385","TSCA","Sapling",1.1116201315,638867.683406584
"35384","TSCA","Sapling",1.1116201315,638867.644605625
"35383","TSCA","Sapling",1.1116201315,638867.605804667
"35382","TSCA","Sapling",1.1116201315,638867.567003708
"35381","TSCA","Sapling",1.1116201315,638867.52820275
"35380","TSCA","Sapling",1.1116201315,638867.489401791
"35379","TSCA","Sapling",1.1116201315,638867.450600832
"35378","TSCA","Sapling",1.1116201315,638867.411799874
"35377","TSCA","Sapling",1.1116201315,638867.372998915
"35376","TSCA","Sapling",1.1116201315,638867.334197957
"35375","TSCA","Sapling",1.1116201315,638867.295396998
"35374","TSCA","Sapling",1.1116201315,638867.25659604
"35373","TSCA","Sapling",1.1116201315,638867.217795081
"35372","TSCA","Sapling",1.1116201315,638867.178994123
"35371","TSCA","Sapling",1.1116201315,638867.140193164
"35370","TSCA","Sapling",1.1116201315,638867.101392206
"35369","TSCA","Sapling",1.1116201315,638867.062591247
"35368","TSCA","Sapling",1.1116201315,638867.023790288
"35367","TSCA","Sapling",1.1116201315,638866.98498933
"35366","TSCA","Sapling",1.1116201315,638866.946188371
"35365","TSCA","Sapling",1.1116201315,638866.907387413
"35364","TSCA","Sapling",1.1116201315,638866.868586454
"35363","TSCA","Sapling",1.1116201315,638866.829785496
"35362","TSCA","Sapling",1.1116201315,638866.790984537
"35361","TSCA","Sapling",1.1116201315,638866.752183579
"35360","TSCA","Sapling",1.1116201315,638866.71338262
"35359","TSCA","Sapling",1.1116201315,638866.674581662
"35358","TSCA","Sapling",1.1116201315,638866.635780703
"35357","TSCA","Sapling",1.1116201315,638866.596979744
"35356","TSCA","Sapling",1.1116201315,638866.558178786
"35355","TSCA","Sapling",1.1116201315,638866.519377827
"35354","TSCA","Sapling",1.1116201315,638866.480576869
"35353","TSCA","Sapling",1.1116201315,638866.44177591
"35352","TSCA","Sapling",1.1116201315,638866.402974952
"35351","TSCA","Sapling",1.1116201315,638866.364173993
"35350","TSCA","Sapling",1.1116201315,638866.325373035
"35349","TSCA","Sapling",1.1116201315,638866.286572076
"35348","TSCA","Sapling",1.1116201315,638866.247771118
"35347","TSCA","Sapling",1.1116201315,638866.208970159
"35346","TSCA","Sapling",1.1116201315,638866.170169201
"35345","TSCA","Sapling",1.1116201315,638866.131368242
"35344","TSCA","Sapling",1.1116201315,638866.092567283
"35343","TSCA","Sapling",1.1116201315,638866.053766325
"35341","TSCA","Sapling",1.1116201315,638865.976164408
"35340","TSCA","Sapling",1.1116201315,638865.937363449
"35339","TSCA","Sapling",1.1116201315,638865.898562491
"35338","TSCA","Sapling",1.1116201315,638865.859761532
"35337","TSCA","Sapling",1.1116201315,638865.820960574
"35336","TSCA","Sapling",1.1116201315,638865.782159615
"35335","TSCA","Sapling",1.1116201315,638865.743358657
"35334","TSCA","Sapling",1.1116201315,638865.704557698
"35332","TSCA","Sapling",1.1116201315,638865.626955781
"35331","TSCA","Sapling",1.1116201315,638865.588154822
"35330","TSCA","Sapling",1.1116201315,638865.549353864
"35329","TSCA","Sapling",1.1116201315,638865.510552905
"35328","TSCA","Sapling",1.1116201315,638865.471751947
"35327","TSCA","Sapling",1.1116201315,638865.432950988
"35326","TSCA","Sapling",1.1116201315,638865.39415003
"35325","TSCA","Sapling",1.1116201315,638865.355349071
"35324","TSCA","Sapling",1.1116201315,638865.316548112
"35323","TSCA","Sapling",1.1116201315,638865.277747154
"35322","TSCA","Sapling",1.1116201315,638865.238946195
"35321","TSCA","Sapling",1.1116201315,638865.200145237
"35320","TSCA","Sapling",1.1116201315,638865.161344278
"35319","TSCA","Sapling",1.1116201315,638865.12254332
"35318","TSCA","Sapling",1.1116201315,638865.083742361
"35317","TSCA","Sapling",1.1116201315,638865.044941403
"35316","TSCA","Sapling",1.1116201315,638865.006140444
"35315","TSCA","Sapling",1.1116201315,638864.967339486
"35314","TSCA","Sapling",1.1116201315,638864.928538527
"35313","TSCA","Sapling",1.1116201315,638864.889737568
"35312","TSCA","Sapling",1.1116201315,638864.85093661
"35311","TSCA","Sapling",1.1116201315,638864.812135651
"35310","TSCA","Sapling",1.1116201315,638864.773334693
"35309","TSCA","Sapling",1.1116201315,638864.734533734
"35308","TSCA","Sapling",1.1116201315,638864.695732776
"35307","TSCA","Sapling",1.1116201315,638864.656931817
"35306","TSCA","Sapling",1.1116201315,638864.618130859
"35305","TSCA","Sapling",1.1116201315,638864.5793299
"35304","TSCA","Sapling",1.1116201315,638864.540528942
"35303","TSCA","Sapling",1.1116201315,638864.501727983
"35302","TSCA","Sapling",1.1116201315,638864.462927024
"35301","TSCA","Sapling",1.1116201315,638864.424126066
"35300","TSCA","Sapling",1.1116201315,638864.385325107
"35299","TSCA","Sapling",1.1116201315,638864.346524149
"35298","TSCA","Sapling",1.1116201315,638864.30772319
"35297","TSCA","Sapling",1.1116201315,638864.268922232
"35296","TSCA","Sapling",1.1116201315,638864.230121273
"35295","TSCA","Sapling",1.1116201315,638864.191320315
"35294","TSCA","Sapling",1.1116201315,638864.152519356
"35293","TSCA","Sapling",1.1116201315,638864.113718398
"35292","TSCA","Sapling",1.1116201315,638864.074917439
"35291","TSCA","Sapling",1.1116201315,638864.03611648
"35290","TSCA","Sapling",1.1116201315,638863.997315522
"35289","TSCA","Sapling",1.1116201315,638863.958514563
"35288","TSCA","Sapling",1.1116201315,638863.919713605
"35287","TSCA","Sapling",1.1116201315,638863.880912646
"35286","TSCA","Sapling",1.1116201315,638863.842111688
"35285","TSCA","Sapling",1.1116201315,638863.803310729
"35284","TSCA","Sapling",1.1116201315,638863.764509771
"35283","TSCA","Sapling",1.1116201315,638863.725708812
